😍,2027
😮,1227
🖤,2044
👍🏿,87
😆,4716
🤯,77
🥺,104
❤,873
👍,933
😢,355
💗,198
👎,14
😠,183
👺,2
👾,54
👋🏿,1
😳,22
👿,64
👎🏿,2
👌🏿,2
🍩,2
💪🏿,2
👶🏿,1
🤢,1
😲,7
😎,3
😡,8
🤭,2
😰,2
🤮,1
🎈,1
😩,2
😧,2
😥,2
🇵🇱,1
🙏🏿,2
😭,2
🙀,1
😟,1
