"master_metadata_album_artist_name","master_metadata_track_name","master_metadata_album_album_name","spotify_track_uri","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"Kid Cudi","Elsie's Baby Boy (flashback)","Man On The Moon III: The Chosen","spotify:track:6jiwr6xTHqjdun5d3cEwXV","hip hop, ohio hip hop, pop rap, rap",0.615,0.663,2,-7.812,0,0.0384,0.208,0.377,0.366,0.128,95.158,"audio_features","6jiwr6xTHqjdun5d3cEwXV","spotify:track:6jiwr6xTHqjdun5d3cEwXV","https://api.spotify.com/v1/tracks/6jiwr6xTHqjdun5d3cEwXV","https://api.spotify.com/v1/audio-analysis/6jiwr6xTHqjdun5d3cEwXV",219213,3
"Playboi Carti","Stop Breathing","Whole Lotta Red","spotify:track:2lLG56qpLP3UbcLuzMvkWX","atl hip hop, plugg, rap, trap",0.856,0.57,9,-4.486,1,0.286,0.00637,0,0.0984,0.155,154.967,"audio_features","2lLG56qpLP3UbcLuzMvkWX","spotify:track:2lLG56qpLP3UbcLuzMvkWX","https://api.spotify.com/v1/tracks/2lLG56qpLP3UbcLuzMvkWX","https://api.spotify.com/v1/audio-analysis/2lLG56qpLP3UbcLuzMvkWX",218943,4
"Playboi Carti","King Vamp","Whole Lotta Red","spotify:track:2iqHcRoOfLl1fXCf1bGO0J","atl hip hop, plugg, rap, trap",0.691,0.756,8,-5.638,0,0.352,0.0117,0,0.257,0.396,144.188,"audio_features","2iqHcRoOfLl1fXCf1bGO0J","spotify:track:2iqHcRoOfLl1fXCf1bGO0J","https://api.spotify.com/v1/tracks/2iqHcRoOfLl1fXCf1bGO0J","https://api.spotify.com/v1/audio-analysis/2iqHcRoOfLl1fXCf1bGO0J",186776,4
"Playboi Carti","Beno!","Whole Lotta Red","spotify:track:4CYTQpr2jc4uBScYvpEK2w","atl hip hop, plugg, rap, trap",0.923,0.562,1,-7.357,1,0.304,0.0213,0,0.0726,0.499,144.067,"audio_features","4CYTQpr2jc4uBScYvpEK2w","spotify:track:4CYTQpr2jc4uBScYvpEK2w","https://api.spotify.com/v1/tracks/4CYTQpr2jc4uBScYvpEK2w","https://api.spotify.com/v1/audio-analysis/4CYTQpr2jc4uBScYvpEK2w",153333,4
"Playboi Carti","Sky","Whole Lotta Red","spotify:track:29TPjc8wxfz4XMn21O7VsZ","atl hip hop, plugg, rap, trap",0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,"audio_features","29TPjc8wxfz4XMn21O7VsZ","spotify:track:29TPjc8wxfz4XMn21O7VsZ","https://api.spotify.com/v1/tracks/29TPjc8wxfz4XMn21O7VsZ","https://api.spotify.com/v1/audio-analysis/29TPjc8wxfz4XMn21O7VsZ",193234,4
"Playboi Carti","No Sl33p","Whole Lotta Red","spotify:track:6i6whmV36EJmxs5zFahMrb","atl hip hop, plugg, rap, trap",0.719,0.852,0,-5.232,1,0.149,0.024,0,0.123,0.432,151.867,"audio_features","6i6whmV36EJmxs5zFahMrb","spotify:track:6i6whmV36EJmxs5zFahMrb","https://api.spotify.com/v1/tracks/6i6whmV36EJmxs5zFahMrb","https://api.spotify.com/v1/audio-analysis/6i6whmV36EJmxs5zFahMrb",88547,4
"Playboi Carti","On That Time","Whole Lotta Red","spotify:track:3dl8bSF08LQfCf4T6CCksf","atl hip hop, plugg, rap, trap",0.598,0.476,0,-3.673,1,0.0333,0.00584,0,0.265,0.0545,150.078,"audio_features","3dl8bSF08LQfCf4T6CCksf","spotify:track:3dl8bSF08LQfCf4T6CCksf","https://api.spotify.com/v1/tracks/3dl8bSF08LQfCf4T6CCksf","https://api.spotify.com/v1/audio-analysis/3dl8bSF08LQfCf4T6CCksf",102422,4
"Playboi Carti","ILoveUIHateU","Whole Lotta Red","spotify:track:1BpKJw4RZxaFB88NE5uxXf","atl hip hop, plugg, rap, trap",0.684,0.693,4,-6.651,0,0.0339,0.00534,0,0.506,0.108,134.988,"audio_features","1BpKJw4RZxaFB88NE5uxXf","spotify:track:1BpKJw4RZxaFB88NE5uxXf","https://api.spotify.com/v1/tracks/1BpKJw4RZxaFB88NE5uxXf","https://api.spotify.com/v1/audio-analysis/1BpKJw4RZxaFB88NE5uxXf",135122,4
"Playboi Carti","Vamp Anthem","Whole Lotta Red","spotify:track:4CzhtKifG867Lu5DNQVBSA","atl hip hop, plugg, rap, trap",0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075,"audio_features","4CzhtKifG867Lu5DNQVBSA","spotify:track:4CzhtKifG867Lu5DNQVBSA","https://api.spotify.com/v1/tracks/4CzhtKifG867Lu5DNQVBSA","https://api.spotify.com/v1/audio-analysis/4CzhtKifG867Lu5DNQVBSA",124094,4
"Playboi Carti","Die4Guy","Whole Lotta Red","spotify:track:7rbalRuIx7sIXFHYTphE0n","atl hip hop, plugg, rap, trap",0.759,0.67,1,-5.188,0,0.0589,0.00471,0,0.0889,0.418,148.938,"audio_features","7rbalRuIx7sIXFHYTphE0n","spotify:track:7rbalRuIx7sIXFHYTphE0n","https://api.spotify.com/v1/tracks/7rbalRuIx7sIXFHYTphE0n","https://api.spotify.com/v1/audio-analysis/7rbalRuIx7sIXFHYTphE0n",131248,4
"Playboi Carti","Place","Whole Lotta Red","spotify:track:1Bg2CNZw6S4e9cGWPmi0uI","atl hip hop, plugg, rap, trap",0.891,0.628,1,-6.35,1,0.105,0.000674,0,0.119,0.04,131.06,"audio_features","1Bg2CNZw6S4e9cGWPmi0uI","spotify:track:1Bg2CNZw6S4e9cGWPmi0uI","https://api.spotify.com/v1/tracks/1Bg2CNZw6S4e9cGWPmi0uI","https://api.spotify.com/v1/audio-analysis/1Bg2CNZw6S4e9cGWPmi0uI",117240,4
"Playboi Carti","Over","Whole Lotta Red","spotify:track:08dz3ygXyFur6bL7Au8u8J","atl hip hop, plugg, rap, trap",0.622,0.946,7,-3.593,0,0.0534,0.044,0,0.0838,0.336,130.07,"audio_features","08dz3ygXyFur6bL7Au8u8J","spotify:track:08dz3ygXyFur6bL7Au8u8J","https://api.spotify.com/v1/tracks/08dz3ygXyFur6bL7Au8u8J","https://api.spotify.com/v1/audio-analysis/08dz3ygXyFur6bL7Au8u8J",166234,4
"Playboi Carti","F33l Lik3 Dyin","Whole Lotta Red","spotify:track:1xVVYE1ahLotRpppJViVzs","atl hip hop, plugg, rap, trap",0.733,0.703,11,-6.451,1,0.0906,0.205,1.62e-05,0.158,0.0966,141.047,"audio_features","1xVVYE1ahLotRpppJViVzs","spotify:track:1xVVYE1ahLotRpppJViVzs","https://api.spotify.com/v1/tracks/1xVVYE1ahLotRpppJViVzs","https://api.spotify.com/v1/audio-analysis/1xVVYE1ahLotRpppJViVzs",204437,4
"Playboi Carti","Rockstar Made","Whole Lotta Red","spotify:track:3cWmqvMwVQKDigWLSZ3w9h","atl hip hop, plugg, rap, trap",0.773,0.612,8,-5.73,1,0.232,0.0398,0,0.142,0.381,149.999,"audio_features","3cWmqvMwVQKDigWLSZ3w9h","spotify:track:3cWmqvMwVQKDigWLSZ3w9h","https://api.spotify.com/v1/tracks/3cWmqvMwVQKDigWLSZ3w9h","https://api.spotify.com/v1/audio-analysis/3cWmqvMwVQKDigWLSZ3w9h",193575,4
"Playboi Carti","Go2DaMoon (feat. Kanye West)","Whole Lotta Red","spotify:track:0F13K9dwYH2zpTWiR8d628","atl hip hop, plugg, rap, trap",0.693,0.434,4,-8.786,0,0.385,0.204,0,0.277,0.542,147.066,"audio_features","0F13K9dwYH2zpTWiR8d628","spotify:track:0F13K9dwYH2zpTWiR8d628","https://api.spotify.com/v1/tracks/0F13K9dwYH2zpTWiR8d628","https://api.spotify.com/v1/audio-analysis/0F13K9dwYH2zpTWiR8d628",119738,4
"Kanye West","Father Stretch My Hands Pt. 1","The Life Of Pablo","spotify:track:4KW1lqgSr8TKrvBII0Brf8","chicago rap, rap",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,"audio_features","4KW1lqgSr8TKrvBII0Brf8","spotify:track:4KW1lqgSr8TKrvBII0Brf8","https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8","https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8",135920,4
"Kanye West","Pt. 2","The Life Of Pablo","spotify:track:1Wsbr1d2BouNGk2q92mIj7","chicago rap, rap",0.674,0.752,11,-4.073,1,0.333,0.552,0,0.787,0.236,145.076,"audio_features","1Wsbr1d2BouNGk2q92mIj7","spotify:track:1Wsbr1d2BouNGk2q92mIj7","https://api.spotify.com/v1/tracks/1Wsbr1d2BouNGk2q92mIj7","https://api.spotify.com/v1/audio-analysis/1Wsbr1d2BouNGk2q92mIj7",130293,4
"Kanye West","Famous","The Life Of Pablo","spotify:track:19a3JfW8BQwqHWUMbcqSx8","chicago rap, rap",0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935,"audio_features","19a3JfW8BQwqHWUMbcqSx8","spotify:track:19a3JfW8BQwqHWUMbcqSx8","https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8","https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8",196040,4
"Kanye West","Feedback","The Life Of Pablo","spotify:track:49fT6owWuknekShh9utsjv","chicago rap, rap",0.811,0.566,8,-6.033,0,0.517,0.563,0,0.104,0.169,100.224,"audio_features","49fT6owWuknekShh9utsjv","spotify:track:49fT6owWuknekShh9utsjv","https://api.spotify.com/v1/tracks/49fT6owWuknekShh9utsjv","https://api.spotify.com/v1/audio-analysis/49fT6owWuknekShh9utsjv",147240,4
"Kanye West","Low Lights","The Life Of Pablo","spotify:track:36o4taPyOdnOMf01ERmn9a","chicago rap, rap",0.603,0.593,7,-4.685,1,0.109,0.706,0,0.121,0.523,101.956,"audio_features","36o4taPyOdnOMf01ERmn9a","spotify:track:36o4taPyOdnOMf01ERmn9a","https://api.spotify.com/v1/tracks/36o4taPyOdnOMf01ERmn9a","https://api.spotify.com/v1/audio-analysis/36o4taPyOdnOMf01ERmn9a",131773,4
"Kanye West","Highlights","The Life Of Pablo","spotify:track:4qYLPta5HZ36idWiXtqh7B","chicago rap, rap",0.547,0.626,2,-6.244,1,0.208,0.00572,0,0.313,0.346,101.971,"audio_features","4qYLPta5HZ36idWiXtqh7B","spotify:track:4qYLPta5HZ36idWiXtqh7B","https://api.spotify.com/v1/tracks/4qYLPta5HZ36idWiXtqh7B","https://api.spotify.com/v1/audio-analysis/4qYLPta5HZ36idWiXtqh7B",199867,4
"Kanye West","Freestyle 4","The Life Of Pablo","spotify:track:6wfzokDylbrJzrJcpnBkcy","chicago rap, rap",0.564,0.537,9,-8.381,0,0.095,0.0449,0,0.0907,0.459,126.036,"audio_features","6wfzokDylbrJzrJcpnBkcy","spotify:track:6wfzokDylbrJzrJcpnBkcy","https://api.spotify.com/v1/tracks/6wfzokDylbrJzrJcpnBkcy","https://api.spotify.com/v1/audio-analysis/6wfzokDylbrJzrJcpnBkcy",123387,4
"Kanye West","I Love Kanye","The Life Of Pablo","spotify:track:5CGS4UovzA7ftCJkLVXQju","chicago rap, rap",0.756,0.374,5,-7.966,1,0.741,0.594,0,0.217,0.966,80.326,"audio_features","5CGS4UovzA7ftCJkLVXQju","spotify:track:5CGS4UovzA7ftCJkLVXQju","https://api.spotify.com/v1/tracks/5CGS4UovzA7ftCJkLVXQju","https://api.spotify.com/v1/audio-analysis/5CGS4UovzA7ftCJkLVXQju",44827,4
"Kanye West","Waves","The Life Of Pablo","spotify:track:3nAq2hCr1oWsIU54tS98pL","chicago rap, rap",0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,"audio_features","3nAq2hCr1oWsIU54tS98pL","spotify:track:3nAq2hCr1oWsIU54tS98pL","https://api.spotify.com/v1/tracks/3nAq2hCr1oWsIU54tS98pL","https://api.spotify.com/v1/audio-analysis/3nAq2hCr1oWsIU54tS98pL",181573,4
"Kanye West","FML","The Life Of Pablo","spotify:track:30Zcjs7pgEkmJA1lEbGSWT","chicago rap, rap",0.527,0.415,5,-7.184,1,0.131,0.329,0,0.195,0.12,125.357,"audio_features","30Zcjs7pgEkmJA1lEbGSWT","spotify:track:30Zcjs7pgEkmJA1lEbGSWT","https://api.spotify.com/v1/tracks/30Zcjs7pgEkmJA1lEbGSWT","https://api.spotify.com/v1/audio-analysis/30Zcjs7pgEkmJA1lEbGSWT",236120,4
"Kanye West","Real Friends","The Life Of Pablo","spotify:track:66Q3fAmSX5eHamgbKa9alP","chicago rap, rap",0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396,"audio_features","66Q3fAmSX5eHamgbKa9alP","spotify:track:66Q3fAmSX5eHamgbKa9alP","https://api.spotify.com/v1/tracks/66Q3fAmSX5eHamgbKa9alP","https://api.spotify.com/v1/audio-analysis/66Q3fAmSX5eHamgbKa9alP",251573,4
"Kanye West","Wolves","The Life Of Pablo","spotify:track:432hUIl3ISDeytYW5XBQ5h","chicago rap, rap",0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856,"audio_features","432hUIl3ISDeytYW5XBQ5h","spotify:track:432hUIl3ISDeytYW5XBQ5h","https://api.spotify.com/v1/tracks/432hUIl3ISDeytYW5XBQ5h","https://api.spotify.com/v1/audio-analysis/432hUIl3ISDeytYW5XBQ5h",301587,4
"Kanye West","Frank's Track","The Life Of Pablo","spotify:track:20r94xA0bsYNLtYSiOE6r3","chicago rap, rap",0.655,0.179,11,-6.903,1,0.0722,0.976,0,0.105,0.758,140.687,"audio_features","20r94xA0bsYNLtYSiOE6r3","spotify:track:20r94xA0bsYNLtYSiOE6r3","https://api.spotify.com/v1/tracks/20r94xA0bsYNLtYSiOE6r3","https://api.spotify.com/v1/audio-analysis/20r94xA0bsYNLtYSiOE6r3",38333,4
"Kanye West","Siiiiiiiiilver Surffffeeeeer Intermission","The Life Of Pablo","spotify:track:1ZnA4VYOlYIShuGt60LmCs","chicago rap, rap",0.788,0.409,9,-11.917,1,0.881,0.982,0.000203,0.11,0.925,72.623,"audio_features","1ZnA4VYOlYIShuGt60LmCs","spotify:track:1ZnA4VYOlYIShuGt60LmCs","https://api.spotify.com/v1/tracks/1ZnA4VYOlYIShuGt60LmCs","https://api.spotify.com/v1/audio-analysis/1ZnA4VYOlYIShuGt60LmCs",56560,4
"Kanye West","30 Hours","The Life Of Pablo","spotify:track:2CHmgtK8OCL28WtIK96u4N","chicago rap, rap",0.823,0.813,7,-6.71,1,0.288,0.0359,0,0.0886,0.373,95.012,"audio_features","2CHmgtK8OCL28WtIK96u4N","spotify:track:2CHmgtK8OCL28WtIK96u4N","https://api.spotify.com/v1/tracks/2CHmgtK8OCL28WtIK96u4N","https://api.spotify.com/v1/audio-analysis/2CHmgtK8OCL28WtIK96u4N",323303,4
"Kanye West","No More Parties In LA","The Life Of Pablo","spotify:track:0zLClc0emc6qUeV1p5nc99","chicago rap, rap",0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058,"audio_features","0zLClc0emc6qUeV1p5nc99","spotify:track:0zLClc0emc6qUeV1p5nc99","https://api.spotify.com/v1/tracks/0zLClc0emc6qUeV1p5nc99","https://api.spotify.com/v1/audio-analysis/0zLClc0emc6qUeV1p5nc99",374413,4
"Kanye West","Facts (Charlie Heat Version)","The Life Of Pablo","spotify:track:3MnbXlC1N7GdS9M8HzA6no","chicago rap, rap",0.777,0.662,1,-3.761,0,0.143,0.0518,0,0.168,0.4,142.059,"audio_features","3MnbXlC1N7GdS9M8HzA6no","spotify:track:3MnbXlC1N7GdS9M8HzA6no","https://api.spotify.com/v1/tracks/3MnbXlC1N7GdS9M8HzA6no","https://api.spotify.com/v1/audio-analysis/3MnbXlC1N7GdS9M8HzA6no",200733,4
"Kanye West","Fade","The Life Of Pablo","spotify:track:3cCxoOgfi6hgt8MNteuiiD","chicago rap, rap",0.752,0.765,9,-5.805,0,0.0908,0.118,0,0.31,0.309,105.998,"audio_features","3cCxoOgfi6hgt8MNteuiiD","spotify:track:3cCxoOgfi6hgt8MNteuiiD","https://api.spotify.com/v1/tracks/3cCxoOgfi6hgt8MNteuiiD","https://api.spotify.com/v1/audio-analysis/3cCxoOgfi6hgt8MNteuiiD",193748,4
"Kanye West","Saint Pablo","The Life Of Pablo","spotify:track:1o0kWPueYo94LIjPYOE5Nf","chicago rap, rap",0.461,0.772,2,-3.98,0,0.375,0.282,0,0.178,0.414,167.018,"audio_features","1o0kWPueYo94LIjPYOE5Nf","spotify:track:1o0kWPueYo94LIjPYOE5Nf","https://api.spotify.com/v1/tracks/1o0kWPueYo94LIjPYOE5Nf","https://api.spotify.com/v1/audio-analysis/1o0kWPueYo94LIjPYOE5Nf",372113,4
"Kanye West","Ultralight Beam","The Life Of Pablo","spotify:track:1eQBEelI2NCy7AUTerX0KS","chicago rap, rap",0.592,0.403,0,-8.768,0,0.414,0.62,0,0.54,0.391,105.169,"audio_features","1eQBEelI2NCy7AUTerX0KS","spotify:track:1eQBEelI2NCy7AUTerX0KS","https://api.spotify.com/v1/tracks/1eQBEelI2NCy7AUTerX0KS","https://api.spotify.com/v1/audio-analysis/1eQBEelI2NCy7AUTerX0KS",320680,4
"Kanye West","Every Hour","JESUS IS KING","spotify:track:1WnqWQcWcuQbVzgE7ecfCY","chicago rap, rap",0.588,0.793,7,-6.23,1,0.0794,0.466,0.000647,0.913,0.694,76.997,"audio_features","1WnqWQcWcuQbVzgE7ecfCY","spotify:track:1WnqWQcWcuQbVzgE7ecfCY","https://api.spotify.com/v1/tracks/1WnqWQcWcuQbVzgE7ecfCY","https://api.spotify.com/v1/audio-analysis/1WnqWQcWcuQbVzgE7ecfCY",112239,5
"Kanye West","Water","JESUS IS KING","spotify:track:454Epa1vrCGFddHXKyC1kb","chicago rap, rap",0.505,0.281,2,-12.404,1,0.1,0.57,0.000254,0.163,0.283,82.338,"audio_features","454Epa1vrCGFddHXKyC1kb","spotify:track:454Epa1vrCGFddHXKyC1kb","https://api.spotify.com/v1/tracks/454Epa1vrCGFddHXKyC1kb","https://api.spotify.com/v1/audio-analysis/454Epa1vrCGFddHXKyC1kb",168420,4
"Kanye West","Hands On","JESUS IS KING","spotify:track:7r6aR2f57resC5r93LwMfK","chicago rap, rap",0.514,0.393,1,-8.72,0,0.529,0.558,0,0.282,0.598,78.039,"audio_features","7r6aR2f57resC5r93LwMfK","spotify:track:7r6aR2f57resC5r93LwMfK","https://api.spotify.com/v1/tracks/7r6aR2f57resC5r93LwMfK","https://api.spotify.com/v1/audio-analysis/7r6aR2f57resC5r93LwMfK",203174,4
"KIDS SEE GHOSTS","Reborn","KIDS SEE GHOSTS","spotify:track:4RVbK6cV0VqWdpCDcx3hiT","hip hop, rap",0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,"audio_features","4RVbK6cV0VqWdpCDcx3hiT","spotify:track:4RVbK6cV0VqWdpCDcx3hiT","https://api.spotify.com/v1/tracks/4RVbK6cV0VqWdpCDcx3hiT","https://api.spotify.com/v1/audio-analysis/4RVbK6cV0VqWdpCDcx3hiT",324674,4
"Kanye West","Selah","JESUS IS KING","spotify:track:39JRmdKFka1Oe09FoOCPI4","chicago rap, rap",0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076,"audio_features","39JRmdKFka1Oe09FoOCPI4","spotify:track:39JRmdKFka1Oe09FoOCPI4","https://api.spotify.com/v1/tracks/39JRmdKFka1Oe09FoOCPI4","https://api.spotify.com/v1/audio-analysis/39JRmdKFka1Oe09FoOCPI4",164620,3
"Kanye West","Use This Gospel","JESUS IS KING","spotify:track:0oPOuDmmkVp3h6puekhs6P","chicago rap, rap",0.611,0.459,0,-3.926,0,0.0422,0.614,0,0.126,0.177,148.28,"audio_features","0oPOuDmmkVp3h6puekhs6P","spotify:track:0oPOuDmmkVp3h6puekhs6P","https://api.spotify.com/v1/tracks/0oPOuDmmkVp3h6puekhs6P","https://api.spotify.com/v1/audio-analysis/0oPOuDmmkVp3h6puekhs6P",213878,4
"Kanye West","All Mine","ye","spotify:track:3U21A07gAloCc4P7J8rxcn","chicago rap, rap",0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,"audio_features","3U21A07gAloCc4P7J8rxcn","spotify:track:3U21A07gAloCc4P7J8rxcn","https://api.spotify.com/v1/tracks/3U21A07gAloCc4P7J8rxcn","https://api.spotify.com/v1/audio-analysis/3U21A07gAloCc4P7J8rxcn",145507,4
"Kanye West","Jesus Is Lord","JESUS IS KING","spotify:track:7sBgFMWqDWQgrsNSpIBoe8","chicago rap, rap",0.243,0.26,4,-5.876,0,0.0305,0.828,4.03e-05,0.532,0.327,76.61,"audio_features","7sBgFMWqDWQgrsNSpIBoe8","spotify:track:7sBgFMWqDWQgrsNSpIBoe8","https://api.spotify.com/v1/tracks/7sBgFMWqDWQgrsNSpIBoe8","https://api.spotify.com/v1/audio-analysis/7sBgFMWqDWQgrsNSpIBoe8",49293,3
"Kanye West","God Is","JESUS IS KING","spotify:track:6xRWoYwfwIKnT8bQGzKbxR","chicago rap, rap",0.656,0.637,1,-3.867,1,0.0256,0.34,0,0.187,0.267,105.037,"audio_features","6xRWoYwfwIKnT8bQGzKbxR","spotify:track:6xRWoYwfwIKnT8bQGzKbxR","https://api.spotify.com/v1/tracks/6xRWoYwfwIKnT8bQGzKbxR","https://api.spotify.com/v1/audio-analysis/6xRWoYwfwIKnT8bQGzKbxR",203141,4
"Kanye West","On Sight","Yeezus","spotify:track:1gqkRc9WtOpnGIqxf2Hvzr","chicago rap, rap",0.605,0.469,9,-3.182,0,0.327,0.487,0,0.28,0.515,101.601,"audio_features","1gqkRc9WtOpnGIqxf2Hvzr","spotify:track:1gqkRc9WtOpnGIqxf2Hvzr","https://api.spotify.com/v1/tracks/1gqkRc9WtOpnGIqxf2Hvzr","https://api.spotify.com/v1/audio-analysis/1gqkRc9WtOpnGIqxf2Hvzr",156480,4
"Kanye West","Everything We Need","JESUS IS KING","spotify:track:24bnCCysWnbNRNUT4LpHcP","chicago rap, rap",0.894,0.416,9,-6.823,0,0.0538,0.312,0,0.146,0.463,116.96,"audio_features","24bnCCysWnbNRNUT4LpHcP","spotify:track:24bnCCysWnbNRNUT4LpHcP","https://api.spotify.com/v1/tracks/24bnCCysWnbNRNUT4LpHcP","https://api.spotify.com/v1/audio-analysis/24bnCCysWnbNRNUT4LpHcP",116560,4
"JAY-Z","No Church In The Wild","Watch The Throne (Deluxe)","spotify:track:3Osd3Yf8K73aj4ySn6LrvK","east coast hip hop, hip hop, rap",0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,"audio_features","3Osd3Yf8K73aj4ySn6LrvK","spotify:track:3Osd3Yf8K73aj4ySn6LrvK","https://api.spotify.com/v1/tracks/3Osd3Yf8K73aj4ySn6LrvK","https://api.spotify.com/v1/audio-analysis/3Osd3Yf8K73aj4ySn6LrvK",272507,4
"Kanye West","I Am A God","Yeezus","spotify:track:0HMCdlOPJkAGlB0MlSWIcO","chicago rap, rap",0.51,0.532,4,-7.405,0,0.0715,0.0367,0.000794,0.165,0.305,111.885,"audio_features","0HMCdlOPJkAGlB0MlSWIcO","spotify:track:0HMCdlOPJkAGlB0MlSWIcO","https://api.spotify.com/v1/tracks/0HMCdlOPJkAGlB0MlSWIcO","https://api.spotify.com/v1/audio-analysis/0HMCdlOPJkAGlB0MlSWIcO",231507,4
"JAY-Z","Otis","Watch The Throne (Deluxe)","spotify:track:6vegnfDS8DAEaCqWaPYGPy","east coast hip hop, hip hop, rap",0.754,0.631,7,-4.751,0,0.307,0.552,0,0.5,0.432,94.577,"audio_features","6vegnfDS8DAEaCqWaPYGPy","spotify:track:6vegnfDS8DAEaCqWaPYGPy","https://api.spotify.com/v1/tracks/6vegnfDS8DAEaCqWaPYGPy","https://api.spotify.com/v1/audio-analysis/6vegnfDS8DAEaCqWaPYGPy",178213,4
"JAY-Z","Empire State Of Mind","The Blueprint 3","spotify:track:2igwFfvr1OAGX9SKDCPBwO","east coast hip hop, hip hop, rap",0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,"audio_features","2igwFfvr1OAGX9SKDCPBwO","spotify:track:2igwFfvr1OAGX9SKDCPBwO","https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO","https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO",276920,4
"JAY-Z","On To The Next One","The Blueprint 3","spotify:track:4ljDnzzqwnRIynr1g55um4","east coast hip hop, hip hop, rap",0.546,0.908,10,-1.655,0,0.417,0.215,9.47e-06,0.107,0.59,116.885,"audio_features","4ljDnzzqwnRIynr1g55um4","spotify:track:4ljDnzzqwnRIynr1g55um4","https://api.spotify.com/v1/tracks/4ljDnzzqwnRIynr1g55um4","https://api.spotify.com/v1/audio-analysis/4ljDnzzqwnRIynr1g55um4",256133,5
"JAY-Z","Already Home","The Blueprint 3","spotify:track:6BspqxU4vVF6ZsWjfgIJkK","east coast hip hop, hip hop, rap",0.545,0.868,0,-2.283,1,0.305,0.074,0,0.735,0.605,80.485,"audio_features","6BspqxU4vVF6ZsWjfgIJkK","spotify:track:6BspqxU4vVF6ZsWjfgIJkK","https://api.spotify.com/v1/tracks/6BspqxU4vVF6ZsWjfgIJkK","https://api.spotify.com/v1/audio-analysis/6BspqxU4vVF6ZsWjfgIJkK",269853,4
"JAY-Z","Real As It Gets","The Blueprint 3","spotify:track:0Fx59cxbrS4v9CsOMUtQEM","east coast hip hop, hip hop, rap",0.531,0.973,1,-1.497,1,0.323,0.13,0,0.353,0.515,86.221,"audio_features","0Fx59cxbrS4v9CsOMUtQEM","spotify:track:0Fx59cxbrS4v9CsOMUtQEM","https://api.spotify.com/v1/tracks/0Fx59cxbrS4v9CsOMUtQEM","https://api.spotify.com/v1/audio-analysis/0Fx59cxbrS4v9CsOMUtQEM",252613,4
"JAY-Z","Young Forever","The Blueprint 3","spotify:track:35srNkJVToAzYiZzron1FY","east coast hip hop, hip hop, rap",0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,"audio_features","35srNkJVToAzYiZzron1FY","spotify:track:35srNkJVToAzYiZzron1FY","https://api.spotify.com/v1/tracks/35srNkJVToAzYiZzron1FY","https://api.spotify.com/v1/audio-analysis/35srNkJVToAzYiZzron1FY",253907,4
"Mr Hudson","Supernova - Radio Edit","Supernova (Radio Edit)","spotify:track:61zLjjvOfZ6iW3aG7ZXOpg","",0.695,0.707,5,-8.602,1,0.0549,0.0137,0,0.231,0.768,116.01,"audio_features","61zLjjvOfZ6iW3aG7ZXOpg","spotify:track:61zLjjvOfZ6iW3aG7ZXOpg","https://api.spotify.com/v1/tracks/61zLjjvOfZ6iW3aG7ZXOpg","https://api.spotify.com/v1/audio-analysis/61zLjjvOfZ6iW3aG7ZXOpg",196102,4
"Kanye West","Paranoid","808s & Heartbreak","spotify:track:0w2piYWj1F2bzUftzGJgK9","chicago rap, rap",0.587,0.611,6,-7.408,1,0.106,0.114,9.83e-05,0.0765,0.464,114.991,"audio_features","0w2piYWj1F2bzUftzGJgK9","spotify:track:0w2piYWj1F2bzUftzGJgK9","https://api.spotify.com/v1/tracks/0w2piYWj1F2bzUftzGJgK9","https://api.spotify.com/v1/audio-analysis/0w2piYWj1F2bzUftzGJgK9",277907,4
