"ts","artistName","trackName","ms_played"
"2021-05-18 12:26","Amy Winehouse","You Know I'm No Good",4522
"2021-05-18 12:26","Amy Winehouse","Rehab",1962
"2021-05-18 12:26","Michael Jackson","Beat It",2368
"2021-05-18 12:27","Black Sabbath","Iron Man",34901
"2021-05-18 12:27","Fluke","Atom Bomb",8021
"2021-05-18 12:29","Alcomindz","Alcomindz.",92484
"2021-05-18 12:33","Alcomindz","Samtin Samtin",274207
"2021-05-18 12:37","Alcomindz","Dotknij Grzyba",247066
"2021-05-18 12:39","Alcomindz","On a Mission",126225
"2021-05-18 12:43","Alcomindz","Ballin'",194741
"2021-05-18 12:46","Alcomindz","Dziko³ak",225197
"2021-05-18 12:50","Alcomindz","Ogoleni, Umyci & Lekko Wypici",190066
"2021-05-18 12:52","Alcomindz","Normalne Ch³opaki",138057
"2021-05-18 12:55","Alcomindz","Bretto Czy Nutto",131056
"2021-05-18 13:01","Alcomindz","Dobre Intencje 2",5649
"2021-05-18 13:03","Alcomindz","Bretto Czy Nutto",131056
"2021-05-18 13:14","Alcomindz","Dobre Intencje 2",35365
"2021-05-18 13:16","Alcomindz","Bretto Czy Nutto",131056
"2021-05-18 13:20","Alcomindz","Dobre Intencje 2",204068
"2021-05-18 13:24","Alcomindz","Paczam Na Sukie",235349
"2021-05-18 13:24","Alcomindz","On a Mission",7722
"2021-05-18 13:28","Gorillaz","DARE",244999
"2021-05-18 13:31","Gorillaz","Kids with Guns",225773
"2021-05-18 13:35","Gorillaz","Dirty Harry",230426
"2021-05-18 13:39","Gorillaz","Fire Coming out of the Monkey's Head",199000
"2021-05-18 13:43","Gorillaz","Don't Get Lost in Heaven",131866
"2021-05-18 13:47","Gorillaz","Demon Days",268400
"2021-05-18 13:48","Gorillaz","Intro",67133
"2021-05-18 13:50","Gorillaz","Last Living Souls",118592
"2021-05-18 13:54","Gorillaz","DARE",244999
"2021-05-18 13:58","Gorillaz","Fire Coming out of the Monkey's Head",199000
"2021-05-18 14:00","Gorillaz","Don't Get Lost in Heaven",131866
"2021-05-18 14:06","Gorillaz","Demon Days",255984
"2021-05-18 18:29","Gorillaz","Don't Get Lost in Heaven",1045
"2021-05-18 18:29","Gorillaz","Demon Days",1023
"2021-05-18 18:29","Gorillaz","Fire Coming out of the Monkey's Head",1365
"2021-05-18 18:33","Gorillaz","DARE",244999
"2021-05-18 18:41","Gorillaz","Fire Coming out of the Monkey's Head",108258
"2021-05-18 18:45","Gorillaz","DARE",244999
"2021-05-18 18:49","Gorillaz","Don't Get Lost in Heaven",557
"2021-05-18 18:49","Gorillaz","Demon Days",11865
"2021-05-18 18:49","Gorillaz","Fire Coming out of the Monkey's Head",186937
"2021-05-18 18:50","Gorillaz","Intro",60194
"2021-05-18 18:51","Gorillaz","Last Living Souls",77336
"2021-05-18 18:52","Gorillaz","Kids with Guns",45302
"2021-05-18 18:54","Gorillaz","O Green World",158847
"2021-05-18 20:29","Gorillaz","Last Living Souls",1728
"2021-05-18 20:29","Gorillaz","Kids with Guns",618
"2021-05-18 20:29","Gorillaz","Kids with Guns",21
"2021-05-18 20:29","Gorillaz","Dirty Harry",42
"2021-05-18 20:29","Gorillaz","Dirty Harry",1109
"2021-05-18 20:29","Gorillaz","Dirty Harry",3903
"2021-05-18 20:29","Gorillaz","Feel Good Inc.",10240
"2021-05-18 20:29","Gorillaz","Feel Good Inc.",661
"2021-05-18 20:29","Gorillaz","O Green World",1066
"2021-05-18 20:29","Gorillaz","O Green World",3626
"2021-05-18 20:29","Gorillaz","O Green World",874
"2021-05-18 20:30","Gorillaz","November Has Come",4821
"2021-05-18 20:30","Gorillaz","All Alone",0
"2021-05-18 20:30","Gorillaz","Don't Get Lost in Heaven",3477
"2021-05-18 20:30","Gorillaz","White Light",3946
"2021-05-18 20:30","Gorillaz","Demon Days",2922
"2021-05-18 20:30","Gorillaz","Fire Coming out of the Monkey's Head",3178
"2021-05-18 20:30","Gorillaz","Intro",853
"2021-05-18 20:30","Gorillaz","DARE",1920
"2021-05-18 20:30","Gorillaz","Every Planet We Reach Is Dead",3797
"2021-05-18 20:30","Gorillaz","El Manana",14933
"2021-05-18 20:31","Gorillaz","Stylo (feat. Mos Def and Bobby Womack)",5311
"2021-05-18 20:31","Gorillaz","Don't Get Lost in Heaven",5951
"2021-05-18 20:31","Gorillaz","Glitter Freeze (feat. Mark E Smith)",5226
"2021-05-18 20:31","Gorillaz","White Light",18965
"2021-05-18 20:31","Gorillaz","Demon Days",9493
"2021-05-18 20:31","Gorillaz","Fire Coming out of the Monkey's Head",1066
"2021-05-18 20:31","Gorillaz","Rhinestone Eyes",2794
"2021-05-18 20:32","Gorillaz","People",16426
"2021-05-18 20:32","Gorillaz","Jungle Fresh",5376
"2021-05-18 20:32","Gorillaz","Plastic Beach (feat. Mick Jones and Paul Simonon)",25472
"2021-05-18 20:32","Gorillaz","68 State",9706
"2021-05-18 20:32","Gorillaz","Crooked Dub",4351
"2021-05-18 20:33","Gorillaz","Re-Hash",10069
"2021-05-18 20:34","Gorillaz","19-2000",107413
"2021-05-18 20:35","Samim","Heater - 2019 Remaster",7168
"2021-05-18 20:35","Daft Punk","Harder, Better, Faster, Stronger",27818
"2021-05-18 20:36","Bicep","Apricots",11114
"2021-05-18 20:36","Bicep","Glue",4885
"2021-05-18 20:36","Bicep","Glue",55701
"2021-05-18 20:37","Alex Gaudino","Destination Calabria - Radio Edit",1386
"2021-05-18 20:38","The Prodigy","Omen",4522
"2021-05-18 20:38","Paul Oakenfold","Time Of Your Life",14463
"2021-05-18 20:38","September","Cry for You",2965
"2021-05-18 20:38","Faithless","Why Go? (feat. Estelle)",13333
"2021-05-18 20:38","Bicep","Atlas",4053
"2021-05-18 20:38","Wet Fingers","Turn Me On (Radio Edit)",20906
"2021-05-18 20:40","The Future Sound Of London","Papua New Guinea",13461
"2021-05-18 20:40","The Future Sound Of London","My Kingdom",11840
"2021-05-18 20:40","The Future Sound Of London","Papua New Guinea - Translation 1 - 12"" Original",1386
"2021-05-18 20:40","Meat Beat Manifesto","Prime Audio Soup",83071
"2021-05-18 20:41","The Future Sound Of London","We Have Explosive",15146
"2021-05-18 20:41","The Future Sound Of London","Stolen Documents",3050
"2021-05-18 20:41","The Future Sound Of London","Calcium",4757
"2021-05-18 20:41","The Future Sound Of London","Expander",5354
"2021-05-18 20:41","The Future Sound Of London","While Others Cry",6080
"2021-05-18 20:42","The Future Sound Of London","It's Not My Problem",58410
"2021-05-18 20:42","The Future Sound Of London","Papua New Guinea",17855
"2021-05-18 20:42","The Future Sound Of London","Moscow",7701
"2021-05-18 20:42","The Future Sound Of London","1 in 8",1941
"2021-05-18 20:43","The Future Sound Of London","Expander - Remix",1770
"2021-05-18 20:43","The Future Sound Of London","We Have Explosive",2645
"2021-05-18 20:43","The Future Sound Of London","My Kingdom",16938
"2021-05-18 20:43","The Future Sound Of London","Dead Cities",2431
"2021-05-18 20:43","The Future Sound Of London","Central Industrial",3541
"2021-05-18 20:43","The Future Sound Of London","Pulse State",5653
"2021-05-18 20:43","The Future Sound Of London","Herd Killing",4842
"2021-05-18 20:43","The Future Sound Of London","Her Face Forms In Summertime",1706
"2021-05-18 20:43","The Future Sound Of London","Everyone In The World Is Doing Something Without Me",2602
"2021-05-18 20:43","The Future Sound Of London","Moscow - Remix",9343
"2021-05-18 20:43","The Future Sound Of London","Antique Toy",1962
"2021-05-18 20:43","The Future Sound Of London","Max",3562
"2021-05-18 20:44","The Future Sound Of London","We Have Explosive",1280
"2021-05-18 20:44","The Future Sound Of London","My Kingdom",12351
"2021-05-18 20:44","The Future Sound Of London","Glass",4544
"2021-05-18 20:44","The Future Sound Of London","Dead Cities",8725
"2021-05-18 20:44","The Future Sound Of London","Yage",3072
"2021-05-18 20:44","The Future Sound Of London","Herd Killing",9215
"2021-05-18 20:44","The Future Sound Of London","Vit Drowning/Through Your Gills I Breathe",4650
"2021-05-18 20:44","The Future Sound Of London","Her Face Forms In Summertime",960
"2021-05-18 20:44","The Future Sound Of London","Everyone In The World Is Doing Something Without Me",1023
"2021-05-18 20:44","The Future Sound Of London","First Death In The Family",5546
"2021-05-18 20:44","The Future Sound Of London","Quagmire/In A State Of Permanent Abyss",3520
"2021-05-18 20:45","The Future Sound Of London","Ill Flower",725
"2021-05-18 20:45","The Future Sound Of London","Ill Flower",3733
"2021-05-18 20:45","The Future Sound Of London","Bird Wings",3008
"2021-05-18 20:45","The Future Sound Of London","Cascade",10922
"2021-05-18 20:45","The Future Sound Of London","Cascade",9600
"2021-05-18 20:45","The Future Sound Of London","Flak",3178
"2021-05-18 20:45","The Future Sound Of London","Dead Skin Cells",3008
"2021-05-18 20:45","The Future Sound Of London","Eggshell",5994
"2021-05-18 20:45","The Future Sound Of London","Domain",3370
"2021-05-18 20:45","The Future Sound Of London","Lifeforms",9770
"2021-05-18 20:45","The Future Sound Of London","Among Myselves",6762
"2021-05-18 20:46","The Future Sound Of London","Life Form Ends",917
"2021-05-18 20:46","The Future Sound Of London","Elaborate Burn",2175
"2021-05-18 20:46","The Future Sound Of London","Elaborate Burn",2880
"2021-05-18 20:46","The Future Sound Of London","Vertical Pig",2389
"2021-05-18 20:46","The Future Sound Of London","Cascade",3477
"2021-05-18 20:46","The Future Sound Of London","Room 208",7040
"2021-05-18 20:46","The Future Sound Of London","Little Brother",4650
"2021-05-18 20:46","The Future Sound Of London","Little Brother",853
"2021-05-18 20:46","The Future Sound Of London","Cerebral",3903
"2021-05-18 20:46","The Future Sound Of London","Omnipresence",9706
"2021-05-18 20:46","The Future Sound Of London","Vit",896
"2021-05-18 20:46","The Future Sound Of London","Interstat",3669
"2021-05-18 20:46","The Future Sound Of London","Spineless Jelly",3733
"2021-05-18 20:47","The Future Sound Of London","Ill Flower",24469
"2021-05-18 20:47","Meat Beat Manifesto","Psyche-Out",3840
"2021-05-18 20:47","Meat Beat Manifesto","Radio Babylon",6570
"2021-05-18 20:47","Meat Beat Manifesto","Prime Audio Soup",6997
"2021-05-18 20:47","Meat Beat Manifesto","Oblivion / Humans",2901
"2021-05-18 20:47","Meat Beat Manifesto","Let's Have Fun",4224
"2021-05-18 20:47","Meat Beat Manifesto","The Week",5184
"2021-05-18 20:48","Download","Glassblower",9642
"2021-05-18 20:48","Meat Beat Manifesto","Acid Again",20202
"2021-05-18 20:48","Meat Beat Manifesto","Funny Feeling",10815
"2021-05-18 20:48","Meat Beat Manifesto","The Thumb",4906
"2021-05-18 20:48","Download","Gaslighter",21461
"2021-05-18 20:49","Download","Carrier Tone",13674
"2021-05-18 20:49","Download","tuFF paws",12416
"2021-05-18 20:50","Download","Possession",2816
"2021-05-18 20:50","Download","Vagator",5333
"2021-05-18 20:50","Download","Toooly Hooof",3733
"2021-05-18 20:50","Download","Mzeo B",18538
"2021-05-18 20:50","Download","Moth",3455
"2021-05-18 20:50","Download","Cunning",12266
"2021-05-18 20:50","Download","Cunning",3349
"2021-05-18 20:50","Download","calling Monster island",40853
"2021-05-18 20:51","Download","Mzeo B",46165
"2021-05-18 20:51","Download","Tunnel",9493
"2021-05-18 20:51","Download","Flight Of The Luminous Insects",1023
"2021-05-18 20:51","Download","Streaked",2901
"2021-05-18 20:51","Download","Streaked",3157
"2021-05-18 20:52","Download","Flight Of The Luminous Insects",9429
"2021-05-18 20:52","Download","Beauty In the Eyes",22293
"2021-05-18 20:52","Download","Sleeping Solus",5290
"2021-05-18 20:53","Download","Sidewinder",2986
"2021-05-18 20:53","Download","Toooly Hooof",2623
"2021-05-18 20:53","Download","Were",2410
"2021-05-18 20:53","Download","Were",64
"2021-05-18 20:53","Download","Glassblower",831
"2021-05-18 20:53","Download","The Turin Cloud",2602
"2021-05-18 20:53","Download","H Sein Influence",1962
"2021-05-18 20:53","Download","Base Metal",5631
"2021-05-18 20:53","Download","Outafter",3733
"2021-05-18 20:53","Download","Collision",1877
"2021-05-18 20:53","Download","Pleck",15594
"2021-05-18 20:53","Download","Pleck",25898
"2021-05-18 20:53","Download","Bellshaw",1365
"2021-05-18 20:53","Download","Bellshaw",4650
"2021-05-18 20:54","The Tear Garden","You And Me And Rainbows",5397
"2021-05-18 20:54","cEvin Key","Anger is an Acid",4778
"2021-05-18 20:54","The Tear Garden","Ascension Day",2666
"2021-05-18 20:54","The Tear Garden","Romulus And Venus",21653
"2021-05-18 20:54","Download","Killfly",11861
"2021-05-18 20:54","The Tear Garden","Strange Land",2837
"2021-05-18 20:54","The Tear Garden","In Search Of My Rose",8234
"2021-05-18 20:55","Meat Beat Manifesto","Psyche-Out",1215
"2021-05-18 20:55","Consolidated","Tool and Die",3285
"2021-05-18 20:55","cEvin Key","Night Flower",20586
"2021-05-18 20:55","Consolidated","You Suck",2687
"2021-05-18 20:55","Consolidated","Guerrillas in the Mist",20437
"2021-05-18 20:55","Meat Beat Manifesto","99%",4074
"2021-05-18 20:55","Meat Beat Manifesto","Hello Teenage America",3690
"2021-05-18 20:56","My Life With The Thrill Kill Kult","A Daisy Chain 4 Satan - Acid & Flowers Mix",8533
"2021-05-18 20:56","My Life With The Thrill Kill Kult","After the Flesh",7466
"2021-05-18 20:56","My Life With The Thrill Kill Kult","The Days of Swine & Roses",5461
"2021-05-18 20:56","My Life With The Thrill Kill Kult","The Devil Does Drugs",3989
"2021-05-18 20:56","Skinny Puppy","Assimilate",7722
"2021-05-18 20:56","Meat Beat Manifesto","Think Fast",17386
"2021-05-18 20:57","Renegade Soundwave","Women Respond to Bass",5354
"2021-05-18 20:57","Renegade Soundwave","Cocaine Sex - Turbo Lust Mix",2560
"2021-05-18 20:57","Renegade Soundwave","Kray Twins",5952
"2021-05-18 20:57","Renegade Soundwave","Pocket Porn",6079
"2021-05-18 20:57","Depeche Mode","I Feel You - Renegade Soundwave Afghan Surgery Mix",8213
"2021-05-18 20:57","Renegade Soundwave","The Phantom",9194
"2021-05-18 20:57","Renegade Soundwave","Murder Music",5034
"2021-05-18 20:57","Renegade Soundwave","Space Gladiator - Satellite of Dub",1109
"2021-05-18 20:57","Renegade Soundwave","Renegade Soundwave - Leftfield Remix",11882
"2021-05-18 20:57","Renegade Soundwave","Renegade Soundwave",3434
"2021-05-18 20:57","Renegade Soundwave","Lucky Luke",2282
"2021-05-18 20:58","Renegade Soundwave","Black Eye Boy",13375
"2021-05-18 20:58","Renegade Soundwave","Positive ID",3626
"2021-05-18 20:58","Download","Cunning",13461
"2021-05-18 20:58","Doubting Thomas","Clocks",4736
"2021-05-18 20:58","Renegade Soundwave","Bubbaluba",8000
"2021-05-18 20:58","Renegade Soundwave","Bubbaluba",4778
"2021-05-18 20:58","Doubting Thomas","Father Don't Cry",3200
"2021-05-18 20:58","Download","Gaslighter",9344
"2021-05-18 20:59","The Future Sound Of London","Papua New Guinea",9770
"2021-05-18 20:59","Doubting Thomas","Hiding",2645
"2021-05-18 20:59","Doubting Thomas","The Run",2111
"2021-05-18 20:59","Doubting Thomas","Clocks",1920
"2021-05-18 20:59","Doubting Thomas","The Moodswing",3008
"2021-05-18 20:59","Doubting Thomas","Nagual Tone",12608
"2021-05-18 20:59","Doubting Thomas","Father Don't Cry",85
"2021-05-18 20:59","Doubting Thomas","Yowtch",2304
"2021-05-18 21:00","blink-182","First Date",5760
"2021-05-18 21:00","McCafferty","Beachboy",5717
"2021-05-18 21:00","Mindless Self Indulgence","Faggot",7594
"2021-05-18 21:00","Green Day","Brain Stew",5888
"2021-05-18 21:00","Agent Orange","Bloodstains - Original Version",3029
"2021-05-18 21:00","Kaz Ba³agane","Miejsca i role",3520
"2021-05-18 21:00","Destroy Boys","I Threw Glass at My Friend's Eyes and Now I'm on Probation",1898
"2021-05-18 21:00","My Chemical Romance","Teenagers",4010
"2021-05-18 21:00","Public Enemy","Harder Than You Think",25834
"2021-05-18 21:00","The Offspring","Bad Habit",10453
"2021-05-18 21:11","Rizi Beizeti","XD",6911
"2021-05-18 21:11","Janusz Walczuk","Zobacz",54976
"2021-05-18 21:12","reezy","TRANCE",3050
"2021-05-18 21:12","reezy","SANDMANN",3328
"2021-05-18 21:12","reezy","MANCHESTER",3328
"2021-05-18 21:12","reezy","MANCHESTER",14528
"2021-05-18 21:15","reezy","MANCHESTER",4522
"2021-05-18 21:18","BHZ","Flasche Luft",3818
"2021-05-18 21:18","BHZ","Flasche Luft",15957
"2021-05-18 21:18","BHZ","Overdose",640
"2021-05-18 21:19","BHZ","Cripwalks (with Pashanim & Monk)",7381
"2021-05-18 21:20","BHZ","Lustig",1429
"2021-05-18 21:21","Yung Hurn","Eisblock",2346
"2021-05-18 21:21","Yung Hurn","Was sie will",6549
"2021-05-18 21:21","Yung Hurn","Bist Du alleine.",8256
"2021-05-18 21:22","Yung Hurn","Was sie will",14250
"2021-05-18 21:22","Yung Hurn","Bist Du alleine.",3498
"2021-05-18 21:22","Yung Hurn","Ok Cool",14869
"2021-05-18 21:23","Yung Hurn","Sag mir",7722
"2021-05-18 21:24","Yung Hurn","Eisblock",6677
"2021-05-18 21:28","RAPK","Aral",4266
"2021-05-18 21:29","Yung Hurn","Was sie will",13994
"2021-05-18 21:30","Yung Hurn","Hellwach",10944
"2021-05-18 21:30","Yung Hurn","Bist Du alleine.",5354
"2021-05-18 21:30","Yung Hurn","Sie schauen",4010
"2021-05-18 21:46","Yung Hurn","Was sie will",134509
"2021-05-18 21:49","Yung Hurn","Bist Du alleine.",185540
"2021-05-18 21:53","The Future Sound Of London","It's Not My Problem",242133
"2021-05-18 21:54","The Future Sound Of London","Papua New Guinea",23456
"2021-05-18 21:54","The Future Sound Of London","My Kingdom",5479
"2021-05-18 21:54","The Future Sound Of London","Cascade",12608
"2021-05-18 21:55","Meat Beat Manifesto","Acid Again",72306
"2021-05-18 21:55","Download","calling Monster island",2577
"2021-05-18 21:55","Download","Carrier Tone",12097
"2021-05-18 21:57","Download","Cunning",82848
"2021-05-18 21:58","Download","Mzeo B",47925
"2021-05-19 11:15","Download","Mzeo B",7103
"2021-05-19 11:25","Alcomindz","Paczam Na Sukie",562783
"2021-05-19 13:26","Alcomindz","Skit",83701
"2021-05-19 13:31","Alcomindz","Paczam Na Sukie",310047
"2021-05-19 13:41","Alcomindz","Skit",97697
"2021-05-19 13:42","Alcomindz","Ruchaæ",15102
"2021-05-19 13:43","Alcomindz","Alcomindz.",109061
"2021-05-19 13:48","Alcomindz","Ogoleni, Umyci & Lekko Wypici",190066
"2021-05-19 13:51","Alcomindz","Normalne Ch³opaki",138057
"2021-05-19 13:53","Alcomindz","Bretto Czy Nutto",131056
"2021-05-19 13:56","Alcomindz","Dobre Intencje 2",204068
"2021-05-19 14:01","Alcomindz","Paczam Na Sukie",310047
"2021-05-19 14:03","Alcomindz","Ruchaæ",1109
"2021-05-19 14:03","Alcomindz","Skit",96245
"2021-05-19 14:06","Alcomindz","Deszczowa Piosenka",162772
"2021-05-19 14:07","Alcomindz","Jeœli Kochasz",4309
"2021-05-19 14:07","Alcomindz","Dywan",90453
"2021-05-19 14:11","Alcomindz","Zgaœ Lamkie",216768
"2021-05-19 14:12","Alcomindz","Musisz Jeœæ",63231
"2021-05-19 14:16","Alcomindz","Zgaœ Lamkie",254066
"2021-05-19 14:17","Alcomindz","Musisz Jeœæ",32781
"2021-05-19 14:59","Alcomindz","Zgaœ Lamkie",193365
"2021-05-19 15:02","Alcomindz","Ogoleni, Umyci & Lekko Wypici",190066
"2021-05-19 15:02","Alcomindz","Normalne Ch³opaki",26018
"2021-05-19 19:58","Alcomindz","Alcomindz.",960
"2021-05-19 19:58","Alcomindz","Ogoleni, Umyci & Lekko Wypici",2538
"2021-05-19 19:58","Alcomindz","Ogoleni, Umyci & Lekko Wypici",853
"2021-05-19 19:58","Alcomindz","Bretto Czy Nutto",42
"2021-05-19 19:58","Alcomindz","Normalne Ch³opaki",1365
"2021-05-19 19:58","Alcomindz","Normalne Ch³opaki",917
"2021-05-19 19:58","Alcomindz","Dobre Intencje 2",1237
"2021-05-19 19:59","Alcomindz","Paczam Na Sukie",8234
"2021-05-19 20:07","Alcomindz","Zgaœ Lamkie",494621
"2021-05-19 20:10","Alcomindz","Musisz Jeœæ",170057
"2021-05-19 20:11","Alcomindz","Dirtinastki",30510
"2021-05-19 20:15","Alcomindz","Zgaœ Lamkie",254066
"2021-05-19 20:17","Alcomindz","Musisz Jeœæ",141517
"2021-05-19 20:21","Alcomindz","Zgaœ Lamkie",221121
"2021-05-19 20:23","Alcomindz","Musisz Jeœæ",139027
"2021-05-19 20:31","Alcomindz","Dirtinastki",3648
"2021-05-19 20:31","Alcomindz","Zgaœ Lamkie",34197
"2021-05-19 20:31","Alcomindz","Musisz Jeœæ",874
"2021-05-19 20:32","Yung Hurn","Ponny",19200
"2021-05-19 22:24","Kukon","Ca³a noc w samolocie (feat. Ka-Meal)",4100
"2021-05-19 22:24","Kukon","Gruba Ryba",3430
"2021-05-19 22:24","Kukon","Hello - Moto",5610
"2021-05-19 22:24","Kukon","Ogrody Po Blantach",3740
"2021-05-19 22:25","Kukon","Wirtualny Diler",33630
"2021-05-19 22:25","Kukon","Gotówka",11690
"2021-05-19 22:25","Kukon","List od Miko³aja",7090
"2021-05-19 22:25","Kukon","Ogrody Po Blantach",13500
"2021-05-19 22:27","Kukon","Miniówa",2580
"2021-05-19 22:28","Quebonafide","ASPARTAM",1960
"2021-05-19 22:28","Quebonafide","ROMANTICPSYCHO",2170
"2021-05-19 22:28","Quebonafide","GAZPROM",1680
"2021-05-19 22:28","Quebonafide","COJESTMA£PY",4490
"2021-05-19 22:28","Quebonafide","TÊSKNIÊZASTARYMKANYE",4080
"2021-05-19 22:28","Kukon","Raz lepiej raz gorzej",27460
"2021-05-19 22:35","Mata","Patoreakcja",0
"2021-05-19 22:35","Quebonafide","ŒWIATTOMÓJPLACZABAW",1540
"2021-05-19 22:40","Mata","Patoreakcja",19620
"2021-05-20 01:57","Mata","Nero",1040
"2021-05-20 16:57","Yung Hurn","Nichts mehr fühlen",3391
"2021-05-20 16:57","Ed Sheeran","Perfect",1813
"2021-05-20 16:57","Yung Hurn","Ponny",15978
"2021-05-20 16:58","Yung Hurn","Diamant - Love Hotel Band",1877
"2021-05-20 16:58","Yung Hurn","Popo",5866
"2021-05-20 16:58","Nimo","Wie Falco",1941
"2021-05-20 16:58","Yung Hurn","Cabrio",7573
"2021-05-20 16:58","Yung Hurn","Y. HURN wieso?",3541
"2021-05-20 16:58","Yung Hurn","Blumé",13205
"2021-05-20 16:58","Yung Hurn","Bianco",1749
"2021-05-20 16:58","Yung Hurn","Bianco",2389
"2021-05-20 17:17","Yung Hurn","Rot",19430
"2021-05-20 17:17","Yung Hurn","Ok Cool",108709
"2021-05-20 17:18","Bia³as","Œwiêto ogródka",11669
"2021-05-20 17:20","Bia³as","W Imiê Ojca Trapu",148746
"2021-05-20 17:23","Bia³as","W Imiê Ojca Trapu",148746
"2021-05-20 17:25","Bia³as","W Imiê Ojca Trapu",148746
"2021-05-20 17:28","Bia³as","W Imiê Ojca Trapu",148746
"2021-05-20 17:30","Bia³as","W Imiê Ojca Trapu",148746
"2021-05-20 17:33","Bia³as","W Imiê Ojca Trapu",148746
"2021-05-20 17:35","Bia³as","W Imiê Ojca Trapu",148746
"2021-05-20 17:37","Bia³as","W Imiê Ojca Trapu",725
"2021-05-20 17:37","Bia³as","W Imiê Ojca Trapu",138526
"2021-05-20 17:37","Bia³as","W Imiê Ojca Trapu",2154
"2021-05-20 17:38","Malik Montana","W IMIE LEPSZEGO JUTRA",5034
"2021-05-20 17:39","Alcomindz","Alcomindz.",109061
"2021-05-20 17:43","Alcomindz","Ogoleni, Umyci & Lekko Wypici",190066
"2021-05-20 19:36","Alcomindz","Ogoleni, Umyci & Lekko Wypici",1346
"2021-05-20 19:36","Alcomindz","Normalne Ch³opaki",53800
"2021-05-20 19:37","Alcomindz","Bretto Czy Nutto",68243
"2021-05-20 19:39","Alcomindz","Bretto Czy Nutto",131056
"2021-05-20 19:42","Alcomindz","Dobre Intencje 2",163674
"2021-05-20 19:45","Alcomindz","Paczam Na Sukie",203778
"2021-05-20 23:42","Mata","Nero",15960
"2021-05-20 23:43","Mata","¯ó³te flamastry i grube katechetki",6840
"2021-05-20 23:43","Mata","Biblioteka Trap",1010
"2021-05-20 23:43","Mata","Wino Sangrita (s01e01)",14140
"2021-05-20 23:43","Mata","Cafe PRL",4680
"2021-05-20 23:43","Mata","Piszê to na matmie",6890
"2021-05-20 23:44","Gedz","Kamikaze",10220
"2021-05-20 23:44","Mata","Mata Montana",47500
"2021-05-20 23:44","Gedz","Yin Yang",3150
"2021-05-20 23:46","Gedz","Chcx Chcx",144190
"2021-05-20 23:47","Gedz","Otch³añ",36300
"2021-05-20 23:47","Gedz","Kamikaze",4200
"2021-05-20 23:47","Gedz","Zasiêg",8300
"2021-05-20 23:47","Gedz","(Pe³en) Zasiêg",8680
"2021-05-20 23:47","Gedz","Yin Yang",2290
"2021-05-20 23:49","Gedz","Krzy¿",122040
"2021-05-20 23:50","Gedz","Panamera",57730
"2021-05-20 23:51","Gedz","Gehenna",50120
"2021-05-20 23:52","Gedz","Brutal",21350
"2021-05-20 23:54","Gedz","Moma",165600
"2021-05-20 23:59","Gedz","Równowaga",263470
"2021-05-21 00:01","Gedz","Bali",127719
"2021-05-21 00:04","Sobel","Restart",153075
"2021-05-21 00:04","Gedz","Bali",12574
"2021-05-21 00:05","Oki","JEDEN DZIEÑ",4370
"2021-05-21 00:05","Oki","77747",84400
"2021-05-21 00:05","Oki","POLITYK",11230
"2021-05-21 00:08","Oki","ZA KA¯D¥ Z MOICH PRÓŒB",160997
"2021-05-21 00:09","Oki","Na kodach",6120
"2021-05-21 00:09","Oki","NOWY CZEK",31192
"2021-05-21 00:11","Oki","Justin Bieber",162610
"2021-05-21 00:14","Oki","Na kodach",166853
"2021-05-21 00:14","Oki","Pull Up Faded",9536
"2021-05-21 00:15","Oki","Drug",4060
"2021-05-21 00:15","Oki","Whoop?",11110
"2021-05-21 00:15","Oki","Muszê ¯yæ",12390
"2021-05-21 00:17","Oki","Zimna Wódka",34107
"2021-05-21 00:17","Oki","Czeœæ, Oki",2960
"2021-05-21 00:17","Oki","Fre4sty7e",106412
"2021-05-21 00:17","Oki","Œlad",7900
"2021-05-21 00:20","Oki","Mam W Nich",177228
"2021-05-21 00:21","Oki","Wstyd + Girson",15311
"2021-05-21 00:21","Oki","Czeœæ, Oki",31010
"2021-05-21 01:35","Alcomindz","Zgaœ Lamkie",31130
"2021-05-21 01:35","Oki","Ko³a",83710
"2021-05-21 17:04","Alcomindz","Zgaœ Lamkie",254066
"2021-05-21 17:08","Oki","Amerykañskie Teledyski",196200
"2021-05-21 17:08","Gorillaz","DARE",0
"2021-05-21 17:08","Alcomindz","Zgaœ Lamkie",2709
"2021-05-21 17:10","Oki","Amerykañskie Teledyski",1002
"2021-05-21 17:10","Oki","Amerykañskie Teledyski",85418
"2021-05-21 17:10","Gorillaz","Demon Days",1173
"2021-05-21 17:10","Kukon","Miniówa",8042
"2021-05-21 17:14","Alcomindz","Zgaœ Lamkie",228819
"2021-05-21 19:01","Hodak","Oh No!",73578
"2021-05-21 20:36","Gorillaz","Strange Timez (feat. Robert Smith)",341
"2021-05-21 20:36","Gorillaz","The Valley of The Pagans (feat. Beck)",938
"2021-05-21 20:36","Gorillaz","Chalk Tablet Towers (feat. St Vincent)",0
"2021-05-21 20:36","Soulja Boy","Turn My Swag On",49962
"2021-05-21 20:36","Gorillaz","The Lost Chord (feat. Leee John)",234
"2021-05-21 20:36","Gorillaz","Fire Coming out of the Monkey's Head",3797
"2021-05-21 20:36","Gorillaz","DARE",21589
"2021-05-21 20:36","Gorillaz","DARE",960
"2021-05-21 20:36","Gorillaz","Pac-Man (feat. ScHoolboy Q)",64
