"rodzaj","gracz","color","nazwa","n","typ"
"bullet","grooney","black","g",30,"Pawns_promotions"
"bullet","grooney","black","h",44,"Pawns_promotions"
"bullet","grooney","both","a",178,"Pawns_promotions"
"bullet","grooney","both","b",96,"Pawns_promotions"
"bullet","grooney","both","c",83,"Pawns_promotions"
"bullet","grooney","both","d",60,"Pawns_promotions"
"bullet","grooney","both","e",48,"Pawns_promotions"
"bullet","grooney","both","f",68,"Pawns_promotions"
"bullet","grooney","both","g",84,"Pawns_promotions"
"bullet","grooney","both","h",123,"Pawns_promotions"
"bullet","grooney","white","a",92,"Pawns_promotions"
"bullet","grooney","white","b",44,"Pawns_promotions"
"bullet","grooney","white","c",40,"Pawns_promotions"
"bullet","grooney","white","d",26,"Pawns_promotions"
"bullet","grooney","white","e",24,"Pawns_promotions"
"bullet","grooney","white","f",39,"Pawns_promotions"
"bullet","grooney","white","g",54,"Pawns_promotions"
"bullet","grooney","white","h",79,"Pawns_promotions"
"bullet","Mlodziak77","black","a",3,"Pawns_promotions"
"bullet","Mlodziak77","black","b",2,"Pawns_promotions"
"bullet","Mlodziak77","black","c",1,"Pawns_promotions"
"bullet","Mlodziak77","black","d",1,"Pawns_promotions"
"bullet","Mlodziak77","black","f",2,"Pawns_promotions"
"bullet","Mlodziak77","black","g",2,"Pawns_promotions"
"bullet","Mlodziak77","black","h",2,"Pawns_promotions"
"bullet","Mlodziak77","both","a",4,"Pawns_promotions"
"bullet","Mlodziak77","both","b",4,"Pawns_promotions"
"bullet","Mlodziak77","both","c",2,"Pawns_promotions"
"bullet","Mlodziak77","both","d",1,"Pawns_promotions"
"bullet","Mlodziak77","both","e",1,"Pawns_promotions"
"bullet","Mlodziak77","both","f",2,"Pawns_promotions"
"bullet","Mlodziak77","both","g",3,"Pawns_promotions"
"bullet","Mlodziak77","both","h",4,"Pawns_promotions"
"bullet","Mlodziak77","white","a",1,"Pawns_promotions"
"bullet","Mlodziak77","white","b",2,"Pawns_promotions"
"bullet","Mlodziak77","white","c",1,"Pawns_promotions"
"bullet","Mlodziak77","white","e",1,"Pawns_promotions"
"bullet","Mlodziak77","white","g",1,"Pawns_promotions"
"bullet","Mlodziak77","white","h",2,"Pawns_promotions"
"rapid","grooney","black","a",2,"Pawns_promotions"
"rapid","grooney","black","b",2,"Pawns_promotions"
"rapid","grooney","black","c",1,"Pawns_promotions"
"rapid","grooney","black","e",1,"Pawns_promotions"
"rapid","grooney","black","f",1,"Pawns_promotions"
"rapid","grooney","black","g",2,"Pawns_promotions"
"rapid","grooney","black","h",1,"Pawns_promotions"
"rapid","grooney","both","a",4,"Pawns_promotions"
"rapid","grooney","both","b",2,"Pawns_promotions"
"rapid","grooney","both","c",3,"Pawns_promotions"
"rapid","grooney","both","e",1,"Pawns_promotions"
"rapid","grooney","both","f",3,"Pawns_promotions"
"rapid","grooney","both","g",6,"Pawns_promotions"
"rapid","grooney","both","h",4,"Pawns_promotions"
"rapid","grooney","white","a",2,"Pawns_promotions"
"rapid","grooney","white","c",2,"Pawns_promotions"
"rapid","grooney","white","f",2,"Pawns_promotions"
"rapid","grooney","white","g",4,"Pawns_promotions"
"rapid","grooney","white","h",3,"Pawns_promotions"
"rapid","Mlodziak77","black","a",3,"Pawns_promotions"
"rapid","Mlodziak77","black","b",1,"Pawns_promotions"
"rapid","Mlodziak77","black","c",1,"Pawns_promotions"
"rapid","Mlodziak77","black","d",2,"Pawns_promotions"
"rapid","Mlodziak77","black","e",2,"Pawns_promotions"
"rapid","Mlodziak77","black","g",3,"Pawns_promotions"
"rapid","Mlodziak77","black","h",1,"Pawns_promotions"
"rapid","Mlodziak77","both","a",6,"Pawns_promotions"
"rapid","Mlodziak77","both","b",3,"Pawns_promotions"
"rapid","Mlodziak77","both","c",6,"Pawns_promotions"
"rapid","Mlodziak77","both","d",4,"Pawns_promotions"
"rapid","Mlodziak77","both","e",3,"Pawns_promotions"
"rapid","Mlodziak77","both","f",1,"Pawns_promotions"
"rapid","Mlodziak77","both","g",5,"Pawns_promotions"
"rapid","Mlodziak77","both","h",2,"Pawns_promotions"
"rapid","Mlodziak77","white","a",3,"Pawns_promotions"
"rapid","Mlodziak77","white","b",2,"Pawns_promotions"
"rapid","Mlodziak77","white","c",5,"Pawns_promotions"
"rapid","Mlodziak77","white","d",2,"Pawns_promotions"
"rapid","Mlodziak77","white","e",1,"Pawns_promotions"
"rapid","Mlodziak77","white","f",1,"Pawns_promotions"
"rapid","Mlodziak77","white","g",2,"Pawns_promotions"
"rapid","Mlodziak77","white","h",1,"Pawns_promotions"
"blitz","tymekkk","white","c",0,"Pawns_promotions"
"bullet","Mlodziak77","black","e",0,"Pawns_promotions"
"bullet","Mlodziak77","white","d",0,"Pawns_promotions"
"bullet","Mlodziak77","white","f",0,"Pawns_promotions"
"bullet","tymekkk","black","a",0,"Pawns_promotions"
"bullet","tymekkk","black","b",0,"Pawns_promotions"
"bullet","tymekkk","black","c",0,"Pawns_promotions"
"bullet","tymekkk","black","d",0,"Pawns_promotions"
"bullet","tymekkk","black","e",0,"Pawns_promotions"
"bullet","tymekkk","black","f",0,"Pawns_promotions"
"bullet","tymekkk","black","g",0,"Pawns_promotions"
"bullet","tymekkk","black","h",0,"Pawns_promotions"
"bullet","tymekkk","white","a",0,"Pawns_promotions"
"bullet","tymekkk","white","b",0,"Pawns_promotions"
"bullet","tymekkk","white","c",0,"Pawns_promotions"
"bullet","tymekkk","white","d",0,"Pawns_promotions"
"bullet","tymekkk","white","e",0,"Pawns_promotions"
"bullet","tymekkk","white","f",0,"Pawns_promotions"
"bullet","tymekkk","white","g",0,"Pawns_promotions"
"bullet","tymekkk","white","h",0,"Pawns_promotions"
"bullet","tymekkk","both","a",0,"Pawns_promotions"
"bullet","tymekkk","both","b",0,"Pawns_promotions"
"bullet","tymekkk","both","c",0,"Pawns_promotions"
"bullet","tymekkk","both","d",0,"Pawns_promotions"
"bullet","tymekkk","both","e",0,"Pawns_promotions"
"bullet","tymekkk","both","f",0,"Pawns_promotions"
"bullet","tymekkk","both","g",0,"Pawns_promotions"
"bullet","tymekkk","both","h",0,"Pawns_promotions"
"rapid","grooney","black","d",0,"Pawns_promotions"
"rapid","grooney","white","b",0,"Pawns_promotions"
"rapid","grooney","white","d",0,"Pawns_promotions"
"rapid","grooney","white","e",0,"Pawns_promotions"
"rapid","grooney","both","d",0,"Pawns_promotions"
"rapid","Mlodziak77","black","f",0,"Pawns_promotions"
"rapid","tymekkk","black","a",0,"Pawns_promotions"
"rapid","tymekkk","black","b",0,"Pawns_promotions"
"rapid","tymekkk","black","c",0,"Pawns_promotions"
"rapid","tymekkk","black","d",0,"Pawns_promotions"
"rapid","tymekkk","black","e",0,"Pawns_promotions"
"rapid","tymekkk","black","f",0,"Pawns_promotions"
"rapid","tymekkk","black","g",0,"Pawns_promotions"
"rapid","tymekkk","black","h",0,"Pawns_promotions"
"rapid","tymekkk","white","a",0,"Pawns_promotions"
"rapid","tymekkk","white","b",0,"Pawns_promotions"
"rapid","tymekkk","white","c",0,"Pawns_promotions"
"rapid","tymekkk","white","d",0,"Pawns_promotions"
"rapid","tymekkk","white","e",0,"Pawns_promotions"
"rapid","tymekkk","white","f",0,"Pawns_promotions"
"rapid","tymekkk","white","g",0,"Pawns_promotions"
"rapid","tymekkk","white","h",0,"Pawns_promotions"
"rapid","tymekkk","both","a",0,"Pawns_promotions"
"rapid","tymekkk","both","b",0,"Pawns_promotions"
"rapid","tymekkk","both","c",0,"Pawns_promotions"
"rapid","tymekkk","both","d",0,"Pawns_promotions"
"rapid","tymekkk","both","e",0,"Pawns_promotions"
"rapid","tymekkk","both","f",0,"Pawns_promotions"
"rapid","tymekkk","both","g",0,"Pawns_promotions"
"rapid","tymekkk","both","h",0,"Pawns_promotions"
"blitz","grooney","black","B",1417,"Pieces_moves"
"blitz","grooney","black","K",2903,"Pieces_moves"
"blitz","grooney","black","N",1697,"Pieces_moves"
"blitz","grooney","black","Q",2281,"Pieces_moves"
"blitz","grooney","black","R",1574,"Pieces_moves"
"blitz","grooney","both","B",2895,"Pieces_moves"
"blitz","grooney","both","K",5700,"Pieces_moves"
"blitz","grooney","both","N",3427,"Pieces_moves"
"blitz","grooney","both","Q",4695,"Pieces_moves"
"blitz","grooney","both","R",3250,"Pieces_moves"
"blitz","grooney","white","B",1478,"Pieces_moves"
"blitz","grooney","white","K",2797,"Pieces_moves"
"blitz","grooney","white","N",1730,"Pieces_moves"
"blitz","grooney","white","Q",2414,"Pieces_moves"
"blitz","grooney","white","R",1675,"Pieces_moves"
"blitz","Mlodziak77","black","B",1364,"Pieces_moves"
"blitz","Mlodziak77","black","K",1744,"Pieces_moves"
"blitz","Mlodziak77","black","N",1634,"Pieces_moves"
"blitz","Mlodziak77","black","Q",2270,"Pieces_moves"
"blitz","Mlodziak77","black","R",1210,"Pieces_moves"
"blitz","Mlodziak77","both","B",2772,"Pieces_moves"
"blitz","Mlodziak77","both","K",3538,"Pieces_moves"
"blitz","Mlodziak77","both","N",3286,"Pieces_moves"
"blitz","Mlodziak77","both","Q",4795,"Pieces_moves"
"blitz","Mlodziak77","both","R",2463,"Pieces_moves"
"blitz","Mlodziak77","white","B",1408,"Pieces_moves"
"blitz","Mlodziak77","white","K",1794,"Pieces_moves"
"blitz","Mlodziak77","white","N",1652,"Pieces_moves"
"blitz","Mlodziak77","white","Q",2525,"Pieces_moves"
"blitz","Mlodziak77","white","R",1252,"Pieces_moves"
"blitz","tymekkk","black","B",1082,"Pieces_moves"
"blitz","tymekkk","black","K",1698,"Pieces_moves"
"blitz","tymekkk","black","N",1157,"Pieces_moves"
"blitz","tymekkk","black","Q",1852,"Pieces_moves"
"blitz","tymekkk","black","R",1143,"Pieces_moves"
"blitz","tymekkk","both","B",2115,"Pieces_moves"
"blitz","tymekkk","both","K",3092,"Pieces_moves"
"blitz","tymekkk","both","N",2431,"Pieces_moves"
"blitz","tymekkk","both","Q",3293,"Pieces_moves"
"blitz","tymekkk","both","R",2171,"Pieces_moves"
"blitz","tymekkk","white","B",1032,"Pieces_moves"
"blitz","tymekkk","white","K",1394,"Pieces_moves"
"blitz","tymekkk","white","N",1273,"Pieces_moves"
"blitz","tymekkk","white","Q",1441,"Pieces_moves"
"blitz","tymekkk","white","R",1027,"Pieces_moves"
"bullet","grooney","black","B",9326,"Pieces_moves"
"bullet","grooney","black","K",21748,"Pieces_moves"
"bullet","grooney","black","N",10727,"Pieces_moves"
"bullet","grooney","black","Q",14983,"Pieces_moves"
"bullet","grooney","black","R",10560,"Pieces_moves"
"bullet","grooney","both","B",19226,"Pieces_moves"
"bullet","grooney","both","K",43931,"Pieces_moves"
"bullet","grooney","both","N",21882,"Pieces_moves"
"bullet","grooney","both","Q",31009,"Pieces_moves"
"bullet","grooney","both","R",21868,"Pieces_moves"
"bullet","grooney","white","B",9899,"Pieces_moves"
"bullet","grooney","white","K",22183,"Pieces_moves"
"bullet","grooney","white","N",11155,"Pieces_moves"
"bullet","grooney","white","Q",16026,"Pieces_moves"
"bullet","grooney","white","R",11308,"Pieces_moves"
"bullet","Mlodziak77","black","B",236,"Pieces_moves"
"bullet","Mlodziak77","black","K",309,"Pieces_moves"
"bullet","Mlodziak77","black","N",286,"Pieces_moves"
"bullet","Mlodziak77","black","Q",413,"Pieces_moves"
"bullet","Mlodziak77","black","R",247,"Pieces_moves"
"bullet","Mlodziak77","both","B",466,"Pieces_moves"
"bullet","Mlodziak77","both","K",600,"Pieces_moves"
"bullet","Mlodziak77","both","N",551,"Pieces_moves"
"bullet","Mlodziak77","both","Q",764,"Pieces_moves"
"bullet","Mlodziak77","both","R",459,"Pieces_moves"
"bullet","Mlodziak77","white","B",230,"Pieces_moves"
"bullet","Mlodziak77","white","K",291,"Pieces_moves"
"bullet","Mlodziak77","white","N",265,"Pieces_moves"
"bullet","Mlodziak77","white","Q",351,"Pieces_moves"
"bullet","Mlodziak77","white","R",212,"Pieces_moves"
"rapid","grooney","black","B",306,"Pieces_moves"
"rapid","grooney","black","K",453,"Pieces_moves"
"rapid","grooney","black","N",324,"Pieces_moves"
"rapid","grooney","black","Q",494,"Pieces_moves"
"rapid","grooney","black","R",299,"Pieces_moves"
"rapid","grooney","both","B",665,"Pieces_moves"
"rapid","grooney","both","K",947,"Pieces_moves"
"rapid","grooney","both","N",750,"Pieces_moves"
"rapid","grooney","both","Q",1144,"Pieces_moves"
"rapid","grooney","both","R",690,"Pieces_moves"
"rapid","grooney","white","B",359,"Pieces_moves"
"rapid","grooney","white","K",494,"Pieces_moves"
"rapid","grooney","white","N",426,"Pieces_moves"
"rapid","grooney","white","Q",650,"Pieces_moves"
"rapid","grooney","white","R",390,"Pieces_moves"
"rapid","Mlodziak77","black","B",237,"Pieces_moves"
"rapid","Mlodziak77","black","K",294,"Pieces_moves"
"rapid","Mlodziak77","black","N",290,"Pieces_moves"
"rapid","Mlodziak77","black","Q",502,"Pieces_moves"
"rapid","Mlodziak77","black","R",215,"Pieces_moves"
"rapid","Mlodziak77","both","B",493,"Pieces_moves"
"rapid","Mlodziak77","both","K",529,"Pieces_moves"
"rapid","Mlodziak77","both","N",581,"Pieces_moves"
"rapid","Mlodziak77","both","Q",1008,"Pieces_moves"
"rapid","Mlodziak77","both","R",417,"Pieces_moves"
"rapid","Mlodziak77","white","B",255,"Pieces_moves"
"rapid","Mlodziak77","white","K",235,"Pieces_moves"
"rapid","Mlodziak77","white","N",290,"Pieces_moves"
"rapid","Mlodziak77","white","Q",506,"Pieces_moves"
"rapid","Mlodziak77","white","R",202,"Pieces_moves"
"blitz","grooney","black","B ",1417,"Pieces_moves"
"blitz","grooney","black","N ",1697,"Pieces_moves"
"blitz","grooney","black","R ",1574,"Pieces_moves"
"blitz","grooney","white","B ",1478,"Pieces_moves"
"blitz","grooney","white","N ",1730,"Pieces_moves"
"blitz","grooney","white","R ",1675,"Pieces_moves"
"blitz","grooney","both","B ",2895,"Pieces_moves"
"blitz","grooney","both","N ",3427,"Pieces_moves"
"blitz","grooney","both","R ",3250,"Pieces_moves"
"blitz","Mlodziak77","black","B ",1364,"Pieces_moves"
"blitz","Mlodziak77","black","N ",1634,"Pieces_moves"
"blitz","Mlodziak77","black","R ",1210,"Pieces_moves"
"blitz","Mlodziak77","white","B ",1408,"Pieces_moves"
"blitz","Mlodziak77","white","N ",1652,"Pieces_moves"
"blitz","Mlodziak77","white","R ",1252,"Pieces_moves"
"blitz","Mlodziak77","both","B ",2772,"Pieces_moves"
"blitz","Mlodziak77","both","N ",3286,"Pieces_moves"
"blitz","Mlodziak77","both","R ",2463,"Pieces_moves"
"blitz","tymekkk","black","B ",1082,"Pieces_moves"
"blitz","tymekkk","black","N ",1157,"Pieces_moves"
"blitz","tymekkk","black","R ",1143,"Pieces_moves"
"blitz","tymekkk","white","B ",1032,"Pieces_moves"
"blitz","tymekkk","white","N ",1273,"Pieces_moves"
"blitz","tymekkk","white","R ",1027,"Pieces_moves"
"blitz","tymekkk","both","B ",2115,"Pieces_moves"
"blitz","tymekkk","both","N ",2431,"Pieces_moves"
"blitz","tymekkk","both","R ",2171,"Pieces_moves"
"bullet","grooney","black","B ",9326,"Pieces_moves"
"bullet","grooney","black","N ",10727,"Pieces_moves"
"bullet","grooney","black","R ",10560,"Pieces_moves"
"bullet","grooney","white","B ",9899,"Pieces_moves"
"bullet","grooney","white","N ",11155,"Pieces_moves"
"bullet","grooney","white","R ",11308,"Pieces_moves"
"bullet","grooney","both","B ",19226,"Pieces_moves"
"bullet","grooney","both","N ",21882,"Pieces_moves"
"bullet","grooney","both","R ",21868,"Pieces_moves"
"bullet","Mlodziak77","black","B ",236,"Pieces_moves"
"bullet","Mlodziak77","black","N ",286,"Pieces_moves"
"bullet","Mlodziak77","black","R ",247,"Pieces_moves"
"bullet","Mlodziak77","white","B ",230,"Pieces_moves"
"bullet","Mlodziak77","white","N ",265,"Pieces_moves"
"bullet","Mlodziak77","white","R ",212,"Pieces_moves"
"bullet","Mlodziak77","both","B ",466,"Pieces_moves"
"bullet","Mlodziak77","both","N ",551,"Pieces_moves"
"bullet","Mlodziak77","both","R ",459,"Pieces_moves"
"bullet","tymekkk","black","R",0,"Pieces_moves"
"bullet","tymekkk","black","N",0,"Pieces_moves"
"bullet","tymekkk","black","B",0,"Pieces_moves"
"bullet","tymekkk","black","K",0,"Pieces_moves"
"bullet","tymekkk","black","Q",0,"Pieces_moves"
"bullet","tymekkk","black","B ",0,"Pieces_moves"
"bullet","tymekkk","black","N ",0,"Pieces_moves"
"bullet","tymekkk","black","R ",0,"Pieces_moves"
"bullet","tymekkk","white","R",0,"Pieces_moves"
"bullet","tymekkk","white","N",0,"Pieces_moves"
"bullet","tymekkk","white","B",0,"Pieces_moves"
"bullet","tymekkk","white","K",0,"Pieces_moves"
"bullet","tymekkk","white","Q",0,"Pieces_moves"
"bullet","tymekkk","white","B ",0,"Pieces_moves"
"bullet","tymekkk","white","N ",0,"Pieces_moves"
"bullet","tymekkk","white","R ",0,"Pieces_moves"
"bullet","tymekkk","both","R",0,"Pieces_moves"
"bullet","tymekkk","both","N",0,"Pieces_moves"
"bullet","tymekkk","both","B",0,"Pieces_moves"
"bullet","tymekkk","both","K",0,"Pieces_moves"
"bullet","tymekkk","both","Q",0,"Pieces_moves"
"bullet","tymekkk","both","B ",0,"Pieces_moves"
"bullet","tymekkk","both","N ",0,"Pieces_moves"
"bullet","tymekkk","both","R ",0,"Pieces_moves"
"rapid","grooney","black","B ",306,"Pieces_moves"
"rapid","grooney","black","N ",324,"Pieces_moves"
"rapid","grooney","black","R ",299,"Pieces_moves"
"rapid","grooney","white","B ",359,"Pieces_moves"
"rapid","grooney","white","N ",426,"Pieces_moves"
"rapid","grooney","white","R ",390,"Pieces_moves"
"rapid","grooney","both","B ",665,"Pieces_moves"
"rapid","grooney","both","N ",750,"Pieces_moves"
"rapid","grooney","both","R ",690,"Pieces_moves"
"rapid","Mlodziak77","black","B ",237,"Pieces_moves"
"rapid","Mlodziak77","black","N ",290,"Pieces_moves"
"rapid","Mlodziak77","black","R ",215,"Pieces_moves"
"rapid","Mlodziak77","white","B ",255,"Pieces_moves"
"rapid","Mlodziak77","white","N ",290,"Pieces_moves"
"rapid","Mlodziak77","white","R ",202,"Pieces_moves"
"rapid","Mlodziak77","both","B ",493,"Pieces_moves"
"rapid","Mlodziak77","both","N ",581,"Pieces_moves"
"rapid","Mlodziak77","both","R ",417,"Pieces_moves"
"rapid","tymekkk","black","R",0,"Pieces_moves"
"rapid","tymekkk","black","N",0,"Pieces_moves"
"rapid","tymekkk","black","B",0,"Pieces_moves"
"rapid","tymekkk","black","K",0,"Pieces_moves"
"rapid","tymekkk","black","Q",0,"Pieces_moves"
"rapid","tymekkk","black","B ",0,"Pieces_moves"
"rapid","tymekkk","black","N ",0,"Pieces_moves"
"rapid","tymekkk","black","R ",0,"Pieces_moves"
"rapid","tymekkk","white","R",0,"Pieces_moves"
"rapid","tymekkk","white","N",0,"Pieces_moves"
"rapid","tymekkk","white","B",0,"Pieces_moves"
"rapid","tymekkk","white","K",0,"Pieces_moves"
"rapid","tymekkk","white","Q",0,"Pieces_moves"
"rapid","tymekkk","white","B ",0,"Pieces_moves"
"rapid","tymekkk","white","N ",0,"Pieces_moves"
"rapid","tymekkk","white","R ",0,"Pieces_moves"
"rapid","tymekkk","both","R",0,"Pieces_moves"
"rapid","tymekkk","both","N",0,"Pieces_moves"
"rapid","tymekkk","both","B",0,"Pieces_moves"
"rapid","tymekkk","both","K",0,"Pieces_moves"
"rapid","tymekkk","both","Q",0,"Pieces_moves"
"rapid","tymekkk","both","B ",0,"Pieces_moves"
"rapid","tymekkk","both","N ",0,"Pieces_moves"
"rapid","tymekkk","both","R ",0,"Pieces_moves"
"blitz","grooney","black","B",389,"Pieces_captures"
"blitz","grooney","black","K",285,"Pieces_captures"
"blitz","grooney","black","N",365,"Pieces_captures"
"blitz","grooney","black","Q",681,"Pieces_captures"
"blitz","grooney","black","R",381,"Pieces_captures"
"blitz","grooney","both","B",758,"Pieces_captures"
"blitz","grooney","both","K",525,"Pieces_captures"
"blitz","grooney","both","N",755,"Pieces_captures"
"blitz","grooney","both","Q",1399,"Pieces_captures"
"blitz","grooney","both","R",781,"Pieces_captures"
"blitz","grooney","white","B",369,"Pieces_captures"
"blitz","grooney","white","K",240,"Pieces_captures"
"blitz","grooney","white","N",389,"Pieces_captures"
"blitz","grooney","white","Q",718,"Pieces_captures"
"blitz","grooney","white","R",400,"Pieces_captures"
"blitz","Mlodziak77","black","B",416,"Pieces_captures"
"blitz","Mlodziak77","black","K",218,"Pieces_captures"
"blitz","Mlodziak77","black","N",402,"Pieces_captures"
"blitz","Mlodziak77","black","Q",757,"Pieces_captures"
"blitz","Mlodziak77","black","R",358,"Pieces_captures"
"blitz","Mlodziak77","both","B",839,"Pieces_captures"
"blitz","Mlodziak77","both","K",443,"Pieces_captures"
"blitz","Mlodziak77","both","N",824,"Pieces_captures"
"blitz","Mlodziak77","both","Q",1587,"Pieces_captures"
"blitz","Mlodziak77","both","R",727,"Pieces_captures"
"blitz","Mlodziak77","white","B",423,"Pieces_captures"
"blitz","Mlodziak77","white","K",225,"Pieces_captures"
"blitz","Mlodziak77","white","N",422,"Pieces_captures"
"blitz","Mlodziak77","white","Q",830,"Pieces_captures"
"blitz","Mlodziak77","white","R",369,"Pieces_captures"
"blitz","tymekkk","black","B",302,"Pieces_captures"
"blitz","tymekkk","black","K",192,"Pieces_captures"
"blitz","tymekkk","black","N",250,"Pieces_captures"
"blitz","tymekkk","black","Q",547,"Pieces_captures"
"blitz","tymekkk","black","R",303,"Pieces_captures"
"blitz","tymekkk","both","B",570,"Pieces_captures"
"blitz","tymekkk","both","K",349,"Pieces_captures"
"blitz","tymekkk","both","N",542,"Pieces_captures"
"blitz","tymekkk","both","Q",1060,"Pieces_captures"
"blitz","tymekkk","both","R",599,"Pieces_captures"
"blitz","tymekkk","white","B",268,"Pieces_captures"
"blitz","tymekkk","white","K",157,"Pieces_captures"
"blitz","tymekkk","white","N",291,"Pieces_captures"
"blitz","tymekkk","white","Q",513,"Pieces_captures"
"blitz","tymekkk","white","R",295,"Pieces_captures"
"bullet","grooney","black","B",2486,"Pieces_captures"
"bullet","grooney","black","K",2288,"Pieces_captures"
"bullet","grooney","black","N",2237,"Pieces_captures"
"bullet","grooney","black","Q",4360,"Pieces_captures"
"bullet","grooney","black","R",2580,"Pieces_captures"
"bullet","grooney","both","B",5150,"Pieces_captures"
"bullet","grooney","both","K",4443,"Pieces_captures"
"bullet","grooney","both","N",4655,"Pieces_captures"
"bullet","grooney","both","Q",9033,"Pieces_captures"
"bullet","grooney","both","R",5364,"Pieces_captures"
"bullet","grooney","white","B",2664,"Pieces_captures"
"bullet","grooney","white","K",2155,"Pieces_captures"
"bullet","grooney","white","N",2418,"Pieces_captures"
"bullet","grooney","white","Q",4673,"Pieces_captures"
"bullet","grooney","white","R",2784,"Pieces_captures"
"bullet","Mlodziak77","black","B",76,"Pieces_captures"
"bullet","Mlodziak77","black","K",49,"Pieces_captures"
"bullet","Mlodziak77","black","N",76,"Pieces_captures"
"bullet","Mlodziak77","black","Q",141,"Pieces_captures"
"bullet","Mlodziak77","black","R",82,"Pieces_captures"
"bullet","Mlodziak77","both","B",153,"Pieces_captures"
"bullet","Mlodziak77","both","K",90,"Pieces_captures"
"bullet","Mlodziak77","both","N",140,"Pieces_captures"
"bullet","Mlodziak77","both","Q",280,"Pieces_captures"
"bullet","Mlodziak77","both","R",155,"Pieces_captures"
"bullet","Mlodziak77","white","B",76,"Pieces_captures"
"bullet","Mlodziak77","white","K",41,"Pieces_captures"
"bullet","Mlodziak77","white","N",63,"Pieces_captures"
"bullet","Mlodziak77","white","Q",139,"Pieces_captures"
"bullet","Mlodziak77","white","R",73,"Pieces_captures"
"rapid","grooney","black","B",87,"Pieces_captures"
"rapid","grooney","black","K",43,"Pieces_captures"
"rapid","grooney","black","N",78,"Pieces_captures"
"rapid","grooney","black","Q",165,"Pieces_captures"
"rapid","grooney","black","R",70,"Pieces_captures"
"rapid","grooney","both","B",186,"Pieces_captures"
"rapid","grooney","both","K",83,"Pieces_captures"
"rapid","grooney","both","N",189,"Pieces_captures"
"rapid","grooney","both","Q",339,"Pieces_captures"
"rapid","grooney","both","R",161,"Pieces_captures"
"rapid","grooney","white","B",99,"Pieces_captures"
"rapid","grooney","white","K",40,"Pieces_captures"
"rapid","grooney","white","N",110,"Pieces_captures"
"rapid","grooney","white","Q",174,"Pieces_captures"
"rapid","grooney","white","R",91,"Pieces_captures"
"rapid","Mlodziak77","black","B",70,"Pieces_captures"
"rapid","Mlodziak77","black","K",38,"Pieces_captures"
"rapid","Mlodziak77","black","N",68,"Pieces_captures"
"rapid","Mlodziak77","black","Q",167,"Pieces_captures"
"rapid","Mlodziak77","black","R",63,"Pieces_captures"
"rapid","Mlodziak77","both","B",150,"Pieces_captures"
"rapid","Mlodziak77","both","K",73,"Pieces_captures"
"rapid","Mlodziak77","both","N",148,"Pieces_captures"
"rapid","Mlodziak77","both","Q",362,"Pieces_captures"
"rapid","Mlodziak77","both","R",127,"Pieces_captures"
"rapid","Mlodziak77","white","B",79,"Pieces_captures"
"rapid","Mlodziak77","white","K",35,"Pieces_captures"
"rapid","Mlodziak77","white","N",80,"Pieces_captures"
"rapid","Mlodziak77","white","Q",195,"Pieces_captures"
"rapid","Mlodziak77","white","R",64,"Pieces_captures"
"blitz","grooney","black","B ",389,"Pieces_captures"
"blitz","grooney","black","N ",365,"Pieces_captures"
"blitz","grooney","black","R ",381,"Pieces_captures"
"blitz","grooney","white","B ",369,"Pieces_captures"
"blitz","grooney","white","N ",389,"Pieces_captures"
"blitz","grooney","white","R ",400,"Pieces_captures"
"blitz","grooney","both","B ",758,"Pieces_captures"
"blitz","grooney","both","N ",755,"Pieces_captures"
"blitz","grooney","both","R ",781,"Pieces_captures"
"blitz","Mlodziak77","black","B ",416,"Pieces_captures"
"blitz","Mlodziak77","black","N ",402,"Pieces_captures"
"blitz","Mlodziak77","black","R ",358,"Pieces_captures"
"blitz","Mlodziak77","white","B ",423,"Pieces_captures"
"blitz","Mlodziak77","white","N ",422,"Pieces_captures"
"blitz","Mlodziak77","white","R ",369,"Pieces_captures"
"blitz","Mlodziak77","both","B ",839,"Pieces_captures"
"blitz","Mlodziak77","both","N ",824,"Pieces_captures"
"blitz","Mlodziak77","both","R ",727,"Pieces_captures"
"blitz","tymekkk","black","B ",302,"Pieces_captures"
"blitz","tymekkk","black","N ",250,"Pieces_captures"
"blitz","tymekkk","black","R ",303,"Pieces_captures"
"blitz","tymekkk","white","B ",268,"Pieces_captures"
"blitz","tymekkk","white","N ",291,"Pieces_captures"
"blitz","tymekkk","white","R ",295,"Pieces_captures"
"blitz","tymekkk","both","B ",570,"Pieces_captures"
"blitz","tymekkk","both","N ",542,"Pieces_captures"
"blitz","tymekkk","both","R ",599,"Pieces_captures"
"bullet","grooney","black","B ",2486,"Pieces_captures"
"bullet","grooney","black","N ",2237,"Pieces_captures"
"bullet","grooney","black","R ",2580,"Pieces_captures"
"bullet","grooney","white","B ",2664,"Pieces_captures"
"bullet","grooney","white","N ",2418,"Pieces_captures"
"bullet","grooney","white","R ",2784,"Pieces_captures"
"bullet","grooney","both","B ",5150,"Pieces_captures"
"bullet","grooney","both","N ",4655,"Pieces_captures"
"bullet","grooney","both","R ",5364,"Pieces_captures"
"bullet","Mlodziak77","black","B ",76,"Pieces_captures"
"bullet","Mlodziak77","black","N ",76,"Pieces_captures"
"bullet","Mlodziak77","black","R ",82,"Pieces_captures"
"bullet","Mlodziak77","white","B ",76,"Pieces_captures"
"bullet","Mlodziak77","white","N ",63,"Pieces_captures"
