"gracz","rodzaj","color","opening_name","X","Y","count"
"grooney","bullet","white","Owen Defense","a","7",14
"grooney","bullet","white","Owen Defense","a","8",12
"grooney","bullet","white","Owen Defense","b","1",29
"grooney","bullet","white","Owen Defense","b","2",23
"grooney","bullet","white","Owen Defense","b","3",46
"grooney","bullet","white","Owen Defense","b","4",35
"grooney","bullet","white","Owen Defense","b","5",52
"grooney","bullet","white","Owen Defense","b","6",21
"grooney","bullet","white","Owen Defense","b","7",16
"grooney","bullet","white","Owen Defense","b","8",5
"grooney","bullet","white","Owen Defense","c","1",54
"grooney","bullet","white","Owen Defense","c","2",24
"grooney","bullet","white","Owen Defense","c","3",148
"grooney","bullet","white","Owen Defense","c","4",74
"grooney","bullet","white","Owen Defense","c","5",26
"grooney","bullet","white","Owen Defense","c","6",27
"grooney","bullet","white","Owen Defense","c","7",13
"grooney","bullet","white","Owen Defense","c","8",11
"grooney","bullet","white","Owen Defense","d","1",84
"grooney","bullet","white","Owen Defense","d","2",103
"grooney","bullet","white","Owen Defense","d","3",127
"grooney","bullet","white","Owen Defense","d","4",127
"grooney","bullet","white","Owen Defense","d","5",109
"grooney","bullet","white","Owen Defense","d","6",40
"grooney","bullet","white","Owen Defense","d","7",32
"grooney","bullet","white","Owen Defense","d","8",19
"grooney","bullet","white","Owen Defense","e","1",85
"grooney","bullet","white","Owen Defense","e","2",106
"grooney","bullet","white","Owen Defense","e","3",67
"grooney","bullet","white","Owen Defense","e","4",150
"grooney","bullet","white","Owen Defense","e","5",96
"grooney","bullet","white","Owen Defense","e","6",46
"grooney","bullet","white","Owen Defense","e","7",33
"grooney","bullet","white","Owen Defense","e","8",12
"grooney","bullet","white","Owen Defense","f","1",98
"grooney","bullet","white","Owen Defense","f","2",31
"grooney","bullet","white","Owen Defense","f","3",173
"grooney","bullet","white","Owen Defense","f","4",85
"grooney","bullet","white","Owen Defense","f","5",34
"grooney","bullet","white","Owen Defense","f","6",47
"grooney","bullet","white","Owen Defense","f","7",21
"grooney","bullet","white","Owen Defense","f","8",11
"grooney","bullet","white","Owen Defense","g","1",81
"grooney","bullet","white","Owen Defense","g","2",40
"grooney","bullet","white","Owen Defense","g","3",80
"grooney","bullet","white","Owen Defense","g","4",46
"grooney","bullet","white","Owen Defense","g","5",71
"grooney","bullet","white","Owen Defense","g","6",22
"grooney","bullet","white","Owen Defense","g","7",23
"grooney","bullet","white","Owen Defense","g","8",7
"grooney","bullet","white","Owen Defense","h","1",24
"grooney","bullet","white","Owen Defense","h","2",24
"grooney","bullet","white","Owen Defense","h","3",62
"grooney","bullet","white","Owen Defense","h","4",56
"grooney","bullet","white","Owen Defense","h","5",35
"grooney","bullet","white","Owen Defense","h","6",38
"grooney","bullet","white","Owen Defense","h","7",19
"grooney","bullet","white","Owen Defense","h","8",11
"grooney","bullet","black","Philidor Defense","a","1",1
"grooney","bullet","black","Philidor Defense","a","4",2
"grooney","bullet","black","Philidor Defense","a","6",1
"grooney","bullet","black","Philidor Defense","a","8",1
"grooney","bullet","black","Philidor Defense","b","4",2
"grooney","bullet","black","Philidor Defense","b","5",3
"grooney","bullet","black","Philidor Defense","b","6",6
"grooney","bullet","black","Philidor Defense","b","7",2
"grooney","bullet","black","Philidor Defense","b","8",3
"grooney","bullet","black","Philidor Defense","c","1",1
"grooney","bullet","black","Philidor Defense","c","2",1
"grooney","bullet","black","Philidor Defense","c","4",2
"grooney","bullet","black","Philidor Defense","c","5",2
"grooney","bullet","black","Philidor Defense","c","6",10
"grooney","bullet","black","Philidor Defense","c","7",1
"grooney","bullet","black","Philidor Defense","c","8",1
"grooney","bullet","black","Philidor Defense","d","1",1
"grooney","bullet","black","Philidor Defense","d","2",1
"grooney","bullet","black","Philidor Defense","d","3",1
"grooney","bullet","black","Philidor Defense","d","4",7
"grooney","bullet","black","Philidor Defense","d","5",3
"grooney","bullet","black","Philidor Defense","d","6",9
"grooney","bullet","black","Philidor Defense","d","7",6
"grooney","bullet","black","Philidor Defense","d","8",6
"grooney","bullet","black","Philidor Defense","e","2",1
"grooney","bullet","black","Philidor Defense","e","4",3
"grooney","bullet","black","Philidor Defense","e","5",10
"grooney","bullet","black","Philidor Defense","e","6",4
"grooney","bullet","black","Philidor Defense","e","7",9
"grooney","bullet","black","Philidor Defense","e","8",3
"grooney","bullet","black","Philidor Defense","f","2",2
"grooney","bullet","black","Philidor Defense","f","3",2
"grooney","bullet","black","Philidor Defense","f","4",2
"grooney","bullet","black","Philidor Defense","f","5",3
"grooney","bullet","black","Philidor Defense","f","6",12
"grooney","bullet","black","Philidor Defense","f","7",3
"grooney","bullet","black","Philidor Defense","f","8",9
"grooney","bullet","black","Philidor Defense","g","2",1
"grooney","bullet","black","Philidor Defense","g","3",2
"grooney","bullet","black","Philidor Defense","g","4",5
"grooney","bullet","black","Philidor Defense","g","5",4
"grooney","bullet","black","Philidor Defense","g","6",5
"grooney","bullet","black","Philidor Defense","g","7",4
"grooney","bullet","black","Philidor Defense","g","8",8
"grooney","bullet","black","Philidor Defense","h","4",2
"grooney","bullet","black","Philidor Defense","h","5",4
"grooney","bullet","black","Philidor Defense","h","6",5
"grooney","bullet","black","Philidor Defense","h","7",2
"grooney","bullet","white","Philidor Defense","a","1",11
"grooney","bullet","white","Philidor Defense","a","2",7
"grooney","bullet","white","Philidor Defense","a","3",36
"grooney","bullet","white","Philidor Defense","a","4",41
"grooney","bullet","white","Philidor Defense","a","5",16
"grooney","bullet","white","Philidor Defense","a","6",22
"grooney","bullet","white","Philidor Defense","a","7",20
"grooney","bullet","white","Philidor Defense","a","8",6
"grooney","bullet","white","Philidor Defense","b","1",25
"grooney","bullet","white","Philidor Defense","b","2",6
"grooney","bullet","white","Philidor Defense","b","3",46
"grooney","bullet","white","Philidor Defense","b","4",38
"grooney","bullet","white","Philidor Defense","b","5",51
"grooney","bullet","white","Philidor Defense","b","6",17
"grooney","bullet","white","Philidor Defense","b","7",12
"grooney","bullet","white","Philidor Defense","b","8",4
"grooney","bullet","white","Philidor Defense","c","1",32
"grooney","bullet","white","Philidor Defense","c","2",17
"grooney","bullet","white","Philidor Defense","c","3",93
"grooney","bullet","white","Philidor Defense","c","4",63
"grooney","bullet","white","Philidor Defense","c","5",19
"grooney","bullet","white","Philidor Defense","c","6",27
"grooney","bullet","white","Philidor Defense","c","7",15
"grooney","bullet","white","Philidor Defense","c","8",8
"grooney","bullet","white","Philidor Defense","d","1",62
"grooney","bullet","white","Philidor Defense","d","2",63
"grooney","bullet","white","Philidor Defense","d","3",64
"grooney","bullet","white","Philidor Defense","d","4",105
"grooney","bullet","white","Philidor Defense","d","5",62
"grooney","bullet","white","Philidor Defense","d","6",31
"grooney","bullet","white","Philidor Defense","d","7",19
"grooney","bullet","white","Philidor Defense","d","8",18
"grooney","bullet","white","Philidor Defense","e","1",63
"grooney","bullet","white","Philidor Defense","e","2",70
"grooney","bullet","white","Philidor Defense","e","3",80
"grooney","bullet","white","Philidor Defense","e","4",98
"grooney","bullet","white","Philidor Defense","e","5",57
"grooney","bullet","white","Philidor Defense","e","6",26
"grooney","bullet","white","Philidor Defense","e","7",22
"grooney","bullet","white","Philidor Defense","e","8",10
"grooney","bullet","white","Philidor Defense","f","1",86
"grooney","bullet","white","Philidor Defense","f","2",33
"grooney","bullet","white","Philidor Defense","f","3",138
"grooney","bullet","white","Philidor Defense","f","4",61
"grooney","bullet","white","Philidor Defense","f","5",40
"grooney","bullet","white","Philidor Defense","f","6",24
"grooney","bullet","white","Philidor Defense","f","7",20
"grooney","bullet","white","Philidor Defense","f","8",9
"grooney","bullet","white","Philidor Defense","g","1",61
"grooney","bullet","white","Philidor Defense","g","2",29
"grooney","bullet","white","Philidor Defense","g","3",67
"grooney","bullet","white","Philidor Defense","g","4",52
"grooney","bullet","white","Philidor Defense","g","5",61
"grooney","bullet","white","Philidor Defense","g","6",17
"grooney","bullet","white","Philidor Defense","g","7",13
"grooney","bullet","white","Philidor Defense","g","8",8
"grooney","bullet","white","Philidor Defense","h","1",21
"grooney","bullet","white","Philidor Defense","h","2",23
"grooney","bullet","white","Philidor Defense","h","3",47
"grooney","bullet","white","Philidor Defense","h","4",45
"grooney","bullet","white","Philidor Defense","h","5",28
"grooney","bullet","white","Philidor Defense","h","6",19
"grooney","bullet","white","Philidor Defense","h","7",6
"grooney","bullet","white","Philidor Defense","h","8",3
"grooney","bullet","black","Pirc Defense","a","6",1
"grooney","bullet","black","Pirc Defense","b","4",2
"grooney","bullet","black","Pirc Defense","b","5",1
"grooney","bullet","black","Pirc Defense","b","6",2
"grooney","bullet","black","Pirc Defense","b","7",1
"grooney","bullet","black","Pirc Defense","b","8",3
"grooney","bullet","black","Pirc Defense","c","3",2
"grooney","bullet","black","Pirc Defense","c","4",2
"grooney","bullet","black","Pirc Defense","c","5",3
"grooney","bullet","black","Pirc Defense","c","6",1
"grooney","bullet","black","Pirc Defense","d","1",1
"grooney","bullet","black","Pirc Defense","d","2",3
"grooney","bullet","black","Pirc Defense","d","5",3
"grooney","bullet","black","Pirc Defense","d","6",4
"grooney","bullet","black","Pirc Defense","d","7",5
"grooney","bullet","black","Pirc Defense","d","8",4
"grooney","bullet","black","Pirc Defense","e","2",2
"grooney","bullet","black","Pirc Defense","e","5",3
"grooney","bullet","black","Pirc Defense","e","6",4
"grooney","bullet","black","Pirc Defense","e","7",3
"grooney","bullet","black","Pirc Defense","e","8",4
"grooney","bullet","black","Pirc Defense","f","6",3
"grooney","bullet","black","Pirc Defense","f","7",4
"grooney","bullet","black","Pirc Defense","f","8",5
"grooney","bullet","black","Pirc Defense","g","2",1
"grooney","bullet","black","Pirc Defense","g","6",3
"grooney","bullet","black","Pirc Defense","g","7",4
"grooney","bullet","black","Pirc Defense","g","8",2
"grooney","bullet","black","Pirc Defense","h","5",2
"grooney","bullet","black","Pirc Defense","h","6",1
"grooney","bullet","black","Pirc Defense","h","8",1
"grooney","bullet","white","Pirc Defense","a","1",20
"grooney","bullet","white","Pirc Defense","a","2",21
"grooney","bullet","white","Pirc Defense","a","3",87
"grooney","bullet","white","Pirc Defense","a","4",76
"grooney","bullet","white","Pirc Defense","a","5",35
"grooney","bullet","white","Pirc Defense","a","6",21
"grooney","bullet","white","Pirc Defense","a","7",15
"grooney","bullet","white","Pirc Defense","a","8",11
"grooney","bullet","white","Pirc Defense","b","1",82
"grooney","bullet","white","Pirc Defense","b","2",29
"grooney","bullet","white","Pirc Defense","b","3",127
"grooney","bullet","white","Pirc Defense","b","4",73
"grooney","bullet","white","Pirc Defense","b","5",59
"grooney","bullet","white","Pirc Defense","b","6",32
"grooney","bullet","white","Pirc Defense","b","7",32
"grooney","bullet","white","Pirc Defense","b","8",18
"grooney","bullet","white","Pirc Defense","c","1",97
"grooney","bullet","white","Pirc Defense","c","2",56
"grooney","bullet","white","Pirc Defense","c","3",249
"grooney","bullet","white","Pirc Defense","c","4",129
"grooney","bullet","white","Pirc Defense","c","5",68
"grooney","bullet","white","Pirc Defense","c","6",58
"grooney","bullet","white","Pirc Defense","c","7",27
"grooney","bullet","white","Pirc Defense","c","8",10
"grooney","bullet","white","Pirc Defense","d","1",166
"grooney","bullet","white","Pirc Defense","d","2",197
"grooney","bullet","white","Pirc Defense","d","3",202
"grooney","bullet","white","Pirc Defense","d","4",212
"grooney","bullet","white","Pirc Defense","d","5",147
"grooney","bullet","white","Pirc Defense","d","6",52
"grooney","bullet","white","Pirc Defense","d","7",35
"grooney","bullet","white","Pirc Defense","d","8",40
"grooney","bullet","white","Pirc Defense","e","1",130
"grooney","bullet","white","Pirc Defense","e","2",228
"grooney","bullet","white","Pirc Defense","e","3",166
"grooney","bullet","white","Pirc Defense","e","4",275
"grooney","bullet","white","Pirc Defense","e","5",203
"grooney","bullet","white","Pirc Defense","e","6",56
"grooney","bullet","white","Pirc Defense","e","7",33
"grooney","bullet","white","Pirc Defense","e","8",23
"grooney","bullet","white","Pirc Defense","f","1",196
"grooney","bullet","white","Pirc Defense","f","2",101
"grooney","bullet","white","Pirc Defense","f","3",320
"grooney","bullet","white","Pirc Defense","f","4",172
"grooney","bullet","white","Pirc Defense","f","5",83
"grooney","bullet","white","Pirc Defense","f","6",99
"grooney","bullet","white","Pirc Defense","f","7",27
"grooney","bullet","white","Pirc Defense","f","8",14
"grooney","bullet","white","Pirc Defense","g","1",150
"grooney","bullet","white","Pirc Defense","g","2",65
"grooney","bullet","white","Pirc Defense","g","3",187
"grooney","bullet","white","Pirc Defense","g","4",131
"grooney","bullet","white","Pirc Defense","g","5",172
"grooney","bullet","white","Pirc Defense","g","6",47
"grooney","bullet","white","Pirc Defense","g","7",40
"grooney","bullet","white","Pirc Defense","g","8",8
"grooney","bullet","white","Pirc Defense","h","1",49
"grooney","bullet","white","Pirc Defense","h","2",39
"grooney","bullet","white","Pirc Defense","h","3",101
"grooney","bullet","white","Pirc Defense","h","4",107
"grooney","bullet","white","Pirc Defense","h","5",64
"grooney","bullet","white","Pirc Defense","h","6",73
"grooney","bullet","white","Pirc Defense","h","7",22
"grooney","bullet","white","Pirc Defense","h","8",11
"grooney","bullet","black","Polish Opening","a","1",13
"grooney","bullet","black","Polish Opening","a","2",5
"grooney","bullet","black","Polish Opening","a","3",8
"grooney","bullet","black","Polish Opening","a","4",5
"grooney","bullet","black","Polish Opening","a","5",14
"grooney","bullet","black","Polish Opening","a","6",12
"grooney","bullet","black","Polish Opening","a","8",8
"grooney","bullet","black","Polish Opening","b","1",3
"grooney","bullet","black","Polish Opening","b","2",6
"grooney","bullet","black","Polish Opening","b","3",9
"grooney","bullet","black","Polish Opening","b","4",23
"grooney","bullet","black","Polish Opening","b","5",23
"grooney","bullet","black","Polish Opening","b","6",15
"grooney","bullet","black","Polish Opening","b","7",9
"grooney","bullet","black","Polish Opening","b","8",11
"grooney","bullet","black","Polish Opening","c","1",2
"grooney","bullet","black","Polish Opening","c","2",7
"grooney","bullet","black","Polish Opening","c","3",9
"grooney","bullet","black","Polish Opening","c","4",20
"grooney","bullet","black","Polish Opening","c","5",22
"grooney","bullet","black","Polish Opening","c","6",35
"grooney","bullet","black","Polish Opening","c","7",7
"grooney","bullet","black","Polish Opening","c","8",24
"grooney","bullet","black","Polish Opening","d","1",5
"grooney","bullet","black","Polish Opening","d","2",10
"grooney","bullet","black","Polish Opening","d","3",11
"grooney","bullet","black","Polish Opening","d","4",26
"grooney","bullet","black","Polish Opening","d","5",38
"grooney","bullet","black","Polish Opening","d","6",29
"grooney","bullet","black","Polish Opening","d","7",33
"grooney","bullet","black","Polish Opening","d","8",27
"grooney","bullet","black","Polish Opening","e","1",4
"grooney","bullet","black","Polish Opening","e","2",7
"grooney","bullet","black","Polish Opening","e","3",9
"grooney","bullet","black","Polish Opening","e","4",22
"grooney","bullet","black","Polish Opening","e","5",51
"grooney","bullet","black","Polish Opening","e","6",36
"grooney","bullet","black","Polish Opening","e","7",40
"grooney","bullet","black","Polish Opening","e","8",18
"grooney","bullet","black","Polish Opening","f","1",4
"grooney","bullet","black","Polish Opening","f","2",4
"grooney","bullet","black","Polish Opening","f","3",11
"grooney","bullet","black","Polish Opening","f","4",7
"grooney","bullet","black","Polish Opening","f","5",27
"grooney","bullet","black","Polish Opening","f","6",58
"grooney","bullet","black","Polish Opening","f","7",7
"grooney","bullet","black","Polish Opening","f","8",32
"grooney","bullet","black","Polish Opening","g","2",3
"grooney","bullet","black","Polish Opening","g","3",3
"grooney","bullet","black","Polish Opening","g","4",13
"grooney","bullet","black","Polish Opening","g","5",10
"grooney","bullet","black","Polish Opening","g","6",27
"grooney","bullet","black","Polish Opening","g","7",15
"grooney","bullet","black","Polish Opening","g","8",24
"grooney","bullet","black","Polish Opening","h","2",1
"grooney","bullet","black","Polish Opening","h","3",5
"grooney","bullet","black","Polish Opening","h","4",1
"grooney","bullet","black","Polish Opening","h","5",12
"grooney","bullet","black","Polish Opening","h","6",16
"grooney","bullet","black","Polish Opening","h","7",4
"grooney","bullet","black","Polish Opening","h","8",7
"grooney","bullet","black","Ponziani Opening","a","2",1
"grooney","bullet","black","Ponziani Opening","a","5",2
"grooney","bullet","black","Ponziani Opening","a","6",3
"grooney","bullet","black","Ponziani Opening","b","1",3
"grooney","bullet","black","Ponziani Opening","b","2",3
"grooney","bullet","black","Ponziani Opening","b","3",3
"grooney","bullet","black","Ponziani Opening","b","4",9
"grooney","bullet","black","Ponziani Opening","b","5",9
"grooney","bullet","black","Ponziani Opening","b","6",11
"grooney","bullet","black","Ponziani Opening","b","7",2
"grooney","bullet","black","Ponziani Opening","b","8",2
"grooney","bullet","black","Ponziani Opening","c","1",1
"grooney","bullet","black","Ponziani Opening","c","2",1
"grooney","bullet","black","Ponziani Opening","c","3",6
"grooney","bullet","black","Ponziani Opening","c","4",8
"grooney","bullet","black","Ponziani Opening","c","5",5
"grooney","bullet","black","Ponziani Opening","c","6",19
"grooney","bullet","black","Ponziani Opening","c","7",3
"grooney","bullet","black","Ponziani Opening","c","8",4
"grooney","bullet","black","Ponziani Opening","d","1",4
"grooney","bullet","black","Ponziani Opening","d","2",7
"grooney","bullet","black","Ponziani Opening","d","3",1
"grooney","bullet","black","Ponziani Opening","d","4",19
"grooney","bullet","black","Ponziani Opening","d","5",20
"grooney","bullet","black","Ponziani Opening","d","6",16
"grooney","bullet","black","Ponziani Opening","d","7",10
"grooney","bullet","black","Ponziani Opening","d","8",11
"grooney","bullet","black","Ponziani Opening","e","1",1
"grooney","bullet","black","Ponziani Opening","e","2",2
"grooney","bullet","black","Ponziani Opening","e","3",3
"grooney","bullet","black","Ponziani Opening","e","4",1
"grooney","bullet","black","Ponziani Opening","e","5",23
"grooney","bullet","black","Ponziani Opening","e","6",6
"grooney","bullet","black","Ponziani Opening","e","7",11
"grooney","bullet","black","Ponziani Opening","e","8",12
"grooney","bullet","black","Ponziani Opening","f","1",1
"grooney","bullet","black","Ponziani Opening","f","2",2
"grooney","bullet","black","Ponziani Opening","f","3",2
"grooney","bullet","black","Ponziani Opening","f","4",3
"grooney","bullet","black","Ponziani Opening","f","5",8
"grooney","bullet","black","Ponziani Opening","f","6",19
"grooney","bullet","black","Ponziani Opening","f","7",3
"grooney","bullet","black","Ponziani Opening","f","8",11
"grooney","bullet","black","Ponziani Opening","g","1",3
"grooney","bullet","black","Ponziani Opening","g","2",5
"grooney","bullet","black","Ponziani Opening","g","4",4
"grooney","bullet","black","Ponziani Opening","g","5",7
"grooney","bullet","black","Ponziani Opening","g","6",9
"grooney","bullet","black","Ponziani Opening","g","7",2
"grooney","bullet","black","Ponziani Opening","g","8",8
"grooney","bullet","black","Ponziani Opening","h","1",2
"grooney","bullet","black","Ponziani Opening","h","2",3
"grooney","bullet","black","Ponziani Opening","h","4",1
"grooney","bullet","black","Ponziani Opening","h","5",2
"grooney","bullet","black","Ponziani Opening","h","6",2
"grooney","bullet","black","Ponziani Opening","h","7",1
"grooney","bullet","white","Pterodactyl Defense","a","3",2
"grooney","bullet","white","Pterodactyl Defense","a","5",1
"grooney","bullet","white","Pterodactyl Defense","b","1",1
"grooney","bullet","white","Pterodactyl Defense","b","4",1
"grooney","bullet","white","Pterodactyl Defense","c","1",1
"grooney","bullet","white","Pterodactyl Defense","c","2",1
"grooney","bullet","white","Pterodactyl Defense","c","3",5
"grooney","bullet","white","Pterodactyl Defense","c","4",1
"grooney","bullet","white","Pterodactyl Defense","c","5",2
"grooney","bullet","white","Pterodactyl Defense","c","7",1
"grooney","bullet","white","Pterodactyl Defense","d","2",3
"grooney","bullet","white","Pterodactyl Defense","d","3",2
"grooney","bullet","white","Pterodactyl Defense","d","4",2
"grooney","bullet","white","Pterodactyl Defense","d","5",1
"grooney","bullet","white","Pterodactyl Defense","e","1",2
"grooney","bullet","white","Pterodactyl Defense","e","2",1
"grooney","bullet","white","Pterodactyl Defense","e","3",2
"grooney","bullet","white","Pterodactyl Defense","e","4",2
"grooney","bullet","white","Pterodactyl Defense","e","5",2
"grooney","bullet","white","Pterodactyl Defense","f","1",2
"grooney","bullet","white","Pterodactyl Defense","f","3",3
"grooney","bullet","white","Pterodactyl Defense","f","4",2
"grooney","bullet","white","Pterodactyl Defense","f","5",2
"grooney","bullet","white","Pterodactyl Defense","g","1",2
"grooney","bullet","white","Pterodactyl Defense","g","3",1
"grooney","bullet","white","Pterodactyl Defense","g","4",1
"grooney","bullet","white","Pterodactyl Defense","g","5",1
"grooney","bullet","white","Pterodactyl Defense","h","1",1
"grooney","bullet","white","Pterodactyl Defense","h","4",1
"grooney","bullet","black","Queen's Gambit Accepted","a","5",4
"grooney","bullet","black","Queen's Gambit Accepted","a","6",3
"grooney","bullet","black","Queen's Gambit Accepted","b","1",1
"grooney","bullet","black","Queen's Gambit Accepted","b","2",1
"grooney","bullet","black","Queen's Gambit Accepted","b","3",2
"grooney","bullet","black","Queen's Gambit Accepted","b","4",6
"grooney","bullet","black","Queen's Gambit Accepted","b","5",2
"grooney","bullet","black","Queen's Gambit Accepted","b","6",7
"grooney","bullet","black","Queen's Gambit Accepted","b","7",9
"grooney","bullet","black","Queen's Gambit Accepted","b","8",1
"grooney","bullet","black","Queen's Gambit Accepted","c","3",2
"grooney","bullet","black","Queen's Gambit Accepted","c","4",6
"grooney","bullet","black","Queen's Gambit Accepted","c","5",5
"grooney","bullet","black","Queen's Gambit Accepted","c","6",5
"grooney","bullet","black","Queen's Gambit Accepted","c","7",4
"grooney","bullet","black","Queen's Gambit Accepted","c","8",7
"grooney","bullet","black","Queen's Gambit Accepted","d","2",2
"grooney","bullet","black","Queen's Gambit Accepted","d","3",1
"grooney","bullet","black","Queen's Gambit Accepted","d","4",3
"grooney","bullet","black","Queen's Gambit Accepted","d","5",11
"grooney","bullet","black","Queen's Gambit Accepted","d","6",2
"grooney","bullet","black","Queen's Gambit Accepted","d","7",5
"grooney","bullet","black","Queen's Gambit Accepted","d","8",6
"grooney","bullet","black","Queen's Gambit Accepted","e","4",3
"grooney","bullet","black","Queen's Gambit Accepted","e","5",4
"grooney","bullet","black","Queen's Gambit Accepted","e","6",6
"grooney","bullet","black","Queen's Gambit Accepted","e","7",13
"grooney","bullet","black","Queen's Gambit Accepted","e","8",3
"grooney","bullet","black","Queen's Gambit Accepted","f","1",1
"grooney","bullet","black","Queen's Gambit Accepted","f","3",2
"grooney","bullet","black","Queen's Gambit Accepted","f","5",7
"grooney","bullet","black","Queen's Gambit Accepted","f","6",15
"grooney","bullet","black","Queen's Gambit Accepted","f","7",5
"grooney","bullet","black","Queen's Gambit Accepted","f","8",7
"grooney","bullet","black","Queen's Gambit Accepted","g","1",1
"grooney","bullet","black","Queen's Gambit Accepted","g","3",1
"grooney","bullet","black","Queen's Gambit Accepted","g","4",2
"grooney","bullet","black","Queen's Gambit Accepted","g","5",10
"grooney","bullet","black","Queen's Gambit Accepted","g","6",9
"grooney","bullet","black","Queen's Gambit Accepted","g","7",2
"grooney","bullet","black","Queen's Gambit Accepted","g","8",4
"grooney","bullet","black","Queen's Gambit Accepted","h","3",1
"grooney","bullet","black","Queen's Gambit Accepted","h","4",3
"grooney","bullet","black","Queen's Gambit Accepted","h","5",7
"grooney","bullet","black","Queen's Gambit Accepted","h","6",6
"grooney","bullet","black","Queen's Gambit Accepted","h","7",2
"grooney","bullet","white","Queen's Gambit Accepted","a","1",1
"grooney","bullet","white","Queen's Gambit Accepted","a","2",1
"grooney","bullet","white","Queen's Gambit Accepted","a","3",2
"grooney","bullet","white","Queen's Gambit Accepted","a","4",3
"grooney","bullet","white","Queen's Gambit Accepted","a","5",2
"grooney","bullet","white","Queen's Gambit Accepted","a","7",1
"grooney","bullet","white","Queen's Gambit Accepted","a","8",1
"grooney","bullet","white","Queen's Gambit Accepted","b","2",1
"grooney","bullet","white","Queen's Gambit Accepted","b","3",5
"grooney","bullet","white","Queen's Gambit Accepted","b","4",4
"grooney","bullet","white","Queen's Gambit Accepted","b","5",3
"grooney","bullet","white","Queen's Gambit Accepted","b","6",2
"grooney","bullet","white","Queen's Gambit Accepted","c","1",3
"grooney","bullet","white","Queen's Gambit Accepted","c","2",4
"grooney","bullet","white","Queen's Gambit Accepted","c","3",10
"grooney","bullet","white","Queen's Gambit Accepted","c","4",9
"grooney","bullet","white","Queen's Gambit Accepted","c","5",4
"grooney","bullet","white","Queen's Gambit Accepted","c","6",3
"grooney","bullet","white","Queen's Gambit Accepted","c","7",2
"grooney","bullet","white","Queen's Gambit Accepted","c","8",1
"grooney","bullet","white","Queen's Gambit Accepted","d","1",3
"grooney","bullet","white","Queen's Gambit Accepted","d","2",4
"grooney","bullet","white","Queen's Gambit Accepted","d","3",3
"grooney","bullet","white","Queen's Gambit Accepted","d","4",8
"grooney","bullet","white","Queen's Gambit Accepted","d","5",1
"grooney","bullet","white","Queen's Gambit Accepted","d","8",2
"grooney","bullet","white","Queen's Gambit Accepted","e","1",4
"grooney","bullet","white","Queen's Gambit Accepted","e","2",1
"grooney","bullet","white","Queen's Gambit Accepted","e","3",4
"grooney","bullet","white","Queen's Gambit Accepted","e","4",8
"grooney","bullet","white","Queen's Gambit Accepted","e","5",5
"grooney","bullet","white","Queen's Gambit Accepted","e","6",3
"grooney","bullet","white","Queen's Gambit Accepted","e","7",2
"grooney","bullet","white","Queen's Gambit Accepted","e","8",1
"grooney","bullet","white","Queen's Gambit Accepted","f","1",6
"grooney","bullet","white","Queen's Gambit Accepted","f","2",4
"grooney","bullet","white","Queen's Gambit Accepted","f","3",6
"grooney","bullet","white","Queen's Gambit Accepted","f","4",5
"grooney","bullet","white","Queen's Gambit Accepted","f","5",3
"grooney","bullet","white","Queen's Gambit Accepted","f","6",2
"grooney","bullet","white","Queen's Gambit Accepted","f","7",3
"grooney","bullet","white","Queen's Gambit Accepted","f","8",3
"grooney","bullet","white","Queen's Gambit Accepted","g","1",5
"grooney","bullet","white","Queen's Gambit Accepted","g","2",4
"grooney","bullet","white","Queen's Gambit Accepted","g","3",4
"grooney","bullet","white","Queen's Gambit Accepted","g","4",3
"grooney","bullet","white","Queen's Gambit Accepted","g","5",3
"grooney","bullet","white","Queen's Gambit Accepted","g","6",1
"grooney","bullet","white","Queen's Gambit Accepted","g","7",1
"grooney","bullet","white","Queen's Gambit Accepted","h","1",3
"grooney","bullet","white","Queen's Gambit Accepted","h","2",1
"grooney","bullet","white","Queen's Gambit Accepted","h","3",1
"grooney","bullet","white","Queen's Gambit Accepted","h","4",2
"grooney","bullet","white","Queen's Gambit Accepted","h","5",1
"grooney","bullet","white","Queen's Gambit Accepted","h","7",1
"grooney","bullet","white","Queen's Gambit Accepted","h","8",1
"grooney","bullet","black","Queen's Gambit Declined","a","1",48
"grooney","bullet","black","Queen's Gambit Declined","a","2",88
"grooney","bullet","black","Queen's Gambit Declined","a","3",88
"grooney","bullet","black","Queen's Gambit Declined","a","4",113
"grooney","bullet","black","Queen's Gambit Declined","a","5",237
"grooney","bullet","black","Queen's Gambit Declined","a","6",181
"grooney","bullet","black","Queen's Gambit Declined","a","7",33
"grooney","bullet","black","Queen's Gambit Declined","a","8",56
"grooney","bullet","black","Queen's Gambit Declined","b","1",42
"grooney","bullet","black","Queen's Gambit Declined","b","2",83
"grooney","bullet","black","Queen's Gambit Declined","b","3",71
"grooney","bullet","black","Queen's Gambit Declined","b","4",376
"grooney","bullet","black","Queen's Gambit Declined","b","5",192
"grooney","bullet","black","Queen's Gambit Declined","b","6",351
"grooney","bullet","black","Queen's Gambit Declined","b","7",227
"grooney","bullet","black","Queen's Gambit Declined","b","8",149
"grooney","bullet","black","Queen's Gambit Declined","c","1",72
"grooney","bullet","black","Queen's Gambit Declined","c","2",103
"grooney","bullet","black","Queen's Gambit Declined","c","3",295
"grooney","bullet","black","Queen's Gambit Declined","c","4",308
"grooney","bullet","black","Queen's Gambit Declined","c","5",329
