"spotify_track_uri","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"spotify:track:2v00WuRHH1WdnXxlHnyURi","dance pop, pop, post-teen pop, uk pop","0.779","0.42","0","-8.396","1","0.221","0.665","0","0.0862","0.688","105.076","audio_features","2v00WuRHH1WdnXxlHnyURi","spotify:track:2v00WuRHH1WdnXxlHnyURi","https://api.spotify.com/v1/tracks/2v00WuRHH1WdnXxlHnyURi","https://api.spotify.com/v1/audio-analysis/2v00WuRHH1WdnXxlHnyURi","175898","4"
"spotify:track:7795WJLVKJoAyVoOtCWqXN","dance pop, pop, uk pop","0.677","0.485","5","-5.795","1","0.0361","0.529","2.04e-05","0.0766","0.493","82.001","audio_features","7795WJLVKJoAyVoOtCWqXN","spotify:track:7795WJLVKJoAyVoOtCWqXN","https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN","https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN","239317","4"
"spotify:track:4b93D55xv3YCH5mT4p6HPn","destroy techno, edm, electro house, house, pop dance, progressive house, tropical house","0.67","0.776","8","-4.091","0","0.047","0.00388","0.000184","0.122","0.624","115.034","audio_features","4b93D55xv3YCH5mT4p6HPn","spotify:track:4b93D55xv3YCH5mT4p6HPn","https://api.spotify.com/v1/tracks/4b93D55xv3YCH5mT4p6HPn","https://api.spotify.com/v1/audio-analysis/4b93D55xv3YCH5mT4p6HPn","206320","4"
"spotify:track:2u2WL5N3KnQnykOZi3fxL6","permanent wave, pop","0.265","0.378","11","-10.823","1","0.0316","0.0557","1.29e-06","0.119","0.153","142.1","audio_features","2u2WL5N3KnQnykOZi3fxL6","spotify:track:2u2WL5N3KnQnykOZi3fxL6","https://api.spotify.com/v1/tracks/2u2WL5N3KnQnykOZi3fxL6","https://api.spotify.com/v1/audio-analysis/2u2WL5N3KnQnykOZi3fxL6","239002","4"
"spotify:track:29uPSxuWuR6Hr1SUu2Cw6z","folk-pop, metropopolis, modern rock, pop rock, stomp and holler","0.379","0.882","11","-5.627","1","0.0494","0.00121","0.0687","0.107","0.418","123.606","audio_features","29uPSxuWuR6Hr1SUu2Cw6z","spotify:track:29uPSxuWuR6Hr1SUu2Cw6z","https://api.spotify.com/v1/tracks/29uPSxuWuR6Hr1SUu2Cw6z","https://api.spotify.com/v1/audio-analysis/29uPSxuWuR6Hr1SUu2Cw6z","334253","4"
"spotify:track:6WF4hzdGXvXd1joERSXJjm","permanent wave, pop","0.418","0.773","10","-6.187","1","0.0305","0.01","0.00418","0.269","0.273","89.961","audio_features","6WF4hzdGXvXd1joERSXJjm","spotify:track:6WF4hzdGXvXd1joERSXJjm","https://api.spotify.com/v1/tracks/6WF4hzdGXvXd1joERSXJjm","https://api.spotify.com/v1/audio-analysis/6WF4hzdGXvXd1joERSXJjm","242253","4"
"spotify:track:7umEhzfURpGTSRbcX84qLy","polish pop","0.953","0.595","0","-8.01","1","0.131","0.235","0","0.0679","0.675","124.965","audio_features","7umEhzfURpGTSRbcX84qLy","spotify:track:7umEhzfURpGTSRbcX84qLy","https://api.spotify.com/v1/tracks/7umEhzfURpGTSRbcX84qLy","https://api.spotify.com/v1/audio-analysis/7umEhzfURpGTSRbcX84qLy","163200","4"
"spotify:track:27RYrbL6S02LNVhDWVl38b","album rock, art rock, beatlesque, classic rock, folk rock, mellow gold, rock","0.321","0.64","2","-10.023","1","0.0324","0.28","0","0.718","0.414","146.172","audio_features","27RYrbL6S02LNVhDWVl38b","spotify:track:27RYrbL6S02LNVhDWVl38b","https://api.spotify.com/v1/tracks/27RYrbL6S02LNVhDWVl38b","https://api.spotify.com/v1/audio-analysis/27RYrbL6S02LNVhDWVl38b","214333","3"
"spotify:track:6lzc0Al0zfZOIFsFvBS1ki","pop","0.594","0.713","9","-5.314","1","0.0503","0.000328","0","0.114","0.328","129.958","audio_features","6lzc0Al0zfZOIFsFvBS1ki","spotify:track:6lzc0Al0zfZOIFsFvBS1ki","https://api.spotify.com/v1/tracks/6lzc0Al0zfZOIFsFvBS1ki","https://api.spotify.com/v1/audio-analysis/6lzc0Al0zfZOIFsFvBS1ki","295413","4"
"spotify:track:6wn6CH7jnONhM7TyHX2yez","polish alternative, polish pop, talent show","0.632","0.623","5","-8.363","1","0.0269","0.16","0.000105","0.136","0.592","112.908","audio_features","6wn6CH7jnONhM7TyHX2yez","spotify:track:6wn6CH7jnONhM7TyHX2yez","https://api.spotify.com/v1/tracks/6wn6CH7jnONhM7TyHX2yez","https://api.spotify.com/v1/audio-analysis/6wn6CH7jnONhM7TyHX2yez","126387","4"
"spotify:track:6r8k1vznHrzlEKYxL4dZEe","dance pop, pop","0.724","0.822","1","-4.374","0","0.0333","0.304","1.38e-05","0.0553","0.964","99.9","audio_features","6r8k1vznHrzlEKYxL4dZEe","spotify:track:6r8k1vznHrzlEKYxL4dZEe","https://api.spotify.com/v1/tracks/6r8k1vznHrzlEKYxL4dZEe","https://api.spotify.com/v1/audio-analysis/6r8k1vznHrzlEKYxL4dZEe","242733","4"
"spotify:track:19LehejAStoSf4Hj3Tim1M","modern alternative rock, modern rock, rock","0.654","0.621","11","-8.555","1","0.0328","0.384","4.06e-06","0.119","0.41","113.955","audio_features","19LehejAStoSf4Hj3Tim1M","spotify:track:19LehejAStoSf4Hj3Tim1M","https://api.spotify.com/v1/tracks/19LehejAStoSf4Hj3Tim1M","https://api.spotify.com/v1/audio-analysis/19LehejAStoSf4Hj3Tim1M","233448","4"
"spotify:track:0GCENWl11MluqJbz1Dqm0i","alternative pop rock, modern alternative rock, modern rock, rock","0.289","0.841","8","-4.33","1","0.146","0.00582","0.00769","0.267","0.399","183.17","audio_features","0GCENWl11MluqJbz1Dqm0i","spotify:track:0GCENWl11MluqJbz1Dqm0i","https://api.spotify.com/v1/tracks/0GCENWl11MluqJbz1Dqm0i","https://api.spotify.com/v1/audio-analysis/0GCENWl11MluqJbz1Dqm0i","208134","3"
"spotify:track:1wQXj5bgxyZQ2XmE2X9s6n","permanent wave, pop","0.607","0.395","0","-9.593","1","0.0287","0.61","0.00768","0.33","0.274","115.068","audio_features","1wQXj5bgxyZQ2XmE2X9s6n","spotify:track:1wQXj5bgxyZQ2XmE2X9s6n","https://api.spotify.com/v1/tracks/1wQXj5bgxyZQ2XmE2X9s6n","https://api.spotify.com/v1/audio-analysis/1wQXj5bgxyZQ2XmE2X9s6n","250668","4"
"spotify:track:7lLg5JhY8UqH54598Mynzv","instrumental acoustic guitar","0.675","0.159","2","-11.593","0","0.116","0.949","0.925","0.0731","0.152","84.481","audio_features","7lLg5JhY8UqH54598Mynzv","spotify:track:7lLg5JhY8UqH54598Mynzv","https://api.spotify.com/v1/tracks/7lLg5JhY8UqH54598Mynzv","https://api.spotify.com/v1/audio-analysis/7lLg5JhY8UqH54598Mynzv","205334","4"
"spotify:track:3IYs5Krfc09hLqpGfT1DF6","polish alternative rap, polish pop","0.802","0.652","8","-5.142","1","0.356","0.18","0","0.266","0.452","154.035","audio_features","3IYs5Krfc09hLqpGfT1DF6","spotify:track:3IYs5Krfc09hLqpGfT1DF6","https://api.spotify.com/v1/tracks/3IYs5Krfc09hLqpGfT1DF6","https://api.spotify.com/v1/audio-analysis/3IYs5Krfc09hLqpGfT1DF6","225982","4"
"spotify:track:7G7imfBQoQNaFAZEElFX1P","polish trap","0.684","0.29","5","-11.737","0","0.0424","0.552","0","0.152","0.631","144.913","audio_features","7G7imfBQoQNaFAZEElFX1P","spotify:track:7G7imfBQoQNaFAZEElFX1P","https://api.spotify.com/v1/tracks/7G7imfBQoQNaFAZEElFX1P","https://api.spotify.com/v1/audio-analysis/7G7imfBQoQNaFAZEElFX1P","159253","4"
"spotify:track:4btKuUUEjPNVD6yOKGlY9j","hollywood","0.701","0.686","0","-5.437","1","0.0294","0.102","0","0.295","0.868","119.908","audio_features","4btKuUUEjPNVD6yOKGlY9j","spotify:track:4btKuUUEjPNVD6yOKGlY9j","https://api.spotify.com/v1/tracks/4btKuUUEjPNVD6yOKGlY9j","https://api.spotify.com/v1/audio-analysis/4btKuUUEjPNVD6yOKGlY9j","234400","4"
"spotify:track:0ofHAoxe9vBkTCp2UQIavz","album rock, classic rock, mellow gold, rock, soft rock, yacht rock","0.828","0.492","0","-9.744","1","0.0276","0.0644","0.00428","0.128","0.789","120.151","audio_features","0ofHAoxe9vBkTCp2UQIavz","spotify:track:0ofHAoxe9vBkTCp2UQIavz","https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz","https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz","257800","4"
"spotify:track:7tBwkDCvo75xDAoGOQLKeJ","polish hip hop, polish trap","0.812","0.639","2","-6.129","1","0.176","0.159","0.000277","0.114","0.663","142.044","audio_features","7tBwkDCvo75xDAoGOQLKeJ","spotify:track:7tBwkDCvo75xDAoGOQLKeJ","https://api.spotify.com/v1/tracks/7tBwkDCvo75xDAoGOQLKeJ","https://api.spotify.com/v1/audio-analysis/7tBwkDCvo75xDAoGOQLKeJ","218987","4"
"spotify:track:2jiPHbFX5XM8TjaTfYJ0eo","german pop","0.885","0.581","11","-8.813","1","0.0378","0.427","0.000204","0.0759","0.728","114.016","audio_features","2jiPHbFX5XM8TjaTfYJ0eo","spotify:track:2jiPHbFX5XM8TjaTfYJ0eo","https://api.spotify.com/v1/tracks/2jiPHbFX5XM8TjaTfYJ0eo","https://api.spotify.com/v1/audio-analysis/2jiPHbFX5XM8TjaTfYJ0eo","313684","4"
"spotify:track:1Mys1gf9SkMBAVGGxpkJ7d","belgian edm, edm, pop, pop dance, tropical house","0.714","0.697","1","-7.887","0","0.032","0.0197","2e-06","0.0697","0.602","122.145","audio_features","1Mys1gf9SkMBAVGGxpkJ7d","spotify:track:1Mys1gf9SkMBAVGGxpkJ7d","https://api.spotify.com/v1/tracks/1Mys1gf9SkMBAVGGxpkJ7d","https://api.spotify.com/v1/audio-analysis/1Mys1gf9SkMBAVGGxpkJ7d","159480","4"
"spotify:track:20j7B6mL9gnNvG3ic6Vwh5","alternative rock, garage rock, garage rock revival, modern rock, new rave, rock, swedish garage rock, swedish hard rock, swedish indie rock","0.459","0.931","5","-5.024","1","0.0612","0.00126","0.00881","0.412","0.419","135.826","audio_features","20j7B6mL9gnNvG3ic6Vwh5","spotify:track:20j7B6mL9gnNvG3ic6Vwh5","https://api.spotify.com/v1/tracks/20j7B6mL9gnNvG3ic6Vwh5","https://api.spotify.com/v1/audio-analysis/20j7B6mL9gnNvG3ic6Vwh5","200693","4"
"spotify:track:32OlwWuMpZ6b0aN2RZOeMS","dance pop, pop","0.856","0.609","0","-7.223","1","0.0824","0.00801","8.15e-05","0.0344","0.928","114.988","audio_features","32OlwWuMpZ6b0aN2RZOeMS","spotify:track:32OlwWuMpZ6b0aN2RZOeMS","https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS","https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS","269667","4"
"spotify:track:5NbplIIyJnnAPrUWeJAbQ4","dance pop, piano rock, pop, pop rock","0.587","0.913","5","-6.685","0","0.248","0.138","2.71e-06","0.108","0.313","140.067","audio_features","5NbplIIyJnnAPrUWeJAbQ4","spotify:track:5NbplIIyJnnAPrUWeJAbQ4","https://api.spotify.com/v1/tracks/5NbplIIyJnnAPrUWeJAbQ4","https://api.spotify.com/v1/audio-analysis/5NbplIIyJnnAPrUWeJAbQ4","220933","4"
"spotify:track:43PGPuHIlVOc04jrZVh9L6","chicago rap","0.789","0.536","6","-6.862","1","0.242","0.41","0","0.129","0.437","81.039","audio_features","43PGPuHIlVOc04jrZVh9L6","spotify:track:43PGPuHIlVOc04jrZVh9L6","https://api.spotify.com/v1/tracks/43PGPuHIlVOc04jrZVh9L6","https://api.spotify.com/v1/audio-analysis/43PGPuHIlVOc04jrZVh9L6","165926","4"
"spotify:track:0KAiuUOrLTIkzkpfpn9jb9","dance pop, neo mellow, pop, pop rock","0.765","0.837","1","-3.113","0","0.032","0.00107","1.06e-05","0.0801","0.721","122.028","audio_features","0KAiuUOrLTIkzkpfpn9jb9","spotify:track:0KAiuUOrLTIkzkpfpn9jb9","https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9","https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9","195973","4"
"spotify:track:6c98FwYx0aUAeiyWILCpbu","polish hip hop, polish trap","0.576","0.598","10","-8.919","0","0.278","0.455","4.25e-06","0.121","0.514","89.428","audio_features","6c98FwYx0aUAeiyWILCpbu","spotify:track:6c98FwYx0aUAeiyWILCpbu","https://api.spotify.com/v1/tracks/6c98FwYx0aUAeiyWILCpbu","https://api.spotify.com/v1/audio-analysis/6c98FwYx0aUAeiyWILCpbu","238920","4"
"spotify:track:6BsZx9FarJrLddTNu2k6pU","alternative rock, brighton indie, garage rock, modern alternative rock, modern blues rock, modern hard rock, modern rock, rock","0.601","0.723","8","-4.364","0","0.0384","0.000347","0.0011","0.346","0.581","114.991","audio_features","6BsZx9FarJrLddTNu2k6pU","spotify:track:6BsZx9FarJrLddTNu2k6pU","https://api.spotify.com/v1/tracks/6BsZx9FarJrLddTNu2k6pU","https://api.spotify.com/v1/audio-analysis/6BsZx9FarJrLddTNu2k6pU","236933","4"
"spotify:track:4fP4xTSBli3tKck172LEZ4","permanent wave, pop","0.453","0.571","11","-6.117","1","0.0314","0.00976","0.518","0.0846","0.189","132.787","audio_features","4fP4xTSBli3tKck172LEZ4","spotify:track:4fP4xTSBli3tKck172LEZ4","https://api.spotify.com/v1/tracks/4fP4xTSBli3tKck172LEZ4","https://api.spotify.com/v1/audio-analysis/4fP4xTSBli3tKck172LEZ4","327800","4"
"spotify:track:1cCFT5YZg7OCHIPA8IZ0L3","instrumental acoustic guitar","0.484","0.304","7","-11.897","1","0.055","0.947","0.928","0.11","0.338","114.492","audio_features","1cCFT5YZg7OCHIPA8IZ0L3","spotify:track:1cCFT5YZg7OCHIPA8IZ0L3","https://api.spotify.com/v1/tracks/1cCFT5YZg7OCHIPA8IZ0L3","https://api.spotify.com/v1/audio-analysis/1cCFT5YZg7OCHIPA8IZ0L3","197378","4"
"spotify:track:0wHRZwbNWH2TcSBIhyMT1i","australian dance, australian pop, pop","0.409","0.375","9","-6.195","1","0.0336","0.887","0","0.125","0.209","128.912","audio_features","0wHRZwbNWH2TcSBIhyMT1i","spotify:track:0wHRZwbNWH2TcSBIhyMT1i","https://api.spotify.com/v1/tracks/0wHRZwbNWH2TcSBIhyMT1i","https://api.spotify.com/v1/audio-analysis/0wHRZwbNWH2TcSBIhyMT1i","266720","4"
"spotify:track:1inIBN8UEsbCbu6DGfyC7i","","0.457","0.394","7","-17.135","1","0.0523","0.609","0.96","0.151","0.0935","113.294","audio_features","1inIBN8UEsbCbu6DGfyC7i","spotify:track:1inIBN8UEsbCbu6DGfyC7i","https://api.spotify.com/v1/tracks/1inIBN8UEsbCbu6DGfyC7i","https://api.spotify.com/v1/audio-analysis/1inIBN8UEsbCbu6DGfyC7i","126560","4"
"spotify:track:7fuvhZxxLou4qRRo4Z63wE","","0.662","0.649","0","-5.647","0","0.0739","0.429","0.0273","0.117","0.931","206.042","audio_features","7fuvhZxxLou4qRRo4Z63wE","spotify:track:7fuvhZxxLou4qRRo4Z63wE","https://api.spotify.com/v1/tracks/7fuvhZxxLou4qRRo4Z63wE","https://api.spotify.com/v1/audio-analysis/7fuvhZxxLou4qRRo4Z63wE","187545","4"
"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","canadian contemporary r&b, canadian pop, pop","0.514","0.73","1","-5.934","1","0.0598","0.00146","9.54e-05","0.0897","0.334","171.005","audio_features","0VjIjW4GlUZAMYd2vXMi3b","spotify:track:0VjIjW4GlUZAMYd2vXMi3b","https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b","https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b","200040","4"
"spotify:track:6Ci6L6EeLqR6VHV1DBJy2S","alternative rock, brighton indie, garage rock, modern alternative rock, modern blues rock, modern hard rock, modern rock, rock","0.446","0.778","7","-4.774","1","0.173","0.000201","0.662","0.0492","0.683","94.508","audio_features","6Ci6L6EeLqR6VHV1DBJy2S","spotify:track:6Ci6L6EeLqR6VHV1DBJy2S","https://api.spotify.com/v1/tracks/6Ci6L6EeLqR6VHV1DBJy2S","https://api.spotify.com/v1/audio-analysis/6Ci6L6EeLqR6VHV1DBJy2S","209480","4"
"spotify:track:7kQkmyoHCEqwe7QwDbkSXM","alt z, electropop, la indie, pop","0.737","0.408","5","-7.941","1","0.104","0.802","0","0.171","0.374","127.921","audio_features","7kQkmyoHCEqwe7QwDbkSXM","spotify:track:7kQkmyoHCEqwe7QwDbkSXM","https://api.spotify.com/v1/tracks/7kQkmyoHCEqwe7QwDbkSXM","https://api.spotify.com/v1/audio-analysis/7kQkmyoHCEqwe7QwDbkSXM","190348","4"
"spotify:track:3ev1ilsHdVbpXeT7FG6Kw7","polish hip hop, polish trap","0.838","0.461","1","-9.61","0","0.217","0.641","0","0.0825","0.497","104.979","audio_features","3ev1ilsHdVbpXeT7FG6Kw7","spotify:track:3ev1ilsHdVbpXeT7FG6Kw7","https://api.spotify.com/v1/tracks/3ev1ilsHdVbpXeT7FG6Kw7","https://api.spotify.com/v1/audio-analysis/3ev1ilsHdVbpXeT7FG6Kw7","229187","4"
"spotify:track:2REu6wX4KKrG6uGlTKVqu6","dance pop, deep euro house, deep house, edm, german dance, pop, pop dance, tropical house","0.5","0.701","0","-6.261","0","0.0499","0.0302","8.97e-06","0.307","0.159","123.985","audio_features","2REu6wX4KKrG6uGlTKVqu6","spotify:track:2REu6wX4KKrG6uGlTKVqu6","https://api.spotify.com/v1/tracks/2REu6wX4KKrG6uGlTKVqu6","https://api.spotify.com/v1/audio-analysis/2REu6wX4KKrG6uGlTKVqu6","199358","4"
"spotify:track:2TjLRCgnOwgNtmZ38OJ6pj","folk-pop, metropopolis, modern rock, pop rock, stomp and holler","0.434","0.506","7","-6.627","1","0.029","0.0098","0.0228","0.0963","0.151","110.068","audio_features","2TjLRCgnOwgNtmZ38OJ6pj","spotify:track:2TjLRCgnOwgNtmZ38OJ6pj","https://api.spotify.com/v1/tracks/2TjLRCgnOwgNtmZ38OJ6pj","https://api.spotify.com/v1/audio-analysis/2TjLRCgnOwgNtmZ38OJ6pj","275187","4"
"spotify:track:6O7znyZyyqRaovT8eLYmCh","polish alternative rap, polish pop","0.746","0.463","0","-8.668","1","0.0898","0.648","1.63e-06","0.285","0.443","127.984","audio_features","6O7znyZyyqRaovT8eLYmCh","spotify:track:6O7znyZyyqRaovT8eLYmCh","https://api.spotify.com/v1/tracks/6O7znyZyyqRaovT8eLYmCh","https://api.spotify.com/v1/audio-analysis/6O7znyZyyqRaovT8eLYmCh","176196","4"
"spotify:track:7Bk0uXKk1uPT0XuQbpFzvs","reggaeton, reggaeton flow, trap latino","0.849","0.701","6","-4.407","0","0.06","0.407","0","0.112","0.505","98.005","audio_features","7Bk0uXKk1uPT0XuQbpFzvs","spotify:track:7Bk0uXKk1uPT0XuQbpFzvs","https://api.spotify.com/v1/tracks/7Bk0uXKk1uPT0XuQbpFzvs","https://api.spotify.com/v1/audio-analysis/7Bk0uXKk1uPT0XuQbpFzvs","261667","4"
"spotify:track:5iDHzUsaJXhutY4BuMFOqV","polish hip hop, polish trap","0.81","0.642","9","-6.034","0","0.192","0.221","9.93e-06","0.0739","0.428","130.105","audio_features","5iDHzUsaJXhutY4BuMFOqV","spotify:track:5iDHzUsaJXhutY4BuMFOqV","https://api.spotify.com/v1/tracks/5iDHzUsaJXhutY4BuMFOqV","https://api.spotify.com/v1/audio-analysis/5iDHzUsaJXhutY4BuMFOqV","173298","4"
"spotify:track:4iJyoBOLtHqaGxP12qzhQI","canadian pop, pop","0.677","0.696","0","-6.181","1","0.119","0.321","0","0.42","0.464","90.03","audio_features","4iJyoBOLtHqaGxP12qzhQI","spotify:track:4iJyoBOLtHqaGxP12qzhQI","https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI","https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI","198082","4"
"spotify:track:4SaGaLbcshvQ4admgCkYdP","dance pop, pop","0.586","0.616","5","-7.964","1","0.0324","0.182","0","0.0927","0.719","148.088","audio_features","4SaGaLbcshvQ4admgCkYdP","spotify:track:4SaGaLbcshvQ4admgCkYdP","https://api.spotify.com/v1/tracks/4SaGaLbcshvQ4admgCkYdP","https://api.spotify.com/v1/audio-analysis/4SaGaLbcshvQ4admgCkYdP","242096","4"
"spotify:track:6D7GVQWJ09EBxQlZqPgGIo","instrumental acoustic guitar","0.446","0.213","2","-11.427","0","0.196","0.837","0.931","0.0812","0.152","77.941","audio_features","6D7GVQWJ09EBxQlZqPgGIo","spotify:track:6D7GVQWJ09EBxQlZqPgGIo","https://api.spotify.com/v1/tracks/6D7GVQWJ09EBxQlZqPgGIo","https://api.spotify.com/v1/audio-analysis/6D7GVQWJ09EBxQlZqPgGIo","134723","4"
"spotify:track:7K3Kp6wuTpukVolJq9ZK3e","polish alternative, polish pop","0.536","0.507","1","-9.688","0","0.0922","0.351","0","0.0794","0.232","90.744","audio_features","7K3Kp6wuTpukVolJq9ZK3e","spotify:track:7K3Kp6wuTpukVolJq9ZK3e","https://api.spotify.com/v1/tracks/7K3Kp6wuTpukVolJq9ZK3e","https://api.spotify.com/v1/audio-analysis/7K3Kp6wuTpukVolJq9ZK3e","174693","4"
"spotify:track:4V9JDRqKjN8F2HWdlEDxvI","pop, pop rock","0.662","0.908","1","-4.764","0","0.0449","0.0506","0","0.0508","0.967","149.941","audio_features","4V9JDRqKjN8F2HWdlEDxvI","spotify:track:4V9JDRqKjN8F2HWdlEDxvI","https://api.spotify.com/v1/tracks/4V9JDRqKjN8F2HWdlEDxvI","https://api.spotify.com/v1/audio-analysis/4V9JDRqKjN8F2HWdlEDxvI","173693","4"
"spotify:track:64F1Z2LAsf04V346A75hi1","polish alternative","0.503","0.743","10","-4.712","1","0.034","0.0671","6.85e-05","0.0984","0.313","174.002","audio_features","64F1Z2LAsf04V346A75hi1","spotify:track:64F1Z2LAsf04V346A75hi1","https://api.spotify.com/v1/tracks/64F1Z2LAsf04V346A75hi1","https://api.spotify.com/v1/audio-analysis/64F1Z2LAsf04V346A75hi1","209655","4"
"spotify:track:0C9jZPUv4SuaXkuEQw6L40","alternative rock, pop rock","0.549","0.981","11","-3.558","0","0.059","0.0178","1.8e-06","0.438","0.873","82.331","audio_features","0C9jZPUv4SuaXkuEQw6L40","spotify:track:0C9jZPUv4SuaXkuEQw6L40","https://api.spotify.com/v1/tracks/0C9jZPUv4SuaXkuEQw6L40","https://api.spotify.com/v1/audio-analysis/0C9jZPUv4SuaXkuEQw6L40","185307","4"
"spotify:track:7ozXiOdFfLHACRuWVjhesz","polish hip hop, polish trap","0.824","0.471","1","-9.889","1","0.176","0.153","0","0.167","0.569","122.019","audio_features","7ozXiOdFfLHACRuWVjhesz","spotify:track:7ozXiOdFfLHACRuWVjhesz","https://api.spotify.com/v1/tracks/7ozXiOdFfLHACRuWVjhesz","https://api.spotify.com/v1/audio-analysis/7ozXiOdFfLHACRuWVjhesz","230173","4"
"spotify:track:4SCKjcOBEHYu7EKKOdQBXJ","polish trap","0.698","0.708","1","-6.118","0","0.24","0.418","0","0.0771","0.621","150.976","audio_features","4SCKjcOBEHYu7EKKOdQBXJ","spotify:track:4SCKjcOBEHYu7EKKOdQBXJ","https://api.spotify.com/v1/tracks/4SCKjcOBEHYu7EKKOdQBXJ","https://api.spotify.com/v1/audio-analysis/4SCKjcOBEHYu7EKKOdQBXJ","156013","4"
"spotify:track:7o2358n8gXUn6wAI6WgJwz","dance pop, piano rock, pop, pop rock","0.524","0.536","2","-9.424","1","0.0287","0.91","0.37","0.123","0.119","117.06","audio_features","7o2358n8gXUn6wAI6WgJwz","spotify:track:7o2358n8gXUn6wAI6WgJwz","https://api.spotify.com/v1/tracks/7o2358n8gXUn6wAI6WgJwz","https://api.spotify.com/v1/audio-analysis/7o2358n8gXUn6wAI6WgJwz","290480","4"
"spotify:track:0JlNtj7KalsjE4MWnwfv3U","modern alternative rock, post-screamo","0.421","0.817","7","-4.951","0","0.162","0.00808","0.000615","0.755","0.522","194.992","audio_features","0JlNtj7KalsjE4MWnwfv3U","spotify:track:0JlNtj7KalsjE4MWnwfv3U","https://api.spotify.com/v1/tracks/0JlNtj7KalsjE4MWnwfv3U","https://api.spotify.com/v1/audio-analysis/0JlNtj7KalsjE4MWnwfv3U","245538","3"
"spotify:track:2kS6td1yvmpNgZTt1q5pQq","indie pop, vancouver indie","0.527","0.922","9","-2.666","0","0.0728","0.00475","0.000162","0.422","0.49","95.975","audio_features","2kS6td1yvmpNgZTt1q5pQq","spotify:track:2kS6td1yvmpNgZTt1q5pQq","https://api.spotify.com/v1/tracks/2kS6td1yvmpNgZTt1q5pQq","https://api.spotify.com/v1/audio-analysis/2kS6td1yvmpNgZTt1q5pQq","181680","4"
"spotify:track:5fpFh4xgexEep7AipF4QMo","","0.602","0.498","8","-8.299","0","0.0376","0.613","0.000167","0.0808","0.396","97.011","audio_features","5fpFh4xgexEep7AipF4QMo","spotify:track:5fpFh4xgexEep7AipF4QMo","https://api.spotify.com/v1/tracks/5fpFh4xgexEep7AipF4QMo","https://api.spotify.com/v1/audio-analysis/5fpFh4xgexEep7AipF4QMo","195578","4"
"spotify:track:6i0V12jOa3mr6uu4WYhUBr","modern rock, rock","0.732","0.396","4","-9.348","0","0.0286","0.0841","3.58e-05","0.105","0.548","90.024","audio_features","6i0V12jOa3mr6uu4WYhUBr","spotify:track:6i0V12jOa3mr6uu4WYhUBr","https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr","https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr","195920","4"
"spotify:track:3aMyQSDW0DJ7LTOkrd29hU","modern rock, nottingham indie, rock","0.5","0.732","5","-3.578","0","0.0418","0.000397","0.0554","0.0759","0.637","169.9","audio_features","3aMyQSDW0DJ7LTOkrd29hU","spotify:track:3aMyQSDW0DJ7LTOkrd29hU","https://api.spotify.com/v1/tracks/3aMyQSDW0DJ7LTOkrd29hU","https://api.spotify.com/v1/audio-analysis/3aMyQSDW0DJ7LTOkrd29hU","216218","4"
"spotify:track:5qNh5WtzMbfpSj2jLlBkoD","art pop, electropop, pop","0.634","0.285","9","-14.007","0","0.0807","0.937","0.000359","0.232","0.203","129.65","audio_features","5qNh5WtzMbfpSj2jLlBkoD","spotify:track:5qNh5WtzMbfpSj2jLlBkoD","https://api.spotify.com/v1/tracks/5qNh5WtzMbfpSj2jLlBkoD","https://api.spotify.com/v1/audio-analysis/5qNh5WtzMbfpSj2jLlBkoD","245897","4"
"spotify:track:62yJjFtgkhUrXktIoSjgP2","modern rock, rock","0.448","0.784","9","-3.686","1","0.0627","0.106","0.000108","0.668","0.236","136.245","audio_features","62yJjFtgkhUrXktIoSjgP2","spotify:track:62yJjFtgkhUrXktIoSjgP2","https://api.spotify.com/v1/tracks/62yJjFtgkhUrXktIoSjgP2","https://api.spotify.com/v1/audio-analysis/62yJjFtgkhUrXktIoSjgP2","186813","4"
