id,date,time,white,black,white elo,black elo,time control,opening code,opening name,length,termination,result,hero points,has eval,has increment,link
57,2021.08.17,19:30:03,sgray10,Mlodziak77,1449,1530,60+0,A03,Bird Opening: Williams Gambit,33,Time forfeit,1-0,0,False,False,https://lichess.org/P0XkEaJy
58,2021.08.15,20:55:20,Malakio,Mlodziak77,1519,1519,60+0,A04,Zukertort Opening: Lisitsyn Gambit,22,Resign,0-1,1,False,False,https://lichess.org/wYScNfZM
59,2021.08.15,20:51:08,Severino_420,Mlodziak77,1524,1534,60+0,A04,Zukertort Opening: Lisitsyn Gambit,32,Time forfeit,1-0,0,False,False,https://lichess.org/DGPXg5P9
60,2021.07.25,17:21:22,HossamBarakat,Mlodziak77,1504,1547,60+0,C21,Center Game: Kieseritzky Variation,33,Time forfeit,1-0,0,False,False,https://lichess.org/2hVPYYq1
61,2021.07.25,15:10:41,PatriVasco,Mlodziak77,1418,1541,60+0,A45,Indian Defense,30,Time forfeit,0-1,1,False,False,https://lichess.org/qrHqXE85
62,2021.07.25,15:08:41,salihahmedov,Mlodziak77,1560,1554,60+0,C48,Four Knights Game: Ranken Variation,31,Resign,1-0,0,False,False,https://lichess.org/6zDxhD6z
63,2021.06.08,21:27:17,DanteHoneymoon,Mlodziak77,1527,1534,60+0,A52,"Indian Defense: Budapest Defense, Adler Variation",21,Time forfeit,1-0,0,False,False,https://lichess.org/8ueFQjUG
64,2021.06.02,21:09:40,violet44,Mlodziak77,1582,1518,60+0,A51,Indian Defense: Budapest Defense,22,Resign,0-1,1,False,False,https://lichess.org/QTCVhZxI
65,2021.06.02,21:04:42,FernandoPascual,Mlodziak77,1544,1516,60+0,C25,Vienna Game: Max Lange Defense,20,Checkmate,1-0,0,False,False,https://lichess.org/NNRmtO7r
66,2021.06.02,21:01:53,stichchess,Mlodziak77,1450,1508,60+0,D02,Queen's Pawn Game: Chigorin Variation,43,Time forfeit,0-1,1,False,False,https://lichess.org/cMKde2dU
67,2021.06.01,11:39:44,beastking77,Mlodziak77,1500,1517,60+0,C42,Russian Game: Stafford Gambit,43,Time forfeit,1-0,0,False,False,https://lichess.org/m58M5lI9
68,2021.06.01,11:34:56,itoiz,Mlodziak77,1518,1526,60+0,C42,Russian Game,9,Resign,0-1,1,False,False,https://lichess.org/P007e7EY
69,2021.06.01,11:32:44,patrickch,Mlodziak77,1527,1516,60+0,A51,Indian Defense: Budapest Defense,30,Time forfeit,0-1,1,False,False,https://lichess.org/ie4DlGQn
70,2021.06.01,11:26:44,danfjd,Mlodziak77,1532,1515,60+0,A51,Indian Defense: Budapest Defense,33,Time forfeit,1-0,0,False,False,https://lichess.org/EMjc4mxc
71,2021.06.01,11:23:10,molchun3,Mlodziak77,1474,1495,60+0,C55,Italian Game: Two Knights Defense,25,Time forfeit,0-1,1,False,False,https://lichess.org/yqDJLtj1
72,2021.06.01,11:18:09,johann1832,Mlodziak77,1499,1487,60+0,A52,Indian Defense: Budapest Defense,18,Resign,1-0,0,False,False,https://lichess.org/anl4yu3V
73,2021.05.22,13:42:21,DANIMARchees,Mlodziak77,1483,1497,60+0,C22,Center Game: Paulsen Attack Variation,28,Time forfeit,1-0,0,False,False,https://lichess.org/mIC0k02e
74,2021.05.22,12:45:42,xAnmolx12,Mlodziak77,1492,1497,60+0,A51,Indian Defense: Budapest Defense,43,Time forfeit,0-1,1,False,False,https://lichess.org/slW6ESw8
75,2021.05.22,12:41:38,endgame_sadeness,Mlodziak77,1478,1473,60+0,A45,Indian Defense,31,Checkmate,0-1,1,False,False,https://lichess.org/ICXxakF8
76,2021.05.22,12:37:35,doctorbrume,Mlodziak77,1502,1498,60+0,A40,Englund Gambit Complex: Englund Gambit,39,Time forfeit,1-0,0,False,False,https://lichess.org/t9eTdDy8
77,2021.05.22,12:33:08,Jeherila,Mlodziak77,1443,1499,60+0,C24,Bishop's Opening: Berlin Defense,41,Time forfeit,0-1,1,False,False,https://lichess.org/8nFgkuXm
78,2021.05.07,11:54:14,ascholl17,Mlodziak77,1480,1471,60+0,C27,Bishop's Opening: Boden-Kieseritzky Gambit,29,Time forfeit,0-1,1,False,False,https://lichess.org/5dm5tZWI
79,2021.05.02,20:50:40,mecdoce,Mlodziak77,1536,1481,60+0,D02,Queen's Pawn Game: Zukertort Variation,28,Time forfeit,1-0,0,True,False,https://lichess.org/6cdNl1uY
80,2021.04.13,15:54:15,jdtrumpet,Mlodziak77,1471,1493,60+0,D08,"Queen's Gambit Declined: Albin Countergambit, Lasker Trap",18,Resign,1-0,0,False,False,https://lichess.org/avy5Sd4R
81,2021.04.03,16:41:24,hllsahin,Mlodziak77,1449,1496,60+0,B06,Modern Defense,33,Time forfeit,1-0,0,False,False,https://lichess.org/hTFrCH0Q
82,2021.04.03,13:02:36,vicvicslim,Mlodziak77,1466,1486,60+0,B00,Owen Defense,42,Time forfeit,0-1,1,False,False,https://lichess.org/rL57kDJB
83,2021.03.27,21:31:17,User8998,Mlodziak77,1492,1487,60+0,C24,Bishop's Opening: Berlin Defense,57,Time forfeit,0-1,1,False,False,https://lichess.org/9k7bcg3T
84,2021.03.22,21:36:59,jmarie,Mlodziak77,1521,1517,60+0,C42,Russian Game,50,Time forfeit,1-0,0,False,False,https://lichess.org/qw4GnKlQ
85,2021.03.22,21:33:51,jmarie,Mlodziak77,1521,1516,60+0,B00,Goldsmith Defense,17,Checkmate,0-1,1,False,False,https://lichess.org/8ZtLZdgu
86,2021.03.22,21:30:06,jmarie,Mlodziak77,1521,1516,60+0,A00,Mieses Opening: Reversed Rat,32,Time forfeit,1-0,0,False,False,https://lichess.org/BaRfHf5F
87,2021.03.22,21:25:52,good4090,Mlodziak77,1544,1541,60+0,A05,King's Indian Attack: Symmetrical Defense,23,Time forfeit,1-0,0,False,False,https://lichess.org/BKBE3q2U
88,2021.03.22,17:32:47,giorgiogiuseppe,Mlodziak77,1529,1542,60+0,C42,Russian Game: Stafford Gambit,31,Time forfeit,1-0,0,False,False,https://lichess.org/Q2QrwVhb
89,2021.03.22,17:32:03,doting_atom4,Mlodziak77,1483,1530,60+0,A00,Englund Gambit Declined: Reversed French,10,Resign,0-1,1,False,False,https://lichess.org/YVdG3ovZ
90,2021.03.21,15:25:55,sadhurangam,Mlodziak77,1605,1541,60+0,D00,Queen's Pawn Game: Levitsky Attack,46,Time forfeit,1-0,0,False,False,https://lichess.org/xIQu8w68
91,2021.03.16,18:10:59,ketencie,Mlodziak77,1552,1556,60+0,D02,Queen's Pawn Game: Zukertort Variation,26,Time forfeit,1-0,0,False,False,https://lichess.org/O04QIMT4
92,2021.03.14,13:20:34,RichardLoewenherz,Mlodziak77,1561,1554,60+0,D00,Queen's Pawn Game,42,Checkmate,0-1,1,False,False,https://lichess.org/dAeyvj12
93,2021.03.14,13:18:17,pouryafard75,Mlodziak77,1596,1568,60+0,A06,Zukertort Opening: Old Indian Attack,44,Time forfeit,1-0,0,False,False,https://lichess.org/wfJPUPGC
94,2021.03.14,13:12:47,rachfan,Mlodziak77,1625,1589,60+0,B01,Scandinavian Defense: Modern Variation,22,Resign,1-0,0,False,False,https://lichess.org/Kahwre5X
95,2021.03.13,14:02:54,Arife7209,Mlodziak77,1554,1570,60+0,A06,Zukertort Opening: Tennison Gambit,33,Resign,0-1,1,False,False,https://lichess.org/ZoYiWB9F
96,2021.03.09,21:02:45,Yalinnn,Mlodziak77,1636,1608,60+0,A20,English Opening: King's English Variation,33,Time forfeit,1-0,0,False,False,https://lichess.org/FlMqDQGz
97,2021.03.09,19:57:06,AzzamMonster,Mlodziak77,1648,1581,60+0,B01,Scandinavian Defense: Modern Variation,30,Checkmate,0-1,1,True,False,https://lichess.org/ysonPdfg
98,2021.03.08,00:22:43,calipal,Mlodziak77,1518,1583,60+0,A06,Zukertort Opening: Tennison Gambit,19,Checkmate,0-1,1,False,False,https://lichess.org/JlhiC5VZ
99,2021.03.02,20:33:19,TeamErz,Mlodziak77,1663,1637,60+0,B01,Scandinavian Defense: Modern Variation,32,Time forfeit,1-0,0,False,False,https://lichess.org/IU2rH639
100,2021.03.02,20:18:24,umut_rex,Mlodziak77,1620,1549,60+0,D00,Queen's Pawn Game: Mason Variation,30,Time forfeit,0-1,1,True,False,https://lichess.org/eTOghWVo
101,2021.03.02,20:04:37,MlgLeprechaun69,Mlodziak77,1479,1451,60+0,B01,Scandinavian Defense: Modern Variation,10,Resign,0-1,1,False,False,https://lichess.org/04TL7nsi
102,2021.01.25,20:30:56,tillertill,Mlodziak77,1444,1423,120+1,C20,King's Pawn Game: King's Head Opening,10,Resign,0-1,1,False,True,https://lichess.org/iKzNW6Cf
103,2021.01.25,20:26:59,Dzigli,Mlodziak77,1499,1507,120+1,A40,Englund Gambit,40,Resign,1-0,0,False,True,https://lichess.org/kBmPpsMG
104,2021.01.22,23:17:46,substancep,Mlodziak77,1865,1749,60+0,B10,Caro-Kann Defense,24,Time forfeit,1-0,0,False,False,https://lichess.org/cNuE75vS
105,2021.01.20,22:12:57,Louvid,Mlodziak77,1515,1500,60+0,B12,Caro-Kann Defense: Advance Variation,11,Resign,0-1,1,False,False,https://lichess.org/9S1GUwLC
