id,date,time,white,black,white elo,black elo,time control,opening code,opening name,length,termination,result,hero points,has eval,has increment,link
1,2021.11.11,21:15:02,Mlodziak77,amarildo1990,2014,2028,600+0,B32,Sicilian Defense: Franco-Sicilian Variation,28,Resign,0-1,0,False,False,https://lichess.org/bF0WLshk
2,2021.11.01,18:19:32,Mlodziak77,fer76chess,2016,2045,600+0,C00,French Defense: Orthoschnapp Gambit,28,Resign,1-0,1,True,False,https://lichess.org/ihmhTGCg
3,2021.11.01,17:26:52,Mlodziak77,CookieNomfNomf,2004,2061,600+0,B06,Modern Defense,44,Resign,1-0,1,True,False,https://lichess.org/3KrtybXo
4,2021.11.01,16:07:20,Mlodziak77,Masudkhan,1996,1964,600+0,C46,Three Knights Opening,39,Resign,1/2-1/2,0.5,False,False,https://lichess.org/HF6FyzlC
5,2021.10.07,13:06:47,Mlodziak77,Kazimichess,2029,2087,600+0,C46,Three Knights Opening,78,Resign,0-1,0,False,False,https://lichess.org/WrBiB1rj
6,2021.10.07,11:12:49,Mlodziak77,suhail79,2025,2051,600+0,C00,French Defense: Steiner Variation,32,Checkmate,1-0,1,True,False,https://lichess.org/XLcqShzo
7,2021.10.07,11:05:42,Mlodziak77,mahmoudatia31987,2031,2124,600+0,C62,Ruy Lopez: Steinitz Defense,33,Resign,0-1,0,False,False,https://lichess.org/MLrIvTEt
8,2021.10.02,10:50:25,Mlodziak77,astromight,2003,2004,600+0,B01,Scandinavian Defense: Modern Variation,2,Resign,1-0,1,False,False,https://lichess.org/v9Kf8btE
9,2021.10.01,19:25:17,Mlodziak77,motamime,2006,1902,600+0,C46,Three Knights Opening,19,Resign,0-1,0,False,False,https://lichess.org/gmGoJfF8
10,2021.09.27,20:48:57,Mlodziak77,G685,1989,1954,600+0,C00,French Defense: Orthoschnapp Gambit,22,Resign,1-0,1,False,False,https://lichess.org/hnCLr8hT
11,2021.09.27,17:48:56,Mlodziak77,Taicosta,1962,1961,600+0,B23,Sicilian Defense: Grand Prix Attack,31,Checkmate,1-0,1,True,False,https://lichess.org/F3n22K9E
12,2021.09.27,17:41:24,Mlodziak77,KingCob29,1948,2069,600+0,C41,Philidor Defense,10,Checkmate,1-0,1,False,False,https://lichess.org/MpVV7naX
13,2021.09.24,14:37:39,Mlodziak77,Mastermind111,1925,1940,600+0,B22,Sicilian Defense: Alapin Variation,47,Checkmate,1-0,1,True,False,https://lichess.org/LajJWf60
14,2021.09.12,13:14:59,Mlodziak77,Mnukovic,1947,1928,600+0,C41,Philidor Defense,17,Checkmate,0-1,0,False,False,https://lichess.org/jsPS2VVt
15,2021.09.12,13:11:12,Mlodziak77,ekalencemmboy,1935,1967,600+0,C64,Ruy Lopez: Classical Variation,15,Resign,1-0,1,True,False,https://lichess.org/eAm31iEP
16,2021.08.20,21:25:17,Mlodziak77,julietaben,1940,1867,600+0,B12,"Caro-Kann Defense: MarĂłczy Variation, MarĂłczy Gambit",40,Checkmate,1-0,1,False,False,https://lichess.org/FsUUHPH7
17,2021.08.18,14:59:05,Mlodziak77,las40vachas,1955,1936,600+0,C42,Russian Game: Three Knights Game,16,Checkmate,0-1,0,False,False,https://lichess.org/oFz2o9wO
18,2021.08.18,14:41:52,Mlodziak77,Francisco87,1945,2024,600+0,C46,Four Knights Game: Halloween Gambit,31,Resign,1-0,1,True,False,https://lichess.org/2laeo3u5
19,2021.08.18,14:35:05,Mlodziak77,Corista,1937,1917,600+0,B12,Caro-Kann Defense: MarĂłczy Variation,20,Checkmate,1-0,1,True,False,https://lichess.org/X88tfjLf
20,2021.08.18,13:16:28,Mlodziak77,JonSimpson27007,1936,1961,600+0,C46,Four Knights Game: Halloween Gambit,21,Resign,1-0,1,True,False,https://lichess.org/k1q5czZY
21,2021.08.18,12:49:12,Mlodziak77,shmelev_nick,1917,1959,600+0,C41,Philidor Defense,25,Checkmate,1-0,1,True,False,https://lichess.org/xFFwTpq4
22,2021.08.17,18:18:58,Mlodziak77,TacticGame,1926,1917,600+0,C42,Russian Game: Nimzowitsch Attack,18,Resign,0-1,0,False,False,https://lichess.org/FecFydo0
23,2021.07.30,10:55:06,Mlodziak77,vasular,1934,1898,600+0,C37,King's Gambit Accepted: King's Knight Gambit,20,Resign,0-1,0,False,False,https://lichess.org/bk5d3wK9
24,2021.07.30,10:35:21,Mlodziak77,amid-008,1940,1941,600+0,C34,King's Gambit Accepted: King's Knight Gambit,40,Checkmate,0-1,0,True,False,https://lichess.org/Ae82SMLu
25,2021.07.27,18:13:08,Mlodziak77,matgor1962,1953,1962,600+0,C46,Three Knights Opening,35,Resign,0-1,0,True,False,https://lichess.org/bjoz0Snf
26,2021.07.25,13:37:50,Mlodziak77,Ashari_Pawn,1941,1924,600+0,B22,Sicilian Defense: Alapin Variation,39,Checkmate,1-0,1,True,False,https://lichess.org/kuASjJBv
27,2021.07.25,13:29:47,Mlodziak77,Forklifter,1931,2059,600+0,C46,Four Knights Game: Halloween Gambit,20,Resign,1-0,1,True,False,https://lichess.org/6B5ouS92
28,2021.07.24,19:55:06,Mlodziak77,vitalson077777,1933,1803,600+0,C00,"St. George Defense: New St. George, Three Pawn Attack",47,Checkmate,0-1,0,True,False,https://lichess.org/uYk9dMPC
