id,date,time,white,black,white elo,black elo,time control,opening code,opening name,length,termination,result,hero points,has eval,has increment,link
90,2018.12.20,12:24:55,kamileo96,grooney,1355,1827,600+3,B21,Sicilian Defense: Smith-Morra Gambit,21,Checkmate,0-1,1,False,True,https://lichess.org/ReAQc7sk
91,2018.12.19,20:00:17,vvc53,grooney,1796,1815,600+0,D00,Queen's Pawn Game: Mason Variation,73,Time forfeit,0-1,1,False,False,https://lichess.org/nxQMVQ21
92,2018.12.18,12:35:18,SoloDolo,grooney,1735,1815,600+0,B33,Sicilian Defense: Open,55,Resign,0-1,1,False,False,https://lichess.org/ii4IFbnO
93,2018.12.16,23:32:57,Oscar_Jose_Mireles,grooney,1988,1812,600+0,D02,Queen's Pawn Game: Zukertort Variation,24,Checkmate,1-0,0,True,False,https://lichess.org/ooVqgMym
94,2018.12.16,21:26:59,Zdenek-113,grooney,1729,1817,600+0,B32,Sicilian Defense: Open,34,Resign,0-1,1,False,False,https://lichess.org/qIdZlZNf
95,2018.12.16,21:07:28,nisipion,grooney,1670,1798,600+0,B21,Sicilian Defense: McDonnell Attack,34,Resign,0-1,1,False,False,https://lichess.org/rV8mWKOa
96,2018.12.16,20:32:27,DERViS2020,grooney,1823,1822,600+0,C57,"Italian Game: Two Knights Defense, Fried Liver Attack",9,Checkmate,1-0,0,False,False,https://lichess.org/gvaU7F6U
97,2018.12.16,20:06:52,realgee,grooney,1835,1838,600+0,C00,French Defense: Pelikan Variation,26,Checkmate,1-0,0,True,False,https://lichess.org/CtxmjKL2
98,2018.12.14,13:00:22,Blackmin96,grooney,1740,1877,600+0,B30,Sicilian Defense: Old Sicilian,36,Resign,1-0,0,True,False,https://lichess.org/62CXTu9U
99,2018.12.14,10:37:03,K-N-M,grooney,1844,1843,600+0,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,34,Resign,0-1,1,False,False,https://lichess.org/L8ZL1LGN
100,2018.12.09,22:35:38,Fas1961,grooney,1795,1879,600+0,B30,Sicilian Defense: Old Sicilian,30,Checkmate,0-1,1,True,False,https://lichess.org/H7bNx4H9
101,2018.12.09,22:04:34,samijam,grooney,1848,1841,600+0,B23,"Sicilian Defense: Closed, Traditional",28,Resign,0-1,1,False,False,https://lichess.org/XJIyVVAa
102,2018.12.09,21:46:10,khaledmhmoedatia,grooney,1819,1819,600+0,B32,Sicilian Defense: LĂ¶wenthal Variation,68,Checkmate,0-1,1,False,False,https://lichess.org/YbHGhzAV
103,2018.12.09,14:49:54,alicakiroglu6363,grooney,1853,1865,600+0,B32,Sicilian Defense: Open,46,Checkmate,1-0,0,False,False,https://lichess.org/tHYyULGf
104,2018.12.09,14:17:15,Witrombon,grooney,1787,1899,600+0,D38,Queen's Gambit Declined: Ragozin Defense,30,Checkmate,1-0,0,False,False,https://lichess.org/j8gX0tIK
105,2018.12.07,22:42:00,ibonuribeetxebarria,grooney,2015,1852,600+0,C69,"Ruy Lopez: Exchange Variation, King's Bishop Variation",15,Resign,1-0,0,False,False,https://lichess.org/hSJ2rogV
106,2018.12.06,20:44:33,yerevanchess,grooney,1877,1886,600+0,B30,Sicilian Defense: Old Sicilian,41,Time forfeit,1-0,0,False,False,https://lichess.org/3Haib9M0
107,2018.12.04,10:41:49,kamileo96,grooney,1266,1903,900+1,B32,Sicilian Defense: Flohr Variation,28,Resign,0-1,1,False,True,https://lichess.org/3LGqU7Y2
108,2018.12.04,10:33:16,Snooze4,grooney,1445,1895,600+3,B30,Sicilian Defense: Old Sicilian,19,Checkmate,0-1,1,False,True,https://lichess.org/iTUmQ0Fp
109,2018.12.03,10:07:59,Makomiec,grooney,1439,1870,600+3,D30,Queen's Gambit Declined,16,Resign,0-1,1,False,True,https://lichess.org/3LgSliCx
110,2018.12.02,22:11:24,mohsen43,grooney,1879,1804,600+0,C46,Four Knights Game: Italian Variation,5,Time forfeit,0-1,1,False,False,https://lichess.org/Ljg5GIKm
111,2018.11.30,22:43:50,mohsen43,grooney,1868,1872,600+0,B30,Sicilian Defense: Old Sicilian,31,Time forfeit,1-0,0,False,False,https://lichess.org/58qwMOhk
112,2018.11.29,12:23:03,kamileo96,grooney,1337,1662,600+5,C45,Scotch Game: Steinitz Variation,56,Resign,0-1,1,False,True,https://lichess.org/xE0f7ybF
113,2018.11.29,11:45:54,kamileo96,grooney,1500,1500,600+5,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",25,Checkmate,0-1,1,False,True,https://lichess.org/JTiQfYWt
