id,date,time,white,black,white elo,black elo,time control,opening code,opening name,length,termination,result,hero points,has eval,has increment,link
1,2021.12.22,16:21:57,tymekkk,jtravella5,1592,1547,180+2,C55,Italian Game: Two Knights Scotch Gambit,16,-,0-1,0,False,True,Chess.com
2,2021.07.01,11:12:36,tymekkk,Fithking,1657,1670,180+2,B01,Scandinavian Defense:,54,-,1-0,1,False,True,Chess.com
3,2021.07.01,11:22:33,tymekkk,gaiedtalaat10s,1652,1795,180+2,C05,French Defense: Tarrasch Closed...5.Bd3 c5 6.c3 Nc6 7.Ne2,39,-,0-1,0,False,True,Chess.com
4,2021.07.02,16:26:15,tymekkk,toplay4,1618,1630,180+2,C08,French Defense: Tarrasch Open Delayed Exchange Variation,36,-,0-1,0,False,True,Chess.com
5,2021.07.02,16:50:47,tymekkk,Seshubabu6,1608,1539,180+2,B00,Kings Pawn: Opening Owens Defense,20,-,0-1,0,False,True,Chess.com
6,2021.06.01,19:19:32,tymekkk,aliaazi,1699,1764,180+2,B31,Sicilian Defense: Nyezhmetdinov Rossolimo Fianchetto Variation 4.O O Bg7 5.Re1 Nf6 6.c3,62,-,0-1,0,False,True,Chess.com
7,2021.06.03,15:07:47,tymekkk,Fris1tail,1706,1663,180+2,B51,Sicilian Defense: Canal Attack 3...Nc6,32,-,1-0,1,False,True,Chess.com
8,2021.06.03,15:23:19,tymekkk,srekangpai,1704,1683,180+2,C53,Giuoco Piano: Game Center Attack 5...exd4 6.e5,34,-,0-1,0,False,True,Chess.com
9,2021.06.04,19:12:14,tymekkk,MENDOZAFREDDY1974,1687,1719,180+2,B07,Pirc Defense: 2.d4 Nf6,49,-,0-1,0,False,True,Chess.com
10,2021.06.06,17:17:27,tymekkk,PetrDPK,1682,1809,180+2,C07,French Defense: Tarrasch Open 4.dxc5,27,-,0-1,0,False,True,Chess.com
11,2021.06.09,16:05:22,tymekkk,Krith6,1676,1798,180+2,B31,Sicilian Defense: Nyezhmetdinov Rossolimo Fianchetto Variation 4.O O Bg7 5.Re1 Nf6 6.c3,22,-,0-1,0,False,True,Chess.com
12,2021.06.09,19:04:30,tymekkk,boyilaga,1685,1733,180+2,C41,Philidor Defense: 3.Bc4,32,-,1/2-1/2,0.5,False,True,Chess.com
13,2021.06.13,09:04:54,tymekkk,arunachalampalani78,1683,1655,180+2,B01,Scandinavian Defense:,36,-,0-1,0,False,True,Chess.com
14,2021.06.22,10:06:27,tymekkk,StepPA2020,1685,1681,180+2,B12,Caro Kann: Defense Advance Variation 3...Bf5 4.Bd3,26,-,0-1,0,False,True,Chess.com
15,2021.06.23,18:41:22,tymekkk,powerador,1672,1715,180+2,B51,Sicilian Defense: Canal Attack...4.O O Nf6 5.Re1 a6,38,-,1/2-1/2,0.5,False,True,Chess.com
16,2021.06.24,15:51:41,tymekkk,pasundan2017,1680,1663,180+2,B07,Pirc Defense: 2.d4 c6,47,-,1-0,1,False,True,Chess.com
17,2021.06.28,09:57:40,tymekkk,GREAT_UTSAV0,1695,1587,180+2,B30,Sicilian Defense: Nyezhmetdinov Rossolimo Attack,39,-,1-0,1,False,True,Chess.com
18,2021.06.28,10:06:24,tymekkk,arthur460,1685,1607,180+2,B12,Caro Kann: Defense Advance Variation 3...Bf5 4.Bd3,39,-,0-1,0,False,True,Chess.com
19,2021.06.28,12:36:11,tymekkk,ponder11930,1676,1648,180+2,B52,Sicilian Defense: Canal Main Line 4.Bxd7 Qxd7 5.O O,20,-,1-0,1,False,True,Chess.com
20,2021.06.28,12:39:43,tymekkk,Jakobsara,1668,1678,180+2,B12,Caro Kann: Defense Advance Variation 3...Bf5 4.Bd3,49,-,0-1,0,False,True,Chess.com
21,2021.06.28,14:51:06,tymekkk,jmrv01,1653,1432,180+2,C42,Petrovs Defense: Classical Stafford Gambit,14,-,0-1,0,False,True,Chess.com
22,2021.06.28,19:52:06,tymekkk,Hirschpirsch,1646,1691,180+2,B52,Sicilian Defense: Canal Main Line 4.Bxd7 Nxd7 5.O O,43,-,0-1,0,False,True,Chess.com
23,2021.05.02,17:37:57,tymekkk,Dybbe,1687,1664,180+2,C53,Giuoco Piano: Game Main Line 4...d6,32,-,0-1,0,False,True,Chess.com
24,2021.05.03,15:18:26,tymekkk,Fenrir911,1695,1668,180+2,C53,Giuoco Piano: Game Main Line 4...d6 5.d4 exd4 6.cxd4,49,-,1-0,1,False,True,Chess.com
25,2021.05.05,16:00:27,tymekkk,nimzothebest,1681,1682,180+2,C50,Italian Game: Hungarian Defense,70,-,1/2-1/2,0.5,False,True,Chess.com
26,2021.05.05,17:06:56,tymekkk,AbdelkabirMenani,1672,1645,180+2,B30,Sicilian Defense: Nyezhmetdinov Rossolimo Attack 3...e6 4.O O,23,-,0-1,0,False,True,Chess.com
27,2021.05.05,19:14:47,tymekkk,zoncolan,1663,1656,180+2,B12,Caro Kann: Defense Advance Variation 3...Bf5 4.Bd3,37,-,0-1,0,False,True,Chess.com
28,2021.05.05,20:06:28,tymekkk,Deephouse,1685,1774,180+2,C53,Giuoco Piano: Game Center Attack 5...exd4 6.e5,56,-,0-1,0,False,True,Chess.com
29,2021.05.06,07:06:37,tymekkk,AnastFIN,1676,1646,180+2,C58,Italian Game: Knight Attack Polerio Bishop Check Line 6...c6 7.dxc6 bxc6 8.Be2,33,-,0-1,0,False,True,Chess.com
30,2021.05.06,16:15:18,tymekkk,Simleman20,1699,1626,180+2,C54,Giuoco Piano: Game Center Attack...6.e5 d5 7.Bb5 Ne4 8.cxd4,22,-,1-0,1,False,True,Chess.com
31,2021.05.06,16:19:23,tymekkk,Kalaboum,1709,1783,180+2,B31,Sicilian Defense: Nyezhmetdinov Rossolimo Fianchetto Variation 4.O O Bg7 5.Re1 Nf6 6.c3,44,-,1-0,1,False,True,Chess.com
32,2021.05.06,17:50:20,tymekkk,arunprakashk,1722,1618,180+2,B01,Scandinavian Defense:,44,-,1-0,1,False,True,Chess.com
33,2021.05.07,06:23:04,tymekkk,bjelica1951,1706,1646,180+2,B06,Modern Defense: with 1 e4 2.d4 d6,39,-,0-1,0,False,True,Chess.com
34,2021.05.07,13:05:59,tymekkk,sauleamarius,1714,1707,180+2,C05,French Defense: Tarrasch Closed...5.Bd3 c5 6.c3 Nc6 7.Ne2,37,-,1-0,1,False,True,Chess.com
35,2021.05.09,18:42:52,tymekkk,RollingBishop2002,1714,1766,180+2,B07,Pirc Defense: 2.d4 Nf6,68,-,1/2-1/2,0.5,False,True,Chess.com
36,2021.05.10,18:49:26,tymekkk,MilosRadevic,1722,1704,180+2,C50,Italian Game: Hungarian Defense,35,-,1-0,1,False,True,Chess.com
