id,date,time,white,black,white elo,black elo,time control,opening code,opening name,length,termination,result,hero points,has eval,has increment,link
342,2020.11.26,21:13:11,Ljusabacken,tymekkk,1583,1608,180+2,C00,French Defense: Knight Variation 2...d5,15,-,0-1,1,False,True,Chess.com
343,2020.11.26,21:18:43,nsalian2007,tymekkk,1621,1618,180+2,B13,Caro Kann: Defense Exchange Rubinstein Variation,51,-,0-1,1,False,True,Chess.com
344,2020.11.27,11:59:57,chuanda,tymekkk,1613,1609,180+2,A48,Indian Game: Knights Variation East Indian Defense 3.Nc3,48,-,1-0,0,False,True,Chess.com
345,2020.11.27,12:19:21,kajan1,tymekkk,1627,1592,180+2,C00,French Defense:,25,-,1-0,0,False,True,Chess.com
346,2020.11.27,14:29:12,boyilaga,tymekkk,1627,1597,180+2,A45,Indian Game:,50,-,1-0,0,False,True,Chess.com
347,2020.11.27,19:15:54,pamal92,tymekkk,1556,1604,180+2,C10,French Defense: Rubinstein Variation 4.Nxe4,29,-,0-1,1,False,True,Chess.com
348,2020.11.27,19:29:53,psycholog03,tymekkk,1585,1604,180+2,C00,French Defense: Schlechter Variation,21,-,0-1,1,False,True,Chess.com
349,2020.11.27,19:34:58,Nipplie,tymekkk,1564,1595,180+2,A21,English Opening: Reversed Sicilian Anglo Dutch Variation,23,-,1-0,0,False,True,Chess.com
350,2020.11.28,10:24:07,Leildorine,tymekkk,1556,1602,180+2,C00,French Defense: Steiner Orthoschnapp Gambit,20,-,0-1,1,False,True,Chess.com
351,2020.11.28,10:44:19,Chanteur-de-Vent,tymekkk,1615,1601,180+2,E60,Kings Indian: Defense Fianchetto Variation 4...O O,61,-,1-0,0,False,True,Chess.com
352,2020.11.28,13:39:23,perthalbret,tymekkk,1674,1586,180+2,C01,French Defense: Exchange Variation 3...exd5 4.Bd3 Bd6 5.Nf3,29,-,1-0,0,False,True,Chess.com
353,2020.11.28,13:49:00,svv_svv_svv,tymekkk,1675,1570,180+2,C00,French Defense: Knight Variation 2...d5,32,-,1-0,0,False,True,Chess.com
354,2020.11.28,17:25:18,melvinsalazarv,tymekkk,1511,1560,180+2,A45,Indian Game:,28,-,1-0,0,False,True,Chess.com
355,2020.11.28,18:38:51,gobdaw,tymekkk,1575,1569,180+2,A00,Polish Opening:,29,-,0-1,1,False,True,Chess.com
356,2020.11.28,18:50:55,xory,tymekkk,1564,1583,180+2,C00,French Defense: Schlechter Variation,56,-,0-1,1,False,True,Chess.com
357,2020.11.28,19:17:38,danchami,tymekkk,1621,1583,180+2,A45,Indian Game: 2.Nc3,16,-,1-0,0,False,True,Chess.com
358,2020.11.28,22:27:22,Bogumil04,tymekkk,1150,1596,300+5,A48,Indian Game: Knights Variation East Indian Defense,27,-,0-1,1,False,True,Chess.com
359,2020.11.28,23:08:05,Not_pregnant,tymekkk,1565,1603,180+2,C00,French Defense: La Bourdonnais Variation 2...d5,38,-,0-1,1,False,True,Chess.com
360,2020.11.28,23:16:21,zaf00,tymekkk,1619,1612,180+2,C00,French Defense: Knight Variation 2...d5,30,-,0-1,1,False,True,Chess.com
361,2018.08.20,03:23:46,startbon,tymekkk,1165,1356,180+2,B10,Caro Kann: Defense Accelerated Panov Attack,16,-,0-1,1,False,True,Chess.com
