game id,move number,white,white time,white eval,black,black time,black eval
1,1,e4,-,-,e6,-,-
1,2,Nf3,-,-,d5,-,-
1,3,exd5,-,-,exd5,-,-
1,4,d4,-,-,Nf6,-,-
1,5,Bd3,-,-,Bd6,-,-
1,6,O-O,-,-,O-O,-,-
1,7,h3,-,-,Ne4,-,-
1,8,Nbd2,-,-,f5,-,-
1,9,c4,-,-,c6,-,-
1,10,Qb3,-,-,Bc7,-,-
1,11,Bxe4,-,-,fxe4,-,-
1,12,Ne5,-,-,a6,-,-
1,13,Re1,-,-,b5,-,-
1,14,cxd5,-,-,cxd5,-,-
1,15,Qd1,-,-,Qf6,-,-
1,16,f4,-,-,Qxf4,-,-
1,17,Nxe4,-,-,Qh4,-,-
1,18,Bd2,-,-,dxe4,-,-
1,19,Qb3+,-,-,Kh8,-,-
1,20,Nf7+,-,-,Rxf7,-,-
1,21,Qxf7,-,-,Qd8,-,-
1,22,Bg5,-,-,Qxd4+,-,-
1,23,Be3,-,-,Qd8,-,-
1,24,Rad1,-,-,Bd7,-,-
1,25,Bg5,-,-,Bb6+,-,-
1,26,Kh1,-,-,Qe8,-,-
1,27,Rxe4,-,-,Qxf7,-,-
1,28,Rf4,-,-,Qe8,-,-
1,29,Be7,-,-,Qxe7,-,-
1,30,Rdf1,-,-,h6,-,-
1,31,Rf8+,-,-,Kh7,-,-
1,32,R8f7,-,-,Qe4,-,-
1,33,R7f4,-,-,Qg6,-,-
1,34,Re1,-,-,Bc6,-,-
1,35,Rg4,-,-,Qc2,-,-
1,36,Re7,-,-,Bd4,-,-
1,37,h4,-,-,Bf6,-,-
1,38,Ree4,-,-,Nd7,-,-
1,39,Re2,-,-,Qxe2,-,-
1,40,Kh2,-,-,.,-,-
2,1,e4,-,-,e6,-,-
2,2,d4,-,-,d5,-,-
2,3,Nc3,-,-,Nf6,-,-
2,4,Bg5,-,-,Be7,-,-
2,5,exd5,-,-,Nxd5,-,-
2,6,Bxe7,-,-,Nxe7,-,-
2,7,Nf3,-,-,O-O,-,-
2,8,Bd3,-,-,b6,-,-
2,9,O-O,-,-,Bb7,-,-
2,10,Be4,-,-,Bxe4,-,-
2,11,Nxe4,-,-,Nd7,-,-
2,12,c3,-,-,Nd5,-,-
2,13,Nfd2,-,-,N7f6,-,-
2,14,Qf3,-,-,Qe7,-,-
2,15,c4,-,-,Nxe4,-,-
2,16,Nxe4,-,-,Nf6,-,-
2,17,Nxf6+,-,-,Qxf6,-,-
2,18,Qxf6,-,-,gxf6,-,-
2,19,Rad1,-,-,e5,-,-
2,20,d5,-,-,Rfd8,-,-
2,21,f4,-,-,Kf8,-,-
2,22,Rfe1,-,-,Re8,-,-
2,23,Kf2,-,-,e4,-,-
2,24,f5,-,-,h5,-,-
2,25,Re3,-,-,Re5,-,-
2,26,Kg3,-,-,Rae8,-,-
2,27,Kf4,-,-,Ke7,-,-
2,28,Rde1,-,-,Kd6,-,-
2,29,Rxe4,-,-,a5,-,-
2,30,b3,-,-,h4,-,-
2,31,Rxe5,-,-,fxe5+,-,-
2,32,Kg5,-,-,Rg8+,-,-
2,33,Kf6,-,-,Rxg2,-,-
2,34,Rxe5,-,-,Rg3,-,-
2,35,hxg3,-,-,.,-,-
3,1,e4,-,-,e6,-,-
3,2,Nf3,-,-,d5,-,-
3,3,exd5,-,-,exd5,-,-
3,4,d4,-,-,Nf6,-,-
3,5,Nc3,-,-,Bd6,-,-
3,6,Bg5,-,-,O-O,-,-
3,7,Nxd5,-,-,.,-,-
4,1,c3,-,-,d5,-,-
4,2,d3,-,-,e5,-,-
4,3,Qc2,-,-,c5,-,-
4,4,e4,-,-,d4,-,-
4,5,Nf3,-,-,Nc6,-,-
