Country_code_A3,Name,C_group_IM24_sh,dev_country,Substance,FOOD_system_stage,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015
JPN,Japan,23:_Japan,I,GWP_100_CH4,LULUC (Production),1.1724,1.1724,1.1724,1.1724,1.1724,1.1724,0.6234,0.4759,0.4799,0.5283,0.5757,0.3406,0.7473,1.2772,0.3706,1.0805,1.5004,1.5719,1.6073,1.4907,1.0241,1.4987,0.3355,1.176,2.9442,1.483
KAZ,Kazakhstan,15:_Asia-Stan,I,GWP_100_CH4,LULUC (Production),3.2216832254313,3.2216832254313,3.221,3.221,3.221,3.221,3.4556,8.8217,4.1196,2.6729,3.1229,1.2608,1.9697,1.4766,2.6364,1.7243,2.4047,5.2372,6.7944,3.5029,1.0117,1.2233,2.8565,1.789,3.5425,11.7584
KEN,Kenya,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),7.2519,7.2519,7.2519,7.2519,7.2519,7.2519,5.6291,11.0857,7.7544,10.8813,8.7807,2.4443,3.1009,4.1475,2.0097,3.9321,12.0187,3.8028,15.7648,9.4693,0.5674,10.5811,28.9476,2.3714,2.2748,10.3151
KGZ,Kyrgyzstan,15:_Asia-Stan,I,GWP_100_CH4,LULUC (Production),0.0235049847245066,0.0235049847245066,0.0235,0.0235,0.0235,0.0235,0.0126,0.3149,0.1872,0.0107,0.0067,0,0.0458,0.0153,0.0356,0.0407,0.061,0.0559,0.0254,0,0.0051,0.0407,0.0153,0,0.035,0
KHM,Cambodia,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),95.2093,95.2093,95.2093,95.2093,95.2093,95.2093,14.5835,47.8956,149.6028,100.098,83.4314,23.6722,48.1341,65.1816,112.8823,111.4205,72.9122,88.6959,75.3674,61.6995,72.7303,100.0188,76.1651,149.4084,100.6663,149.4404
KOR,Republic of Korea,19:_Korea,I,GWP_100_CH4,LULUC (Production),0.7902,0.7902,0.7902,0.7902,0.7902,0.7902,0.1463,0.1173,0.1073,0.1623,0.612,0.1118,0.3966,1.2354,1.3015,1.3981,0.2695,0.9609,0.6762,1.1032,0.1017,2.7962,0.0102,0.3101,1.632,0.2593
LAO,Lao People's Democratic Republic,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),190.4987,190.4987,190.4987,190.4987,190.4987,190.4987,70.3093,52.6903,116.7136,81.0108,54.4996,22.0268,90.7254,101.2858,426.7272,189.7836,77.7088,409.1004,59.3535,121.651,407.2973,66.4565,170.8207,234.0085,177.8645,192.6388
LBN,Lebanon,17:_Middle_East,D,GWP_100_CH4,LULUC (Production),0,0,0,0,0,0,0,0,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),29.9952,29.9952,29.9952,29.9952,29.9952,29.9952,1.356,0.9494,1.4659,1.1603,1.0381,0.1974,0.0553,14.568,9.0172,1.3423,23.5617,10.2253,8.4566,148.1508,8.6619,13.0755,16.8486,11.1807,58.2567,147.8212
LKA,Sri Lanka,18:_India +,D,GWP_100_CH4,LULUC (Production),1.737,1.737,1.737,1.737,1.737,1.737,1.3737,0.491,1.1332,1.6022,0.6232,0.2211,1.895,2.4529,2.2346,2.582,1.4766,1.6345,0.8291,1.3581,0.8527,2.0055,6.0087,0.6869,1.9029,0.5922
LSO,Lesotho,10:_Southern_Africa,D,GWP_100_CH4,LULUC (Production),0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0294,0.3397,1.8298,0.3453,0.0308,0,0,0,0.0102,0.0051,0,0.0051,0,0.0153,0,0,0.0051,0,0.0051,0.0051
LTU,Lithuania,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0,0,0.0575,0.0575,0.0575,0.0575,0.0536,0.0586,0.045,0.2227,0.0466,0.0278,0.5594,1.5517,0.1629,0.0618,0.1454,0.0368,0.6101,0.879,0.0088,0.4709,0.0088,0,0.0411,0.2661
LUX,Luxembourg,11:_OECD_Europe,I,GWP_100_CH4,LULUC (Production),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0
LVA,Latvia,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0,0,0.2335,0.2335,0.2335,0.2335,0.2061,0.0932,0.081,0.1004,0.14,0.4975,3.2704,4.5284,0.6758,0.0015,0.5624,0.2088,0,0.1252,0.2448,0,0.1219,0.7024,0.6981,0.4203
MAR,Morocco,07:_Northern_Africa,D,GWP_100_CH4,LULUC (Production),0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0453,0.0267,0.0309,0.0623,0.0068,0,0.0051,0.0203,0.1112,0.0102,0.0672,0,0,0.0051,0,0,0.1343,0,0.0435,0.0079
MDA,Republic of Moldova,14:_Ukraine +,I,GWP_100_CH4,LULUC (Production),0.27275784401587,0.27275784401587,0.2727,0.2727,0.2727,0.2727,0.0102,0.0097,0.0097,0.0092,0.0022,0.0763,0,0.4673,0.0051,0.0661,0.1829,0.9967,0.0051,0.0295,0.0356,0.2978,0.1443,0.442,0.7067,0.8818
MDG,Madagascar,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),92.8549,92.8549,92.8549,92.8549,92.8549,92.8549,69.7248,47.3793,64.1653,57.5468,23.8189,116.7887,35.7295,50.3513,74.5362,111.8765,63.4071,83.703,34.0955,115.6265,138.544,145.276,68.6366,128.5112,90.1416,121.2417
MEX,Mexico,03:_Mexico,I,GWP_100_CH4,LULUC (Production),116.4468,116.4468,116.4468,116.4468,116.4468,116.4468,48.9835,56.1846,297.3639,151.2179,152.1181,61.4339,94.8073,258.3499,31.5084,161.8065,132.353,116.4621,131.9918,122.2619,61.2426,207.8136,89.1502,160.6351,18.8959,92.9234
MKD,North Macedonia,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0.2523,0.2523,0.2523,0.2523,0.2523,0.2523,0.1048,0.108,0.1174,0.1145,0.6672,0.0203,0.0051,0,0,0,0.0102,1.8607,0.244,0,0.0102,0.5033,1.2303,0.0305,0,0.0915
MLI,Mali,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),1.5995,1.5995,1.5995,1.5995,1.5995,1.5995,42.2744,56.7026,145.71,136.4301,73.4428,3.8927,2.5189,0.9317,3.6638,0.7896,2.4241,0.6316,1.1844,3.1426,1.7292,1.1212,1.8161,0.4658,0.3001,0.45
MMR,Myanmar,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),538.5671,538.5671,538.5671,538.5671,538.5671,538.5671,277.8641,253.5006,373.8324,386.0746,234.861,265.6103,180.1538,379.7566,957.5753,541.3803,518.7409,920.5495,352.5884,666.9614,795.9265,312.8889,557.1086,507.1438,625.7429,609.9185
MNG,Mongolia,20:_China +,D,GWP_100_CH4,LULUC (Production),26.5556,26.5556,26.5556,26.5556,26.5556,26.5556,27.0162,104.2808,36.8271,21.1146,56.4865,10.705,44.5012,2.6721,10.751,3.3434,72.1333,73.0697,63.2105,27.4398,0.6834,16.0902,38.6471,8.8203,4.5673,43.0052
MOZ,Mozambique,10:_Southern_Africa,D,GWP_100_CH4,LULUC (Production),97.1024,97.1024,97.1024,97.1024,97.1024,97.1024,77.7024,48.6419,67.8609,56.0247,13.9122,440.7369,192.0329,123.7388,70.4285,88.285,46.7072,59.5234,57.2489,55.1142,45.7715,32.5755,39.7593,74.9484,71.8977,77.3321
MRT,Mauritania,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),0.001,0.001,0.001,0.001,0.001,0.001,0.0023,0.0014,0.0018,0.0018,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158
MSR,Montserrat,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158,0,0,0,0,0
MUS,Mauritius,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0,0,0.0065,0,0,0,0.0158,0.0079,0,0,0.0711,0,0,0,0.0079,0,0.0079,0.0079,0,0
MWI,Malawi,10:_Southern_Africa,D,GWP_100_CH4,LULUC (Production),17.3116,17.3116,17.3116,17.3116,17.3116,17.3116,16.8996,13.8018,15.4099,12.6851,13.7032,25.9915,10.9325,20.4911,6.5718,23.3788,4.6577,6.5934,14.4245,9.1945,27.3744,12.2477,22.8104,17.57,19.5769,27.1299
MYS,Malaysia,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),107.5207,107.5207,107.5207,107.5207,107.5207,107.5207,62.5183,83.8056,439.3333,53.1152,53.1847,2.2636,73.6145,69.7235,161.8473,183.8492,48.4666,102.5211,45.9888,232.7027,127.9103,101.0284,60.9065,74.2821,247.8619,85.8331
MYT,Mayotte,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),0,0,0,0,0,0,0.0036,0.0041,0.0041,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,10:_Southern_Africa,D,GWP_100_CH4,LULUC (Production),2.3108,2.3108,2.3108,2.3108,2.3108,2.3108,9.8201,8.9582,13.1083,13.4597,19.3542,2.3045,3.086,0.8124,1.5694,1.215,0.631,1.1747,2.3746,2.1295,4.9814,3.1641,3.59,1.8613,1.2855,3.7561
NCL,New Caledonia,24:_Oceania,D,GWP_100_CH4,LULUC (Production),0.1184,0.1184,0.1184,0.1184,0.1184,0.1184,0.0805,0.2953,0.1838,0.0561,0.0044,0,0.5764,0,0.4659,0.4106,0.1658,0,0,0,0,0.0158,0,0.0158,0.0553,0.1105
NER,Niger,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,4.3503,2.6427,6.6038,3.0232,4.1825,0.0158,0.9475,0.0553,0.079,0.0079,0.0079,0,0.0079,0.3948,0.0948,0,0.1579,0,0,0.0158
NGA,Nigeria,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),19.7771,19.7771,19.7771,19.7771,19.7771,19.7771,358.1334,304.439,357.6395,302.7039,335.62,20.3087,9.8227,27.2886,19.4163,19.5505,11.615,12.1519,45.3311,8.125,16.6922,7.3038,15.1288,17.2134,8.6382,18.2556
NIC,Nicaragua,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),18.8432,18.8432,18.8432,18.8432,18.8432,18.8432,3.431,6.0849,22.3175,5.5189,6.4984,2.6847,2.0292,43.6254,2.432,45.9864,10.328,6.9406,17.0475,7.2327,22.7879,14.6945,5.0377,28.2125,37.0639,14.655
NLD,Netherlands,11:_OECD_Europe,I,GWP_100_CH4,LULUC (Production),0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0075,0.0059,0.0059,0.0059,0.0058,0,0,0.0051,0,0,0.0265,0.0549,0,0,0,0,0,0,0,0
NOR,Norway,11:_OECD_Europe,I,GWP_100_CH4,LULUC (Production),0.1074,0.1074,0.1074,0.1074,0.1074,0.1074,0.1387,0.1371,0.1272,0.1365,0.0943,0,0.0374,0.3237,0,0,0.5308,0.3561,1.298,0,0,0,0,0,0,0
NPL,Nepal,18:_India +,D,GWP_100_CH4,LULUC (Production),65.5229,65.5229,65.5229,65.5229,65.5229,65.5229,12.799,9.2609,15.2382,22.2775,16.3491,29.6772,5.9157,68.0395,53.0909,64.6885,30.3716,20.1298,53.0286,79.3038,81.674,43.0225,88.1019,86.185,94.228,12.7057
NZL,New Zealand,24:_Oceania,I,GWP_100_CH4,LULUC (Production),0.0562,0.0562,0.0562,0.0562,0.0562,0.0562,0.0397,0.0218,0.0238,0.0226,0.0864,0.1678,0.0051,0.0661,0.0254,0,0.0051,0.5218,0.4491,0.1778,0.0864,0.0254,0.1647,0.1068,0,0
PAK,Pakistan,18:_India +,D,GWP_100_CH4,LULUC (Production),0.3417,0.3417,0.3417,0.3417,0.3417,0.3417,0.0476,0.0168,0.1475,0.1057,0.0878,0.0079,0.4806,0.0079,0.22,0.8782,0.0751,0.8676,0.0079,0.81,0.0209,0.0203,0.8771,0.0102,0.0898,0.0496
PAN,Panama,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),4.2515,4.2515,4.2515,4.2515,4.2515,4.2515,0.3991,0.4307,0.5897,0.3741,0.5831,1.1202,3.9327,18.7045,7.0337,0.8125,3.5813,2.2083,1.9898,4.4927,0.592,0.3711,3.8792,3.0213,1.7055,8.6405
PER,Peru,06:_Rest South America,D,GWP_100_CH4,LULUC (Production),19.4745,19.4745,19.4745,19.4745,19.4745,19.4745,4.9035,10.914,13.354,8.4902,3.1409,1.5392,6.7503,17.5263,7.5619,63.2769,12.996,44.6379,11.4854,6.1429,40.8051,9.0815,24.5161,17.4281,11.6505,17.4897
PHL,Philippines,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),8.9007,8.9007,8.9007,8.9007,8.9007,8.9007,1.5515,2.0628,6.3462,1.7864,2.0091,2.0766,8.7344,7.3401,6.6006,12.2226,3.6869,7.498,2.5898,5.3298,23.3715,5.5746,4.8578,6.3593,11.9107,14.5467
PNG,Papua New Guinea,22:_Indonesia +,D,GWP_100_CH4,LULUC (Production),223.9687,223.9687,223.9687,223.9687,223.9687,223.9687,85.312,1437.7533,108.614,106.9446,102.2467,54.6178,275.3597,166.7105,550.6835,125.1485,258.1793,100.9616,161.9406,124.0692,199.3186,100.354,117.7427,135.5723,239.7094,864.0759
POL,Poland,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0.7696,0.7696,0.7696,0.7696,0.7696,0.7696,0.3626,0.4254,0.3873,0.4538,0.4319,0.4204,1.7182,4.3427,0.3145,0.5536,0.2129,0.1529,0.5107,0.4523,0.6243,0.9399,1.0991,0.4097,0.1138,0.3923
PRI,Puerto Rico,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),0.0601,0.0601,0.0601,0.0601,0.0601,0.0601,0.0141,0.0561,0.038,0.1626,0.0094,0,0,0,0,0,0,0.0158,0.0237,0,0.1184,0.0474,0.4021,0.0316,0.2601,0.0632
PRK,Democratic People's Republic of Korea,19:_Korea,D,GWP_100_CH4,LULUC (Production),6.5978,6.5978,6.5978,6.5978,6.5978,6.5978,2.8077,9.3882,3.7746,2.3036,2.4195,4.2616,1.4998,3.5893,21.2793,7.1905,2.6313,1.5354,5.5214,16.0118,1.5811,11.1634,1.2557,1.6339,18.0535,8.0223
PRT,Portugal,11:_OECD_Europe,I,GWP_100_CH4,LULUC (Production),5.7938,5.7938,5.7938,5.7938,5.7938,5.7938,4.3679,2.5138,3.8002,2.9147,2.08,4.2424,4.3356,18.0091,1.3054,26.9408,2.5957,0.6359,0.0775,2.5025,6.9565,1.4815,3.0104,6.219,0.3177,2.762
PRY,Paraguay,06:_Rest South America,D,GWP_100_CH4,LULUC (Production),146.0711,146.0711,146.0711,146.0711,146.0711,146.0711,44.7044,59.1121,49.4168,127.0853,24.4254,132.3057,225.4471,151.6275,121.6699,149.7165,126.9682,174.5573,96.0315,99.3872,109.1942,131.7847,143.4314,224.0343,142.0733,146.0771
PYF,French Polynesia,24:_Oceania,D,GWP_100_CH4,LULUC (Production),0,0,0,0,0,0,0.0013,0.0013,0.0013,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REU,R?©union,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0055,0.0055,0.01,0.0056,0.0004,0,0,0,0,0,0,0,0,0,0.1017,0.1779,0,0,0,0
ROU,Romania,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),7.4081,7.4081,7.4081,7.4081,7.4081,7.4081,4.148,3.2933,3.6094,3.3765,3.3368,1.4957,9.5182,6.8314,1.4632,3.3897,2.5875,20.2487,4.6426,1.7452,0.9451,24.5978,29.7337,4.1397,2.8095,3.6182
RUS,Russian Federation,16:_Russia +,I,GWP_100_CH4,LULUC (Production),1814.188736734,1814.188736734,1813.804,1813.804,1813.804,1813.804,1300.6621,474.3043,1261.8135,692.0278,791.8172,1262.9482,1993.5927,3056.2356,1068.9846,1360.1143,1439.4714,966.7729,3638.0802,1431.7525,1542.4139,1653.5158,2966.1776,1536.7294,2116.5924,1051.2584
RWA,Rwanda,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),9.8837,9.8837,9.8837,9.8837,9.8837,9.8837,3.6081,5.0504,5.1618,3.5928,2.2204,4.9187,4.6745,22.236,10.6877,16.4922,11.227,1.0435,13.9272,5.3301,7.6238,5.9765,3.7471,12.5742,1.3799,19.0952
SCG,Serbia and Montenegro,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0,0,0.7706,0.7706,0.7706,0.7706,0.454,0.4485,0.7224,0.4792,1.4563,0.1738,0.25,0.4779,0.0653,0.0165,0,0,0,0,0,0,0,0,0,0
SCG,Serbia and montenegro,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2206,4.2818,0.3975,0.3328,0.2746,2.4703,3.6006,0.1017,0.0814,0.5694
SDN,Sudan,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5634,0.4659,0.4975,0.5449
SDN,Sudan (former),09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),1951.1486,1951.1486,1951.1486,1951.1486,1951.1486,1951.1486,1587.8197,1822.0424,2085.4265,2063.457,1908.1357,1784.2852,2620.1792,1504.5075,2312.1883,1837.5748,1924.9589,1863.1046,1976.3335,3288.541,2180.6089,2732.0491,2318.098,1497.0323,734.8499,1300.0466
SEN,Senegal,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),7.704,7.704,7.704,7.704,7.704,7.704,30.0344,38.3611,66.6634,95.4734,62.9814,32.0816,11.4416,2.2267,1.0107,1.6818,4.6824,6.4747,4.9271,7.9907,14.6076,15.2472,11.015,2.4083,2.6925,2.5109
SGP,Singapore,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0016,0.0022,0.0017,0.0012,0.0004,0,0,0,0,0,0,0,0,0,0,0.0079,0,0,0,0
SLB,Solomon Islands,24:_Oceania,D,GWP_100_CH4,LULUC (Production),0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,Sierra Leone,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),49.3555,49.3555,49.3555,49.3555,49.3555,49.3555,2.422,3.478,7.7398,5.4931,5.0611,10.9754,4.5797,61.3915,88.3645,22.7563,116.1661,55.3669,21.0271,69.0032,12.8705,14.5286,59.8044,25.2356,76.4175,121.5749
SLV,El Salvador,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),0.2399,0.2399,0.2399,0.2399,0.2399,0.2399,0.0046,0.0488,0.1504,0.1454,0.1635,0.1027,0.0079,0.0316,0.0553,0.0711,0.1027,0.0237,0.0079,0.0158,0.0237,0.0237,0.0948,1.4607,0.1602,1.6107
SOM,Somalia,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0306,0.0285,0.0278,0.0278,0.0186,0,0.0395,0.0316,0.0395,0.0632,0.0158,0.0237,0.0395,0,0.0474,0.0158,0.0237,0.0158,0.0079,0.0158
SUR,Suriname,06:_Rest South America,D,GWP_100_CH4,LULUC (Production),16.2061,16.2061,16.2061,16.2061,16.2061,16.2061,5.6944,7.1791,12.668,3.4982,1.6485,2.2858,17.8197,50.593,32.8739,6.1868,9.9698,3.263,13.7368,20.6648,9.7489,11.0971,11.5072,15.2036,15.4724,28.351
SVK,Slovakia,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0129,0.0102,0.0104,0.0103,0.0163,0.0458,0,0.0117,0,0.0356,0,0.0864,0.0051,0.0153,0,0,0.0364,0,0.0407,0.0102
SVN,Slovenia,12:_Central Europe,I,GWP_100_CH4,LULUC (Production),0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0109,0.0103,0.0111,0.0107,0.0071,0.0102,0,0.2237,0.0051,0,0.0966,0.0102,0,0.0203,0,0.3885,0.1729,0.0051,0.0153,0
SWE,Sweden,11:_OECD_Europe,I,GWP_100_CH4,LULUC (Production),0.1915,0.1915,0.1915,0.1915,0.1915,0.1915,0.1018,0.0733,0.6926,0.0814,0.0338,0,0.0144,0,0.0006,0.0103,1.2763,0.0283,0.0271,0.0103,0,0,0,0,4.8057,0.0525
SWZ,Eswatini,10:_Southern_Africa,D,GWP_100_CH4,LULUC (Production),1.3045,1.3045,1.3045,1.3045,1.3045,1.3045,2.8488,2.1348,3.8133,2.5317,1.8475,0.6877,1.062,1.4726,1.2975,0.5903,0.2586,6.8295,3.6701,0.1879,0.9055,0.6529,0.6938,0.5622,0.7519,0.5799
SYR,Syrian Arab Republic,17:_Middle_East,D,GWP_100_CH4,LULUC (Production),0.1205,0.1205,0.1205,0.1205,0.1205,0.1205,0.003,0.0029,0.003,0.0046,0.0052,0,0,0,0.079,0,0.0153,0.2898,0,0,0,0,0.8666,0.0842,0.0921,0.3885
TCA,Turks and Caicos Islands,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0057,0.0043,0.0043,0.0043,0.0043,0,0,0,0,0,0,0,0,0.0632,0,0,0,0,0,0
TCD,Chad,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),6.0272,6.0272,6.0272,6.0272,6.0272,6.0272,61.7787,94.1967,204.7532,199.4299,124.2437,11.6071,7.9593,4.2401,5.3614,1.8634,3.6243,2.5504,2.582,2.282,4.1454,2.3846,11.6546,8.283,8.6066,8.0935
TGO,Togo,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),1.4701,1.4701,1.4701,1.4701,1.4701,1.4701,2.87,3.6519,6.8426,9.7232,1.8892,0.9949,1.3187,0.458,1.1291,2.203,1.0581,1.3107,1.3265,3.877,0.7027,1.295,1.3265,1.5081,0.7185,2.9295
THA,Thailand,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),103.4207,103.4207,103.4207,103.4207,103.4207,103.4207,49.557,48.2536,119.3974,68.032,40.9526,35.7137,63.152,48.5762,229.682,121.0062,61.5572,173.0408,78.0283,104.2746,101.7786,28.7967,104.3062,66.2554,143.3406,112.0285
TJK,Tajikistan,15:_Asia-Stan,I,GWP_100_CH4,LULUC (Production),0,0,0,0,0,0,0.0613,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKM,Turkmenistan,15:_Asia-Stan,I,GWP_100_CH4,LULUC (Production),0.00920195146661533,0.00920195146661533,0.0092,0.0092,0.0092,0.0092,0.0058,0.0051,0.005,0.005,0.0178,0,0,0.0102,0.0051,0,0.0051,0,0,0.0051,0.0153,0.0051,0,0.0051,0.0153,0.0712
TLS,Timor-Leste,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),0.2986,0.2986,0.2986,0.2986,0.2986,0.2986,0.0228,0.3934,0.0195,0.1284,0.015,0.4343,0.9396,0.0316,0.229,0.0711,0.2972,0.0869,0.3159,0.458,0,0.1737,0.687,0.0079,0.7067,0.3395
TTO,Trinidad and Tobago,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),0.0948,0.0948,0.0948,0.0948,0.0948,0.0948,0.1354,0.0995,0.2119,0.1208,0.2174,0.0158,0,0.0948,0,0,0.0079,0.079,0.0474,0.0711,0.529,0,0,0.0158,0.1105,0.0711
TUN,Tunisia,07:_Northern_Africa,D,GWP_100_CH4,LULUC (Production),0.0623,0.0623,0.0623,0.0623,0.0623,0.0623,0.0073,0.0062,0.0096,0.0087,0.1032,0,0.0282,0,0,0,0.0102,0.0102,0,0,0.0102,0.2095,0.061,0.3,0.244,0.1186
TUR,Turkey,13:_Turkey,I,GWP_100_CH4,LULUC (Production),0.36,0.36,0.36,0.36,0.36,0.36,0.3109,0.2037,0.3561,0.3191,0.1578,0.1531,0.1794,0.1706,0.222,0.2282,0.3152,0.777,1.0533,0.1248,0.0487,0.4365,0.6239,0.3829,0.2494,0.4455
TWN,China. Taiwan Province of,20:_China +,D,GWP_100_CH4,LULUC (Production),0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.005,0.0039,0.0039,0.0039,0.0039,0,0,0.0553,0.2843,0.0158,0,0,0.0237,0.0638,0.0474,0,0,0.1105,0,0.0316
TZA,United Republic of Tanzania,10:_Southern_Africa,D,GWP_100_CH4,LULUC (Production),674.1492,674.1492,674.1492,674.1492,674.1492,674.1492,676.4832,545.0483,689.3183,615.5212,391.2191,849.8564,612.5739,780.2696,804.6026,974.8774,720.7812,768.1489,745.1792,635.6698,609.72,605.0313,568.5852,510.2221,500.3548,589.2762
UGA,Uganda,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),37.2731,37.2731,37.2731,37.2731,37.2731,37.2731,33.8366,42.5546,55.7529,59.465,45.668,17.5804,39.1187,49.7216,63.2309,64.2278,40.765,6.7919,24.3876,33.3261,23.6083,33.3091,38.3181,37.487,42.4186,45.3583
UKR,Ukraine,14:_Ukraine +,I,GWP_100_CH4,LULUC (Production),40.5573010254723,40.5573010254723,40.5487,40.5487,40.5487,40.5487,10.3007,9.6608,9.8335,9.205,4.9432,16.4316,71.921,28.1074,23.1456,23.7733,22.5222,33.2201,36.0416,40.92,23.6652,34.975,65.1078,10.9487,83.0451,121.742
URY,Uruguay,06:_Rest South America,D,GWP_100_CH4,LULUC (Production),0.5337,0.5337,0.5337,0.5337,0.5337,0.5337,0.3849,0.3533,0.5662,0.4104,0.6596,0.0333,0.2292,0.2448,0.9166,2.7604,0.2655,0.2323,1.1194,0.7569,0.1936,0.933,0.2448,0.085,0.0392,0.3692
USA,United States of America,02:_USA,I,GWP_100_CH4,LULUC (Production),1281.9889,1281.9889,1281.9889,1281.9889,1281.9889,1281.9889,643.0666,470.6282,576.11,796.8851,578.545,862.4753,1299.5728,1043.2787,1627.821,1285.777,1311.5289,2504.3396,1007.2328,1218.6064,1172.066,1686.488,1227.239,1011.8801,1193.6831,1256.9287
UZB,Uzbekistan,15:_Asia-Stan,I,GWP_100_CH4,LULUC (Production),0.283860198502764,0.283860198502764,0.2838,0.2838,0.2838,0.2838,1.1489,1.0323,1.0387,0.9739,1.4446,0.1169,0.0458,0.0102,0.0203,0.0102,0.3508,0.5237,0.8999,0.6965,0,0.4474,0.1169,0.3915,0.4728,0.2288
VEN,Venezuela (Bolivarian Republic of),06:_Rest South America,D,GWP_100_CH4,LULUC (Production),176.7344,176.7344,176.7344,176.7344,176.7344,176.7344,67.9214,71.8985,141.5905,75.4664,84.4019,310.9464,34.1875,334.2877,54.1766,105.7023,168.1096,234.6906,114.729,62.1533,378.9255,15.5708,21.4698,281.9201,138.306,204.0258
VNM,Viet Nam,21:_Southeastern Asia,D,GWP_100_CH4,LULUC (Production),67.1781,67.1781,67.1781,67.1781,67.1781,67.1781,20.185,14.848,54.6839,29.4319,30.8852,12.601,53.9247,73.2452,80.7248,98.6159,36.5462,113.0523,28.5442,53.277,106.0348,39.5489,72.2651,69.76,92.9722,72.7226
