Kod stacji;DsDusznikMOB;DsJaworMOB;DsJelGorOgin;DsWrocAlWisn;DsWrocWybCon;KpBydPlPozna;KpMogiNowMOB;KpToruDziewu;KpWloclOkrze;LbLubObywate;LbNaleczow;LdLodzCzerni;LdLodzGdansk;LdZgieMielcz;LuNowaSolMOB;LuWsKaziWiel;LuZarySzyman;LuZielKrotka;MpKrakAlKras;MpKrakBujaka;MpKrakBulwar;MpTarRoSitko;MzKonJezMos;MzLegZegrzyn;MzMinMazKaziMOB;MzOtwoBrzozo;MzPiasPulask;MzPlocMiReja;MzRadTochter;MzSiedKonars;MzWarAlNiepo;MzWarBajkowa;MzWarChrosci;MzWarKondrat;MzWarTolstoj;MzWarWokalna;MzZyraRoosev;OpKKozBSmial;OpPrudPodgor;PdBialWaszyn;PdBorsukowiz;PdSuwPulaskp;PkDebiGrottg;PkHorZdrParkMOB;PkJarosPruch;PkMielBierna;PkPrzemGrunw;PkRymZdrPark;PkRzeszPilsu;PmGdaLeczk08;SkKielTargow;SkSkarZielnaMOB;SkStaraZlota;SlBielPartyz;SlKatoKossut;SlZlotPotLes;WmElbBazynsk;WmGoldUzdrowMOB;WmOlsPuszkin;WpKaliSawick;ZpSzczAndr01;ZpSzczBudzWosMOB;ZpSzczPils02
01.01.2019 01:00;33,4053;51,3878;118,773;102,09;107,061;64,1177;;24,003;51,317;56,091;;58,045;90,399;61,832;69,1061;53,2439;22,4823;43,7691;64,0752;98,7777;61,8134;55,8536;36,948323;46,795909;;35,516948;;34,271411;37,402349;61,2;64,121607;45,5;58,7946;38,781605;;42,034031;42,381466;60,705;;13;8,3;33,5;43,1;;35,6;60,8821;47,6;19,3;34,7328;;34,6;;28,46838;110,199;76,7306;26,3444;34,3706;14,9449;40,9183;75,2;;;73,935
01.01.2019 02:00;13,8028;28,4995;110,064;63,6111;55,9187;43,8401;;33,6542;30,698;25,9812;;32,032;64,149;41,882;17,3766;31,8878;12,9387;10,8958;69,0186;80,3041;57,056;52,2659;30,390124;26,420152;27,65;27,257126;;27,76813;18,935368;33,83;44,747658;32,6;41,4439;25,475276;;31,087669;25,506146;33,3039;;126;7,6;5,7;44,8;;23,1;29,8894;33;19,3;26,0467;;79,2;;19,88634;73,4132;54,4664;19,0619;23,1494;10,742;25,9358;47,9076;;;11,7883
01.01.2019 03:00;9,94056;11,1206;107,941;48,354;41,3488;22,8383;;13,603;28,262;18,9462;;24,856;27,399;23,357;11,6721;18,3731;14,1175;9,41853;61,7894;49,2874;44,5697;48,9549;25,276952;26,544394;25,93;27,507424;26,01;26,310498;20,591028;27,28;32,867405;27,19931;25,0821;20,334194;;23,715629;19,244234;26,522;;7;7,2;3,9;59,6;;21,4;30,9634;23,6;21,6;25,3294;;25;;16,89493;50,2355;50,4599;43,7717;21,0711;12,0391;24,5725;22,8309;5,57095;;8,69917
01.01.2019 04:00;6,75889;5,57358;94,5489;34,6621;29,8697;20,1829;;17,4302;26,522;17,9144;;24,856;18,999;20,507;13,0755;11,0397;22,0376;17,2498;51,4691;34,2963;31,2757;37,5406;20,497247;26,792879;24,57;23,127216;;21,376974;16,006123;23,74;25,830641;22,8;19,778;14,789891;;18,912633;17,864491;29,0648;;9;8,6;7,3;44,7;;24,9;35,796;20,2;22;28,2461;;19,6;;13,85738;37,5872;34,809;64,0139;21,1671;13,1849;20,6336;20,59;5,77369;;5,96861
01.01.2019 05:00;7,88722;6,56224;67,88;14,287;17,6;18,7345;;23,0878;24,26;20,447;;24,856;18,999;19,082;17,8497;16,1503;18,8284;24,0884;36,2845;26,5619;24,1471;23,7783;19,719156;22,320152;21,66;20,123644;21,25;21,937602;14,987255;20,21;25,830641;21,9;20,1376;14,084252;;18,465843;17,864491;22,4872;;20;12,3;7,7;26,8;;25,8;38,5227;18,6;19,3;31,9958;;19,6;;10,4584;22,6446;30,6517;43,6111;21,0774;14,0005;19,4194;27,0838;6,15494;;7,80778
01.01.2019 06:00;14,4072;9,14639;5,885;10,5321;11,6;12,5788;;20,259;21,737;20,1656;;23,959;18,999;14,807;15,38;19,7378;31,7494;9,86146;32,5876;21,6164;18,6542;18,063;16,717946;21,947424;19,85;17,996115;19,67;19,246589;15,36933;18,76;25,282321;21,7;19,2386;14,386669;;18,354146;18,713563;20,3463;;24;19,1;;23,9;;28,1;34,7808;19,6;17,6;29,8428;;21,3;;13,90352;18,3235;27,8605;35,3764;15,9619;13,6822;17,4122;33,3501;9,19095;;8,47083
01.01.2019 07:00;7,48833;6,63053;4,44694;8,78611;14,4999;9,5613;;11,4398;20,867;17,4454;;17,68;14,799;19,082;14,7086;17,7908;17,9754;12,839;30,3191;13,4474;17,7077;16,5372;16,051011;20,456515;17,67;16,494329;;15,658572;22,374047;18,76;23,72875;19,6;18,3396;13,277808;;17,348867;20,199441;19,5584;;30;18,1;10,2;23,3;;30;30,6025;22,1;16;27,5458;;33,6;;23,839;16,4331;21,3168;24,7863;8,81844;13,8957;17,1086;28,0525;9,02429;;8,11528
01.01.2019 08:00;5,67083;10,0286;6,56694;9,88921;13,0059;2,6814;;9,443;15,56;20,0718;;15,886;10,599;10,532;12,2886;17,8372;10,1607;14,3107;25,3246;9,492;16,56;14,6615;16,495634;19,462576;18,22;17,745817;18,65;15,21007;23,520274;18,37;21,809632;19,8;16,9911;11,664919;;16,231892;18,182893;18,0793;;21;13,8;9,5;21,3;;38,9;14,0491;25,4;17,5;25,6603;;37,2;;26,16907;16,114;17,3735;22,7637;5,57;11,8798;16,4208;19,39;10,0724;;10,9936
01.01.2019 09:00;11,7239;7,99891;6,56028;5,65181;8,6344;;;6,4478;11,558;27,3882;;14,092;8,499;10,532;10,4088;13,9103;10,6253;13,224;22,6754;10,7263;9,10378;12,7976;14,828296;17,847424;19,85;17,120073;;15,546447;23,01084;18,5;20,621607;18,1;16,182;11,362503;;14,333033;15,211138;15,1959;5,95929;14;12,1;7,2;19,8;;23,4;13,2521;15,9;16,1;20,7147;;38,7;;24,65414;18,1652;17,9123;15,6059;4,30889;10,1043;13,4503;17,8219;8,87795;;9,54306
01.01.2019 10:00;11,7253;8,49955;7,73167;9,07378;10,9696;2,5607;;6,8638;8,252;30,0146;;14,092;10,599;13,382;7,12266;11,3994;7,55923;10,0515;24,6352;11,6089;;17,1634;11,493618;16,605;17,85;14,992543;14,46;13,752438;21,100462;21,12;17,331691;16,9;12,586;9,346392;;10,982106;14,362066;14,4062;7,02384;17;8,7;5,7;17,6;;16,8;13,5708;8,9;14,6;17,3111;;35,7;;20,04014;14,3178;18,046;18,4247;4,27111;6,83593;7,70861;9,00826;8,24201;;8,25139
01.01.2019 11:00;11,8019;14,2448;9,24472;5,36896;8,89893;;;5,6158;8,687;24,0114;;14,989;14,799;23,357;4,03954;7,83639;5,28689;9,87702;22,9607;7,458;9,54792;15,2868;9,715124;15,611061;14,86;12,364418;;8,706789;20,081594;23,48;16,417826;15,2;12,2264;9,043976;;9,86513;13,937529;13,5286;10,5449;12;7,3;9,7;18,6;;14,9;10,2174;8,6;14,5;15,6486;;26,9;;20,61689;14,4754;20,7991;21,3166;4,53833;5,85148;3,20139;10,893;6,26127;;8,89778
01.01.2019 12:00;14,8628;11,5188;5,01056;7,14698;7,96376;;;3,3694;8,252;19,3214;;12,298;13,749;21,932;2,42666;5,86944;4,41694;9,8;17,482;7,07044;8,645;15,4218;9,159344;13,747424;13,32;10,362037;;7,249157;14,095745;21,91;13,859002;13,1;10,788;7,632699;;7,854573;14,149797;14,1806;14,0152;11;6,8;9,3;22,2;;16;18,6133;8,8;13,2;15,3386;;21,7;;20,12473;12,6728;19,7295;16,8302;6,695;5,83732;2,60333;10,5257;5,39742;;11,5806
01.01.2019 13:00;11,8839;8,03817;3,00917;8,11389;9,7128;;;4,035;7,817;17,3516;;8,71;6,399;20,507;2,74165;8,8475;1,15498;10,1413;11,1278;9,03958;5,93262;17,5311;12,160554;9,026212;12,77;12,489567;11,97;7,473408;13,076877;16,67;15,321187;14,1;11,687;6,523838;;9,530037;8,418556;13,5282;11,8512;9;5,8;6,2;24,1;;17,6;16,7003;7,8;11,2;15,8747;;14,6;;14,41106;10,7006;18,6846;13,468;8,17639;4,52632;3,895;5,85061;5,43708;;11,7203
01.01.2019 14:00;14,1686;8,34526;3,08667;6,14354;8,4;;;4,5342;6,599;16,0384;;4,225;8,499;27,632;2,47341;5,72972;0,8;9,8;10,9861;7,25156;;12,6346;8,492409;8,032273;13,32;11,238079;6,65;6,91278;11,675934;16,8;11,208792;10,6;6,293;4,104505;;5,173832;5,340668;15,5301;10,2016;9;4,2;7,8;28,9;;18,1;17,229;8;11,2;21,1539;;24,4;;14,04194;12,0383;19,4817;8,47582;7,445;1,96476;5,34417;6,75564;6,21134;;11,6275
01.01.2019 15:00;17,5328;11,0197;3,37472;13,8664;9;4,3712;;5,283;6,425;15,3818;;6,019;10,599;20,507;2,78447;6,22389;0,8;6,6;10,2974;8,20374;3,07374;10,1645;5,713511;6,044394;10,6;5,105787;6,76;6,688529;9,256123;12,48;10,569086;9,8;6,8324;3,600478;;4,503646;4,491595;13,8331;5,35906;9;3;;19,1;;18,3;15,2824;8,4;12,9;17,0981;;15,3;;11,41965;11,0551;18,1663;5,88503;7,25861;3,52468;6,08083;8,32776;6,77792;;10,5097
01.01.2019 16:00;17,3372;8,72093;3,4125;11,2119;8,8;8,3543;;5,1166;8,252;14,7252;;5,122;11,649;23,357;5,19634;8,40222;2,70232;5,7;10,8034;7,1476;3;14,2604;5,268887;6,914091;10,14;4,85549;10,16;7,473408;8,491972;11,43;10,569086;9,7;7,192;3,701283;;4,950437;4,597729;12,5568;7,90897;5;2,5;0;17,9;;20,5;14,821;9,5;13,3;15,2881;;15,5;;11,02746;11,7104;18,4991;3,39692;6,14028;3,17381;5,09722;6,95143;9,29935;;10,2217
01.01.2019 17:00;15,28;8,86869;3,00111;5,34853;7,8;11,7339;;4,035;8,687;11,1608;;6,019;11,649;21,932;7,07573;9,02278;4,33417;5;14,0679;8,588;6,6531;13,278;5,380043;11,262576;9,42;4,354894;;8,146161;9,638198;11,17;11,300179;11,4;7,4617;4,910949;;7,296086;5,552936;9,23561;9,11473;4;1,6;0;21,5;;21,5;15,2237;9,1;14,2;17,5936;;9,7;;10,72755;11,5479;25,2632;4,55315;7,62917;3,93916;4,72056;4,04961;9,07899;;10,7731
01.01.2019 18:00;8,35722;10,6637;5,63056;6,73148;7,54898;9,4406;;5,3662;7,817;11,7236;;6,916;13,749;9,107;6,33827;9,85306;1,84814;6,6;14,5929;7,684;7,40349;10,7675;6,602758;11,883788;13,59;6,607573;10,5;8,482538;9,256123;10,51;12,57959;13,3;8,5405;4,507727;;8,301364;7,46335;8,54458;9,60597;7;0,9;4,2;20,3;;19,3;14,133;7,4;13,6;18,3833;;9;;8,75891;10,2744;23,9108;8,11474;7,87917;4,58716;5,12889;;9,5542;;9,72139
01.01.2019 19:00;6,8675;12,4553;6,57694;6,51353;6,3355;1,5951;;5,7822;8,078;10,6918;;6,019;11,649;9,107;6,15899;8,24222;0,8;7,2556;12,613;8,249;8,17514;12,5552;7,936629;9,647424;11,78;6,357275;9,48;8,034036;11,803292;15,36;14,133162;14,3;9,5294;5,919005;;8,413061;5,340668;7,52911;4,60174;7;2,2;3,8;23,7;;13,4;12,9332;7,1;9,1;16,7608;;6,7;;4,93698;13,7741;23,1783;7,5322;7,14986;3,869;4,87889;;6,84068;;10,1306
01.01.2019 20:00;7,25;11,855;5,35889;5,00299;6,83866;10,4062;;5,9486;7,034;7,4088;;6,916;10,599;19,082;4,89538;10,1553;3,3697;3,98635;6,27098;7,458;6,36746;14,3271;7,047382;8,529242;12,23;6,732722;9,48;7,473408;9,765557;16,01;13,950389;14,5;8,99;7,027865;;7,296086;5,340668;5,80902;4,87177;9;3;5,8;17,6;;12,3;9,66198;7;8;15,7997;;6,3;;6,29042;10,9096;10,2619;;9,59861;3,70782;4,78389;2,298;7,90117;;9,875
01.01.2019 21:00;9,62556;7,11867;2,83306;3,20642;6,71847;5,5782;;4,7006;7,643;9,5662;;5,122;7,449;19,082;5,94377;6,85639;3,85083;1,49716;6,9802;5,198;4,22294;10,9944;5,935823;10,144394;11,23;5,481234;;7,361282;11,293858;15,1;12,762363;12;8,0011;5,818199;;6,514203;4,597729;11,2316;8,05597;11;3,3;1,7;12,2;;11,2;14,7706;6,1;8,7;14,0575;;6,9;;6,36732;11,6293;11,0588;;9,96444;3,5448;5,25694;3,36083;15,2599;;9,11889
01.01.2019 22:00;6,83528;6,46358;2,87833;0,6376;6,4;3,1642;;1,955;7,556;6,9398;;6,916;7,449;11,957;5,12576;4,57889;1,84447;4,83119;11,5954;5,59925;4,33686;9,18427;6,26929;8,529242;11,5;5,230936;7,44;7,249157;10,784425;13;12,214044;12,6;7,4617;4,709338;;6,290807;5,340668;7,35991;6,93659;9;3,6;1,6;14,2;;8,4;9,78447;6,2;9,9;11,2483;;6,3;;6,44422;13,6759;12,4088;4,32259;6,18134;2,86949;5,48944;5,01252;13,0743;;9,64028
01.01.2019 23:00;4,14889;7,59807;4,01361;4,71188;6,4;3,8884;;2,4542;7,034;7,0336;;4,225;6,399;11,957;5,37156;10,1269;0,38673;5,29838;12,8569;6,67814;6,30213;13,5346;5,935823;9,150455;11,6;5,606382;;7,024906;8,746689;11,43;12,396817;11,7;6,8324;5,717394;;6,17911;5,022265;2,10716;2,97783;6;3,4;4,4;16,5;;6;11,1629;6;9;13,9681;;5;;5,32148;12,0426;10,1906;5,38004;4,68056;2,55598;4,90444;4,52507;8,6504;;10,4358
02.01.2019 00:00;5,47583;8,22429;5,5;6,06786;7,00932;5,0954;;4,2846;6,077;6,5646;;5,122;5,349;4,832;7,92963;4,75167;0,39104;3,58368;5,49289;7,70923;4,73165;10,1726;5,046575;9,150455;9,42;4,730341;;6,352153;6,96367;10,38;11,848498;10,6;7,1021;5,11256;;5,844017;4,597729;3,90242;3,31074;5;3,8;1,7;15,1;;8,4;12,3795;7,6;7,9;11,1311;;7;;3,77579;9,39252;7,40118;;5,08972;1,76329;4,36222;3,59243;8,75264;;8,7725
02.01.2019 01:00;7,18222;8,04154;6,04944;3,03872;5,62111;4,0091;;3,7854;4,946;5,3452;;5,122;5,349;0,557;7,98134;5,24444;7,38237;6,04347;4,71142;7,036;3;7,98404;3,935016;8,405;8,6;3,854299;;4,67027;6,708953;9,33;11,574338;10,6;7,8213;5,011755;;4,950437;4,067058;3,75338;3,28274;5;4,1;2,6;9,8;;8,1;10,3399;6;4,9;9,20694;;8;;3,54509;14,7218;7,33165;;3,17333;1,87277;3,37803;2,28314;9,4276;;7,76583
02.01.2019 02:00;6,68389;7,19849;6,11361;8,0842;8,56479;9,4406;;1,4558;7,034;3,2816;;3,328;4,299;1,982;7,58189;5,31083;5,79836;5,94774;5,73334;5,793;3;5,31276;3,712704;6,914091;9,06;3,604001;;4,782395;6,581594;7,37;9,746607;8,8;5,2142;3,802089;;3,833461;3,748656;3,08928;3,34071;8;4,1;2,6;3,3;;4,6;6,76743;4,2;3,2;2,36889;;5,7;;4,19874;10,1727;6,91407;;1,87278;1,59241;3,16455;;7,39495;;6,62861
02.01.2019 03:00;6,18778;5,3485;4,60278;6,91945;9,14161;7,5094;;1,8718;5,642;3,563;;1,534;3,249;;8,24943;6,57556;5,60455;5,02034;6,0929;3,872;4,05883;6,46898;3,379237;5,050455;6,61;3,353704;;7,473408;4,4165;5,93;9,289674;8,402275;4,7647;3,298061;;3,274973;2,262779;3,17827;3,3573;8;4;0;6,2;;2,1;9,17452;4,6;1,5;2,11083;;4,9;;3,42205;8,73922;6,75277;;1,57944;1,35817;2,67331;;8,10561;;6,21167
02.01.2019 04:00;4,405;7,57442;6,76167;4,74471;11,3;;;4,5342;8,687;3,9382;;1,534;5,349;3,407;8,99383;6,86278;6,09752;6,01418;6,86393;7,601;3,76531;5,13089;2,267677;6,044394;7,88;2,227365;4,16;4,333893;3,270274;4,49;10,294926;10,4;6,7425;3,499672;;4,615344;2,262779;2,7283;2,74972;5;3,6;0;8,2;;2,8;7,7113;2,6;1,6;3,88278;;6,8;;1,96864;6,46113;7,44477;;1,46111;1,46705;2,03712;;8,49812;;5,68194
02.01.2019 05:00;4,91139;7,99725;8,09917;7,45964;8,94028;;;2,787;4,859;1,9684;;1,534;4,299;6,257;8,587;6,69556;7,54285;7,96675;4,30248;3,646;3;5,19762;2,378833;3,932273;9,87;3,478853;4,04;3,773265;2,76084;5,67;8,832742;7,7;3,8657;2,491617;;3,833461;3,111852;2,47032;2,93635;5;3;2,5;8,3;;3,6;6,52244;2,4;1,9;4,33528;;6,4;;1,17657;9,91701;5,84325;;1,76778;1,5592;1,43868;;7,84072;;2,78028
02.01.2019 06:00;5,78;8,84998;8,43889;7,53957;13,278;3,647;;1,7886;4,163;1,687;;0,637;4,299;4,832;8,41363;6,89056;6,89671;8,24228;4,491;3;3;4,58504;3,379237;3,186818;7,42;2,853109;3,14;4,558144;4,671217;6,85;8,284422;8,2;3,1465;1,886784;;2,828183;3,005718;3,69859;5,01264;5;1,8;6,9;9,1;;4,4;5,40238;3,1;1,2;4,48639;;5;;3,81424;9,40363;6,43659;3,20754;3,6476;1,64883;1,89823;;7,10878;;3,00278
02.01.2019 07:00;5,59861;12,9348;8,42083;9,21345;11,7099;6,7852;;4,451;7,469;1,3118;;2,431;3,249;4,832;7,61141;6,7825;5,37483;7,62148;5,21744;4,27633;3;6,19691;2,601145;2,814091;10,42;3,478853;;4,109642;8,491972;6,06;8,193036;8,7;2,697;1,685173;;2,49309;4,173193;3,9971;5,41811;5;1,4;;7,2;;4,1;8,44292;4,5;0,8;4,54528;;3,6;;5,31379;11,0729;8,87054;5,32588;4,55883;1,76342;2,6378;3,05397;6,76503;;2,77194
02.01.2019 08:00;6,97639;10,5774;7,75889;8,34457;12,2704;7,1473;;4,2846;4,772;3,2816;;4,225;6,399;14,807;8,45942;7,49389;3,13303;6,71629;6,94634;5,64975;4,41726;8,43089;2,712301;3,435303;8,42;2,102216;3,93;8,146161;8,746689;6,58;8,649968;8;2,8768;2,088395;;2,269695;3,960924;4,12247;5,96586;7;0,9;;10,8;;7,2;9,69806;3,1;2;5,24917;;3,1;;13,94197;14,9401;9,89569;5,64231;4,53832;1,93621;3,37218;;5,7377;;3,60389
02.01.2019 09:00;8,7075;8,19965;7,42028;10,0608;9,86466;8,3543;;4,1182;5,642;12,7554;;3,328;9,549;10,532;17,1839;7,86361;0,8;8,26004;9,57408;8,11751;7,22431;14,5716;2,045366;2,192879;7,51;7,358466;8,12;39,877688;12,567443;8,42;9,746607;9,2;3,5061;1,584367;;2,716485;3,960924;5,46075;6,10851;7;1;4,6;11,7;;5,2;10,3785;2,9;1,4;11,5611;;3,8;;25,46928;16,0123;11,0094;9,48679;4,35887;1,86627;3,67781;8,51405;4,04317;;6,36472
02.01.2019 10:00;12,5925;6,85638;3,11778;7,42629;8,59226;7,7508;;3,0366;6,425;11,4422;;2,431;6,399;6,257;4,70638;13,7019;1,522;9,08388;14,0598;8,639;7,57318;13,1692;1,600742;3,062576;8,15;7,98421;5,63;13,864563;10,147632;6,72;8,558582;7,7;4,6748;1,483562;;2,157997;5,871338;4,40192;6,14588;6;0,2;7,5;15,1;;7,4;9,19969;5,8;1,6;8,1825;;3,2;;34,32047;15,8253;13,3195;11,473;5,37561;1,67007;2,43307;6,05797;6,10719;;6,44667
02.01.2019 11:00;12,8947;7,28092;2,4225;9,11515;6,4;4,4919;;1,0398;10,775;10,598;;3,328;9,549;9,107;2,18298;13,7722;2,98038;2,42955;13,162;11,2224;8,58007;14,0727;1,37843;3,932273;6,24;6,732722;;5,679399;12,694802;3,44;8,558582;9;5,394;2,088395;;2,49309;6,295874;4,14724;5,50275;6;0;5,5;13,1;;11,7;8,45046;8,4;3,8;10,5281;;16,4;;19,33266;16,7131;13,227;13,0403;7,04622;1,60623;2,52252;4,6492;5,47171;;5,82528
02.01.2019 12:00;14,2406;4,54015;2,8675;10,542;7,5;7,3887;;;8,948;2,8126;;6,019;7,449;9,107;3,56212;14,93;1,1705;0,92161;13,083;13,5072;8,43487;14,9451;2,378833;3,932273;5,43;6,607573;;6,688529;8,491972;3,05;9,198288;9,9;6,4728;2,290006;;3,051578;8,312422;5,72026;5,21023;4;0;2,7;15,2;;13,2;12,6396;11,1;3,5;11,9025;;9,4;;6,02127;18,2872;16,942;10,7668;7,99924;1,652;3,41242;3,02591;4,45344;;6,565
02.01.2019 13:00;13,3097;9,17519;3,51056;10,7852;8,1;7,5094;;2,0382;7,208;1,7808;;6,916;7,449;23,357;2,82743;14,3517;0,8;4,35028;12,1556;12,6353;8,63764;8,08964;2,934613;4,305;6,61;6,983019;7,44;6,464278;10,402349;6,06;9,655221;10,6;7,3718;2,491617;;3,498368;7,99402;6,48189;7,19934;4;0,3;0;13,8;;14,9;10,0706;12;4,8;11,8767;;10,4;;5,19075;17,2163;13,9305;14,6082;6,85482;1,88484;3,66096;3,22499;3,6977;;4,98111
02.01.2019 14:00;12,5436;11,377;4,2775;9,58415;7,84345;13,4237;;4,035;9,818;1,8746;;7,813;12,699;24,782;3,13151;14,0525;1,12728;4,62282;7,72781;7,266;7,1548;7,85229;3,268081;4,305;6,61;12,614716;9,93;6,464278;16,26084;5,67;9,92938;9,7;6,4728;2,290006;;3,163275;7,569484;7,22446;8,32769;6;0,1;6,4;24,5;;11,3;15,7439;9,8;5,6;10,1958;;7,9;;7,23629;19,3469;16,0836;8,34569;6,14539;1,7293;3,01173;5,96902;6,42464;;4,35278
02.01.2019 15:00;11,7694;15,5183;5,6375;7,03785;5,31762;13,7858;;2,7038;12,689;3,7506;;6,916;11,649;33,332;4,05374;12,5764;0,86836;;7,96939;7,153;3;8,79853;11,938242;3,559545;7,33;12,865013;6,65;6,576404;11,803292;4,23;10,112153;10,9;5,0344;2,390811;4,79;3,610066;6,720411;7,77349;7,06657;7;0;0;18,1;;12,6;16,0292;6,3;5,5;9,69639;;5,2;;5,87516;21,3675;17,6243;3,02494;6,39754;1,51787;3,98006;6,04916;4,50692;;5,10333
02.01.2019 16:00;25,61;12,9088;6,08556;10,7508;5,96783;16,4412;;;9,731;4,501;;5,122;10,599;21,932;2,65766;15,7508;0,91859;4,93944;8,4644;6,023;3;11,2044;3,82386;4,80197;7,88;11,613525;6,87;6,352153;12,694802;5,14;10,112153;10;6,2031;2,390811;6,75;3,38667;6,614277;5,90875;9,06271;8;0,1;0;15,1;;15,4;14,1666;8,2;7,4;10,0997;;8,9;;6,20583;13,7688;18,0465;3,77612;6,94644;1,47557;3,91197;5,71232;5,8111;;5,93528
02.01.2019 17:00;14,0731;16,496;6,80667;9,70491;7,78591;10,889;;;9,557;5,8142;;5,122;8,499;17,657;3,11435;19,8364;2,03822;5,08209;9,6232;9,79325;3;13,8666;4,046172;6,292879;8,15;10,987781;6,99;8,034036;14,605179;5,27;9,92938;12;6,293;2,995644;5,86;3,274973;7,781752;9,21636;9,75601;8;0,1;5;18,8;;18,3;10,7157;11,1;7,9;13,3894;;11,2;;6,63647;19,0306;19,977;3,80224;8,50352;1,604;4,5803;3,01156;8,56739;;7,72056
02.01.2019 18:00;20,7306;12,3428;9,56667;7,60172;4,87208;14,9928;;3,5358;9,557;7,315;;6,019;8,499;19,082;2,98881;24,0533;2,08844;4,5026;10,6438;7,119;3;10,1193;5,046575;6,292879;8,6;8,9854;13,44;8,370412;12,185368;6,45;10,751859;12,4;7,1021;3,600478;6,06;4,391949;8,52469;10,4284;8,27954;10;0,5;2;16,6;;22,4;8,51004;13,3;9,2;16,8431;;12,2;;6,9979;16,1623;20,555;3,68892;7,01754;1,66922;4,30636;4,20483;7,21143;;5,46639
02.01.2019 19:00;21,555;12,869;7,97778;7,27438;6,13219;11,1304;;3,0366;8,948;6,9398;;6,019;8,499;31,907;9,77744;12,9783;2,60119;15,1014;10,7064;9,04;3;10,3451;7,603161;7,783788;9,69;8,609954;14,23;8,482538;11,803292;5,8;11,300179;12,6;8,2708;5,717394;6,97;5,173832;8,52469;8,00212;42,0992;8;0,8;0;13,2;;12,9;13,5877;10,9;11;17,5231;;10,9;;6,94407;17,5719;21,308;4,69864;6,09062;1,45205;4,35624;6,69292;4,73249;;5,16722
02.01.2019 20:00;32,8372;14,45;5,88056;10,1139;7,87625;10,1648;;3,203;7,121;5,3452;;6,019;8,499;19,082;5,4685;16,2378;1,13898;5,86299;9,49368;6,232;3;11,2452;7,492005;7,90803;11,32;14,617097;;8,146161;12,694802;4,1;11,300179;13,4;8,6304;5,213366;7,04;4,838739;9,055361;6,14897;7,98098;7;0,6;1,6;17,3;;13;11,7502;9,4;8,5;10,5311;;9;;6,3058;19,9476;21,426;3,51215;7,39118;1,61178;4,4749;7,66092;8,49486;;5,92056
02.01.2019 21:00;22,6931;14,4404;6,79972;10,8982;11,082;9,4406;;3,3694;11,297;6,7522;;6,019;7,449;17,657;4,69418;17,6861;0,91635;5,59916;9,48184;9,88825;3;11,0262;7,492005;8,280758;11,5;11,238079;13,78;7,249157;11,548575;3,96;11,574338;12,4;9,6193;5,919005;7,16;5,508924;10,116702;7,0101;7,25738;7;0,1;0,2;13,3;;14,7;14,8462;8,1;8,5;21,3211;;10,1;;5,71367;17,5982;19,89;5,66233;6,69131;1,79623;3,96073;6;19,1202;;6,5175
02.01.2019 22:00;15,5456;13,5121;6,27556;7,96533;9,3;6,9059;;3,2862;12,689;7,9716;;6,019;6,399;17,657;4,39516;12,5639;3,83657;6,16097;8,63544;8,72326;3;9,5062;6,26929;6,168636;10,96;10,236888;8,46;7,249157;11,293858;4,1;11,208792;12,8;7,192;5,011755;6,94;5,285529;10,116702;7,87037;6,15303;0;0,4;7,7;12,8;;14,3;13,1179;11,2;7,4;21,4722;;7,9;;5,75981;13,5701;13,9779;5,32875;7,1468;1,58551;4,14366;6,2;8,02961;;4,44222
02.01.2019 23:00;10,1392;10,1214;6,14917;6,68226;10,9281;2,9228;;2,6206;17,039;6,5646;;5,122;8,499;19,082;5,19291;9,55833;2,31007;7,11872;9,3856;9,94923;3;8,9936;5,046575;4,926212;7,15;7,358466;7,67;7,585534;13,076877;4,1;10,20354;10,998056;5,5738;3,802089;6,79;4,615344;7,569484;8,17523;6,6191;4;0,2;6,1;12,7;;12,7;8,19289;9,8;8,4;42,7814;;6,2;;5,49835;13,5071;13,7676;5,05981;6,48856;1,63158;4,32007;5,13872;8,78445;;3,46611
03.01.2019 00:00;11,6517;11,4143;5,69194;6,24783;10,6;2,6814;;2,8702;13,298;5,1576;;5,122;;11,957;5,17681;8,51139;2,90444;5,98411;10,3965;8,90835;3;9,21433;6,046978;3,435303;5,25;7,483615;5,51;7,249157;8,874047;3,57;9,472447;9,6;5,2142;2,794033;8,52;3,945158;6,614277;7,98721;6,37277;10;0,2;0;12,6;;9,3;10,1763;7,7;7,2;18,4533;;6;;4,79856;9,41897;15,0036;2,96865;6,10456;1,80457;3,90793;6,28638;5,53215;;3,63528
03.01.2019 01:00;10,7419;8,37429;6,0775;9,79493;8,82482;2,1986;;2,2878;7,73;1,9684;;5,122;;3,407;3,98492;7,97917;2,3247;6,67863;10,9808;8,49448;3;7,56482;4,157328;3,80803;5,06;4,229746;4,72;5,791525;7,855179;4,23;9,289674;8;5,0344;2,390811;6,5;3,498368;6,083606;6,03565;5,36481;3;0;1;9,6;;8,9;11,8089;7,7;6,4;17,1336;;5;;4,42175;9,80405;12,5047;3,74542;4,35269;1,96241;4,08276;4,14924;3,6129;;3,00278
