Data;DsDusznikMOB-BaP(PM10)-24g;DsGlogWiStwo-BaP(PM10)-24g;DsJaworMOB-BaP(PM10)-24g;DsJelGorSoko-BaP(PM10)-24g;DsLegAlRzecz-BaP(PM10)-24g;DsNowRudJezi-BaP(PM10)-24g;DsOlawZolnAK-BaP(PM10)-24g;DsOlesBrzozo-BaP(PM10)-24g;DsOsieczow21-BaP(PM10)-24g;DsPolKasztan-BaP(PM10)-24g;DsSwidnFolwa-BaP(PM10)-24g;DsSzczaKolej-BaP(PM10)-24g;DsWalbrzWyso-BaP(PM10)-24g;DsWrocOrzech-BaP(PM10)-24g;DsWrocWybCon-BaP(PM10)-24g;DsZgorBohGet-BaP(PM10)-24g;DsZlotoStasz-BaP(PM10)-24g;KpBrodKochan-BaP(PM10)-24g;KpBydWarszaw-BaP(PM10)-24g;KpCiechTezni-BaP(PM10)-24g;KpGrudSienki-BaP(PM10)-24g;KpInowSolank-BaP(PM10)-24g;KpKoniczynka-BaP(PM10)-24g;KpNaklSkargi-BaP(PM10)-24g;KpToruDziewu-BaP(PM10)-24g;KpWieniZdroj-BaP(PM10)-24g;KpWloclGniaz-BaP(PM10)-24g;KpZielBoryTu-BaP(PM10)-24g;LbBiaPodOrze-BaP(PM10)-24g;LbChelPolan-BaP(PM10)-24g;LbKrasKoszar-BaP(PM10)-24g;LbLubSliwins-BaP(PM10)-24g;LbZamoHrubie-BaP(PM10)-24g;LdBelchatEdward-BaP(PM10)-24g;LdBrzeReform-BaP(PM10)-24g;LdKutnKosciu-BaP(PM10)-24g;LdLodzLegion-BaP(PM10)-24g;LdLodzRudzka-BaP(PM10)-24g;LdLowiczSien-BaP(PM10)-24g;LdOpocCurieSk-BaP(PM10)-24g;LdPabiKilins-BaP(PM10)-24g;LdParzniUjWo-BaP(PM10)-24g;LdPioTrKraPr-BaP(PM10)-24g;LdRadomsRoln-BaP(PM10)-24g;LdRawaNiepod-BaP(PM10)-24g;LdSieraPolna-BaP(PM10)-24g;LdSkierKonop-BaP(PM10)-24g;LdToMaSwAnto-BaP(PM10)-24g;LdUniejTermy-BaP(PM10)-24g;LdWieluPOW12-BaP(PM10)-24g;LdZduWoKrole-BaP(PM10)-24g;LuGorzKosGdy-BaP(PM10)-24g;LuGorzPilsud-BaP(PM10)-24g;LuNowaSolMOB-BaP(PM10)-24g;LuSulecDudka-BaP(PM10)-24g;LuWsKaziWiel-BaP(PM10)-24g;LuZarySzyman-BaP(PM10)-24g;LuZielKrotka-BaP(PM10)-24g;MpBochKonfed-BaP(PM10)-24g;MpGorlKrasin-BaP(PM10)-24g;MpKrakAlKras-BaP(PM10)-24g;MpKrakBujaka-BaP(PM10)-24g;MpKrakBulwar-BaP(PM10)-24g;MpKrakOsPias-BaP(PM10)-24g;MpKrakSwoszo-BaP(PM10)-24g;MpKrakWadow-BaP(PM10)-24g;MpKrakZloRog-BaP(PM10)-24g;MpKrynicDiet-BaP(PM10)-24g;MpNiepo3Maja-BaP(PM10)-24g;MpNoSaczNadb-BaP(PM10)-24g;MpNoTargPSlo-BaP(PM10)-24g;MpOlkuCegiel-BaP(PM10)-24g;MpOswiecBema-BaP(PM10)-24g;MpSuchaNiesz-BaP(PM10)-24g;MpSzymbaGorl-BaP(PM10)-24g;MpTarBitStud-BaP(PM10)-24g;MpTrzebOsZWM-BaP(PM10)-24g;MpTuchChopin-BaP(PM10)-24g;MpZabieWapie-BaP(PM10)-24g;MpZakopaSien-BaP(PM10)-24g;MzGutyDuCzer-BaP(PM10)-24g;MzKonJezMos-BaP(PM10)-24g;MzLegZegrzyn-BaP(PM10)-24g;MzMinMazKaziMOB-BaP(PM10)-24g;MzOstroHalle-BaP(PM10)-24g;MzOtwoBrzozo-BaP(PM10)-24g;MzPiasPulask-BaP(PM10)-24g;MzPlocKroJad-BaP(PM10)-24g;MzRad25Czerw-BaP(PM10)-24g;MzSiedKonars-BaP(PM10)-24g;MzWarAKrzywo-BaP(PM10)-24g;MzWarAlNiepo-BaP(PM10)-24g;MzWarBajkowa-BaP(PM10)-24g;MzWarChrosci-BaP(PM10)-24g;OpNysaRodzie-BaP(PM10)-24g;OpOpoleOsAKr-BaP(PM10)-24g;OpPrudPodgor-BaP(PM10)-24g;OpZdziePiast-BaP(PM10)-24g;PdBialWaszyn-BaP(PM10)-24g;PdSuwPulaskp-BaP(PM10)-24g;PkDebiGrottg-BaP(PM10)-24g;PkHorZdrParkMOB-BaP(PM10)-24g;PkIwonZdrRab-BaP(PM10)-24g;PkJarosPruch-BaP(PM10)-24g;PkJasloSikor-BaP(PM10)-24g;PkKrosKletow-BaP(PM10)-24g;PkMielPogodn-BaP(PM10)-24g;PkNiskoSzkla-BaP(PM10)-24g;PkPrzemGrunw-BaP(PM10)-24g;PkRymZdrPark-BaP(PM10)-24g;PkRzeszRejta-BaP(PM10)-24g;PkSanoSadowa-BaP(PM10)-24g;PkStWolWoPol-BaP(PM10)-24g;PkTarnDabrow-BaP(PM10)-24g;PmGdaLecz08m-BaP(PM10)-24g;PmKosTargo12-BaP(PM10)-24g;SkBuskRokosz-BaP(PM10)-24g;SkKielKusoci-BaP(PM10)-24g;SkKielTargow-BaP(PM10)-24g;SkSkarZielnaMOB-BaP(PM10)-24g;SkSolecZdroj-BaP(PM10)-24g;SkStaraZlota-BaP(PM10)-24g;SlBielKossak-BaP(PM10)-24g;SlCzestoBacz-BaP(PM10)-24g;SlDabro1000L-BaP(PM10)-24g;SlGodGliniki-BaP(PM10)-24g;SlKatoKossut-BaP(PM10)-24g;SlKnurJedNar-BaP(PM10)-24g;SlMyszMiedzi-BaP(PM10)-24g;SlPszczBoged-BaP(PM10)-24g;SlRybniBorki-BaP(PM10)-24g;SlTarnoLitew-BaP(PM10)-24g;SlZywieKoper-BaP(PM10)-24g;WmElbBazynsk-BaP(PM10)-24g;WmGoldUzdrowMOB-BaP(PM10)-24g;WmIlawAnders-BaP(PM10)-24g;WmNiTraugutt-BaP(PM10)-24g;WmOlsPuszkin-BaP(PM10)-24g;WmOstrPilsud-BaP(PM10)-24g;WmPuszczaBor-BaP(PM10)-24g;WpGniePaczko-BaP(PM10)-24g;WpKaliSawick-BaP(PM10)-24g;WpLeszKiepur-BaP(PM10)-24g;WpNoTomSzpit-BaP(PM10)-24g;WpOstWieWyso-BaP(PM10)-24g;WpPilaKusoci-BaP(PM10)-24g;WpPoznChwial-BaP(PM10)-24g;WpWagrowLipo-BaP(PM10)-24g;ZpKolZolkiew-BaP(PM10)-24g;ZpKoszSpasow-BaP(PM10)-24g;ZpMyslZaBram-BaP(PM10)-24g;ZpSzczAndr01-BaP(PM10)-24g;ZpSzczBudzWosMOB-BaP(PM10)-24g;ZpSzczec1Maj-BaP(PM10)-24g;ZpSzczecPrze-BaP(PM10)-24g;ZpSzczPils02-BaP(PM10)-24g
31.03.2019 00:00;2,439;2,162;2,868;1,857;2,641;10,538;2,683;3,31;0,831;1,045;0,804;4,618;5,64;1,626;1,874;1,989;2,172;2,4583;2,434135;0,539105;2,9388;1,140407;1,065;3,887751;1,3007;1,150089;2,383037;0,219033;11,48;4,08;5,67;2,76;5,06;3,346805;6,229714;2,025974;3,763948;8,548857;3,255481;6,785403;5,074961;1,586026;5,987792;11,944779;4,774078;6,198961;5,434857;3,806234;1,858234;7,021506;8,659688;3,52;2,14;6,03;7,73;8,97;3,62;1,792;7,72;5,08;7,02;6,44288;7,81;7,94;7,85;6,61;10,2;3,64;7,72;13,08;16,7;17,32;14,36;17,27;3,03;6,51;10,12;11,76;11,94;5,83;0,56471;2,07245;2,7576;4,30514;1,03148;1,95791;2,66392;0,44036;2,82838;3,01148;0,35254;0,43027;3,29158;2,6903;4,536;4,924;3,248;10,045;1,462113;1,878128;8,2;4,1;1,69;6,3;6,1;9;5,3;4,5;2,85;1,81;7;3,7;3,8;4,4;0,63;5,8;6,4;3,83;9,6;4,75;4,06;12,64;6,69;7,56;8,65;15,86;8,35;14,65;17,3;15,1;41;3,07;8,01;1,48;0,43;1,99;2,73;0,66;1,03;0,31;1,63;4,91;1,07;3,8;5,56;1,84;3,26;2,47;0,54;0,66;1,71;0,43;1,26;1,17;3,2;1,07
01.04.2019 00:00;2,939;2,042;2,127;0,788;2,055;7,021;0,558;1,529;0,436;1,078;2,496;3,938;3,159;1,298;1,523;2,294;1,231;2,1967;1,928766;0,870862;1,8693;1,088543;0,6125;3,219054;2,043;0,808171;0,60612;0,2478;4,01;1,47;1,61;1,26;2,33;0,701922;2,986338;1,174606;1,117117;3,200623;1,64097;2,992;1,197922;1,361195;2,04987;2,762182;1,641818;1,413714;2,135013;2,389506;1,750182;1,957039;1,854078;1,76;2,19;3,96;3,22;4,86;3,04;2,14;2,92;2,63;2,47;1,74603;6,27;2,2;2,58;2,9;2,12;1,77;2,43;5,81;10,67;2,79;2,66;8,62;0,88;1,61;1,81;3,8;3,32;2,47;0,09846;0,96887;3,04268;0,61132;0,79305;3,69824;1,01352;0,06735;1,21731;1,31659;0,35254;0,01348;0,77755;0,61166;4,148;2,333;3,92;15,23;1,508933;1,255547;3,6;1,52;1,03;1,76;1,67;1,19;1,05;1,23;;0,96;1,34;1,72;0,77;1,12;1,5;3,7;1,47;2,03;2,85;3,63;1,18;1,72;2,72;1,09;;3,48;2,09;;;;6,56;;;0,79;0,28;2,23;2,19;0,85;1,29;0,34;;0,53;1,03;;0,81;;;2,56;0,65;0,65;2,5;1,01;0,79;0,98;0,66;0,8
02.04.2019 00:00;2,939;2,042;2,127;0,788;2,055;7,021;0,558;1,529;0,436;1,078;2,496;3,938;3,159;1,298;1,523;2,294;1,231;2,1967;1,928766;0,870862;1,8693;1,088543;0,6125;3,219054;2,043;0,808171;0,60612;0,2478;4,01;1,47;1,61;1,26;2,33;0,701922;2,986338;1,174606;1,117117;3,200623;1,64097;2,992;1,197922;1,361195;2,04987;2,762182;1,641818;1,413714;2,135013;2,389506;1,750182;1,957039;1,854078;1,76;2,19;3,96;3,22;4,86;3,04;2,14;2,92;2,63;2,47;1,74603;6,27;2,2;2,58;2,9;2,12;1,77;2,43;5,81;10,67;2,79;2,66;8,62;0,88;1,61;1,81;3,8;3,32;2,47;0,09846;0,96887;3,04268;0,61132;0,79305;3,69824;1,01352;0,06735;1,21731;1,31659;0,35254;0,01348;0,77755;0,61166;4,148;2,333;3,92;15,23;1,508933;1,255547;3,6;1,52;1,03;1,76;1,67;1,19;1,05;1,23;1,77;0,96;1,34;1,72;0,77;1,12;1,5;3,7;1,47;2,03;2,85;3,63;1,18;1,72;2,72;1,09;;3,48;2,09;;;;6,56;;;0,79;0,28;2,23;2,19;0,85;1,29;0,34;;0,53;1,03;;0,8;;;2,56;0,65;0,65;2,5;1,01;0,79;0,98;0,66;0,8
03.04.2019 00:00;;2,042;2,127;0,788;2,055;7,021;0,558;1,529;0,436;1,078;2,496;3,938;3,159;1,298;1,523;2,294;1,231;2,1967;1,928766;0,870862;1,8693;1,088543;0,6125;3,219054;2,043;0,808171;0,60612;0,2478;4,01;1,47;1,61;1,26;2,33;0,701922;2,986338;1,174606;1,117117;3,200623;1,64097;2,992;1,197922;1,361195;2,04987;2,762182;1,641818;1,413714;2,135013;2,389506;1,750182;1,957039;1,854078;1,76;2,19;3,96;3,22;4,86;3,04;2,14;2,92;2,63;2,47;1,74603;6,27;2,2;2,58;2,9;2,12;1,77;2,43;5,81;10,67;2,79;2,66;8,62;0,88;1,61;1,81;3,8;3,32;2,47;0,09846;0,96887;3,04268;0,61132;0,79305;3,69824;1,01352;0,06735;1,21731;1,31659;0,35254;0,01348;0,77755;0,61166;4,148;2,333;3,92;15,23;1,508933;1,255547;3,6;1,52;1,03;1,76;1,67;1,19;1,05;1,23;1,77;0,96;1,34;1,72;0,77;1,12;1,5;3,7;1,47;2,03;2,85;3,63;1,18;1,72;2,72;1,09;;3,48;2,09;;;;6,56;;5,53;0,79;0,28;2,23;2,19;0,85;1,29;0,34;;0,53;1,03;;0,81;;;2,56;0,65;0,65;2,5;1,01;0,79;0,98;0,66;0,8
04.04.2019 00:00;;2,042;2,127;0,788;2,055;7,021;0,558;1,529;0,436;1,078;2,496;3,938;3,159;1,298;1,523;2,294;1,231;2,1967;1,928766;0,870862;1,8693;1,088543;0,6125;3,219054;2,043;0,808171;0,60612;0,2478;4,01;1,47;1,61;1,26;2,33;0,701922;2,986338;1,174606;1,117117;3,200623;1,64097;2,992;1,197922;1,361195;2,04987;2,762182;1,641818;1,413714;2,135013;2,389506;1,750182;1,957039;1,854078;1,76;2,19;3,96;3,22;4,86;3,04;2,14;2,92;2,63;2,47;1,74603;6,27;2,2;2,58;2,9;2,12;1,77;2,43;5,81;10,67;2,79;2,66;8,62;0,88;1,61;1,81;3,8;3,32;2,47;0,09846;0,96887;3,04268;0,61132;0,79305;3,69824;1,01352;0,06735;1,21731;1,31659;0,35254;0,01348;0,77755;0,61166;4,148;2,333;3,92;15,23;1,508933;1,255547;3,6;1,52;1,03;1,76;1,67;1,19;1,05;1,23;1,77;0,96;1,34;1,72;0,77;1,12;1,5;3,7;1,47;2,03;2,85;3,63;1,18;1,72;2,72;1,09;;3,48;2,09;;;;6,56;;5,53;0,79;0,28;2,23;2,19;0,85;1,29;0,34;;0,53;1,03;;0,81;;;2,56;0,65;0,65;2,5;1,01;0,79;0,98;0,66;0,8
05.04.2019 00:00;2,939;2,042;2,127;0,788;2,055;7,021;0,558;1,529;0,436;1,078;2,496;3,938;3,159;1,298;1,523;2,294;1,231;2,1967;1,928766;0,870862;1,8693;1,088543;0,6125;3,219054;2,043;0,808171;0,60612;0,2478;4,01;1,47;1,61;1,26;2,33;0,701922;2,986338;1,174606;1,117117;3,200623;1,64097;2,992;1,197922;1,361195;2,04987;2,762182;1,641818;1,413714;2,135013;2,389506;1,750182;1,957039;1,854078;1,76;2,19;3,96;3,22;4,86;3,04;2,14;2,92;2,63;2,47;1,74603;6,27;2,2;2,58;2,9;2,12;1,77;2,43;5,81;10,67;2,79;2,66;8,62;0,88;1,61;1,81;3,8;3,32;2,47;0,09846;0,96887;3,04268;0,61132;0,79305;3,69824;1,01352;0,06735;1,21731;1,31659;0,35254;0,01348;0,77755;0,61166;4,148;2,333;3,92;15,23;1,508933;1,255547;3,6;1,52;1,03;1,76;1,67;1,19;1,05;1,23;1,77;0,96;1,34;1,72;0,77;1,12;1,5;3,7;1,47;2,03;2,85;3,63;1,18;1,72;2,72;1,09;;3,48;2,09;;;;6,56;;5,53;0,79;0,28;2,23;2,19;0,85;1,29;0,34;;0,53;1,03;;0,81;;;2,56;0,65;0,65;2,5;1,01;0,79;0,98;0,66;0,8
06.04.2019 00:00;2,939;2,042;2,127;0,788;2,055;7,021;0,558;1,529;0,436;1,078;2,496;3,938;3,159;1,298;1,523;2,294;1,231;2,1967;1,928766;0,870862;1,8693;1,088543;0,6125;3,219054;2,043;0,808171;0,60612;0,2478;4,01;1,47;1,61;1,26;2,33;0,701922;2,986338;1,174606;1,117117;3,200623;1,64097;2,992;1,197922;1,361195;2,04987;2,762182;1,641818;1,413714;2,135013;2,389506;1,750182;1,957039;1,854078;1,76;2,19;3,96;3,22;4,86;3,04;2,14;2,92;2,63;2,47;1,74603;6,27;2,2;2,58;2,9;2,12;1,77;2,43;5,81;10,67;2,79;2,66;8,62;0,88;1,61;1,81;3,8;3,32;2,47;0,09846;0,96887;3,04268;0,61132;0,79305;3,69824;1,01352;0,06735;1,21731;1,31659;0,35254;0,01348;0,77755;0,61166;4,148;2,333;3,92;15,23;1,508933;1,255547;3,6;1,52;1,03;1,76;1,67;1,19;1,05;1,23;1,77;0,96;1,34;1,72;0,77;1,12;1,5;3,7;1,47;2,03;2,85;3,63;1,18;1,72;2,72;1,09;;3,48;2,09;;;;6,56;;5,53;0,79;0,28;2,23;2,19;0,85;1,29;0,34;;0,53;1,03;;0,8;;;2,56;0,65;0,65;2,5;1,01;0,79;0,98;0,66;0,8
07.04.2019 00:00;2,939;2,042;2,127;0,788;2,055;7,021;0,558;1,529;0,436;1,078;2,496;3,938;3,159;1,298;1,523;2,294;1,231;2,1967;1,928766;0,870862;1,8693;1,088543;0,6125;3,219054;2,043;0,808171;0,60612;0,2478;4,01;1,47;1,61;1,26;2,33;0,701922;2,986338;1,174606;1,117117;3,200623;1,64097;2,992;1,197922;1,361195;2,04987;2,762182;1,641818;1,413714;2,135013;2,389506;1,750182;1,957039;1,854078;1,76;2,19;3,96;3,22;4,86;3,04;2,14;2,92;2,63;2,47;1,74603;6,27;2,2;2,58;2,9;2,12;1,77;2,43;5,81;10,67;2,79;2,66;8,62;0,88;1,61;1,81;3,8;3,32;2,47;0,09846;0,96887;3,04268;0,61132;0,79305;3,69824;1,01352;0,06735;1,21731;1,31659;0,82434;0,01348;0,77755;0,61166;4,148;2,333;3,92;15,23;1,508933;1,255547;3,6;1,52;1,03;1,76;1,67;1,19;1,05;1,23;1,77;0,96;1,34;1,72;0,77;1,12;1,5;3,7;1,47;2,03;2,85;3,63;1,18;1,72;2,72;1,09;;3,48;2,09;;;;6,56;;5,53;0,79;0,28;2,23;2,19;0,85;1,29;0,34;;0,53;1,03;;0,81;;;2,04;0,65;0,65;2,5;1,01;0,79;0,98;0,66;0,8
08.04.2019 00:00;1,801;2,559;2,39;1,34;1,771;9,688;2,345;1,338;0,705;1,818;2,916;4,313;3,115;1,235;1,422;1,716;1,921;3,4274;1,402765;0,431802;1,1001;0,891571;0,436;1,337447;0,602;0,751184;0,310831;0,336544;3,97;1,58;1,43;0,86;1,4;1,338442;3,206338;1,720779;1,398;2,115948;2,173662;2,024416;1,668468;0,821247;2,977325;5,796;2,178078;0,823065;1,327377;0,642909;2,248104;2,557455;3,360468;2,87;0,98;5,58;4,04;9,79;5,72;2,55;4,29;2,69;1,78;2,84673;4,15;1,96;3,17;2,59;2,13;1,3;4,45;4,38;8,8;2,25;3,51;4,33;1,39;1,64;2,14;7,93;3,83;2,06;0,06224;0,8238;2,48274;0,82371;0,67902;2,97576;1,66159;0,09326;1,51264;4,21922;0,82434;0,20745;1,7492;0,8242;2,333;2,277;3,182;2,489;0,912615;0,679676;3,7;1;2,86;1,69;1,23;1,17;1,61;1,56;1,4;1,08;3,9;0,57;2,2;1,98;0,3;7,5;1,44;2,46;1,18;2,55;1,4;1,23;2,98;1,15;2,03;5,63;2,56;2,16;8,76;4,67;12,14;1,66;3,07;0,76;0,31;1,44;3,21;0,48;2,02;0,18;1,01;1,47;1,3;7,02;1,94;0,871;1,24;2,04;0,3;0,41;1;0,91;0,48;0,96;1,07;0,45
09.04.2019 00:00;1,801;2,559;2,39;1,34;1,771;9,688;2,345;1,338;0,705;1,818;2,916;4,313;3,115;1,235;1,422;1,716;1,921;3,4274;1,402765;0,431802;1,1001;0,891571;0,436;1,337447;0,602;0,751184;0,310831;0,336544;3,97;1,58;1,43;0,86;1,4;1,338442;3,206338;1,720779;1,398;2,115948;2,173662;2,024416;1,668468;0,821247;2,977325;5,796;2,178078;0,823065;1,327377;0,642909;2,248104;2,557455;3,360468;2,87;0,98;5,58;4,04;9,79;5,72;2,55;4,29;2,69;1,78;2,84673;4,15;1,96;3,17;2,59;2,13;1,3;4,45;4,38;8,8;2,25;3,51;4,33;1,39;1,64;2,14;7,93;3,83;2,06;0,06224;0,8238;2,48274;0,82371;0,67902;2,97576;1,66159;0,09326;1,51264;4,21922;0,82434;0,20745;1,7492;0,8242;2,333;2,277;3,182;2,489;0,912615;0,679676;3,7;1;2,86;1,69;1,23;1,17;1,61;1,56;1,4;1,08;3,9;0,57;2,2;1,98;0,3;7,5;1,44;2,46;1,18;2,55;1,4;1,23;2,98;1,15;2,03;5,63;2,56;2,16;8,76;4,67;12,14;1,66;3,07;0,76;0,31;1,44;3,21;0,48;2,02;0,18;1,01;1,47;1,3;7,02;1,94;0,871;1,24;2,04;0,3;0,41;1;0,91;0,48;0,96;1,07;0,45
10.04.2019 00:00;1,801;2,559;2,39;1,34;1,771;9,688;2,345;1,338;0,705;1,818;2,916;4,313;3,115;1,235;1,422;1,716;1,921;3,4274;1,402765;0,431802;1,1001;0,891571;0,436;1,337447;0,602;0,751184;0,310831;0,336544;3,97;1,58;1,43;0,86;1,4;1,338442;3,206338;1,720779;1,398;2,115948;2,173662;2,024416;1,668468;0,821247;2,977325;5,796;2,178078;0,823065;1,327377;0,642909;2,248104;2,557455;3,360468;2,87;0,98;5,58;4,04;9,79;5,72;2,55;4,29;2,69;1,78;2,84673;4,15;1,96;3,17;2,59;2,13;1,3;4,45;4,38;8,8;2,25;3,51;4,33;1,39;1,64;2,14;7,93;3,83;2,06;0,06224;0,8238;2,48274;0,82371;0,67902;2,97576;1,66159;0,09326;1,51264;4,21922;0,82434;0,20745;1,7492;0,8242;2,333;2,277;3,182;2,489;0,912615;0,679676;3,7;1;2,86;1,69;1,23;1,17;1,61;1,56;1,4;1,08;3,9;0,57;2,2;1,98;0,3;7,5;1,44;2,46;1,18;2,55;1,4;1,23;2,98;1,15;2,03;5,63;2,56;2,16;8,76;4,67;12,14;1,66;3,07;0,76;0,31;1,44;3,21;0,48;2,02;0,18;1,01;1,47;1,3;7,02;1,93;0,871;1,24;2,04;0,3;0,41;1;0,91;0,48;0,96;1,07;0,45
11.04.2019 00:00;1,801;2,559;2,39;1,34;1,771;9,688;2,345;1,338;0,705;1,818;2,916;4,313;3,115;1,235;1,422;1,716;1,921;3,4274;1,402765;0,431802;1,1001;0,891571;0,436;1,337447;0,602;0,751184;0,310831;0,336544;3,97;1,58;1,43;0,86;1,4;1,338442;3,206338;1,720779;1,398;2,115948;2,173662;2,024416;1,668468;0,821247;2,977325;5,796;2,178078;0,823065;1,327377;0,642909;2,248104;2,557455;3,360468;2,87;0,98;5,58;4,04;9,79;5,72;2,55;4,29;2,69;1,78;2,84673;4,15;1,96;3,17;2,59;2,13;1,3;4,45;4,38;8,8;2,25;3,51;4,33;1,39;1,64;2,14;7,93;3,83;2,06;0,06224;0,8238;2,48274;0,82371;0,67902;2,97576;1,66159;0,09326;1,51264;4,21922;0,82434;0,20745;1,7492;0,8242;2,333;2,277;3,182;2,489;0,912615;0,679676;3,7;1;2,86;1,69;1,23;1,17;1,61;1,56;1,4;1,08;3,9;0,57;2,2;1,98;0,3;7,5;1,44;2,46;1,18;2,55;1,4;1,23;2,98;1,15;2,03;5,63;2,56;2,16;8,76;4,67;12,14;1,66;3,07;0,76;0,31;1,44;3,21;0,48;2,02;0,18;1,01;1,47;1,3;7,02;1,94;0,871;1,24;2,04;0,3;0,41;1;0,91;0,48;0,96;1,07;0,45
12.04.2019 00:00;1,801;2,559;2,39;1,34;1,771;9,688;2,345;1,338;0,705;1,818;2,916;4,313;3,115;1,235;1,422;1,716;1,921;3,4274;1,402765;0,431802;1,1001;0,891571;0,436;1,337447;0,602;0,751184;0,310831;0,336544;3,97;1,58;1,43;0,86;1,4;1,338442;3,206338;1,720779;1,398;2,115948;2,173662;2,024416;1,668468;0,821247;2,977325;5,796;2,178078;0,823065;1,327377;0,642909;2,248104;2,557455;3,360468;2,87;0,98;5,58;4,04;9,79;5,72;2,55;4,29;2,69;1,78;2,84673;4,15;1,96;3,17;2,59;2,13;1,3;4,45;4,38;8,8;2,25;3,51;4,33;1,39;1,64;2,14;7,93;3,83;2,06;0,06224;0,8238;2,48274;0,82371;0,67902;2,97576;1,66159;0,09326;1,51264;4,21922;0,82434;0,20745;1,7492;0,8242;2,333;2,277;3,182;2,489;0,912615;0,679676;3,7;1;2,86;1,69;1,23;1,17;1,61;1,56;1,4;1,08;3,9;0,57;2,2;1,98;0,3;7,5;1,44;2,46;1,18;2,55;1,4;1,23;2,98;1,15;2,03;5,63;2,56;2,16;8,76;4,67;12,14;1,66;3,07;0,76;0,31;1,44;3,21;0,48;2,02;0,18;1,01;1,48;1,3;7,02;1,94;0,871;1,24;2,04;0,3;0,41;1;0,91;0,48;0,96;1,07;0,45
13.04.2019 00:00;1,801;2,559;2,39;1,34;1,771;9,688;2,345;1,338;0,705;1,818;2,916;4,313;3,115;1,235;1,422;1,716;1,921;3,4274;1,402765;0,431802;1,1001;0,891571;0,436;1,337447;0,602;0,751184;0,310831;0,336544;3,97;1,58;1,43;0,86;1,4;1,338442;3,206338;1,720779;1,398;2,115948;2,173662;2,024416;1,668468;0,821247;2,977325;5,796;2,178078;0,823065;1,327377;0,642909;2,248104;2,557455;3,360468;2,87;0,98;5,58;4,04;9,79;5,72;2,55;4,29;2,69;1,78;2,84673;4,15;1,96;3,17;2,59;2,13;1,3;4,45;4,38;8,8;2,25;3,51;4,33;1,39;1,64;2,14;7,93;3,83;2,06;0,06224;0,8238;2,48274;0,82371;0,67902;2,97576;1,66159;0,09326;1,51264;4,21922;0,82434;0,20745;1,7492;0,8242;2,333;2,277;3,182;2,489;0,912615;0,679676;3,7;1;2,86;1,69;1,23;1,17;1,61;1,56;1,4;1,08;3,9;0,57;2,2;1,98;0,3;7,5;1,44;2,46;1,18;2,55;1,4;1,23;2,98;1,15;2,03;5,63;2,56;2,16;;4,67;12,14;1,66;3,07;0,76;0,31;1,44;3,21;0,48;2,02;0,18;1,01;1,48;1,3;7,02;1,94;0,871;1,24;1,79;0,3;0,41;1;0,91;0,48;0,96;1,07;0,45
14.04.2019 00:00;1,801;2,559;2,39;1,34;1,771;9,688;2,345;1,338;0,705;1,818;2,916;4,313;3,115;1,235;1,422;1,716;1,921;3,4274;1,402765;0,431802;1,1001;0,891571;0,436;1,337447;0,602;0,751184;0,310831;0,336544;3,97;1,58;1,43;0,86;1,4;1,338442;3,206338;1,720779;1,398;2,115948;2,173662;2,024416;1,668468;0,821247;2,977325;5,796;2,178078;0,823065;1,327377;0,642909;2,248104;2,557455;3,360468;2,87;0,98;5,58;4,04;9,79;5,72;2,55;4,29;2,69;1,78;2,84673;4,15;1,96;3,17;2,59;2,13;1,3;4,45;4,38;8,8;2,25;3,51;4,33;1,39;1,64;2,14;7,93;3,83;2,06;0,06224;0,8238;2,48274;0,82371;0,67902;2,97576;1,66159;0,09326;1,51264;4,21922;0,51843;0,20745;1,7492;0,8242;2,333;2,277;3,182;2,489;0,912615;0,679676;3,7;1;2,86;1,69;1,23;1,17;1,61;1,56;1,4;1,08;3,9;0,57;2,2;1,98;0,3;7,5;1,44;2,46;1,18;2,55;1,4;1,23;2,98;1,15;2,03;5,63;2,56;2,16;;4,67;12,14;1,66;3,07;0,76;0,31;1,44;3,21;0,48;2,02;0,18;1,01;1,47;1,3;7,02;1,94;0,871;1,24;1,79;0,3;0,41;1;0,91;0,48;0,96;1,07;0,45
