Data;DsDusznikMOB-BaP(PM10)-24g;DsGlogWiStwo-BaP(PM10)-24g;DsJaworMOB-BaP(PM10)-24g;DsJelGorSoko-BaP(PM10)-24g;DsLegAlRzecz-BaP(PM10)-24g;DsNowRudJezi-BaP(PM10)-24g;DsOlawZolnAK-BaP(PM10)-24g;DsOlesBrzozo-BaP(PM10)-24g;DsOsieczow21-BaP(PM10)-24g;DsPolKasztan-BaP(PM10)-24g;DsSwidnFolwa-BaP(PM10)-24g;DsSzczaKolej-BaP(PM10)-24g;DsWalbrzWyso-BaP(PM10)-24g;DsWrocOrzech-BaP(PM10)-24g;DsWrocWybCon-BaP(PM10)-24g;DsZgorBohGet-BaP(PM10)-24g;DsZlotoStasz-BaP(PM10)-24g;KpBrodKochan-BaP(PM10)-24g;KpBydWarszaw-BaP(PM10)-24g;KpCiechTezni-BaP(PM10)-24g;KpGrudSienki-BaP(PM10)-24g;KpInowSolank-BaP(PM10)-24g;KpKoniczynka-BaP(PM10)-24g;KpNaklSkargi-BaP(PM10)-24g;KpToruDziewu-BaP(PM10)-24g;KpWieniZdroj-BaP(PM10)-24g;KpWloclGniaz-BaP(PM10)-24g;KpZielBoryTu-BaP(PM10)-24g;LbBiaPodOrze-BaP(PM10)-24g;LbChelPolan-BaP(PM10)-24g;LbKrasKoszar-BaP(PM10)-24g;LbLubSliwins-BaP(PM10)-24g;LbZamoHrubie-BaP(PM10)-24g;LdBelchatEdward-BaP(PM10)-24g;LdBrzeReform-BaP(PM10)-24g;LdKutnKosciu-BaP(PM10)-24g;LdLodzLegion-BaP(PM10)-24g;LdLodzRudzka-BaP(PM10)-24g;LdLowiczSien-BaP(PM10)-24g;LdOpocCurieSk-BaP(PM10)-24g;LdPabiKilins-BaP(PM10)-24g;LdParzniUjWo-BaP(PM10)-24g;LdPioTrKraPr-BaP(PM10)-24g;LdRadomsRoln-BaP(PM10)-24g;LdRawaNiepod-BaP(PM10)-24g;LdSieraPolna-BaP(PM10)-24g;LdSkierKonop-BaP(PM10)-24g;LdToMaSwAnto-BaP(PM10)-24g;LdUniejTermy-BaP(PM10)-24g;LdWieluPOW12-BaP(PM10)-24g;LdZduWoKrole-BaP(PM10)-24g;LuGorzKosGdy-BaP(PM10)-24g;LuGorzPilsud-BaP(PM10)-24g;LuNowaSolMOB-BaP(PM10)-24g;LuSulecDudka-BaP(PM10)-24g;LuWsKaziWiel-BaP(PM10)-24g;LuZarySzyman-BaP(PM10)-24g;LuZielKrotka-BaP(PM10)-24g;MpBochKonfed-BaP(PM10)-24g;MpGorlKrasin-BaP(PM10)-24g;MpKrakAlKras-BaP(PM10)-24g;MpKrakBujaka-BaP(PM10)-24g;MpKrakBulwar-BaP(PM10)-24g;MpKrakOsPias-BaP(PM10)-24g;MpKrakSwoszo-BaP(PM10)-24g;MpKrakWadow-BaP(PM10)-24g;MpKrakZloRog-BaP(PM10)-24g;MpKrynicDiet-BaP(PM10)-24g;MpNiepo3Maja-BaP(PM10)-24g;MpNoSaczNadb-BaP(PM10)-24g;MpNoTargPSlo-BaP(PM10)-24g;MpOlkuCegiel-BaP(PM10)-24g;MpOswiecBema-BaP(PM10)-24g;MpSuchaNiesz-BaP(PM10)-24g;MpSzymbaGorl-BaP(PM10)-24g;MpTarBitStud-BaP(PM10)-24g;MpTrzebOsZWM-BaP(PM10)-24g;MpTuchChopin-BaP(PM10)-24g;MpZabieWapie-BaP(PM10)-24g;MpZakopaSien-BaP(PM10)-24g;MzGutyDuCzer-BaP(PM10)-24g;MzKonJezMos-BaP(PM10)-24g;MzLegZegrzyn-BaP(PM10)-24g;MzMinMazKaziMOB-BaP(PM10)-24g;MzOstroHalle-BaP(PM10)-24g;MzOtwoBrzozo-BaP(PM10)-24g;MzPiasPulask-BaP(PM10)-24g;MzPlocKroJad-BaP(PM10)-24g;MzRad25Czerw-BaP(PM10)-24g;MzSiedKonars-BaP(PM10)-24g;MzWarAKrzywo-BaP(PM10)-24g;MzWarAlNiepo-BaP(PM10)-24g;MzWarBajkowa-BaP(PM10)-24g;MzWarChrosci-BaP(PM10)-24g;OpNysaRodzie-BaP(PM10)-24g;OpOpoleOsAKr-BaP(PM10)-24g;OpPrudPodgor-BaP(PM10)-24g;OpZdziePiast-BaP(PM10)-24g;PdBialWaszyn-BaP(PM10)-24g;PdSuwPulaskp-BaP(PM10)-24g;PkDebiGrottg-BaP(PM10)-24g;PkHorZdrParkMOB-BaP(PM10)-24g;PkIwonZdrRab-BaP(PM10)-24g;PkJarosPruch-BaP(PM10)-24g;PkJasloSikor-BaP(PM10)-24g;PkKrosKletow-BaP(PM10)-24g;PkMielPogodn-BaP(PM10)-24g;PkNiskoSzkla-BaP(PM10)-24g;PkPrzemGrunw-BaP(PM10)-24g;PkRymZdrPark-BaP(PM10)-24g;PkRzeszRejta-BaP(PM10)-24g;PkSanoSadowa-BaP(PM10)-24g;PkStWolWoPol-BaP(PM10)-24g;PkTarnDabrow-BaP(PM10)-24g;PmGdaLecz08m-BaP(PM10)-24g;PmKosTargo12-BaP(PM10)-24g;SkBuskRokosz-BaP(PM10)-24g;SkKielKusoci-BaP(PM10)-24g;SkKielTargow-BaP(PM10)-24g;SkSkarZielnaMOB-BaP(PM10)-24g;SkSolecZdroj-BaP(PM10)-24g;SkStaraZlota-BaP(PM10)-24g;SlBielKossak-BaP(PM10)-24g;SlCzestoBacz-BaP(PM10)-24g;SlDabro1000L-BaP(PM10)-24g;SlGodGliniki-BaP(PM10)-24g;SlKatoKossut-BaP(PM10)-24g;SlKnurJedNar-BaP(PM10)-24g;SlMyszMiedzi-BaP(PM10)-24g;SlPszczBoged-BaP(PM10)-24g;SlRybniBorki-BaP(PM10)-24g;SlTarnoLitew-BaP(PM10)-24g;SlZywieKoper-BaP(PM10)-24g;WmElbBazynsk-BaP(PM10)-24g;WmGoldUzdrowMOB-BaP(PM10)-24g;WmIlawAnders-BaP(PM10)-24g;WmNiTraugutt-BaP(PM10)-24g;WmOlsPuszkin-BaP(PM10)-24g;WmOstrPilsud-BaP(PM10)-24g;WmPuszczaBor-BaP(PM10)-24g;WpGniePaczko-BaP(PM10)-24g;WpKaliSawick-BaP(PM10)-24g;WpLeszKiepur-BaP(PM10)-24g;WpNoTomSzpit-BaP(PM10)-24g;WpOstWieWyso-BaP(PM10)-24g;WpPilaKusoci-BaP(PM10)-24g;WpPoznChwial-BaP(PM10)-24g;WpWagrowLipo-BaP(PM10)-24g;ZpKolZolkiew-BaP(PM10)-24g;ZpKoszSpasow-BaP(PM10)-24g;ZpMyslZaBram-BaP(PM10)-24g;ZpSzczAndr01-BaP(PM10)-24g;ZpSzczBudzWosMOB-BaP(PM10)-24g;ZpSzczec1Maj-BaP(PM10)-24g;ZpSzczecPrze-BaP(PM10)-24g;ZpSzczPils02-BaP(PM10)-24g
26.07.2019 00:00;0,18;0,05;0,05;0,107;0,05;0,141;0,104;0,147;0,058;0,05;;0,572;0,252;0,156;0,154;0,025;;0,2082;0,082507;0,04136;0,047;0,070498;0,0229;0,103154;0,0639;0,025696;0,061648;0,009436;0,1;0,08;0,08;0,07;0,08;0,106576;0,131818;0,313195;0,082195;0,314234;0,066987;0,179714;0,112597;0,096312;0,165247;0,29926;0,111221;0,081818;0,105351;0,165558;0,245403;0,177922;0,136987;0,02;0,11;1,03;0,21;0,16;0,05;0,06;0,16;0,1;0,24;0,31746;;0,15;0,16;0,29;0,18;0,12;0,27;0,52;1,01;0,33;0,21;0,47;0,07;0,16;0,29;0,24;0,19;0,44;0,01763;0,04691;0,08812;0,07771;0,04821;0,1144;0,10934;0,0316;0,0777;0,05183;0,03733;0,05703;0,06739;0,05184;0,075;0,213;0,109;2,074;0,09178;0,042023;0,264;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,058;;0,07;0,1;0,18;0,06;0,04;0,1;0,23;0,45;;0,24;0,37;;;;0,26;;0,35;0,02;0,02;0,05;0,05;0,02;0,04;0,025;;0,85;0,15;;0,35;;;0,0618;0,055;0,055;0,055;0,055;0,055;0,055;0,055;0,055
27.07.2019 00:00;0,18;0,05;0,05;0,107;0,05;0,141;0,104;0,147;0,058;0,05;;0,572;0,252;0,156;0,154;0,025;;0,2082;0,082507;0,04136;0,047;0,070498;0,0229;0,103154;0,0639;0,025696;0,061648;0,009436;0,1;0,08;0,08;0,07;0,08;0,106576;0,131818;0,313195;0,082195;0,314234;0,066987;0,179714;0,112597;0,096312;0,165247;0,29926;0,111221;0,081818;0,105351;0,165558;0,245403;0,177922;0,136987;0,02;0,11;1,03;0,21;0,16;0,05;0,06;0,16;0,1;0,24;0,31746;;0,15;0,16;0,29;0,18;0,12;0,27;0,52;1,01;0,33;0,21;0,47;0,07;0,16;0,29;0,24;0,19;0,44;0,01763;0,04691;0,08812;0,07771;0,04821;0,1144;0,10934;0,0316;0,0777;0,05183;0,03733;0,05703;0,06739;0,05184;0,075;0,213;0,109;2,074;0,09178;0,042023;0,264;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,058;;0,07;0,1;0,18;0,06;0,04;0,1;0,23;0,45;;0,24;0,37;;;;0,26;;0,35;0,02;0,02;0,05;0,05;0,02;0,04;0,025;;0,85;;;0,35;;;0,0618;0,055;0,055;0,055;0,055;0,055;0,055;0,055;0,055
28.07.2019 00:00;0,18;0,05;0,05;0,107;0,05;0,141;0,104;0,147;0,058;0,05;;0,572;0,252;0,156;0,154;0,025;;0,2082;0,082507;0,04136;0,047;0,070498;0,0229;0,103154;0,0639;0,025696;0,061648;0,009436;0,1;0,08;0,08;0,07;0,08;0,106576;0,131818;0,313195;0,082195;0,314234;0,066987;0,179714;0,112597;0,096312;0,165247;0,29926;0,111221;0,081818;0,105351;0,165558;0,245403;0,177922;0,136987;0,02;0,11;1,03;0,21;0,16;0,05;0,06;0,16;0,1;0,24;0,31746;;0,15;0,16;0,29;0,18;0,12;0,27;0,52;1,01;0,33;0,21;0,47;0,07;0,16;0,29;0,24;0,19;0,44;0,01763;0,04691;0,08812;0,07771;0,04821;0,1144;0,10934;0,0316;0,0777;0,05183;0,05702;0,05703;0,06739;0,05184;0,075;0,213;0,109;2,074;0,09178;0,042023;0,264;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,058;;0,07;0,1;0,18;0,06;0,04;0,1;0,23;0,45;;0,24;0,37;;;;0,26;;0,35;0,02;0,02;0,05;0,05;0,02;0,04;0,025;;0,85;;;0,35;;;0,0618;0,055;0,055;0,055;0,055;0,055;0,055;0,055;0,055
29.07.2019 00:00;0,168;0,05;0,05;0,196;0,05;0,272;;0,101;0,088;0,05;;0,624;0,526;0,05;0,05;0,025;0,05;0,2871;0,087149;0,248273;0,0427;0,059612;0,066;0,133737;0,0653;0,076673;0,103093;0,022771;0,13;0,13;0,1;0,15;0,09;0,068442;0,109403;0,079896;0,087688;0,05761;0,072779;0,076052;0,068442;0,041818;0,075273;0,136805;0,108857;0,098649;0,188234;0,101091;0,078571;0,135675;0,103935;0,03;0,09;0,06;0,2;0,22;0,05;0,07;0,21;0,11;0,18;0,27843;;0,17;0,17;0,19;0,16;0,13;0,2;0,34;0,68;0,28;0,21;0,4;0,08;0,12;0,37;0,31;0,21;0,3;0,01814;0,05699;0,08812;0,11397;0,02955;0,12986;0,15061;0,04145;0,10361;0,13477;0,05702;0,0674;0,09849;0,06739;0,065;0,057;0,055;0,07;0,05652;0,041504;0,207;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,3;;0,05;0,07;0,13;0,12;0,03;0,1;0,3;0,33;0,2;0,21;0,37;0,39;0,41;0,25;0,35;0,21;0,22;0,03;0,02;0,06;0,07;0,03;0,05;0,03;;;;;0,15;;;0,0618;0,055;0,055;0,26;0,055;0,055;0,15;0,055;0,055
30.07.2019 00:00;0,168;0,05;0,05;0,196;0,05;0,272;;0,101;0,088;0,05;0,132;0,624;0,526;0,05;0,05;0,025;0,05;0,2871;0,087149;0,248273;0,0427;0,059612;0,066;0,133737;0,0653;0,076673;0,103093;0,022771;0,13;0,13;0,1;0,15;0,09;0,068442;0,109403;0,079896;0,087688;0,05761;0,072779;0,076052;0,068442;0,041818;0,075273;0,136805;0,108857;0,098649;0,188234;0,101091;0,078571;0,135675;0,103935;0,03;0,09;0,06;0,2;0,22;0,05;0,07;0,21;0,11;0,18;0,27843;;0,17;0,17;0,19;0,16;0,13;0,2;0,34;0,68;0,28;0,21;0,4;0,08;0,12;0,37;0,31;0,21;0,3;0,01814;0,05699;0,08812;0,11397;0,02955;0,12986;0,15061;0,04145;0,10361;0,13477;0,05702;0,0674;0,09849;0,06739;0,065;0,057;0,055;0,07;0,05652;0,041504;0,207;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,3;;0,05;0,07;0,13;0,12;0,03;0,1;0,3;0,33;0,2;0,21;0,37;0,39;0,41;0,25;0,35;0,21;0,22;0,03;0,02;0,06;0,07;0,03;0,05;0,03;;0,66;;;0,15;;;0,0618;0,055;0,055;0,26;0,055;0,055;0,15;0,055;0,055
31.07.2019 00:00;0,168;0,05;0,05;0,196;0,05;0,272;0,12;0,101;0,088;0,05;0,132;0,624;0,526;0,05;0,05;0,025;0,05;0,2871;0,087149;0,248273;0,0427;0,059612;0,066;0,133737;0,0653;0,076673;0,103093;0,022771;0,13;0,13;0,1;0,15;0,09;0,068442;0,109403;0,079896;0,087688;0,05761;0,072779;0,076052;0,068442;0,041818;0,075273;0,136805;0,108857;0,098649;0,188234;0,101091;0,078571;0,135675;0,103935;0,03;0,09;0,06;0,2;0,22;0,05;0,07;0,21;0,11;0,18;0,27843;;0,17;0,17;0,19;0,16;0,13;0,2;0,34;0,68;0,28;0,21;0,4;0,08;0,12;0,37;0,31;0,21;0,3;;0,05699;0,08812;0,11397;0,02955;0,12986;0,15061;0,04145;0,10361;0,13477;0,05702;0,0674;0,09849;0,06739;0,065;0,057;0,055;0,07;0,05652;0,041504;0,207;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;;0,3;0,3;0,05;0,07;0,13;0,12;0,03;0,1;0,3;0,33;0,2;0,21;0,37;0,39;0,41;0,25;0,35;0,21;0,22;0,03;0,02;0,06;0,07;0,03;0,05;0,03;;0,66;;;0,15;;;0,0618;0,055;0,055;0,26;0,055;0,055;0,15;0,055;0,055
01.08.2019 00:00;0,168;0,05;0,05;;0,05;0,272;0,12;0,101;;0,05;0,132;0,624;0,526;0,05;0,05;;0,05;0,2871;0,087149;0,248273;0,0427;0,059612;0,066;0,133737;0,0653;0,076673;0,103093;0,022771;0,13;0,13;0,1;0,15;0,09;0,068442;0,109403;0,079896;0,087688;0,05761;0,072779;0,076052;0,068442;0,041818;0,075273;0,136805;0,108857;0,098649;0,188234;0,101091;0,078571;0,135675;0,103935;0,03;0,09;0,06;0,2;0,22;0,05;0,07;0,21;0,11;0,18;0,27843;;0,17;0,17;0,19;0,16;0,13;0,2;0,34;0,68;0,28;0,21;0,4;0,08;0,12;0,37;0,31;0,21;0,3;0,01814;0,05699;0,08812;0,11397;0,02955;0,12986;0,15061;0,04145;0,10361;0,13477;0,05702;0,0674;0,09849;0,06739;0,065;0,057;0,055;0,07;0,05652;0,041504;0,207;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,3;0,3;0,05;0,07;0,13;0,12;0,03;0,1;0,3;0,33;0,2;0,21;0,37;0,39;0,41;0,25;0,35;0,21;0,22;0,03;0,02;0,06;0,07;0,03;0,05;0,03;;0,66;;;0,15;;;0,0335;0,055;0,055;0,26;0,055;0,055;0,15;0,055;0,055
02.08.2019 00:00;0,168;0,05;0,05;;0,05;0,272;0,12;0,101;0,088;0,05;0,132;0,624;0,526;0,05;0,05;;0,05;0,2871;0,087149;0,248273;0,0427;0,059612;0,066;0,133737;0,0653;0,076673;0,103093;0,022771;0,13;0,13;0,1;0,15;0,09;0,068442;0,109403;0,079896;0,087688;0,05761;0,072779;0,076052;0,068442;0,041818;0,075273;0,136805;0,108857;0,098649;0,188234;0,101091;0,078571;0,135675;0,103935;0,03;0,09;0,06;0,2;0,22;0,05;0,07;0,21;0,11;0,18;0,27843;;0,17;0,17;0,19;0,16;0,13;0,2;0,34;0,68;0,28;0,21;0,4;0,08;0,12;0,37;0,31;0,21;0,3;0,01814;0,05699;0,08812;0,11397;0,02955;0,12986;0,15061;0,04145;0,10361;0,13477;0,05702;0,0674;0,09849;0,06739;0,065;0,057;0,055;0,07;0,05652;0,041504;0,207;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,3;0,3;0,05;0,07;0,13;0,12;0,03;0,1;0,3;0,33;0,2;0,21;0,37;0,39;;0,25;0,35;0,21;0,22;0,03;0,02;0,06;0,07;0,03;0,05;0,03;;0,66;;;0,15;;;0,0335;0,055;0,055;0,26;0,055;0,055;0,15;0,055;0,055
03.08.2019 00:00;0,168;0,05;0,05;0,196;0,05;0,272;0,12;0,101;0,088;0,05;0,132;0,624;0,526;0,05;0,05;0,025;0,05;0,2871;0,087149;0,248273;0,0427;0,059612;0,066;0,133737;0,0653;0,076673;0,103093;0,022771;0,13;0,13;0,1;0,15;0,09;0,068442;0,109403;0,079896;0,087688;0,05761;0,072779;0,076052;0,068442;0,041818;0,075273;0,136805;0,108857;0,098649;0,188234;0,101091;0,078571;0,135675;0,103935;0,03;0,09;0,06;0,2;0,22;0,05;0,07;0,21;0,11;0,18;0,27843;;0,17;0,17;0,19;0,16;0,13;0,2;0,34;0,68;0,28;0,21;0,4;0,08;0,12;0,37;0,31;0,21;0,3;0,01814;0,05699;0,08812;0,11397;0,02955;0,12986;0,15061;0,04145;0,10361;0,13477;0,05702;0,0674;0,09849;0,06739;0,065;0,057;0,055;0,07;0,05652;0,041504;0,207;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,3;0,3;0,05;0,07;0,13;0,12;0,03;0,1;0,3;0,33;0,2;0,21;0,37;0,39;;0,25;0,35;0,21;0,22;0,03;0,02;0,06;0,07;0,03;0,05;0,03;;0,66;0,15;;0,15;;;0,0335;0,055;0,055;0,26;0,055;0,055;0,15;0,055;0,055
04.08.2019 00:00;0,168;0,05;0,05;0,196;0,05;0,272;0,12;0,101;0,088;0,05;0,132;0,624;0,526;0,05;0,05;0,025;0,05;0,2871;0,087149;0,248273;0,0427;0,059612;0,066;0,133737;0,0653;0,076673;0,103093;0,022771;0,13;0,13;0,1;0,15;0,09;0,068442;0,109403;0,079896;0,087688;0,05761;0,072779;0,076052;0,068442;0,041818;0,075273;0,136805;0,108857;0,098649;0,188234;0,101091;0,078571;0,135675;0,103935;0,03;0,09;0,06;0,2;0,22;0,05;0,07;0,21;0,11;0,18;0,27843;;0,17;0,17;0,19;0,16;0,13;0,2;0,34;0,68;0,28;0,21;0,4;0,08;0,12;0,37;0,31;0,21;0,3;0,01814;0,05699;0,08812;0,11397;0,02955;0,12986;0,15061;;0,10361;0,13477;0,05184;0,0674;0,09849;0,06739;0,065;0,057;0,055;0,07;0,05652;0,041504;0,207;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,3;0,3;0,05;0,07;0,13;0,12;0,03;0,1;0,3;0,33;0,2;0,21;0,37;0,39;;0,25;0,35;0,21;0,22;0,03;0,02;0,06;0,07;0,03;0,05;0,03;;0,66;0,15;;0,15;;;0,0335;0,055;0,055;0,26;0,055;0,055;0,15;0,055;0,055
05.08.2019 00:00;0,132;0,05;0,05;0,05;0,05;0,275;0,05;0,108;0,025;0,05;0,148;0,849;1,003;0,128;0,1;0,025;0,05;0,2814;0,088695;0,208353;0,1346;0,056501;0,0497;0,227562;0,0818;0,083925;0,141428;0,014653;0,09;0,11;0,07;0,02;0,06;0,044727;0,170234;0,083351;0,060195;0,070623;0,042208;0,12961;0,093766;0,031195;0,12561;0,253143;0,098805;0,149558;0,19787;0,077403;0,03;0,093377;0,071195;0,07;0,04;0,06;0,3;0,28;0,06;0,03;0,14;0,1;0,16;0,13271;;0,28;0,11;0,3;0,25;0,14;0,16;0,29;1,03;0,3;0,18;0,51;0,07;0,19;0,46;0,43;0,24;0,46;0,03205;0,11398;0,08293;0,26421;0,08813;0,14033;;;0,11914;0,11405;0,05184;0,10367;0,07775;0,05702;0,049;0,233;0,13;4,925;0,342764;0,25006;0,221;0,253;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,31;0,1;0,08;0,15;0,13;0,06;0,13;0,14;0,25;;0,91;0,3;;0,51;;0,3;;0,3;0,04;0,06;0,47;0,11;0,05;0,07;0,04;0,0416;0,6;0,15;0,0298;0,15;0,0438;0,0425;0,0335;0,055;0,055;0,055;0,055;0,055;0,13;0,055;0,055
06.08.2019 00:00;0,132;0,05;0,05;0,05;0,05;0,275;0,05;0,108;0,025;0,05;0,148;0,849;1,003;0,128;0,1;0,025;0,05;0,2814;0,088695;0,208353;0,1346;0,056501;0,0497;0,227562;0,0818;0,083925;0,141428;0,014653;0,09;0,11;0,07;0,02;0,06;0,044727;0,170234;0,083351;0,060195;0,070623;0,042208;0,12961;0,093766;0,031195;0,12561;0,253143;0,098805;0,149558;0,19787;0,077403;0,03;0,093377;0,071195;0,07;0,04;0,06;0,3;0,28;0,06;0,03;0,14;0,1;0,16;0,13271;;0,28;0,11;0,3;0,25;0,14;0,16;0,29;1,03;0,3;0,18;0,51;0,07;0,19;0,46;0,43;0,24;0,46;0,03205;0,11398;0,08293;0,26421;0,08813;0,14033;;;0,11914;0,11405;0,05184;0,10367;0,07775;0,05702;0,049;0,233;0,13;4,925;0,342764;0,25006;0,221;0,253;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,31;0,1;0,08;0,15;0,13;0,06;0,13;0,14;0,25;;0,91;0,3;;0,51;;0,3;;0,3;0,04;0,06;0,47;0,11;0,05;0,07;0,04;0,0416;0,6;0,15;0,0298;0,15;0,0438;0,0425;0,0335;0,055;0,055;0,055;0,055;0,055;0,13;0,055;0,055
07.08.2019 00:00;0,132;0,05;0,05;0,05;0,05;0,275;0,05;0,108;0,025;0,05;0,148;0,849;1,003;0,128;0,1;0,025;0,05;0,2814;0,088695;0,208353;0,1346;0,056501;0,0497;0,227562;0,0818;0,083925;0,141428;0,014653;0,09;0,11;0,07;0,02;0,06;0,044727;0,170234;0,083351;0,060195;0,070623;0,042208;0,12961;0,093766;0,031195;0,12561;0,253143;0,098805;0,149558;0,19787;0,077403;0,03;0,093377;0,071195;0,07;0,04;0,06;0,3;0,28;0,06;0,03;0,14;0,1;0,16;0,13271;;0,28;0,11;0,3;0,25;0,14;0,16;0,29;1,03;0,3;0,18;0,51;0,07;0,19;0,46;0,43;0,24;0,46;;0,11398;0,08293;0,26421;0,08813;0,14033;;0,05181;0,11914;0,11405;0,05184;0,10367;0,07775;0,05702;0,049;0,233;0,13;4,925;0,342764;0,25006;0,221;0,253;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,31;0,1;0,08;0,15;0,13;0,06;0,13;0,14;0,25;;0,91;0,3;;0,51;;0,3;;0,3;0,04;0,06;0,47;0,11;0,05;0,07;0,04;0,0416;0,6;0,15;0,0298;0,15;0,0438;0,0425;0,0194;0,055;0,055;0,055;0,055;0,055;0,13;0,055;0,055
08.08.2019 00:00;0,132;0,05;0,05;0,05;0,05;0,275;0,05;0,108;0,025;0,05;0,148;0,849;1,003;0,128;0,1;0,025;0,05;0,2814;0,088695;0,208353;0,1346;0,056501;0,0497;0,227562;0,0818;0,083925;0,141428;0,014653;0,09;0,11;0,07;0,02;0,06;0,044727;0,170234;0,083351;0,060195;0,070623;0,042208;0,12961;0,093766;0,031195;0,12561;0,253143;0,098805;0,149558;0,19787;0,077403;0,03;0,093377;0,071195;0,07;0,04;0,06;0,3;0,28;0,06;0,03;0,14;0,1;0,16;0,13271;0,59;0,28;0,11;0,3;0,25;0,14;0,16;0,29;1,03;0,3;0,18;0,51;0,07;0,19;0,46;0,43;0,24;0,46;0,03205;0,11398;0,08293;0,26421;0,08813;0,14033;;0,05181;0,11914;0,11405;0,05184;0,10367;0,07775;0,05702;0,049;0,233;0,13;4,925;0,342764;0,25006;0,221;0,253;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,31;0,1;0,08;0,15;0,13;0,06;0,13;0,14;0,25;;0,91;0,3;;0,51;;0,3;;0,3;0,04;0,06;0,47;0,11;0,05;0,07;0,04;0,0416;0,6;0,15;0,0298;0,15;0,0438;0,0425;0,0194;0,055;0,055;0,055;0,055;0,055;0,13;0,055;0,055
09.08.2019 00:00;0,132;0,05;0,05;0,05;0,05;0,275;0,05;0,108;0,025;0,05;0,148;0,849;1,003;0,128;0,1;0,025;0,05;0,2814;0,088695;0,208353;0,1346;0,056501;0,0497;0,227562;0,0818;0,083925;0,141428;0,014653;0,09;0,11;0,07;0,02;0,06;0,044727;0,170234;0,083351;0,060195;0,070623;0,042208;0,12961;0,093766;0,031195;0,12561;0,253143;0,098805;0,149558;0,19787;0,077403;0,03;0,093377;0,071195;0,07;0,04;0,06;0,3;0,28;0,06;0,03;0,14;0,1;0,16;0,13271;0,59;0,28;0,11;0,3;0,25;0,14;0,16;0,29;1,03;0,3;0,18;0,51;0,07;0,19;0,46;0,43;0,24;0,46;0,03205;0,11398;0,08293;0,26421;0,08813;0,14033;;0,05181;0,11914;0,11405;0,05184;0,10367;0,07775;0,05702;0,049;0,233;0,13;4,925;0,342764;0,25006;0,221;0,253;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,31;0,1;0,08;0,15;0,13;0,06;0,13;0,14;0,25;;0,91;0,3;;0,51;;0,3;;0,3;0,04;0,06;0,47;0,11;0,05;0,07;0,04;0,0416;0,6;0,15;0,0298;0,15;0,0438;0,0425;0,0194;0,055;0,055;0,055;0,055;0,055;0,13;0,055;0,055
10.08.2019 00:00;0,132;0,05;0,05;0,05;0,05;0,275;0,05;0,108;0,025;0,05;0,148;0,849;1,003;0,128;0,1;0,025;0,05;0,2814;0,088695;0,208353;0,1346;0,056501;0,0497;0,227562;0,0818;0,083925;0,141428;0,014653;0,09;0,11;0,07;0,02;0,06;0,044727;0,170234;0,083351;0,060195;0,070623;0,042208;0,12961;0,093766;0,031195;0,12561;0,253143;0,098805;0,149558;0,19787;0,077403;0,03;0,093377;0,071195;0,07;0,04;0,06;0,3;0,28;0,06;0,03;0,14;0,1;0,16;0,13271;0,59;0,28;0,11;0,3;0,25;0,14;0,16;0,29;1,03;0,3;0,18;0,51;0,07;0,19;0,46;0,43;0,24;0,46;0,03205;0,11398;0,08293;0,26421;0,08813;0,14033;;0,05181;0,11914;0,11405;0,05184;0,10367;0,07775;0,05702;0,049;0,233;0,13;4,925;0,342764;0,25006;0,221;0,253;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,31;0,1;0,08;0,15;0,13;0,06;0,13;0,14;0,25;;0,91;0,3;;0,51;;0,3;;0,3;0,04;0,06;0,47;0,11;0,05;0,07;0,04;0,0416;0,6;0,15;0,0298;0,15;0,0438;0,0425;0,0194;0,055;0,055;;0,055;0,055;0,13;0,055;0,055
