Data;DsGlogWiStwo;DsJaworMOB;DsJelGorSoko;DsLegAlRzecz;DsOsieczow21;DsPolKasztan;DsWalbrzWyso;DsWrocWybCon;KpBrodKochan;KpBydWarszaw;KpCiechTezni;KpGrudSienki;KpInowSolank;KpKoniczynka;KpNaklSkargi;KpToruDziewu;KpWieniZdroj;KpWloclGniaz;KpZielBoryTu;LbLubSliwins;LbZamoHrubie;LdLodzLegion;LdLodzRudzka;LdPabiKilins;LdPioTrKraPr;LdSieraPolna;LdSkierKonop;LuGorzKosGdy;LuGorzPilsud;LuNowaSolMOB;LuSulecDudka;LuWsKaziWiel;LuZarySzyman;LuZielKrotka;MpKrakBujaka;MpKrakBulwar;MpKrakWadow;MpNoSaczNadb;MpTarBitStud;MpTrzebOsZWM;MzGutyDuCzer;MzKonJezMos;MzMinMazKaziMOB;MzOstroHalle;MzOtwoBrzozo;MzPlocKroJad;MzRad25Czerw;MzSiedKonars;MzWarAKrzywo;MzWarAlNiepo;MzWarBajkowa;MzWarChrosci;OpNysaRodzie;OpOpoleOsAKr;PdBialWaszyn;PdSuwPulaskp;PkJasloSikor;PkKrosKletow;PkPrzemGrunw;PkRymZdrPark;PkRzeszRejta;PkStWolWoPol;PmGdyJozBema;PmKosTargo12;PmMalMicki15;SkKielTargow;SkStaraZlota;SlBielKossak;SlCzestoBacz;SlGodGliniki;SlKatoKossut;SlPszczBoged;SlRybniBorki;SlTarnoLitew;WmElbBazynsk;WmNiTraugutt;WmOlsPuszkin;WmPuszczaBor;WpKaliSawick;WpNoTomSzpit;WpOstWieWyso;WpPilaKusoci;WpPoznChwial;ZpKoszSpasow;ZpSzczAndr01;ZpSzczec1Maj
11.01.2019 00:00;5,572;3,559;0,335;16,484;0,266;2,151;1,918;1,849;1,2096;1,186073;0,75682;1,512;1,0316;1,0979;2,446826;1,1051;0,62167;0,880688;0,470207;0,5;0,5;1,15;1,99;;1,94;1,74;1,34;0,6;0,6;0,6;0,6;2,98;0,6;0,6;1,01717;1,06;;1,41;1,42;2,53;0,5;0,5;0,5;0,5;0,5;1,0421;1,0059;0,5;0,5;0,5;0,5;0,5;1,037;1,413;0,13;0,311288;1,59;1,28;1,14;0,5;0,5;1,14;0,5;1,09;1,06;1,58;1,01;1,16;2,02;0,5;1,57;3,37;2,08;2,53;0,64;0,6;0,71;0,34;1,94;0,5;1,8;1,06;1,21;;;
12.01.2019 00:00;5,572;3,559;0,335;16,484;0,266;2,151;1,918;1,849;1,2096;1,186073;0,75682;1,512;1,0316;1,0979;2,446826;1,1051;0,62167;0,880688;0,470207;0,5;0,5;1,15;1,99;;1,94;1,74;1,34;0,6;0,6;0,6;0,6;2,98;0,6;0,6;1,01717;1,06;;1,41;1,42;2,53;0,5;0,5;0,5;0,5;0,5;1,0421;1,0059;0,5;0,5;0,5;0,5;0,5;1,037;1,413;0,13;0,311288;1,59;1,28;1,14;0,5;0,5;1,14;0,5;1,09;1,06;1,58;1,01;1,16;2,02;0,5;1,57;3,37;2,08;2,53;0,64;0,6;0,71;0,34;1,94;0,5;1,8;1,06;1,21;;;
13.01.2019 00:00;5,572;3,559;0,335;16,484;0,266;2,151;1,918;1,849;1,2096;1,186073;0,75682;1,512;1,0316;1,0979;2,446826;1,1051;0,62167;0,880688;0,470207;0,5;0,5;1,15;1,99;;1,94;1,74;1,34;0,6;0,6;0,6;0,6;2,98;0,6;0,6;1,01717;1,06;;1,41;1,42;2,53;0,5;0,5;0,5;0,5;0,5;1,0421;1,0059;0,5;0,5;0,5;0,5;0,5;1,037;1,413;0,13;0,311288;1,59;1,28;1,14;0,5;0,5;1,14;0,5;1,09;1,06;1,58;1,01;1,16;2,02;0,5;1,57;3,37;2,08;2,53;0,64;0,6;0,71;0,34;1,94;0,5;1,8;1,06;1,21;;;
14.01.2019 00:00;10,766;8,832;0,804;9,616;1,689;2,48;2,307;;1,0514;1,263471;0,632364;0,26;0,663574;0,26;1,596666;0,6169;0,62685;0,689009;0,1;0,5;0,5;1,05;1,56;;2,08;2,11;1,22;0,6;0,6;1,4;1,21;7,24;0,6;4,84;1,49623;1,22;1,32;1,17;0,5;1,7;0,5;0,5;0,5;0,5;1,0051;0,5;1,0273;0,5;0,5;0,5;0,5;0,5;1,135;2,032;0,13;0,13;1,24;1,42;1,07;0,5;1,43;1,08;0,5;0,5;0,5;0,425;1,7;0,5;1,56;0,5;2,09;2,59;2,35;2,08;0,41;0,27;0,135;0,19;1,99;1,08;1,8;0,5;2,02;0,5;0,5;0,5
15.01.2019 00:00;10,766;8,832;0,804;9,616;1,689;2,48;2,307;4,182;1,0514;1,263471;0,632364;0,26;0,663574;0,26;1,596666;0,6169;0,62685;0,689009;0,1;0,5;0,5;1,05;1,56;;2,08;2,11;1,22;0,6;0,6;1,4;1,21;7,24;0,6;4,84;1,49623;1,22;1,32;1,17;0,5;1,7;0,5;0,5;0,5;0,5;1,0051;0,5;1,0273;0,5;0,5;0,5;0,5;0,5;1,135;2,032;0,13;0,13;1,24;1,42;1,07;0,5;1,43;1,08;0,5;0,5;0,5;0,425;1,7;0,5;1,56;0,5;2,09;2,59;2,35;2,08;0,41;0,27;0,135;0,19;1,99;1,08;1,8;0,5;2,02;0,5;0,5;0,5
16.01.2019 00:00;;8,832;0,804;9,616;1,689;;2,307;4,182;1,0514;1,263471;0,632364;0,26;0,663574;0,26;1,596666;0,6169;0,62685;0,689009;0,1;0,5;0,5;1,05;1,56;;2,08;2,11;1,22;0,6;0,6;1,4;1,21;7,24;0,6;4,84;1,49623;1,22;1,32;1,17;0,5;1,7;0,5;0,5;0,5;0,5;1,0051;0,5;1,0273;0,5;0,5;0,5;0,5;0,5;1,135;2,032;0,13;0,13;1,24;1,42;1,07;0,5;1,43;1,08;0,5;0,5;0,5;0,425;1,7;0,5;1,56;0,5;2,09;2,59;2,35;2,08;0,41;0,27;0,135;0,19;1,99;1,08;1,8;0,5;2,02;0,5;0,5;0,5
17.01.2019 00:00;10,766;8,832;0,804;9,616;1,689;2,48;2,307;4,182;1,0514;1,263471;0,632364;0,26;0,663574;0,26;1,596666;0,6169;0,62685;0,689009;0,1;0,5;0,5;1,05;1,56;;2,08;2,11;1,22;0,6;0,6;1,4;1,21;7,24;0,6;4,84;1,49623;1,22;1,32;1,17;0,5;1,7;0,5;0,5;0,5;0,5;1,0051;0,5;1,0273;0,5;0,5;0,5;0,5;0,5;1,135;2,032;0,13;0,13;1,24;1,42;1,07;0,5;1,43;1,08;0,5;0,5;0,5;0,425;1,7;0,5;1,56;0,5;2,09;2,59;2,35;2,08;0,41;0,27;0,135;0,19;1,99;1,08;1,8;0,5;2,02;0,5;0,5;0,5
18.01.2019 00:00;10,766;8,832;0,804;9,616;1,689;2,48;2,307;4,182;1,0514;1,263471;0,632364;;0,663574;0,26;1,596666;0,6169;0,62685;0,689009;0,1;0,5;0,5;1,05;1,56;;2,08;2,11;1,22;0,6;0,6;1,4;1,21;7,24;0,6;4,84;1,49623;1,22;1,32;1,17;0,5;1,7;0,5;0,5;0,5;0,5;1,0051;0,5;1,0273;0,5;0,5;0,5;0,5;0,5;1,135;2,032;0,13;0,13;1,24;1,42;1,07;0,5;1,43;1,08;0,5;0,5;0,5;0,425;1,7;0,5;1,56;0,5;2,09;2,59;2,35;2,08;0,41;0,27;0,135;0,19;1,99;1,08;1,8;0,5;2,02;0,5;0,5;0,5
19.01.2019 00:00;10,766;8,832;0,804;9,616;1,689;2,48;2,307;4,182;1,0514;1,263471;0,632364;;0,663574;0,26;1,596666;0,6169;0,62685;0,689009;0,1;0,5;0,5;1,05;1,56;;2,08;2,11;1,22;0,6;0,6;1,4;1,21;7,24;0,6;4,84;1,49623;1,22;1,32;1,17;0,5;1,7;0,5;0,5;0,5;0,5;1,0051;0,5;1,0273;0,5;0,5;0,5;0,5;0,5;1,135;2,032;0,13;0,13;1,24;1,42;1,07;0,5;1,43;1,08;0,5;0,5;0,5;0,425;1,7;0,5;1,56;0,5;2,09;2,59;2,35;2,08;0,41;0,27;0,135;0,19;1,99;1,08;1,8;0,5;2,02;0,5;0,5;0,5
20.01.2019 00:00;10,766;8,832;0,804;9,616;1,689;2,48;2,307;4,182;;1,263471;0,632364;;0,663574;0,26;1,596666;0,6169;0,62685;0,689009;0,1;0,5;0,5;1,05;1,56;;2,08;2,11;1,22;0,6;0,6;1,4;1,21;7,24;0,6;4,84;1,49623;1,22;1,32;1,17;0,5;1,7;0,5;0,5;0,5;0,5;1,0051;0,5;1,0273;0,5;0,5;0,5;0,5;0,5;1,135;2,032;0,13;0,13;1,24;1,42;1,07;0,5;1,43;1,08;0,5;0,5;0,5;0,425;1,7;0,5;1,56;0,5;2,09;2,59;2,35;2,08;0,41;0,27;0,135;0,19;1,99;1,08;1,8;0,5;2,02;0,5;0,5;0,5
21.01.2019 00:00;6,896;6,546;3,214;15,732;5,888;6,221;4,199;3,04;;3,24365;2,114632;;2,508697;2,5199;5,235442;2,1546;0,854796;1,688848;1,693933;0,5;0,5;1,92;2,16;;1,87;2,83;1,83;1,29;1,67;5,55;2;6,72;1,84;3,06;2,87536;1,91;2,21;2,3;2,14;2,62;0,5;1,3883;0,5;0,5;1,3102;1,4256;1,5295;1,2038;1,2;1,1413;0,5;0,5;3,172;2,848;0,466565;0,466936;2,42;2,44;1,74;1,77;2,05;1,6;1,98;2,66;2,34;2,19;1,36;2,09;2,09;0,5;2,09;2,33;1,83;5,45;1,3;0,96;0,99;0,37;;5,51;2,49;5,06;5,47;;;
22.01.2019 00:00;6,896;6,546;3,214;15,732;5,888;6,221;4,199;3,04;;3,24365;2,114632;;2,508697;2,5199;5,235442;2,1546;0,854796;1,688848;1,693933;0,5;0,5;1,92;2,16;;1,87;2,83;1,83;1,29;1,67;5,55;2;6,72;1,84;3,06;2,87536;1,91;2,21;2,3;2,14;2,62;0,5;1,3883;0,5;0,5;1,3102;1,4256;1,5295;1,2038;1,2;1,1413;0,5;0,5;3,172;2,848;0,466565;0,466936;2,42;2,44;1,74;1,77;2,05;1,6;1,98;2,66;2,34;2,19;1,36;2,09;2,09;0,5;2,09;2,33;1,83;5,45;1,3;0,96;0,99;0,37;;5,51;2,49;5,06;5,47;;;
23.01.2019 00:00;6,896;6,546;3,214;15,732;5,888;6,221;4,199;3,04;1,6146;3,24365;2,114632;2,4882;2,508697;2,5199;5,235442;2,1546;0,854796;1,688848;1,693933;0,5;0,5;1,92;2,16;;1,87;2,83;1,83;1,29;1,67;5,55;2;6,72;1,84;3,06;2,87536;1,91;2,21;2,3;2,14;2,62;0,5;1,3883;0,5;0,5;1,3102;1,4256;1,5295;1,2038;1,2;1,1413;0,5;0,5;3,172;2,848;0,466565;0,466936;2,42;2,44;1,74;1,77;2,05;1,6;1,98;2,66;2,34;2,19;1,36;2,09;2,09;0,5;2,09;2,33;1,83;5,45;1,3;0,96;0,99;0,37;;5,51;2,49;5,06;5,47;;;
24.01.2019 00:00;6,896;6,546;3,214;15,732;5,888;6,221;4,199;3,04;1,6146;3,24365;2,114632;2,4882;2,508697;2,5199;5,235442;2,1546;0,854796;1,688848;1,693933;0,5;0,5;1,92;2,16;;1,87;2,83;1,83;1,29;1,67;5,55;2;6,72;1,84;3,06;2,87536;1,91;2,21;2,3;2,14;2,62;0,5;1,3883;0,5;0,5;1,3102;1,4256;1,5295;1,2038;1,2;1,1413;0,5;0,5;3,172;2,848;0,466565;0,466936;2,42;2,44;1,74;1,77;2,05;1,6;1,98;2,66;2,34;2,19;1,36;2,09;2,09;0,5;2,09;2,33;1,83;5,45;1,3;0,96;0,99;0,37;;5,51;2,49;5,06;5,47;;;
25.01.2019 00:00;6,896;6,546;3,214;15,732;5,888;6,221;4,199;3,04;1,6146;3,24365;2,114632;2,4882;2,508697;2,5199;5,235442;2,1546;0,854796;1,688848;1,693933;0,5;0,5;1,92;2,16;;1,87;2,83;1,83;1,29;1,67;5,55;2;6,72;1,84;3,06;2,87536;1,91;2,21;2,3;2,14;2,62;0,5;1,3883;0,5;0,5;1,3102;1,4256;1,5295;1,2038;1,2;1,1413;0,5;0,5;3,172;2,848;0,466565;0,466936;2,42;2,44;1,74;1,77;2,05;1,6;1,98;2,66;2,34;2,19;1,36;2,09;2,09;0,5;2,09;2,33;1,83;;1,3;0,96;0,99;0,37;;5,51;2,49;5,06;5,47;;;
26.01.2019 00:00;6,896;6,546;3,214;15,732;5,888;6,221;4,199;3,04;1,6146;3,24365;2,114632;2,4882;2,508697;2,5199;5,235442;2,1546;0,854796;1,688848;1,693933;0,5;0,5;1,92;2,16;;1,87;2,83;1,83;1,29;1,67;5,55;2;6,72;1,84;3,06;2,87536;1,91;2,21;2,3;2,14;2,62;0,5;1,3883;0,5;0,5;1,3102;1,4256;1,5295;1,2038;1,2;1,1413;0,5;0,5;3,172;2,848;0,466565;0,466936;2,42;2,44;1,74;1,77;2,05;1,6;1,98;2,66;2,34;2,19;1,36;2,09;2,09;0,5;2,09;2,33;1,83;;1,3;0,96;0,99;0,37;;5,51;2,49;5,06;5,47;;;
27.01.2019 00:00;6,896;6,546;3,214;15,732;5,888;6,221;4,199;3,04;1,6146;3,24365;2,114632;2,4882;2,508697;2,5199;5,235442;2,1546;0,854796;1,688848;1,693933;0,5;0,5;1,92;2,16;;1,87;2,83;1,83;1,29;1,67;5,55;2;6,72;1,84;3,06;2,87536;1,91;2,21;;2,14;2,62;0,5;1,3883;0,5;0,5;1,3102;1,4256;1,5295;1,2038;1,2;1,1413;0,5;0,5;3,172;2,848;0,466565;0,466936;2,42;2,44;1,74;1,77;2,05;1,6;1,98;2,66;2,34;2,19;1,36;2,09;2,09;0,5;2,09;2,33;1,83;;1,3;0,96;0,99;0,37;;5,51;2,49;5,06;5,47;;;
28.01.2019 00:00;3,901;5,717;1,161;8,579;8,128;6,894;1,737;6,456;1,4871;2,325601;1,378621;2,0466;1,55525;1,4168;4,888523;1,3754;0,657934;1,548974;0,832044;0,5;0,5;2,24;2,45;;3,11;3,47;1,65;1,71;0,6;11,68;2,85;3,59;7,31;13,62;1,55399;1,99;1,84;1,12;1,02;2,26;;1,2864;0,5;0,5;1,338;1,0178;2,5004;1,2519;1,2342;1,1691;0,5;0,5;1,656;2,322;0,466607;0,466964;1,33;1,02;2,14;0,5;1,07;1,15;1,28;1,69;1,3;1,69;1,13;1,57;3,13;1,29;2,09;3,63;2,13;3,38;0,73;0,71;0,81;0,62;3,21;4,34;3,24;2,86;2,69;0,5;1,309;1,24
29.01.2019 00:00;3,901;5,717;1,161;8,579;8,128;6,894;1,737;6,456;1,4871;2,325601;1,378621;2,0466;1,55525;1,4168;4,888523;1,3754;0,657934;1,548974;0,832044;0,5;0,5;2,24;2,45;;3,11;3,47;1,65;1,71;0,6;11,68;2,85;3,59;7,31;13,62;1,55399;1,99;1,84;1,12;1,02;2,26;;1,2864;0,5;0,5;1,338;1,0178;2,5004;1,2519;1,2342;1,1691;0,5;0,5;1,656;2,322;0,466607;0,466964;1,33;1,02;2,14;0,5;1,07;1,15;1,28;1,69;1,3;1,69;1,13;1,57;3,13;1,29;2,09;3,63;2,13;3,38;0,73;0,71;0,81;0,62;3,21;4,34;3,24;2,86;2,69;0,5;1,309;1,24
30.01.2019 00:00;3,901;5,717;;8,579;8,128;6,894;1,737;6,456;1,4871;2,325601;1,378621;2,0466;1,55525;1,4168;4,888523;1,3754;0,657934;1,548974;0,832044;0,5;0,5;2,24;2,45;;3,11;3,47;1,65;1,71;0,6;11,68;2,85;3,59;7,31;13,62;1,55399;1,99;1,84;1,12;1,02;2,26;;1,2864;0,5;0,5;1,338;1,0178;2,5004;1,2519;1,2342;1,1691;0,5;0,5;1,656;2,322;0,466607;0,466964;1,33;1,02;2,14;0,5;1,07;1,15;1,28;1,69;1,3;1,69;1,13;1,57;3,13;1,29;2,09;3,63;2,13;3,38;0,73;0,71;0,81;0,62;3,21;4,34;3,24;2,86;2,69;0,5;1,309;1,24
31.01.2019 00:00;3,901;5,717;;8,579;8,128;6,894;1,737;6,456;1,4871;2,325601;1,378621;2,0466;1,55525;1,4168;4,888523;1,3754;0,657934;1,548974;0,832044;0,5;0,5;2,24;2,45;;3,11;3,47;1,65;1,71;0,6;11,68;2,85;3,59;7,31;13,62;1,55399;1,99;1,84;1,12;1,02;2,26;;1,2864;0,5;0,5;1,338;1,0178;2,5004;1,2519;1,2342;1,1691;0,5;0,5;1,656;2,322;0,466607;0,466964;1,33;1,02;2,14;0,5;1,07;1,15;1,28;1,69;1,3;1,69;1,13;1,57;3,13;1,29;2,09;3,63;2,13;3,38;0,73;0,71;0,81;0,56;3,21;4,34;3,24;2,86;2,69;0,5;1,309;1,24
01.02.2019 00:00;;5,717;1,161;8,579;8,128;;1,737;;1,4871;2,325601;1,378621;2,0466;1,55525;1,4168;4,888523;1,3754;0,657934;1,548974;0,832044;0,5;0,5;2,24;2,45;;3,11;3,47;1,65;1,71;0,6;11,68;2,85;3,59;7,31;13,62;1,55399;1,99;1,84;1,12;1,02;2,26;;1,2864;0,5;0,5;1,338;1,0178;2,5004;1,2519;1,2342;1,1691;0,5;0,5;1,656;2,322;0,466607;0,466964;1,33;1,02;2,14;0,5;1,07;1,15;1,28;1,69;1,3;1,69;1,13;1,57;3,13;1,29;2,09;3,63;2,13;3,38;0,73;0,71;0,81;;3,21;4,34;3,24;2,86;2,69;0,5;1,309;1,24
02.02.2019 00:00;;5,717;1,161;8,579;;;1,737;;1,4871;2,325601;1,378621;2,0466;1,55525;1,4168;4,888523;1,3754;0,657934;1,548974;0,832044;0,5;0,5;2,24;2,45;;3,11;3,47;1,65;1,71;0,6;11,68;2,85;3,59;7,31;13,62;1,55399;1,99;1,84;1,12;1,02;2,26;;1,2864;0,5;0,5;1,338;1,0178;2,5004;1,2519;1,2342;1,1691;0,5;0,5;1,656;2,322;0,466607;0,466964;1,33;1,02;2,14;0,5;1,07;1,15;1,28;1,69;1,3;1,69;1,13;1,57;3,13;1,29;2,09;3,63;2,13;3,38;0,73;0,71;0,81;;3,21;4,34;3,24;2,86;2,69;0,5;1,309;1,24
03.02.2019 00:00;;5,717;1,161;8,579;;;1,737;;1,4871;2,325601;1,378621;2,0466;1,55525;1,4168;4,888523;1,3754;0,657934;1,548974;0,832044;0,5;0,5;2,24;2,45;;3,11;3,47;1,65;1,71;0,6;11,68;2,85;3,59;7,31;13,62;1,55399;1,99;1,84;1,12;1,02;2,26;;1,2864;0,5;0,5;1,338;1,0178;2,5004;1,2519;1,2342;1,1691;0,5;0,5;1,656;2,322;0,466607;0,466964;1,33;1,02;2,14;0,5;1,07;1,15;1,28;1,69;1,3;1,69;1,13;1,57;3,13;1,29;2,09;3,63;2,13;3,38;0,73;0,71;0,81;0,62;3,21;4,34;3,24;2,86;2,69;0,5;1,309;1,24
