"spotify_track_uri","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"spotify:track:3gdewACMIVMEWVbyb8O9sY","glam rock, mellow gold, piano rock","0.601","0.532","10","-9.119","1","0.0286","0.432","6.25e-06","0.0925","0.341","136.571","audio_features","3gdewACMIVMEWVbyb8O9sY","spotify:track:3gdewACMIVMEWVbyb8O9sY","https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY","https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY","281613","4"
"spotify:track:3hBXvHLlTHvnbwrPbeoyAj","adult standards","0.754","0.424","2","-8.463","1","0.0363","0.643","0","0.0652","0.806","119.705","audio_features","3hBXvHLlTHvnbwrPbeoyAj","spotify:track:3hBXvHLlTHvnbwrPbeoyAj","https://api.spotify.com/v1/tracks/3hBXvHLlTHvnbwrPbeoyAj","https://api.spotify.com/v1/audio-analysis/3hBXvHLlTHvnbwrPbeoyAj","130973","4"
"spotify:track:283h1iiG7BVoKvTVAr5bSc","background jazz, jazz trio","0.576","0.132","2","-19.928","0","0.0399","0.97","0.898","0.122","0.122","63.078","audio_features","283h1iiG7BVoKvTVAr5bSc","spotify:track:283h1iiG7BVoKvTVAr5bSc","https://api.spotify.com/v1/tracks/283h1iiG7BVoKvTVAr5bSc","https://api.spotify.com/v1/audio-analysis/283h1iiG7BVoKvTVAr5bSc","329680","4"
"spotify:track:3wrnsuFwfO6TfsXWpUdET6","hollywood, movie tunes","0.218","0.0758","2","-21.067","1","0.0345","0.982","0.979","0.071","0.0395","76.714","audio_features","3wrnsuFwfO6TfsXWpUdET6","spotify:track:3wrnsuFwfO6TfsXWpUdET6","https://api.spotify.com/v1/tracks/3wrnsuFwfO6TfsXWpUdET6","https://api.spotify.com/v1/audio-analysis/3wrnsuFwfO6TfsXWpUdET6","202733","4"
"spotify:track:3TrvbsUf989oeh4gY1GHf8","classical era, early romantic era, german romanticism","0.376","0.208","2","-17.843","1","0.0414","0.986","0.342","0.108","0.553","129.878","audio_features","3TrvbsUf989oeh4gY1GHf8","spotify:track:3TrvbsUf989oeh4gY1GHf8","https://api.spotify.com/v1/tracks/3TrvbsUf989oeh4gY1GHf8","https://api.spotify.com/v1/audio-analysis/3TrvbsUf989oeh4gY1GHf8","482493","4"
"spotify:track:4qOccDLi9YIkBJpN7gQDkn","classical, early romantic era, polish classical","0.227","0.0527","0","-24.079","0","0.0386","0.993","0.897","0.0646","0.0462","169.266","audio_features","4qOccDLi9YIkBJpN7gQDkn","spotify:track:4qOccDLi9YIkBJpN7gQDkn","https://api.spotify.com/v1/tracks/4qOccDLi9YIkBJpN7gQDkn","https://api.spotify.com/v1/audio-analysis/4qOccDLi9YIkBJpN7gQDkn","308653","3"
"spotify:track:0h6M5YPjESxmQ9tJ33iNPP","cuban rumba, musica tradicional cubana","0.686","0.373","4","-16.429","0","0.0411","0.963","0.0883","0.13","0.607","73.008","audio_features","0h6M5YPjESxmQ9tJ33iNPP","spotify:track:0h6M5YPjESxmQ9tJ33iNPP","https://api.spotify.com/v1/tracks/0h6M5YPjESxmQ9tJ33iNPP","https://api.spotify.com/v1/audio-analysis/0h6M5YPjESxmQ9tJ33iNPP","189600","4"
"spotify:track:1CWkQAs0BDrNR44nUlgKdb","classic swedish pop, swedish jazz","0.537","0.214","2","-13.935","0","0.0449","0.923","0.895","0.108","0.19","134.772","audio_features","1CWkQAs0BDrNR44nUlgKdb","spotify:track:1CWkQAs0BDrNR44nUlgKdb","https://api.spotify.com/v1/tracks/1CWkQAs0BDrNR44nUlgKdb","https://api.spotify.com/v1/audio-analysis/1CWkQAs0BDrNR44nUlgKdb","419040","4"
"spotify:track:4MPscoN1HAub66DCVVpBVP","","0.305","0.132","0","-20.213","1","0.0441","0.936","0.0664","0.141","0.0886","94.485","audio_features","4MPscoN1HAub66DCVVpBVP","spotify:track:4MPscoN1HAub66DCVVpBVP","https://api.spotify.com/v1/tracks/4MPscoN1HAub66DCVVpBVP","https://api.spotify.com/v1/audio-analysis/4MPscoN1HAub66DCVVpBVP","954800","4"
"spotify:track:7mFUUEPNSXHGSUEiW0nRTM","classical, italian opera, italian romanticism, post-romantic era","0.348","0.186","11","-16.19","0","0.048","0.961","5.27e-05","0.128","0.118","108.659","audio_features","7mFUUEPNSXHGSUEiW0nRTM","spotify:track:7mFUUEPNSXHGSUEiW0nRTM","https://api.spotify.com/v1/tracks/7mFUUEPNSXHGSUEiW0nRTM","https://api.spotify.com/v1/audio-analysis/7mFUUEPNSXHGSUEiW0nRTM","346427","3"
"spotify:track:33riuTg9aVoiRhHTqm2Qq8","soundtrack","0.549","0.0201","0","-27.317","1","0.0521","0.981","0.723","0.0755","0.193","80.17","audio_features","33riuTg9aVoiRhHTqm2Qq8","spotify:track:33riuTg9aVoiRhHTqm2Qq8","https://api.spotify.com/v1/tracks/33riuTg9aVoiRhHTqm2Qq8","https://api.spotify.com/v1/audio-analysis/33riuTg9aVoiRhHTqm2Qq8","90347","3"
"spotify:track:6Jws7Ip1lI09JNDGppRHRv","british jazz, contemporary jazz, dark jazz, ecm-style jazz, jazz saxophone, swedish jazz","0.313","0.103","7","-18.886","0","0.048","0.992","0.903","0.101","0.0737","73.377","audio_features","6Jws7Ip1lI09JNDGppRHRv","spotify:track:6Jws7Ip1lI09JNDGppRHRv","https://api.spotify.com/v1/tracks/6Jws7Ip1lI09JNDGppRHRv","https://api.spotify.com/v1/audio-analysis/6Jws7Ip1lI09JNDGppRHRv","412267","4"
"spotify:track:5E2TkoLzEpqvxwWzkgh0kT","contemporary jazz, ecm-style jazz, jazz, jazz fusion, jazz piano","0.208","0.32","1","-16.511","1","0.0372","0.96","0.87","0.679","0.0391","151.656","audio_features","5E2TkoLzEpqvxwWzkgh0kT","spotify:track:5E2TkoLzEpqvxwWzkgh0kT","https://api.spotify.com/v1/tracks/5E2TkoLzEpqvxwWzkgh0kT","https://api.spotify.com/v1/audio-analysis/5E2TkoLzEpqvxwWzkgh0kT","1094493","3"
"spotify:track:0NY8633mlPb98s9ZQ68Zd3","polish alternative, polish pop, talent show","0.871","0.521","9","-8.926","0","0.0697","0.172","0.00621","0.0855","0.798","134.005","audio_features","0NY8633mlPb98s9ZQ68Zd3","spotify:track:0NY8633mlPb98s9ZQ68Zd3","https://api.spotify.com/v1/tracks/0NY8633mlPb98s9ZQ68Zd3","https://api.spotify.com/v1/audio-analysis/0NY8633mlPb98s9ZQ68Zd3","186987","4"
"spotify:track:1oDAFTOXZGSQedBa6hXGhT","classical, late romantic era, russian romanticism","0.317","0.0205","4","-31.8","0","0.0351","0.913","0.775","0.17","0.0463","111.004","audio_features","1oDAFTOXZGSQedBa6hXGhT","spotify:track:1oDAFTOXZGSQedBa6hXGhT","https://api.spotify.com/v1/tracks/1oDAFTOXZGSQedBa6hXGhT","https://api.spotify.com/v1/audio-analysis/1oDAFTOXZGSQedBa6hXGhT","145147","4"
"spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA","adult standards, disco, funk, mellow gold, motown, quiet storm, soft rock, soul","0.589","0.384","10","-15.075","0","0.0332","0.112","2.8e-05","0.0596","0.354","132.909","audio_features","1JQ6Xm1JrvHfvAqhl5pwaA","spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA","https://api.spotify.com/v1/tracks/1JQ6Xm1JrvHfvAqhl5pwaA","https://api.spotify.com/v1/audio-analysis/1JQ6Xm1JrvHfvAqhl5pwaA","256427","4"
"spotify:track:44LTFkrvoxE2qflp8GEqKw","old west, soundtrack","0.472","0.612","0","-10.982","1","0.0424","0.448","0.823","0.41","0.499","92.998","audio_features","44LTFkrvoxE2qflp8GEqKw","spotify:track:44LTFkrvoxE2qflp8GEqKw","https://api.spotify.com/v1/tracks/44LTFkrvoxE2qflp8GEqKw","https://api.spotify.com/v1/audio-analysis/44LTFkrvoxE2qflp8GEqKw","109896","3"
"spotify:track:6FQkfaghoLt72rLmhsAqFy","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock","0.193","0.706","9","-12.392","0","0.369","0.775","0.0908","0.782","0.119","82.224","audio_features","6FQkfaghoLt72rLmhsAqFy","spotify:track:6FQkfaghoLt72rLmhsAqFy","https://api.spotify.com/v1/tracks/6FQkfaghoLt72rLmhsAqFy","https://api.spotify.com/v1/audio-analysis/6FQkfaghoLt72rLmhsAqFy","500853","4"
"spotify:track:0rtuph9t0tzEHZh8n5UlZ8","baroque, classical, early music, german baroque","0.231","0.196","7","-23.951","1","0.0417","0.989","0.885","0.0853","0.826","182.992","audio_features","0rtuph9t0tzEHZh8n5UlZ8","spotify:track:0rtuph9t0tzEHZh8n5UlZ8","https://api.spotify.com/v1/tracks/0rtuph9t0tzEHZh8n5UlZ8","https://api.spotify.com/v1/audio-analysis/0rtuph9t0tzEHZh8n5UlZ8","63267","4"
"spotify:track:3DRZuYDArzcoTniRTkaax4","baroque, classical, early music, german baroque","0.537","0.223","7","-24.337","1","0.0513","0.99","0.89","0.137","0.961","97.19","audio_features","3DRZuYDArzcoTniRTkaax4","spotify:track:3DRZuYDArzcoTniRTkaax4","https://api.spotify.com/v1/tracks/3DRZuYDArzcoTniRTkaax4","https://api.spotify.com/v1/audio-analysis/3DRZuYDArzcoTniRTkaax4","59373","4"
"spotify:track:1Rn0B4zeGbcttEct0N1XpP","polish alternative, polish indie, polish pop","0.641","0.663","7","-5.953","0","0.0354","0.0113","0.000268","0.126","0.571","137.968","audio_features","1Rn0B4zeGbcttEct0N1XpP","spotify:track:1Rn0B4zeGbcttEct0N1XpP","https://api.spotify.com/v1/tracks/1Rn0B4zeGbcttEct0N1XpP","https://api.spotify.com/v1/audio-analysis/1Rn0B4zeGbcttEct0N1XpP","225880","4"
"spotify:track:7gAYYUV8mC5Vfsp825sqiS","baroque, classical, early music, german baroque","0.43","0.453","7","-17.023","1","0.047","0.984","0.821","0.197","0.975","90.715","audio_features","7gAYYUV8mC5Vfsp825sqiS","spotify:track:7gAYYUV8mC5Vfsp825sqiS","https://api.spotify.com/v1/tracks/7gAYYUV8mC5Vfsp825sqiS","https://api.spotify.com/v1/audio-analysis/7gAYYUV8mC5Vfsp825sqiS","97973","4"
"spotify:track:0xVX4lRvVkwiZZf09F2KVK","polish alternative, polish indie, polish pop","0.505","0.652","11","-7.043","0","0.0351","0.151","0.000273","0.293","0.186","139.976","audio_features","0xVX4lRvVkwiZZf09F2KVK","spotify:track:0xVX4lRvVkwiZZf09F2KVK","https://api.spotify.com/v1/tracks/0xVX4lRvVkwiZZf09F2KVK","https://api.spotify.com/v1/audio-analysis/0xVX4lRvVkwiZZf09F2KVK","253160","4"
"spotify:track:1jrYUnskXBPGqidGCJwIrR","adult standards, cool jazz, jazz, jazz saxophone, latin jazz, samba-jazz, vocal jazz","0.464","0.184","7","-15.715","1","0.0412","0.93","7.7e-05","0.0911","0.414","145.652","audio_features","1jrYUnskXBPGqidGCJwIrR","spotify:track:1jrYUnskXBPGqidGCJwIrR","https://api.spotify.com/v1/tracks/1jrYUnskXBPGqidGCJwIrR","https://api.spotify.com/v1/audio-analysis/1jrYUnskXBPGqidGCJwIrR","184400","4"
"spotify:track:7lZagRCKskAjzZ40Kdx4bB","adult standards, jazz blues, swing, vocal jazz","0.457","0.0651","0","-19.429","0","0.0314","0.661","0","0.169","0.367","103.812","audio_features","7lZagRCKskAjzZ40Kdx4bB","spotify:track:7lZagRCKskAjzZ40Kdx4bB","https://api.spotify.com/v1/tracks/7lZagRCKskAjzZ40Kdx4bB","https://api.spotify.com/v1/audio-analysis/7lZagRCKskAjzZ40Kdx4bB","142520","4"
"spotify:track:3DQI5N1pGUfoqHnTy7rDmi","orchestral performance","0.574","0.448","5","-12.915","1","0.0374","0.983","0.884","0.145","0.858","93.165","audio_features","3DQI5N1pGUfoqHnTy7rDmi","spotify:track:3DQI5N1pGUfoqHnTy7rDmi","https://api.spotify.com/v1/tracks/3DQI5N1pGUfoqHnTy7rDmi","https://api.spotify.com/v1/audio-analysis/3DQI5N1pGUfoqHnTy7rDmi","226373","4"
"spotify:track:6HvyFdP5JrCQdmxq2qi7MC","bebop, jazz, jazz quartet","0.53","0.143","8","-17.471","1","0.0423","0.958","0.497","0.278","0.119","125.464","audio_features","6HvyFdP5JrCQdmxq2qi7MC","spotify:track:6HvyFdP5JrCQdmxq2qi7MC","https://api.spotify.com/v1/tracks/6HvyFdP5JrCQdmxq2qi7MC","https://api.spotify.com/v1/audio-analysis/6HvyFdP5JrCQdmxq2qi7MC","442227","4"
"spotify:track:70qwF9CTlqUZovLqxJISkz","classic soundtrack, italian soundtrack, soundtrack, vintage italian soundtrack","0.147","0.146","4","-18.385","1","0.0411","0.962","0.936","0.0904","0.0341","89.059","audio_features","70qwF9CTlqUZovLqxJISkz","spotify:track:70qwF9CTlqUZovLqxJISkz","https://api.spotify.com/v1/tracks/70qwF9CTlqUZovLqxJISkz","https://api.spotify.com/v1/audio-analysis/70qwF9CTlqUZovLqxJISkz","264200","3"
"spotify:track:360beQMahQ2FdZ9OmWYiBT","bebop, free jazz, jazz, jazz saxophone","0.303","0.0141","10","-19.759","0","0.0418","0.948","0.0944","0.0792","0.157","171.439","audio_features","360beQMahQ2FdZ9OmWYiBT","spotify:track:360beQMahQ2FdZ9OmWYiBT","https://api.spotify.com/v1/tracks/360beQMahQ2FdZ9OmWYiBT","https://api.spotify.com/v1/audio-analysis/360beQMahQ2FdZ9OmWYiBT","258266","3"
"spotify:track:3ZikLQCnH3SIswlGENBcKe","bebop, free jazz, jazz, jazz saxophone","0.277","0.242","4","-18.442","1","0.0342","0.694","0.464","0.113","0.285","175.384","audio_features","3ZikLQCnH3SIswlGENBcKe","spotify:track:3ZikLQCnH3SIswlGENBcKe","https://api.spotify.com/v1/tracks/3ZikLQCnH3SIswlGENBcKe","https://api.spotify.com/v1/audio-analysis/3ZikLQCnH3SIswlGENBcKe","824133","3"
"spotify:track:2Vnw8zKmjhr1jczUeaqiQg","dance pop, disco, hi-nrg, motown, new wave pop","0.796","0.892","0","-8.31","1","0.0333","0.00475","0.0187","0.0717","0.965","120.4","audio_features","2Vnw8zKmjhr1jczUeaqiQg","spotify:track:2Vnw8zKmjhr1jczUeaqiQg","https://api.spotify.com/v1/tracks/2Vnw8zKmjhr1jczUeaqiQg","https://api.spotify.com/v1/audio-analysis/2Vnw8zKmjhr1jczUeaqiQg","407053","4"
"spotify:track:7FBcs9DR1AwXVxdlVd22Yy","baroque, classical, early music, german baroque","0.228","0.0206","8","-26.955","1","0.0522","0.965","0.000103","0.168","0.303","64.173","audio_features","7FBcs9DR1AwXVxdlVd22Yy","spotify:track:7FBcs9DR1AwXVxdlVd22Yy","https://api.spotify.com/v1/tracks/7FBcs9DR1AwXVxdlVd22Yy","https://api.spotify.com/v1/audio-analysis/7FBcs9DR1AwXVxdlVd22Yy","241373","4"
"spotify:track:4f8vOdxAoeFABjX5iFXUCb","ambient, compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack","0.345","0.044","7","-29.256","0","0.0453","0.982","0.96","0.221","0.0675","90.43","audio_features","4f8vOdxAoeFABjX5iFXUCb","spotify:track:4f8vOdxAoeFABjX5iFXUCb","https://api.spotify.com/v1/tracks/4f8vOdxAoeFABjX5iFXUCb","https://api.spotify.com/v1/audio-analysis/4f8vOdxAoeFABjX5iFXUCb","172444","4"
"spotify:track:4FS87wExeEXZtblDIGORHE","canadian soundtrack, soundtrack","0.0973","0.109","8","-22.791","0","0.0409","0.95","0.227","0.0853","0.0773","169.441","audio_features","4FS87wExeEXZtblDIGORHE","spotify:track:4FS87wExeEXZtblDIGORHE","https://api.spotify.com/v1/tracks/4FS87wExeEXZtblDIGORHE","https://api.spotify.com/v1/audio-analysis/4FS87wExeEXZtblDIGORHE","108027","5"
"spotify:track:21iQi6AEaODOGayvAVpRaN","classical, early romantic era, german romanticism","0.247","0.0653","9","-22.32","1","0.0438","0.983","0.79","0.114","0.0697","101.514","audio_features","21iQi6AEaODOGayvAVpRaN","spotify:track:21iQi6AEaODOGayvAVpRaN","https://api.spotify.com/v1/tracks/21iQi6AEaODOGayvAVpRaN","https://api.spotify.com/v1/audio-analysis/21iQi6AEaODOGayvAVpRaN","433867","4"
"spotify:track:2AMX2i2PdkpQhLPBkR1hTF","compositional ambient, post-minimalism","0.384","0.38","2","-15.688","1","0.0343","0.666","0.804","0.121","0.053","84.911","audio_features","2AMX2i2PdkpQhLPBkR1hTF","spotify:track:2AMX2i2PdkpQhLPBkR1hTF","https://api.spotify.com/v1/tracks/2AMX2i2PdkpQhLPBkR1hTF","https://api.spotify.com/v1/audio-analysis/2AMX2i2PdkpQhLPBkR1hTF","149440","4"
"spotify:track:6ZJ3aqDwxBpciY32atKoTi","","0.246","0.0327","7","-21.987","1","0.0501","0.991","0.804","0.141","0.202","82.953","audio_features","6ZJ3aqDwxBpciY32atKoTi","spotify:track:6ZJ3aqDwxBpciY32atKoTi","https://api.spotify.com/v1/tracks/6ZJ3aqDwxBpciY32atKoTi","https://api.spotify.com/v1/audio-analysis/6ZJ3aqDwxBpciY32atKoTi","281947","4"
"spotify:track:4sdCdXF9oSiRZyNoYqnlU8","baroque, classical, early music, german baroque","0.0834","0.0586","7","-23.042","1","0.045","0.931","0.948","0.114","0.06","82.398","audio_features","4sdCdXF9oSiRZyNoYqnlU8","spotify:track:4sdCdXF9oSiRZyNoYqnlU8","https://api.spotify.com/v1/tracks/4sdCdXF9oSiRZyNoYqnlU8","https://api.spotify.com/v1/audio-analysis/4sdCdXF9oSiRZyNoYqnlU8","362000","4"
"spotify:track:5NfepJQoadJU2xUI9zrVtO","polish hip hop","0.324","0.233","3","-12.549","0","0.0398","0.931","0.00168","0.11","0.0645","177.433","audio_features","5NfepJQoadJU2xUI9zrVtO","spotify:track:5NfepJQoadJU2xUI9zrVtO","https://api.spotify.com/v1/tracks/5NfepJQoadJU2xUI9zrVtO","https://api.spotify.com/v1/audio-analysis/5NfepJQoadJU2xUI9zrVtO","376907","4"
"spotify:track:6SglxGaFBfgW69ASbikI4k","classical, italian opera, italian romanticism, late romantic era","0.395","0.269","10","-15.08","1","0.0708","0.963","1.13e-06","0.161","0.216","109.619","audio_features","6SglxGaFBfgW69ASbikI4k","spotify:track:6SglxGaFBfgW69ASbikI4k","https://api.spotify.com/v1/tracks/6SglxGaFBfgW69ASbikI4k","https://api.spotify.com/v1/audio-analysis/6SglxGaFBfgW69ASbikI4k","170040","1"
"spotify:track:4rQQWZIMGLNa1SUXWKfJZc","baltimore indie","0.679","0.682","0","-9.481","1","0.0452","0.087","0.698","0.164","0.96","104.99","audio_features","4rQQWZIMGLNa1SUXWKfJZc","spotify:track:4rQQWZIMGLNa1SUXWKfJZc","https://api.spotify.com/v1/tracks/4rQQWZIMGLNa1SUXWKfJZc","https://api.spotify.com/v1/audio-analysis/4rQQWZIMGLNa1SUXWKfJZc","174857","4"
"spotify:track:4saS9RJWpMNYRKWXj0AwaU","classical, early romantic era, polish classical","0.308","0.13","5","-22.12","0","0.0337","0.987","0.927","0.105","0.147","101.616","audio_features","4saS9RJWpMNYRKWXj0AwaU","spotify:track:4saS9RJWpMNYRKWXj0AwaU","https://api.spotify.com/v1/tracks/4saS9RJWpMNYRKWXj0AwaU","https://api.spotify.com/v1/audio-analysis/4saS9RJWpMNYRKWXj0AwaU","515840","3"
"spotify:track:3iX22wD2o9YQLvkXOPUHgx","cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, soundtrack","0.131","0.029","2","-18.12","1","0.0332","0.777","0.877","0.0874","0.0321","178.6","audio_features","3iX22wD2o9YQLvkXOPUHgx","spotify:track:3iX22wD2o9YQLvkXOPUHgx","https://api.spotify.com/v1/tracks/3iX22wD2o9YQLvkXOPUHgx","https://api.spotify.com/v1/audio-analysis/3iX22wD2o9YQLvkXOPUHgx","93213","4"
"spotify:track:1KJ5OOMluauUGrRGhd5r90","classical, early modern classical, finnish classical, impressionism, post-romantic era","0.062","0.0648","4","-25.699","0","0.0415","0.957","0.888","0.0998","0.0371","54.167","audio_features","1KJ5OOMluauUGrRGhd5r90","spotify:track:1KJ5OOMluauUGrRGhd5r90","https://api.spotify.com/v1/tracks/1KJ5OOMluauUGrRGhd5r90","https://api.spotify.com/v1/audio-analysis/1KJ5OOMluauUGrRGhd5r90","633000","4"
"spotify:track:7HnuJL8pvnOIxQWzmfcGOK","baroque, classical, early music, german baroque","0.312","0.173","1","-23.436","0","0.0563","0.995","0.929","0.111","0.419","163.885","audio_features","7HnuJL8pvnOIxQWzmfcGOK","spotify:track:7HnuJL8pvnOIxQWzmfcGOK","https://api.spotify.com/v1/tracks/7HnuJL8pvnOIxQWzmfcGOK","https://api.spotify.com/v1/audio-analysis/7HnuJL8pvnOIxQWzmfcGOK","186373","4"
"spotify:track:3atzYImAeGEBqDEPa2OLSO","avant-garde, classical, contemporary classical, polish contemporary classical","0.437","0.215","0","-12.634","1","0.0576","0.941","0.642","0.0799","0.297","157.662","audio_features","3atzYImAeGEBqDEPa2OLSO","spotify:track:3atzYImAeGEBqDEPa2OLSO","https://api.spotify.com/v1/tracks/3atzYImAeGEBqDEPa2OLSO","https://api.spotify.com/v1/audio-analysis/3atzYImAeGEBqDEPa2OLSO","612000","4"
"spotify:track:5p95DUZplmVxY0XCQ3hxUV","bebop, free jazz, jazz, jazz saxophone","0.394","0.23","3","-10.475","1","0.0348","0.931","0.497","0.0662","0.358","78.319","audio_features","5p95DUZplmVxY0XCQ3hxUV","spotify:track:5p95DUZplmVxY0XCQ3hxUV","https://api.spotify.com/v1/tracks/5p95DUZplmVxY0XCQ3hxUV","https://api.spotify.com/v1/audio-analysis/5p95DUZplmVxY0XCQ3hxUV","477760","4"
"spotify:track:2uKH3F6H8KwR76H1bXT5V8","classical, classical era, early romantic era, german romanticism","0.0922","0.0814","6","-23.41","0","0.0392","0.935","0.908","0.15","0.0357","86.402","audio_features","2uKH3F6H8KwR76H1bXT5V8","spotify:track:2uKH3F6H8KwR76H1bXT5V8","https://api.spotify.com/v1/tracks/2uKH3F6H8KwR76H1bXT5V8","https://api.spotify.com/v1/audio-analysis/2uKH3F6H8KwR76H1bXT5V8","525187","4"
"spotify:track:35UvOH0tRlSCdtWtaXuiWh","polish alternative, polish pop, talent show","0.719","0.673","8","-8.083","1","0.0343","0.0661","1.34e-06","0.135","0.345","94.008","audio_features","35UvOH0tRlSCdtWtaXuiWh","spotify:track:35UvOH0tRlSCdtWtaXuiWh","https://api.spotify.com/v1/tracks/35UvOH0tRlSCdtWtaXuiWh","https://api.spotify.com/v1/audio-analysis/35UvOH0tRlSCdtWtaXuiWh","229667","4"
