Województwo;Miejscowoœæ;Kod punktu pomiarowego;Nazwa punktu pomiarowego;Wspó³rz. pp WGS84 (d³. geogr.);Wspó³rz. pp WGS84 (szer. geogr.);Cel pomiaru;Data rozpoczêcia;Data zakoñczenia;Nazwa odcinka drogi;Czas odniesienia;Laeq po korekcie [dB]
podkarpackie;Rzeszów;D_18_000264_037;Rzeszów, Podkarpacka, P37;21,963489;50,008839;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.07.2020 06:00;15.07.2020 06:00;Rzeszów, ul. Podkarpacka (na odcinku od ul. 9 Dywizji Piechoty do granicy miasta Rzeszowa);Noc 8h;47,9
podkarpackie;Rzeszów;D_18_000264_038;Rzeszów, Podkarpacka, P38;21,958422;50,004878;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.07.2020 06:00;15.07.2020 06:00;Rzeszów, ul. Podkarpacka (na odcinku od ul. 9 Dywizji Piechoty do granicy miasta Rzeszowa);Dzieñ 16h;59,2
podkarpackie;Rzeszów;D_18_000264_038;Rzeszów, Podkarpacka, P38;21,958422;50,004878;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.07.2020 06:00;15.07.2020 06:00;Rzeszów, ul. Podkarpacka (na odcinku od ul. 9 Dywizji Piechoty do granicy miasta Rzeszowa);Noc 8h;56
podkarpackie;Rzeszów;D_18_000264_039;Rzeszów, Podkarpacka, P39;21,958306;50,004692;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.07.2020 06:00;15.07.2020 06:00;Rzeszów, ul. Podkarpacka (na odcinku od ul. 9 Dywizji Piechoty do granicy miasta Rzeszowa);Dzieñ 16h;59,1
podkarpackie;Rzeszów;D_18_000264_039;Rzeszów, Podkarpacka, P39;21,958306;50,004692;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.07.2020 06:00;15.07.2020 06:00;Rzeszów, ul. Podkarpacka (na odcinku od ul. 9 Dywizji Piechoty do granicy miasta Rzeszowa);Noc 8h;55,9
podkarpackie;Rzeszów;D_18_000264_040;Rzeszów, Podkarpacka, P40;21,958356;49,994483;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.07.2020 06:00;15.07.2020 06:00;Rzeszów, ul. Podkarpacka (na odcinku od ul. 9 Dywizji Piechoty do granicy miasta Rzeszowa);Dzieñ 16h;51,9
podkarpackie;Rzeszów;D_18_000264_040;Rzeszów, Podkarpacka, P40;21,958356;49,994483;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);14.07.2020 06:00;15.07.2020 06:00;Rzeszów, ul. Podkarpacka (na odcinku od ul. 9 Dywizji Piechoty do granicy miasta Rzeszowa);Noc 8h;48,1
podlaskie;Augustów;D_20_000025_002;PPH13 - odcinek miejski DK 16 - Augustów (ul. Chreptowicza);22,975611;53,836556;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);03.06.2020 18:00;04.06.2020 18:00;Chreptowicza 13;Dzieñ 16h;67,3
podlaskie;Augustów;D_20_000025_002;PPH13 - odcinek miejski DK 16 - Augustów (ul. Chreptowicza);22,975611;53,836556;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);03.06.2020 18:00;04.06.2020 18:00;Chreptowicza 13;Noc 8h;61,8
podlaskie;Babino;D_20_000135_001;PPH1 - S8 (629+300) - Babino (gm. Choroszcz);22,909611;53,161861;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);15.06.2020 14:00;16.06.2020 14:00;odcinek S8 na wysokoœci miejscoowœci Babino;Dzieñ 16h;74,3
podlaskie;Babino;D_20_000135_001;PPH1 - S8 (629+300) - Babino (gm. Choroszcz);22,909611;53,161861;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);15.06.2020 14:00;16.06.2020 14:00;odcinek S8 na wysokoœci miejscoowœci Babino;Noc 8h;70,8
podlaskie;Dobrzyniewo Du¿e;D_20_000143_001;PPH12 - DK65 (157+700) w miejscowoœci Dobrzyniewo Du¿e;23,023361;53,1915;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 11:00;17.06.2020 11:00;odcinek DK65 w miejscowoœci Dobrzyniewo Du¿e;Dzieñ 16h;71
podlaskie;Dobrzyniewo Du¿e;D_20_000143_001;PPH12 - DK65 (157+700) w miejscowoœci Dobrzyniewo Du¿e;23,023361;53,1915;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 11:00;17.06.2020 11:00;odcinek DK65 w miejscowoœci Dobrzyniewo Du¿e;Noc 8h;65,2
podlaskie;Drohiczyn;D_20_000152_001;Pp. nr 1 - Drohiczyn;22,654139;52,401361;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.08.2020 06:00;23.08.2020 06:00;fragment drogi krajowej nr 62 - Drohiczyn;Dzieñ 16h;63,5
podlaskie;Drohiczyn;D_20_000152_001;Pp. nr 1 - Drohiczyn;22,654139;52,401361;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.08.2020 06:00;23.08.2020 06:00;fragment drogi krajowej nr 62 - Drohiczyn;Dzieñ 16h;65
podlaskie;Drohiczyn;D_20_000152_001;Pp. nr 1 - Drohiczyn;22,654139;52,401361;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.08.2020 06:00;23.08.2020 06:00;fragment drogi krajowej nr 62 - Drohiczyn;Noc 8h;54,8
podlaskie;Drohiczyn;D_20_000152_001;Pp. nr 1 - Drohiczyn;22,654139;52,401361;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.08.2020 06:00;23.08.2020 06:00;fragment drogi krajowej nr 62 - Drohiczyn;Noc 8h;57,8
podlaskie;Drohiczyn;D_20_000152_001;Pp. nr 1 - Drohiczyn;22,654139;52,401361;Pañstwowy monitoring œrodowiska, art. 26 Poœ;20.08.2020 06:00;23.08.2020 06:00;fragment drogi krajowej nr 62 - Drohiczyn;Noc 8h;58,6
podlaskie;Gosie Ma³e;D_20_000076_001;PDH1 Wiœniówek Wertyce 17;22,379161;53,051183;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Dzieñ 16h;50,5
podlaskie;Gosie Ma³e;D_20_000076_001;PDH1 Wiœniówek Wertyce 17;22,379161;53,051183;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Noc 8h;46
podlaskie;Gosie Ma³e;D_20_000076_003;PDH3 Mê¿enin 78;22,470586;53,0863;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Dzieñ 16h;52,9
podlaskie;Gosie Ma³e;D_20_000076_003;PDH3 Mê¿enin 78;22,470586;53,0863;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Noc 8h;49,3
podlaskie;Gosie Ma³e;D_20_000076_004;PDH4 Zanie-Leœnica 25;22,344131;53,031611;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Dzieñ 16h;56,2
podlaskie;Gosie Ma³e;D_20_000076_004;PDH4 Zanie-Leœnica 25;22,344131;53,031611;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Noc 8h;54,6
podlaskie;Gosie Ma³e;D_20_000076_005;PDH5 Wiœniówek Wertyce 18;22,378031;53,048486;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Dzieñ 16h;57,3
podlaskie;Gosie Ma³e;D_20_000076_005;PDH5 Wiœniówek Wertyce 18;22,378031;53,048486;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Noc 8h;54,2
podlaskie;Gosie Ma³e;D_20_000076_006;PDH6 Szlasy-Lipno 19;22,408072;53,065025;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Dzieñ 16h;52,5
podlaskie;Gosie Ma³e;D_20_000076_006;PDH6 Szlasy-Lipno 19;22,408072;53,065025;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Noc 8h;43,1
podlaskie;Gosie Ma³e;D_20_000076_007;PDH7 Rutki 3A;22,439475;53,078622;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Dzieñ 16h;53,8
podlaskie;Gosie Ma³e;D_20_000076_007;PDH7 Rutki 3A;22,439475;53,078622;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Noc 8h;51,1
podlaskie;Gosie Ma³e;D_20_000076_008;PDH2 Pêsy Lipno 1;22,439475;53,078619;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Dzieñ 16h;56,3
podlaskie;Gosie Ma³e;D_20_000076_008;PDH2 Pêsy Lipno 1;22,439475;53,078619;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);26.05.2020 16:00;27.05.2020 06:00;Droga krajowa nr 8 (rozbudowana do S8) odcinek Wiœniewo - Mê¿enin;Noc 8h;54,2
podlaskie;Grajewo;D_20_000044_002;PPH11 - DK65 (93+100) w miscie Grajewo;22,472;53,636611;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);20.05.2020 10:00;21.05.2020 10:00;odcinek DK65 w mieœcie Grajewo;Dzieñ 16h;67,8
podlaskie;Grajewo;D_20_000044_002;PPH11 - DK65 (93+100) w miscie Grajewo;22,472;53,636611;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);20.05.2020 10:00;21.05.2020 10:00;odcinek DK65 w mieœcie Grajewo;Noc 8h;61,8
podlaskie;Hryniewicze;D_20_000148_001;Hryniewicze 5A;23,133861;53,085722;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;02.04.2020 22:00;03.04.2020 06:00;Droga powiatowa 1483B Hryniewicze;Noc 8h;53,2
podlaskie;Hryniewicze;D_20_000148_001;Hryniewicze 5A;23,133861;53,085722;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;03.04.2020 06:00;03.04.2020 22:00;Droga powiatowa 1483B Hryniewicze;Dzieñ 16h;62,7
podlaskie;Hryniewicze;D_20_000148_001;Hryniewicze 5A;23,133861;53,085722;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;03.04.2020 22:00;04.04.2020 06:00;Droga powiatowa 1483B Hryniewicze;Noc 8h;53,7
podlaskie;Hryniewicze;D_20_000148_001;Hryniewicze 5A;23,133861;53,085722;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;04.04.2020 06:00;04.04.2020 22:00;Droga powiatowa 1483B Hryniewicze;Dzieñ 16h;59,1
podlaskie;Hryniewicze;D_20_000148_001;Hryniewicze 5A;23,133861;53,085722;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;04.04.2020 22:00;05.04.2020 06:00;Droga powiatowa 1483B Hryniewicze;Noc 8h;48
podlaskie;Hryniewicze;D_20_000148_001;Hryniewicze 5A;23,133861;53,085722;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;05.04.2020 06:00;05.04.2020 22:00;Droga powiatowa 1483B Hryniewicze;Dzieñ 16h;56,5
podlaskie;Hryniewicze;D_20_000148_001;Hryniewicze 5A;23,133861;53,085722;Pomiar wykonywany w ramach kontroli prowadzonej przez WIOŒ;05.04.2020 22:00;06.04.2020 06:00;Droga powiatowa 1483B Hryniewicze;Noc 8h;55,5
podlaskie;Janówka;D_20_000144_001;PPH14 - DK8 (10+400) -pozamiejski odcinek obwodnicy Augustowa;22,859611;53,895472;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);03.06.2020 17:00;04.06.2020 17:00;odcinek DK8 - obwodnica Augustowska;Dzieñ 16h;72,3
podlaskie;Janówka;D_20_000144_001;PPH14 - DK8 (10+400) -pozamiejski odcinek obwodnicy Augustowa;22,859611;53,895472;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);03.06.2020 17:00;04.06.2020 17:00;odcinek DK8 - obwodnica Augustowska;Noc 8h;70,4
podlaskie;Jurowce;D_20_000058_002;PPH3- odcinek DK8 w Jurowcach (651-200);23,154167;53,203083;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 10:00;17.06.2020 10:00;odcinek S8 w miejscowoœci Jurowce;Dzieñ 16h;68,3
podlaskie;Jurowce;D_20_000058_002;PPH3- odcinek DK8 w Jurowcach (651-200);23,154167;53,203083;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 10:00;17.06.2020 10:00;odcinek S8 w miejscowoœci Jurowce;Noc 8h;64,7
podlaskie;Kolno;D_20_000072_002;PPH10 - DK63 (119+500) w miescie Kolno (ul. Wojska Polskiego 65);21,926167;53,411306;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.05.2020 13:00;22.05.2020 13:00;KOLNO WOJSKA POLSKIEGO;Dzieñ 16h;64,5
podlaskie;Kolno;D_20_000072_002;PPH10 - DK63 (119+500) w miescie Kolno (ul. Wojska Polskiego 65);21,926167;53,411306;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);21.05.2020 13:00;22.05.2020 13:00;KOLNO WOJSKA POLSKIEGO;Noc 8h;58,1
podlaskie;Krasne Stare;D_20_000137_001;PPH4 - DK8 na wysokoci miejscowoci Krasne Stare;23,112806;53,331917;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);04.06.2020 10:00;05.06.2020 10:00;odcinek DK8 w gminie Jasionówka;Dzieñ 16h;73,7
podlaskie;Krasne Stare;D_20_000137_001;PPH4 - DK8 na wysokoci miejscowoci Krasne Stare;23,112806;53,331917;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);04.06.2020 10:00;05.06.2020 10:00;odcinek DK8 w gminie Jasionówka;Noc 8h;70,3
podlaskie;Rutki-Nowiny;D_20_000136_001;PPH2 - S8 (9+300) w gminie Rutki;22,425889;53,071639;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);15.06.2020 12:00;16.06.2020 12:00;odcinek S8 w gminie Rutki;Dzieñ 16h;74,7
podlaskie;Rutki-Nowiny;D_20_000136_001;PPH2 - S8 (9+300) w gminie Rutki;22,425889;53,071639;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);15.06.2020 12:00;16.06.2020 12:00;odcinek S8 w gminie Rutki;Noc 8h;72,3
podlaskie;Sokó³ka;D_20_000140_001;PPH6 -  DK19 (16+450) - Sokó³ka (ul. Grodzieñska);23,506417;53,407028;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 18:00;17.06.2020 18:00;odcinek DK19 na terenie miasta Sokó³ka;Dzieñ 16h;67,3
podlaskie;Sokó³ka;D_20_000140_001;PPH6 -  DK19 (16+450) - Sokó³ka (ul. Grodzieñska);23,506417;53,407028;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);16.06.2020 18:00;17.06.2020 18:00;odcinek DK19 na terenie miasta Sokó³ka;Noc 8h;62,9
podlaskie;Suchowola;D_20_000138_001;PPH5 -DK8 za granicami miasta Suchowola;23,112556;53,598917;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);04.06.2020 09:00;05.06.2020 09:00;odcinek DK8 -Suchowola (ul. Augustowska);Dzieñ 16h;73,4
podlaskie;Suchowola;D_20_000138_001;PPH5 -DK8 za granicami miasta Suchowola;23,112556;53,598917;Pomiar w trybie art.175 ust.1 Poœ (pomiary okresowe);04.06.2020 09:00;05.06.2020 09:00;odcinek DK8 -Suchowola (ul. Augustowska);Noc 8h;70,4
podlaskie;Suwa³ki;D_20_000150_001;PDH1 Poddubówek 5C;22,880892;54,054519;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 13:00;16.09.2020 13:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;46,4
podlaskie;Suwa³ki;D_20_000150_001;PDH1 Poddubówek 5C;22,880892;54,054519;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 13:00;16.09.2020 13:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;43,7
podlaskie;Suwa³ki;D_20_000150_002;PDH2 Zielone Kamedulskie 30;22,879425;54,079883;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 13:30;16.09.2020 13:30;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;55,7
podlaskie;Suwa³ki;D_20_000150_002;PDH2 Zielone Kamedulskie 30;22,879425;54,079883;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 13:30;16.09.2020 13:30;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;53,5
podlaskie;Suwa³ki;D_20_000150_003;PDH3 Zielone Kamedulskie 18;22,877092;54,082056;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 14:00;16.09.2020 14:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;57,9
podlaskie;Suwa³ki;D_20_000150_003;PDH3 Zielone Kamedulskie 18;22,877092;54,082056;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 14:00;16.09.2020 14:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;55,5
podlaskie;Suwa³ki;D_20_000150_004;PDH4 Zielone Kamedulskie b.n.;22,874194;54,084269;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 14:00;16.09.2020 14:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;53,4
podlaskie;Suwa³ki;D_20_000150_004;PDH4 Zielone Kamedulskie b.n.;22,874194;54,084269;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 14:00;16.09.2020 14:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;49,7
podlaskie;Suwa³ki;D_20_000150_005;PDH5 Kuków 15;22,869942;54,102564;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 17:00;16.09.2020 17:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;51,5
podlaskie;Suwa³ki;D_20_000150_005;PDH5 Kuków 15;22,869942;54,102564;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 17:00;16.09.2020 17:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;49,6
podlaskie;Suwa³ki;D_20_000150_006;PDH6 Krzywólka 48;22,876292;54,114456;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 17:00;16.09.2020 17:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;56,5
podlaskie;Suwa³ki;D_20_000150_006;PDH6 Krzywólka 48;22,876292;54,114456;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 17:00;16.09.2020 17:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;53,9
podlaskie;Suwa³ki;D_20_000150_007;PDH7 Bród Nowy 23;22,879522;54,125514;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 15:30;16.09.2020 15:30;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;53,6
podlaskie;Suwa³ki;D_20_000150_007;PDH7 Bród Nowy 23;22,879522;54,125514;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 15:30;16.09.2020 15:30;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;51,5
podlaskie;Suwa³ki;D_20_000150_008;PDH8 Szwajcaria 2;22,941458;54,134997;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 16:00;16.09.2020 16:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Dzieñ 16h;57,3
podlaskie;Suwa³ki;D_20_000150_008;PDH8 Szwajcaria 2;22,941458;54,134997;Pomiar w trybie art.175 ust.3 Poœ (przebudowa);15.09.2020 16:00;16.09.2020 16:00;Obwodnica miasta Suwa³ki obejmuj¹ca drogê ekspresow¹ S61;Noc 8h;53,5
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;06.06.2020 06:00;06.06.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;71,2
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;06.06.2020 06:00;06.06.2020 22:00;odcinek DK8 w mieœcie Sztabin;Wieczór 4h;69,7
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;06.06.2020 22:00;07.06.2020 06:00;odcinek DK8 w mieœcie Sztabin;Noc 8h;70
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;08.06.2020 06:00;08.06.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;72
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;08.06.2020 06:00;08.06.2020 22:00;odcinek DK8 w mieœcie Sztabin;Wieczór 4h;72
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;08.06.2020 22:00;09.06.2020 06:00;odcinek DK8 w mieœcie Sztabin;Noc 8h;72,1
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;09.06.2020 06:00;10.06.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;72,7
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;09.06.2020 06:00;10.06.2020 22:00;odcinek DK8 w mieœcie Sztabin;Wieczór 4h;70,7
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;09.06.2020 22:00;10.06.2020 06:00;odcinek DK8 w mieœcie Sztabin;Noc 8h;68,5
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;11.07.2020 06:00;11.07.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;70,7
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;11.07.2020 06:00;11.07.2020 22:00;odcinek DK8 w mieœcie Sztabin;Wieczór 4h;70,4
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;11.07.2020 22:00;12.07.2020 06:00;odcinek DK8 w mieœcie Sztabin;Noc 8h;70
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.07.2020 06:00;14.07.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;71,4
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.07.2020 06:00;14.07.2020 22:00;odcinek DK8 w mieœcie Sztabin;Wieczór 4h;70,6
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;13.07.2020 22:00;14.07.2020 06:00;odcinek DK8 w mieœcie Sztabin;Noc 8h;69,1
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;25.09.2020 06:00;25.09.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;71
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;25.09.2020 06:00;25.09.2020 22:00;odcinek DK8 w mieœcie Sztabin;Wieczór 4h;70,1
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;25.09.2020 22:00;26.09.2020 06:00;odcinek DK8 w mieœcie Sztabin;Noc 8h;68,1
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;26.09.2020 06:00;27.09.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;70,5
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;26.09.2020 06:00;27.09.2020 22:00;odcinek DK8 w mieœcie Sztabin;Wieczór 4h;67,7
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;26.09.2020 22:00;27.09.2020 06:00;odcinek DK8 w mieœcie Sztabin;Noc 8h;68,5
podlaskie;Sztabin;D_20_000046_002;Sztabin Augustowska 60 Urz¹d Pocztowy;23,098833;53,680389;Pañstwowy monitoring œrodowiska, art. 26 Poœ;28.09.2020 06:00;28.09.2020 22:00;odcinek DK8 w mieœcie Sztabin;Dzieñ 12h;71,2
