"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"ITA","Europe","Italy",2021-10-25,4743720,2535,3461,131856,30,38.714,78580.731,41.993,57.332,2184.223,0.497,0.641,1.25,338,5.599,2917,48.321,NA,NA,NA,NA,222385,101271474,1677.584,3.684,475311,7.874,0.0073,137.3,"tests performed",89034038,46520919,42819558,1187801,169765,159500,147.49,77.06,70.93,1.97,2642,30719,0.051,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-10-26,4747773,4053,3655,131904,48,35.571,78647.87,67.139,60.546,2185.018,0.795,0.589,1.26,341,5.649,2945,48.785,NA,NA,NA,NA,639745,101911219,1688.181,10.598,472132,7.821,0.0077,129.2,"tests performed",89205195,46545231,42875130,1279284,171157,157379,147.77,77.1,71.02,2.12,2607,28089,0.047,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-10-27,4752368,4595,3783,131954,50,38,78723.987,76.117,62.666,2185.846,0.828,0.629,1.24,341,5.649,2956,48.967,NA,NA,NA,NA,468104,102379323,1695.935,7.754,469630,7.78,0.0081,124.1,"tests performed",89388212,46569155,42930708,1382960,183017,156688,148.07,77.14,71.12,2.29,2596,25948,0.043,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-10-28,4757231,4863,3936.143,132004,50,40,78804.544,80.557,65.203,2186.674,0.828,0.663,1.23,347,5.748,2956,48.967,NA,NA,NA,NA,570335,102949658,1705.383,9.448,469011,7.769,0.0084,119.2,"tests performed",89583452,46592188,42989423,1496588,195240,157243,148.4,77.18,71.21,2.48,2605,24128,0.04,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-10-29,4762563,5332,4143.714,132037,33,39.143,78892.869,88.326,68.642,2187.221,0.547,0.648,1.22,349,5.781,3007,49.812,NA,NA,NA,NA,474778,103424436,1713.248,7.865,467234,7.74,0.0089,112.8,"tests performed",89766460,46613333,43048682,1599317,183008,157617,148.7,77.22,71.31,2.65,2611,22268,0.037,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-10-30,4767440,4877,4282.571,132074,37,38.857,78973.658,80.789,70.942,2187.834,0.613,0.644,1.2,346,5.732,3053,50.574,NA,NA,NA,NA,477352,103901788,1721.155,7.907,465202,7.706,0.0092,108.6,"tests performed",89900445,46631254,43096989,1667188,133985,157667,148.92,77.25,71.39,2.76,2612,21365,0.035,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-10-31,4771965,4525,4397.143,132100,26,39.143,79048.615,74.958,72.84,2188.265,0.431,0.648,1.18,342,5.665,3096,51.286,169,2.8,1697,28.118,350170,104251958,1726.956,5.801,457553,7.579,0.0096,104.1,"tests performed",89961173,46639802,43121028,1695377,60728,156700,149.02,77.26,71.43,2.81,2596,20821,0.034,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-01,4774783,2818,4437.571,132120,20,37.714,79095.296,46.681,73.509,2188.596,0.331,0.625,1.15,364,6.03,3227,53.456,NA,NA,NA,NA,146725,104398683,1729.386,2.431,446744,7.4,0.0099,100.7,"tests performed",90013778,46645995,43139361,1723480,52605,139963,149.11,77.27,71.46,2.85,2319,17868,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-02,4777614,2831,4263,132161,41,36.714,79142.192,46.896,70.618,2189.275,0.679,0.608,1.14,385,6.378,3377,55.941,NA,NA,NA,NA,238354,104637037,1733.335,3.948,389403,6.451,0.0109,91.3,"tests performed",90181871,46664416,43200062,1812531,168093,139525,149.39,77.3,71.56,3,2311,17026,0.028,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-03,4782802,5188,4347.714,132224,63,38.571,79228.133,85.94,72.021,2190.319,1.044,0.639,1.19,381,6.311,3410,56.487,NA,NA,NA,NA,717311,105354348,1745.217,11.882,425004,7.04,0.0102,97.8,"tests performed",90377576,46683502,43258593,1930721,195705,141338,149.71,77.33,71.66,3.2,2341,16335,0.027,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-04,4788704,5902,4496.143,132283,59,39.857,79325.901,97.768,74.48,2191.296,0.977,0.66,1.25,383,6.344,3428,56.786,NA,NA,NA,NA,514629,105868977,1753.742,8.525,417046,6.908,0.0108,92.8,"tests performed",90580390,46703179,43315636,2056887,202814,142420,150.05,77.36,71.75,3.41,2359,15856,0.026,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-05,4795465,6761,4700.286,132334,51,42.429,79437.898,111.997,77.861,2192.141,0.845,0.703,1.3,395,6.543,3519,58.293,NA,NA,NA,NA,543414,106412391,1762.744,9.002,426851,7.071,0.011,90.8,"tests performed",90796152,46723482,43376710,2191486,215762,147099,150.41,77.4,71.85,3.63,2437,15736,0.026,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-06,4802225,6760,4969.286,132365,31,41.571,79549.879,111.981,82.317,2192.654,0.514,0.689,1.31,392,6.494,3565,59.055,NA,NA,NA,NA,491962,106904353,1770.893,8.149,428938,7.105,0.0116,86.3,"tests performed",90948850,46741068,43421243,2282149,152698,149772,150.66,77.43,71.93,3.78,2481,15688,0.026,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-07,4808047,5822,5154.571,132391,26,41.571,79646.321,96.443,85.387,2193.085,0.431,0.689,1.32,398,6.593,3613,59.85,223,3.689,1951,32.326,434771,107339124,1778.095,7.202,441024,7.306,0.0117,85.6,"tests performed",91015872,46748969,43442652,2319874,67022,150671,150.77,77.44,71.96,3.84,2496,15595,0.026,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-08,4812594,4547,5401.571,132423,32,43.286,79721.643,75.322,89.478,2193.615,0.53,0.717,1.33,415,6.875,3777,62.567,NA,NA,NA,NA,249115,107588239,1782.222,4.127,455651,7.548,0.0119,84.4,"tests performed",91216322,46769315,43492118,2450587,200450,171792,151.1,77.47,72.05,4.06,2846,17617,0.029,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-09,4818705,6111,5870.143,132491,68,47.143,79822.873,101.23,97.24,2194.742,1.126,0.781,1.33,421,6.974,3857,63.892,NA,NA,NA,NA,645689,108233928,1792.918,10.696,513842,8.512,0.0114,87.5,"tests performed",91422904,46788822,43535803,2594035,206582,177290,151.44,77.51,72.12,4.3,2937,17772,0.029,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-10,4826738,8033,6276.571,132551,60,46.714,79955.942,133.068,103.973,2195.736,0.994,0.774,1.33,423,7.007,3870,64.107,NA,NA,NA,NA,487618,108721546,1800.996,8.077,481028,7.968,0.013,76.6,"tests performed",91639266,46809076,43576781,2749219,216362,180241,151.8,77.54,72.19,4.55,2986,17939,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-11,4835435,8697,6675.857,132618,67,47.857,80100.009,144.068,110.587,2196.845,1.11,0.793,1.31,422,6.991,3931,65.118,NA,NA,NA,NA,595812,109317358,1810.865,9.87,492626,8.16,0.0136,73.8,"tests performed",91857046,46829617,43619765,2903537,217780,182379,152.16,77.57,72.26,4.81,3021,18063,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-12,4843957,8522,6927.429,132686,68,50.286,80241.178,141.169,114.754,2197.972,1.126,0.833,1.29,445,7.372,3970,65.764,NA,NA,NA,NA,498935,109816293,1819.13,8.265,486272,8.055,0.0142,70.2,"tests performed",92079588,46849998,43664436,3061111,222542,183348,152.53,77.61,72.33,5.07,3037,18074,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-13,4852496,8539,7181.571,132739,53,53.429,80382.629,141.45,118.964,2198.85,0.878,0.885,1.27,453,7.504,4050,67.089,NA,NA,NA,NA,540371,110356664,1828.082,8.951,493187,8.17,0.0146,68.7,"tests performed",92246009,46868899,43696147,3176997,166421,185308,152.81,77.64,72.38,5.26,3070,18262,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-14,4860061,7565,7430.571,132775,36,54.857,80507.944,125.316,123.089,2199.446,0.596,0.909,1.26,458,7.587,4105,68,276,4.577,2286,37.876,445593,110802257,1835.463,7.381,494733,8.195,0.015,66.6,"tests performed",92319867,46876757,43710000,3229185,73858,186285,152.93,77.65,72.41,5.35,3086,18255,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-15,4865260,5199,7523.714,132819,44,56.571,80594.067,86.123,124.632,2200.175,0.729,0.937,1.26,475,7.868,4283,70.949,NA,NA,NA,NA,248825,111051082,1839.585,4.122,494692,8.195,0.0152,65.8,"tests performed",92531063,46896235,43745275,3385681,211196,187820,153.28,77.68,72.46,5.61,3111,18131,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-16,4873075,7815,7767.143,132893,74,57.429,80723.524,129.457,128.664,2201.401,1.226,0.951,1.27,481,7.968,4451,73.732,NA,NA,NA,NA,684710,111735792,1850.927,11.342,500266,8.287,0.0155,64.4,"tests performed",92749596,46915364,43774398,3556056,218533,189527,153.64,77.72,72.51,5.89,3140,18077,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-17,4883242,10167,8072,132965,72,59.143,80891.943,168.419,133.714,2202.594,1.193,0.98,1.27,486,8.051,4546,75.305,NA,NA,NA,NA,537765,112273557,1859.835,8.908,507430,8.406,0.0159,62.9,"tests performed",92973163,46934434,43801435,3733589,223567,190557,154.01,77.75,72.56,6.18,3157,17908,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-18,4893887,10645,8350.286,133034,69,59.429,81068.279,176.337,138.324,2203.737,1.143,0.984,1.27,503,8.332,4591,76.051,NA,NA,NA,NA,625774,112899331,1870.201,10.366,511710,8.477,0.0163,61.3,"tests performed",93216114,46955946,43830379,3926154,242951,194153,154.41,77.78,72.61,6.5,3216,18047,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-19,4904441,10554,8640.571,133082,48,56.571,81243.109,174.829,143.133,2204.532,0.795,0.937,1.26,512,8.481,4657,77.144,NA,NA,NA,NA,538488,113437819,1879.122,8.92,517361,8.57,0.0167,59.9,"tests performed",93469425,46977342,43857753,4130748,253311,198548,154.83,77.82,72.65,6.84,3289,18192,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-20,4915981,11540,9069.286,133131,49,56,81434.271,191.163,150.235,2205.343,0.812,0.928,1.26,512,8.481,4762,78.884,NA,NA,NA,NA,574812,114012631,1888.643,9.522,522281,8.652,0.0174,57.6,"tests performed",93663063,46995950,43877532,4286063,193638,202436,155.15,77.85,72.68,7.1,3353,18150,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-21,4925688,9707,9375.286,133177,46,57.429,81595.07,160.799,155.304,2206.105,0.762,0.951,1.25,520,8.614,4865,80.59,304,5.03,2735,45.304,487109,114499740,1896.713,8.069,528212,8.75,0.0177,56.3,"tests performed",93746267,47004952,43887587,4350252,83204,203771,155.29,77.86,72.7,7.21,3376,18314,0.03,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-22,4932091,6403,9547.286,133247,70,61.143,81701.137,106.067,158.153,2207.265,1.16,1.013,1.24,549,9.094,5056,83.754,NA,NA,NA,NA,267570,114767310,1901.145,4.432,530890,8.794,0.018,55.6,"tests performed",94001067,47027539,43908068,4562053,254800,210001,155.71,77.9,72.73,7.56,3479,18758,0.031,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-23,4942135,10044,9865.714,133330,83,62.429,81867.518,166.381,163.428,2208.64,1.375,1.034,1.25,560,9.277,5157,85.427,NA,NA,NA,NA,689280,115456590,1912.563,11.418,531543,8.805,0.0186,53.9,"tests performed",94285683,47049440,43930353,4802594,284616,219441,156.19,77.94,72.77,7.96,3635,19154,0.032,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-24,4954585,12450,10191.857,133415,85,64.286,82073.755,206.237,168.83,2210.048,1.408,1.065,1.25,573,9.492,5202,86.172,NA,NA,NA,NA,562505,116019095,1921.881,9.318,535077,8.864,0.019,52.5,"tests performed",94603580,47071818,43956797,5071780,317897,232917,156.71,77.98,72.82,8.4,3858,19626,0.033,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-25,4968341,13756,10636.286,133486,71,64.571,82301.626,227.871,176.192,2211.224,1.176,1.07,1.25,588,9.74,5277,87.415,NA,NA,NA,NA,649998,116669093,1932.648,10.767,538537,8.921,0.0198,50.6,"tests performed",94952474,47099281,43978455,5371648,348894,248051,157.29,78.02,72.85,8.9,4109,20476,0.034,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-26,4982022,13681,11083,133537,51,65,82528.254,226.629,183.592,2212.069,0.845,1.077,1.23,606,10.039,5354,88.69,NA,NA,NA,NA,557180,117226273,1941.878,9.23,541208,8.965,0.0205,48.8,"tests performed",95321332,47129051,44001305,5688004,368858,264558,157.9,78.07,72.89,9.42,4382,21673,0.036,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-27,4994891,12869,11272.857,133627,90,70.857,82741.432,213.178,186.737,2213.56,1.491,1.174,1.22,624,10.337,5450,90.28,NA,NA,NA,NA,596898,117823171,1951.766,9.888,544363,9.017,0.0207,48.3,"tests performed",95635541,47158942,44020949,5952781,314209,281783,158.42,78.12,72.92,9.86,4668,23285,0.039,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-28,5007818,12927,11732.857,133674,47,71,82955.571,214.139,194.357,2214.338,0.779,1.176,1.23,638,10.569,5602,92.798,391,6.472,3013,49.915,512592,118335763,1960.257,8.491,548003,9.078,0.0214,46.7,"tests performed",95796178,47174360,44029974,6089041,160637,292844,158.69,78.15,72.94,10.09,4851,24201,0.04,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-29,5015790,7972,11957,133739,65,70.286,83087.628,132.058,198.07,2215.415,1.077,1.164,1.23,669,11.082,5804,96.144,NA,NA,NA,NA,276000,118611763,1964.829,4.572,549208,9.098,0.0218,45.9,"tests performed",96174414,47208336,44050189,6413167,378236,310478,159.31,78.2,72.97,10.62,5143,25828,0.043,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-11-30,5028547,12757,12344.571,133828,89,71.143,83298.951,211.322,204.49,2216.889,1.474,1.178,1.23,683,11.314,5910,97.9,NA,NA,NA,NA,719972,119331735,1976.756,11.926,553592,9.17,0.0223,44.8,"tests performed",96591708,47241527,44071133,6776444,417294,329432,160.01,78.26,73,11.23,5457,27441,0.045,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-01,5043620,15073,12719.286,133931,103,73.714,83548.638,249.687,210.698,2218.596,1.706,1.221,1.23,686,11.364,5934,98.298,NA,NA,NA,NA,573775,119905510,1986.26,9.505,555202,9.197,0.0229,43.7,"tests performed",97053621,47274064,44090456,7186601,461913,350006,160.77,78.31,73.04,11.9,5798,28892,0.048,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-02,5060430,16810,13155.571,134003,72,73.857,83827.1,278.461,217.925,2219.788,1.193,1.223,1.23,698,11.563,5996,99.325,NA,NA,NA,NA,679462,120584972,1997.516,11.255,559411,9.267,0.0235,42.5,"tests performed",97545311,47307783,44111681,7623446,491690,370405,161.59,78.37,73.07,12.63,6136,29786,0.049,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-03,5077445,17015,13631.857,134077,74,77.143,84108.957,281.857,225.815,2221.014,1.226,1.278,1.21,708,11.728,6093,100.932,NA,NA,NA,NA,588445,121173417,2007.263,9.748,563878,9.341,0.0242,41.4,"tests performed",98066529,47343082,44134147,8087004,521218,392171,162.45,78.42,73.11,13.4,6496,30576,0.051,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-04,5094072,16627,14168.714,134152,75,75,84384.386,275.43,234.708,2222.256,1.242,1.242,1.2,732,12.126,6160,102.042,NA,NA,NA,NA,636592,121810009,2017.809,10.545,569548,9.435,0.0249,40.2,"tests performed",98535081,47375770,44154000,8503176,468552,414220,163.23,78.48,73.14,14.09,6862,30975,0.051,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-05,5109082,15010,14466.286,134195,43,74.429,84633.03,248.644,239.637,2222.969,0.712,1.233,1.19,736,12.192,6333,104.907,408,6.757,3238,53.637,525108,122335117,2026.507,8.699,571336,9.464,0.0253,39.5,"tests performed",98828278,47399090,44164114,8763013,293197,433157,163.71,78.52,73.16,14.52,7175,32104,0.053,71.3,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-06,5118576,9494,14683.714,134287,92,78.286,84790.3,157.27,243.239,2224.493,1.524,1.297,1.18,743,12.308,6622,109.695,NA,NA,NA,NA,301560,122636677,2031.503,4.995,574988,9.525,0.0255,39.2,"tests performed",99349843,47443953,44186434,9217506,521565,453633,164.58,78.59,73.2,15.27,7515,33660,0.056,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-07,5134318,15742,15110.143,134386,99,79.714,85051.07,260.77,250.303,2226.133,1.64,1.32,1.17,776,12.855,6854,113.538,NA,NA,NA,NA,695136,123331813,2043.018,11.515,571440,9.466,0.0264,37.8,"tests performed",99889928,47487182,44207167,9693801,540085,471174,165.47,78.66,73.23,16.06,7805,35094,0.058,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-08,5152264,17946,15520.571,134472,86,77.286,85348.349,297.279,257.102,2227.557,1.425,1.28,1.15,791,13.103,6890,114.134,NA,NA,NA,NA,564698,123896511,2052.372,9.354,570143,9.445,0.0272,36.7,"tests performed",100170378,47511079,44215212,9942397,280450,445251,165.93,78.7,73.24,16.47,7376,33859,0.056,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-09,5164780,12516,14907.143,134551,79,78.286,85555.679,207.33,246.94,2228.866,1.309,1.297,1.14,811,13.434,7144,118.342,NA,NA,NA,NA,312828,124209339,2057.554,5.182,517767,8.577,0.0288,34.7,"tests performed",100724364,47549919,44243024,10429845,553986,454150,166.85,78.77,73.29,17.28,7523,34591,0.057,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-10,5185270,20490,15403.571,134669,118,84.571,85895.101,339.421,255.163,2230.821,1.955,1.401,1.19,816,13.517,7299,120.909,NA,NA,NA,NA,716287,124925626,2069.42,11.865,536030,8.879,0.0287,34.8,"tests performed",101297331,47586474,44267462,10941946,572967,461543,167.8,78.83,73.33,18.13,7646,34770,0.058,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-11,5206305,21035,16033.286,134765,96,87.571,86243.55,348.449,265.595,2232.411,1.59,1.451,1.23,818,13.55,7357,121.87,NA,NA,NA,NA,565077,125490703,2078.78,9.361,525813,8.71,0.0305,32.8,"tests performed",101804425,47618488,44287851,11396747,507094,467049,168.64,78.88,73.36,18.88,7737,34674,0.057,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-12,5225517,19212,16633.571,134831,66,90.857,86561.801,318.251,275.539,2233.504,1.093,1.505,1.26,829,13.733,7526,124.67,477,7.897,2701,44.751,501815,125992518,2087.093,8.313,522486,8.655,0.0318,31.4,"tests performed",102127609,47639826,44298130,11688384,323184,471333,169.18,78.92,73.38,19.36,7808,34391,0.057,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-13,5238221,12704,17092.143,134929,98,91.714,86772.245,210.444,283.135,2235.128,1.623,1.519,1.28,NA,NA,NA,NA,NA,NA,NA,NA,313536,126306054,2092.287,5.194,524197,8.683,0.0326,30.7,"tests performed",102645466,47672908,44320684,12150711,517857,470803,170.03,78.97,73.42,20.13,7799,32708,0.054,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-14,5258886,20665,17795.429,135049,120,94.714,87114.565,342.32,294.785,2237.115,1.988,1.569,1.29,NA,NA,NA,NA,NA,NA,NA,NA,776563,127082617,2105.151,12.864,535829,8.876,0.0332,30.1,"tests performed",103185623,47705700,44342203,12636686,540157,470814,170.93,79.03,73.45,20.93,7799,31217,0.052,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
"ITA","Europe","Italy",2021-12-15,5282076,23190,18544.571,135178,129,100.857,87498.713,384.147,307.195,2239.252,2.137,1.671,1.31,NA,NA,NA,NA,NA,NA,NA,NA,634638,127717255,2115.664,10.513,545821,9.042,0.034,29.4,"tests performed",103745548,47736868,44363759,13143982,559925,510739,171.86,79.08,73.49,21.77,8461,32256,0.053,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA,NA,NA,NA
