"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"ALB","Europe","Albania",2021-09-02,148222,853,852.714,2505,4,2.714,51592.553,296.909,296.81,871.931,1.392,0.945,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499898,844304,655594,NA,14648,11999,52.21,29.39,22.82,NA,4177,5277,0.184,38.89,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-03,149117,895,849,2508,3,3,51904.081,311.528,295.517,872.975,1.044,1.044,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11679,NA,NA,NA,NA,4065,5285,0.184,38.89,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-04,150101,984,860.286,2512,4,3.143,52246.588,342.507,299.445,874.367,1.392,1.094,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11885,NA,NA,NA,NA,4137,5577,0.194,38.89,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-05,150997,896,878.571,2515,3,3.286,52558.465,311.876,305.81,875.412,1.044,1.144,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12091,NA,NA,NA,NA,4209,5869,0.204,38.89,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-06,151499,502,880.857,2519,4,3.429,52733.199,174.734,306.605,876.804,1.392,1.193,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539232,865281,673951,NA,NA,11598,53.58,30.12,23.46,NA,4037,5873,0.204,38.89,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-07,152239,740,836,2523,4,3.571,52990.775,257.576,290.992,878.196,1.392,1.243,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553626,872116,681510,NA,14394,11616,54.08,30.36,23.72,NA,4043,5960,0.207,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-08,153318,1079,849.857,2528,5,3.857,53366.35,375.574,295.815,879.937,1.74,1.343,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567313,879459,687854,NA,13687,11723,54.55,30.61,23.94,NA,4080,6121,0.213,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-09,154316,998,870.571,2531,3,3.714,53713.73,347.38,303.025,880.981,1.044,1.293,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579402,885981,693421,NA,12089,11358,54.98,30.84,24.14,NA,3953,5954,0.207,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-10,155293,977,882.286,2535,4,3.857,54053.8,340.07,307.103,882.373,1.392,1.343,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589575,890978,698597,NA,10173,11406,55.33,31.01,24.32,NA,3970,5919,0.206,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-11,156162,869,865.857,2539,4,3.857,54356.278,302.478,301.384,883.766,1.392,1.343,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598196,895363,702833,NA,8621,11233,55.63,31.17,24.46,NA,3910,5796,0.202,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-12,157026,864,861.286,2543,4,4,54657.016,300.738,299.793,885.158,1.392,1.392,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601552,896926,704626,NA,3356,10308,55.75,31.22,24.53,NA,3588,5270,0.183,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-13,157436,410,848.143,2548,5,4.143,54799.727,142.711,295.218,886.898,1.74,1.442,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610157,900814,709343,NA,8605,10132,56.05,31.36,24.69,NA,3527,5076,0.177,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-14,158431,995,884.571,2553,5,4.286,55146.063,346.336,307.898,888.639,1.74,1.492,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618111,904594,713517,NA,7954,9212,56.32,31.49,24.84,NA,3206,4640,0.162,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-15,159423,992,872.143,2557,4,4.143,55491.355,345.292,303.572,890.031,1.392,1.442,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625636,908232,717404,NA,7525,8332,56.58,31.61,24.97,NA,2900,4110,0.143,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-16,160365,942,864.143,2563,6,4.571,55819.243,327.888,300.788,892.119,2.088,1.591,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632986,911372,721614,NA,7350,7655,56.84,31.72,25.12,NA,2665,3627,0.126,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-17,161324,959,861.571,2569,6,4.857,56153.048,333.805,299.893,894.208,2.088,1.691,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640239,914401,725838,NA,7253,7238,57.09,31.83,25.26,NA,2519,3346,0.116,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-18,162173,849,858.714,2574,5,5,56448.564,295.517,298.898,895.948,1.74,1.74,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6695,NA,NA,NA,NA,2330,2999,0.104,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-19,162953,780,846.714,2580,6,5.286,56720.064,271.499,294.721,898.037,2.088,1.84,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649884,918307,731577,NA,NA,6905,57.43,31.96,25.46,NA,2403,3054,0.106,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-20,163404,451,852.571,2587,7,5.571,56877.046,156.982,296.76,900.473,2.437,1.939,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657595,921001,736594,NA,7711,6777,57.7,32.06,25.64,NA,2359,2884,0.1,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-21,164276,872,835,2594,7,5.857,57180.569,303.522,290.644,902.91,2.437,2.039,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665590,923771,741819,NA,7995,6783,57.98,32.15,25.82,NA,2361,2740,0.095,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-22,165096,820,810.429,2601,7,6.286,57465.991,285.422,282.091,905.346,2.437,2.188,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674093,926652,747441,NA,8503,6922,58.27,32.25,26.02,NA,2409,2631,0.092,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-23,165864,768,785.571,2609,8,6.571,57733.314,267.323,273.439,908.131,2.785,2.287,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683644,929624,754020,NA,9551,7237,58.6,32.36,26.25,NA,2519,2607,0.091,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-24,166690,826,766.571,2619,10,7.143,58020.825,287.511,266.825,911.612,3.481,2.486,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1693555,932595,760960,NA,9911,7617,58.95,32.46,26.49,NA,2651,2599,0.09,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-25,167354,664,740.143,2629,10,7.857,58251.947,231.123,257.626,915.092,3.481,2.735,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7955,NA,NA,NA,NA,2769,2624,0.091,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-26,167893,539,705.714,2640,11,8.571,58439.56,187.613,245.642,918.921,3.829,2.984,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8294,NA,NA,NA,NA,2887,2650,0.092,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-27,168188,295,683.429,2653,13,9.429,58542.243,102.682,237.885,923.446,4.525,3.282,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715133,938985,776148,NA,NA,8220,59.7,32.68,27.02,NA,2861,2569,0.089,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-28,168782,594,643.714,2668,15,10.571,58749,206.757,224.062,928.667,5.221,3.68,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723996,941418,782578,NA,8863,8344,60.01,32.77,27.24,NA,2904,2521,0.088,41.67,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-29,169462,680,623.714,2685,17,12,58985.692,236.692,217.1,934.585,5.917,4.177,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1732549,944011,788538,NA,8553,8351,60.31,32.86,27.45,NA,2907,2480,0.086,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-09-30,170131,669,609.571,2698,13,12.714,59218.555,232.863,212.177,939.11,4.525,4.426,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1741373,946495,794878,NA,8824,8247,60.61,32.95,27.67,NA,2871,2410,0.084,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,10923.4,28.63,43.06,3802.17575482068
"ALB","Europe","Albania",2021-10-01,170778,647,584,2705,7,12.286,59443.76,225.205,203.277,941.546,2.437,4.276,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749106,948553,800553,NA,7733,7936,60.88,33.02,27.87,NA,2762,2280,0.079,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-02,171327,549,567.571,2710,5,11.571,59634.854,191.094,197.558,943.287,1.74,4.028,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756040,950620,805420,NA,6934,7899,61.12,33.09,28.03,NA,2749,2271,0.079,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-03,171794,467,557.286,2713,3,10.429,59797.406,162.552,193.978,944.331,1.044,3.63,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7491,NA,NA,NA,NA,2607,2133,0.074,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-04,171794,0,515.143,2713,0,8.571,59797.406,0,179.309,944.331,0,2.984,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764714,952949,811765,NA,NA,7083,61.43,33.17,28.26,NA,2465,1995,0.069,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-05,172618,824,548,2725,12,8.143,60084.221,286.815,190.746,948.508,4.177,2.834,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771542,955083,816459,NA,6828,6792,61.66,33.24,28.42,NA,2364,1952,0.068,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-06,173190,572,532.571,2734,9,7,60283.32,199.1,185.375,951.64,3.133,2.437,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778093,957147,820946,NA,6551,6506,61.89,33.32,28.58,NA,2265,1877,0.065,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-07,173723,533,513.143,2746,12,6.857,60468.845,185.525,178.613,955.817,4.177,2.387,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783984,958874,825110,NA,5891,6087,62.1,33.38,28.72,NA,2119,1768,0.062,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-08,174168,445,484.286,2753,7,6.857,60623.739,154.894,168.568,958.254,2.437,2.387,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789592,960652,828940,NA,5608,5784,62.29,33.44,28.85,NA,2013,1728,0.06,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-09,174643,475,473.714,2759,6,7,60789.075,165.336,164.889,960.342,2.088,2.437,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795351,962281,833070,NA,5759,5616,62.49,33.49,29,NA,1955,1666,0.058,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-10,174968,325,453.429,2768,9,7.857,60902.2,113.125,157.828,963.475,3.133,2.735,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600,NA,NA,NA,NA,1949,1777,0.062,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-11,175163,195,481.286,2777,9,9.143,60970.074,67.875,167.524,966.608,3.133,3.182,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803799,NA,834469,NA,NA,5584,62.79,NA,29.05,NA,1944,1889,0.066,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-12,175664,501,435.143,2783,6,8.286,61144.461,174.386,151.463,968.696,2.088,2.884,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810433,968117,842316,NA,6634,5556,63.02,33.7,29.32,NA,1934,1862,0.065,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-13,176172,508,426,2788,5,7.714,61321.283,176.823,148.28,970.436,1.74,2.685,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816580,970703,845877,NA,6147,5498,63.23,33.79,29.44,NA,1914,1937,0.067,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-14,176667,495,420.571,2797,9,7.286,61493.581,172.298,146.391,973.569,3.133,2.536,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5381,NA,NA,NA,NA,1873,2010,0.07,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-15,177108,441,420,2807,10,7.714,61647.083,153.502,146.192,977.05,3.481,2.685,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5304,NA,NA,NA,NA,1846,2075,0.072,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-16,177536,428,413.286,2810,3,7.286,61796.059,148.977,143.855,978.094,1.044,2.536,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5205,NA,NA,NA,NA,1812,2162,0.075,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-17,177971,435,429,2820,10,7.429,61947.473,151.413,149.325,981.575,3.481,2.586,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1836856,979655,857201,NA,NA,5326,63.94,34.1,29.84,NA,1854,2204,0.077,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-18,178188,217,432.143,2829,9,7.429,62023.005,75.533,150.419,984.708,3.133,2.586,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842661,982467,860194,NA,5805,5552,64.14,34.2,29.94,NA,1933,2328,0.081,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-19,178804,616,448.571,2841,12,8.286,62237.42,214.415,156.137,988.885,4.177,2.884,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848634,985320,863314,NA,5973,5457,64.35,34.3,30.05,NA,1899,2458,0.086,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-20,179463,659,470.143,2849,8,8.714,62466.802,229.382,163.646,991.669,2.785,3.033,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854615,988414,866201,NA,5981,5434,64.55,34.4,30.15,NA,1891,2530,0.088,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-21,180029,566,480.286,2855,6,8.286,62663.813,197.011,167.176,993.758,2.088,2.884,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860335,991371,868964,NA,5720,5527,64.75,34.51,30.25,NA,1924,2633,0.092,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-22,180623,594,502.143,2863,8,8,62870.571,206.757,174.784,996.542,2.785,2.785,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865942,994446,871496,NA,5607,5603,64.95,34.61,30.33,NA,1950,2752,0.096,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-23,181252,629,530.857,2870,7,8.571,63089.511,218.94,184.779,998.979,2.437,2.984,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5448,NA,NA,NA,NA,1896,2696,0.094,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-24,181696,444,532.143,2874,4,7.714,63244.056,154.546,185.226,1000.371,1.392,2.685,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873903,998130,875773,NA,NA,5292,65.23,34.74,30.48,NA,1842,2639,0.092,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-25,181960,264,538.857,2880,6,7.286,63335.949,91.892,187.563,1002.46,2.088,2.536,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879391,1000993,878398,NA,5488,5247,65.42,34.84,30.57,NA,1826,2647,0.092,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-26,182610,650,543.714,2888,8,6.714,63562.198,226.25,189.254,1005.244,2.785,2.337,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5226,NA,NA,NA,NA,1819,2720,0.095,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
"ALB","Europe","Albania",2021-10-27,183282,672,545.571,2893,5,6.286,63796.105,233.907,189.9,1006.984,1.74,2.188,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891041,1007734,883307,NA,NA,5204,65.82,35.08,30.75,NA,1811,2760,0.096,46.3,2872934,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA,NA,NA,NA
